Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
Black or African American	M	2016	Not Hispanic or Latino	27.1119645525284	2932	13719610	21.3708698716654
Black or African American	M	2017	Not Hispanic or Latino	28.7233049032172	3186	13944456	22.8477898313136
Black or African American	M	2018	Not Hispanic or Latino	30.0368954910129	3442	14109868	24.3942749854215
Black or African American	M	2019	Not Hispanic or Latino	31.1117211343025	3738	14278463	26.179288344971
Black or African American	M	2020	Not Hispanic or Latino	33.2470190389255	4175	14453199	28.8863385884329
Black or African American	M	2021	Not Hispanic or Latino	31.3026326227253	3997	14716384	27.1602045719927
Black or African American	M	2022	Not Hispanic or Latino	32.2239085461006	4185	14883794	28.1178307090249
Black or African American	M	2023	Not Hispanic or Latino	31.8485010993734	4240	14935699	28.3883599957391
White	F	2000	Not Hispanic or Latino	11.8757370324635	11427	67808736	16.8518109525003
White	F	2001	Not Hispanic or Latino	11.9459857411785	11586	73986596	15.6595932592979
White	F	2002	Not Hispanic or Latino	11.6186455407115	11363	74229884	15.3078509458536
White	F	2003	Not Hispanic or Latino	11.562859475769	11385	74444229	15.2933278414368
White	F	2004	Not Hispanic or Latino	11.4734893275788	11326	74660144	15.1700752144277
White	F	2005	Not Hispanic or Latino	11.5365427393257	11406	74885877	15.2311763672074
White	F	2006	Not Hispanic or Latino	11.5215567045599	11379	75109863	15.1498079553147
White	F	2007	Not Hispanic or Latino	10.4557462068726	10335	75315096	13.722348571394
White	F	2008	Not Hispanic or Latino	9.8746373881471	9750	75540582	12.9069696603608
White	F	2009	Not Hispanic or Latino	9.6706026236999	9534	75770885	12.5826694514654
White	F	2010	Not Hispanic or Latino	9.65037213340864	9499	75954890	12.5061072433914
White	F	2011	Not Hispanic or Latino	9.62680951776474	9519	76307802	12.4744780356798
White	F	2012	Not Hispanic or Latino	9.42257800082189	9375	76586755	12.2410200040464
White	F	2013	Not Hispanic or Latino	10.0384969210392	10069	76799351	13.1107878763194
White	F	2014	Not Hispanic or Latino	10.3719038361325	10492	76988308	13.6280433647146
White	F	2015	Not Hispanic or Latino	11.0758712781686	11303	77171746	14.646552120254
White	F	2016	Not Hispanic or Latino	11.1613691928637	11557	77325280	14.9459529923461
White	F	2017	Not Hispanic or Latino	11.3160311065023	11974	77419752	15.4663373243562
White	F	2018	Not Hispanic or Latino	11.4213150718426	12431	77503379	16.0393006864901
White	F	2019	Not Hispanic or Latino	11.6492777761175	13033	77565673	16.8025358330869
White	F	2020	Not Hispanic or Latino	11.5635684421616	13124	77676532	16.8957079597735
White	F	2021	Not Hispanic or Latino	12.5415158889848	13981	77401754	18.0628981611967
White	F	2022	Not Hispanic or Latino	12.1982288978421	14231	77183527	18.4378721122708
White	F	2023	Not Hispanic or Latino	11.9526929976292	14390	77305305	18.6145051752917
White	M	2000	Not Hispanic or Latino	16.0921947574474	10905	69673627	15.6515463160831
White	M	2001	Not Hispanic or Latino	15.987842345302	11062	70150944	15.7688540869814
White	M	2002	Not Hispanic or Latino	15.3544285745654	10799	70470196	15.3242088329086
White	M	2003	Not Hispanic or Latino	15.3372122346506	10933	70718950	15.4597883594143
White	M	2004	Not Hispanic or Latino	14.9611929548388	10790	71093206	15.1772589915273
White	M	2005	Not Hispanic or Latino	14.758648290439	10793	71441758	15.1074109906422
White	M	2006	Not Hispanic or Latino	15.1275854802326	11194	71804187	15.5896201429034
White	M	2007	Not Hispanic or Latino	14.0060507261206	10483	72114814	14.5365416875373
White	M	2008	Not Hispanic or Latino	13.5743019297207	10307	72447003	14.2269515275877
White	M	2009	Not Hispanic or Latino	13.5588298939461	10404	72776028	14.2959162321967
White	M	2010	Not Hispanic or Latino	13.6699767567305	10618	73040051	14.5372297179803
White	M	2011	Not Hispanic or Latino	13.2173275866766	10409	73499678	14.161966804807
White	M	2012	Not Hispanic or Latino	13.6376423466325	10963	73891044	14.836710116046
White	M	2013	Not Hispanic or Latino	14.4391212199716	11852	74212754	15.970300738334
White	M	2014	Not Hispanic or Latino	15.1433654159487	12665	74481340	17.0042590533414
White	M	2015	Not Hispanic or Latino	16.3758945161643	13904	74744461	18.6020473142485
White	M	2016	Not Hispanic or Latino	16.9892490693541	14734	74928793	19.664002862024
White	M	2017	Not Hispanic or Latino	16.9033310379093	15086	75049754	20.1013317112272
White	M	2018	Not Hispanic or Latino	17.3623002955401	15995	75120701	21.2923998140007
White	M	2019	Not Hispanic or Latino	17.5831925619318	16623	75170500	22.1137281247298
White	M	2020	Not Hispanic or Latino	17.9056160768073	17243	75252983	22.9133774006009
White	M	2021	Not Hispanic or Latino	18.2982070681886	17726	76019370	23.3177412546302
White	M	2022	Not Hispanic or Latino	18.1295488751988	18165	76273186	23.8157089701222
White	M	2023	Not Hispanic or Latino	18.1649217989448	18739	75830273	24.7117664999043
