Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	30-34 years	F	2021	14	1727635	0.810356354206762
Black or African American	Not Hispanic or Latino	30-34 years	F	2022	27	1766776	1.52820731094378
Black or African American	Not Hispanic or Latino	30-34 years	M	2000	5	1243849	0.401978053606185
Black or African American	Not Hispanic or Latino	30-34 years	M	2001	11	1241242	0.886209135688287
Black or African American	Not Hispanic or Latino	30-34 years	M	2002	17	1243774	1.36680779627167
Black or African American	Not Hispanic or Latino	30-34 years	M	2003	18	1233902	1.458786840446
Black or African American	Not Hispanic or Latino	30-34 years	M	2004	15	1222155	1.22734023098543
Black or African American	Not Hispanic or Latino	30-34 years	M	2005	18	1196334	1.50459654243715
Black or African American	Not Hispanic or Latino	30-34 years	M	2006	21	1171760	1.79217587219226
Black or African American	Not Hispanic or Latino	30-34 years	M	2007	17	1165879	1.45812730137519
Black or African American	Not Hispanic or Latino	30-34 years	M	2008	19	1175694	1.61606676567202
Black or African American	Not Hispanic or Latino	30-34 years	M	2009	5	1210245	0.41313948828543
Black or African American	Not Hispanic or Latino	30-34 years	M	2010	15	1245147	1.20467703813285
Black or African American	Not Hispanic or Latino	30-34 years	M	2011	18	1286022	1.39966501350677
Black or African American	Not Hispanic or Latino	30-34 years	M	2012	16	1315999	1.21580639498966
Black or African American	Not Hispanic or Latino	30-34 years	M	2013	21	1341923	1.5649184044092
Black or African American	Not Hispanic or Latino	30-34 years	M	2014	20	1362152	1.4682649219764
Black or African American	Not Hispanic or Latino	30-34 years	M	2015	21	1374657	1.52765380745888
Black or African American	Not Hispanic or Latino	30-34 years	M	2016	21	1397545	1.50263497776458
Black or African American	Not Hispanic or Latino	30-34 years	M	2017	28	1431359	1.95618290030663
Black or African American	Not Hispanic or Latino	30-34 years	M	2018	29	1473500	1.96810315575161
Black or African American	Not Hispanic or Latino	30-34 years	M	2019	24	1538578	1.55988191693889
Black or African American	Not Hispanic or Latino	30-34 years	M	2020	34	1617245	2.10234070904532
Black or African American	Not Hispanic or Latino	30-34 years	M	2021	45	1678798	2.68048925481207
Black or African American	Not Hispanic or Latino	30-34 years	M	2022	44	1739488	2.52947993892456
Black or African American	Not Hispanic or Latino	35-39 years	F	2000	18	1505402	1.19569390767383
Black or African American	Not Hispanic or Latino	35-39 years	F	2001	5	1491812	0.3351628757511
Black or African American	Not Hispanic or Latino	35-39 years	F	2002	18	1467701	1.2264078310228
Black or African American	Not Hispanic or Latino	35-39 years	F	2003	14	1440844	0.971652725763511
Black or African American	Not Hispanic or Latino	35-39 years	F	2004	23	1408319	1.63315271611048
Black or African American	Not Hispanic or Latino	35-39 years	F	2005	16	1396992	1.14531794026022
Black or African American	Not Hispanic or Latino	35-39 years	F	2006	19	1405559	1.35177534347544
Black or African American	Not Hispanic or Latino	35-39 years	F	2007	19	1413720	1.34397193220723
Black or African American	Not Hispanic or Latino	35-39 years	F	2008	12	1412276	0.84969226978296
Black or African American	Not Hispanic or Latino	35-39 years	F	2009	15	1403007	1.06913222813571
Black or African American	Not Hispanic or Latino	35-39 years	F	2010	18	1384151	1.30043615183604
Black or African American	Not Hispanic or Latino	35-39 years	F	2011	22	1344610	1.63616215854411
Black or African American	Not Hispanic or Latino	35-39 years	F	2012	25	1338520	1.86773451274542
Black or African American	Not Hispanic or Latino	35-39 years	F	2013	15	1344139	1.11595601347777
Black or African American	Not Hispanic or Latino	35-39 years	F	2014	18	1374316	1.30974244642426
Black or African American	Not Hispanic or Latino	35-39 years	F	2015	21	1413525	1.48564758316974
Black or African American	Not Hispanic or Latino	35-39 years	F	2016	25	1445255	1.72979854766114
Black or African American	Not Hispanic or Latino	35-39 years	F	2017	24	1475146	1.62695760284067
Black or African American	Not Hispanic or Latino	35-39 years	F	2018	32	1494278	2.14150245135109
Black or African American	Not Hispanic or Latino	35-39 years	F	2019	25	1501244	1.66528558981751
Black or African American	Not Hispanic or Latino	35-39 years	F	2020	29	1502992	1.92948465460894
Black or African American	Not Hispanic or Latino	35-39 years	F	2021	36	1528319	2.35552917944487
Black or African American	Not Hispanic or Latino	35-39 years	F	2022	44	1533513	2.86922901859978
Black or African American	Not Hispanic or Latino	35-39 years	M	2000	14	1333184	1.05011761317268
Black or African American	Not Hispanic or Latino	35-39 years	M	2001	26	1322748	1.9656049375996
Black or African American	Not Hispanic or Latino	35-39 years	M	2002	22	1298817	1.69384909498413
Black or African American	Not Hispanic or Latino	35-39 years	M	2003	20	1273108	1.57095863037543
Black or African American	Not Hispanic or Latino	35-39 years	M	2004	23	1248378	1.84239068615435
Black or African American	Not Hispanic or Latino	35-39 years	M	2005	27	1238840	2.17945820283491
Black or African American	Not Hispanic or Latino	35-39 years	M	2006	27	1244414	2.16969593720418
Black or African American	Not Hispanic or Latino	35-39 years	M	2007	24	1253650	1.91440992302477
Black or African American	Not Hispanic or Latino	35-39 years	M	2008	31	1253548	2.47298069160495
Black or African American	Not Hispanic or Latino	35-39 years	M	2009	32	1244299	2.57172914227207
Black or African American	Not Hispanic or Latino	35-39 years	M	2010	21	1226242	1.71254939889516
Black or African American	Not Hispanic or Latino	35-39 years	M	2011	32	1193704	2.6807315716459
Black or African American	Not Hispanic or Latino	35-39 years	M	2012	26	1189759	2.18531652208557
Black or African American	Not Hispanic or Latino	35-39 years	M	2013	36	1199943	3.00014250676907
Black or African American	Not Hispanic or Latino	35-39 years	M	2014	31	1231071	2.51813258536673
Black or African American	Not Hispanic or Latino	35-39 years	M	2015	23	1271310	1.80915748322596
Black or African American	Not Hispanic or Latino	35-39 years	M	2016	46	1303281	3.52955348846488
Black or African American	Not Hispanic or Latino	35-39 years	M	2017	58	1336143	4.34085273806771
Black or African American	Not Hispanic or Latino	35-39 years	M	2018	52	1361639	3.81892704307089
Black or African American	Not Hispanic or Latino	35-39 years	M	2019	45	1374076	3.27492802435964
Black or African American	Not Hispanic or Latino	35-39 years	M	2020	70	1383849	5.05835535524468
Black or African American	Not Hispanic or Latino	35-39 years	M	2021	65	1434313	4.53178629769095
Black or African American	Not Hispanic or Latino	35-39 years	M	2022	72	1453787	4.95258246221764
Black or African American	Not Hispanic or Latino	40-44 years	F	2000	29	1442018	2.01107059689962
Black or African American	Not Hispanic or Latino	40-44 years	F	2001	42	1475496	2.84650043104149
Black or African American	Not Hispanic or Latino	40-44 years	F	2002	27	1487168	1.81553126479322
Black or African American	Not Hispanic or Latino	40-44 years	F	2003	44	1498869	2.93554673557195
Black or African American	Not Hispanic or Latino	40-44 years	F	2004	29	1510161	1.92032505143491
Black or African American	Not Hispanic or Latino	40-44 years	F	2005	25	1506129	1.65988437909369
Black or African American	Not Hispanic or Latino	40-44 years	F	2006	30	1494626	2.00719109663555
Black or African American	Not Hispanic or Latino	40-44 years	F	2007	28	1471651	1.90262501095708
Black or African American	Not Hispanic or Latino	40-44 years	F	2008	28	1446445	1.93578048249329
Black or African American	Not Hispanic or Latino	40-44 years	F	2009	22	1414333	1.55550354831571
Black or African American	Not Hispanic or Latino	40-44 years	F	2010	34	1404513	2.42076791030058
Black or African American	Not Hispanic or Latino	40-44 years	F	2011	31	1410151	2.19834613456289
Black or African American	Not Hispanic or Latino	40-44 years	F	2012	34	1415866	2.40135719058159
Black or African American	Not Hispanic or Latino	40-44 years	F	2013	28	1412452	1.9823682503901
Black or African American	Not Hispanic or Latino	40-44 years	F	2014	45	1406532	3.19935842199111
Black or African American	Not Hispanic or Latino	40-44 years	F	2015	33	1386639	2.37985517499508
Black or African American	Not Hispanic or Latino	40-44 years	F	2016	34	1352538	2.51379258845223
Black or African American	Not Hispanic or Latino	40-44 years	F	2017	38	1351467	2.81175936963315
Black or African American	Not Hispanic or Latino	40-44 years	F	2018	39	1354893	2.87845608472403
Black or African American	Not Hispanic or Latino	40-44 years	F	2019	67	1378109	4.86173444916186
Black or African American	Not Hispanic or Latino	40-44 years	F	2020	74	1414368	5.23201882395529
Black or African American	Not Hispanic or Latino	40-44 years	F	2021	51	1459174	3.49512806560424
Black or African American	Not Hispanic or Latino	40-44 years	F	2022	66	1472391	4.4825049867868
Black or African American	Not Hispanic or Latino	40-44 years	M	2000	33	1273647	2.59098478620842
Black or African American	Not Hispanic or Latino	40-44 years	M	2001	35	1304062	2.68392146999146
Black or African American	Not Hispanic or Latino	40-44 years	M	2002	37	1314793	2.81413119783875
Black or African American	Not Hispanic or Latino	40-44 years	M	2003	53	1321512	4.01055760371453
Black or African American	Not Hispanic or Latino	40-44 years	M	2004	36	1331998	2.70270676082096
Black or African American	Not Hispanic or Latino	40-44 years	M	2005	63	1329094	4.7400710559223
Black or African American	Not Hispanic or Latino	40-44 years	M	2006	51	1324308	3.85106787846936
Black or African American	Not Hispanic or Latino	40-44 years	M	2007	62	1305269	4.74997874001451
Black or African American	Not Hispanic or Latino	40-44 years	M	2008	47	1286275	3.65396202211813
Black or African American	Not Hispanic or Latino	40-44 years	M	2009	49	1262389	3.88152938594997
Black or African American	Not Hispanic or Latino	40-44 years	M	2010	39	1257524	3.10133245965882
Black or African American	Not Hispanic or Latino	40-44 years	M	2011	51	1256689	4.05828331432837
Black or African American	Not Hispanic or Latino	40-44 years	M	2012	52	1261822	4.12102499401659
Black or African American	Not Hispanic or Latino	40-44 years	M	2013	61	1254873	4.86104968391224
Black or African American	Not Hispanic or Latino	40-44 years	M	2014	61	1246955	4.89191670910338
Black or African American	Not Hispanic or Latino	40-44 years	M	2015	70	1226949	5.70520861095286
Black or African American	Not Hispanic or Latino	40-44 years	M	2016	70	1199479	5.83586707228722
Black or African American	Not Hispanic or Latino	40-44 years	M	2017	84	1197949	7.0119846504317
Black or African American	Not Hispanic or Latino	40-44 years	M	2018	98	1203743	8.14127268029804
Black or African American	Not Hispanic or Latino	40-44 years	M	2019	79	1228028	6.4330780731384
Black or African American	Not Hispanic or Latino	40-44 years	M	2020	110	1265505	8.69218217233436
Black or African American	Not Hispanic or Latino	40-44 years	M	2021	96	1329536	7.2205641667469
Black or African American	Not Hispanic or Latino	40-44 years	M	2022	112	1354606	8.26808680900572
Black or African American	Not Hispanic or Latino	45-49 years	F	2000	38	1225916	3.09972298265134
Black or African American	Not Hispanic or Latino	45-49 years	F	2001	54	1272430	4.24384838458697
Black or African American	Not Hispanic or Latino	45-49 years	F	2002	62	1321076	4.69314407346739
Black or African American	Not Hispanic or Latino	45-49 years	F	2003	56	1363748	4.1063304950768
Black or African American	Not Hispanic or Latino	45-49 years	F	2004	49	1398644	3.50339328664049
Black or African American	Not Hispanic or Latino	45-49 years	F	2005	59	1436071	4.10843196471484
Black or African American	Not Hispanic or Latino	45-49 years	F	2006	75	1461455	5.13187200426972
Black or African American	Not Hispanic or Latino	45-49 years	F	2007	51	1473530	3.46107646264413
Black or African American	Not Hispanic or Latino	45-49 years	F	2008	49	1485776	3.29793993172591
Black or African American	Not Hispanic or Latino	45-49 years	F	2009	57	1496992	3.80763557854685
Black or African American	Not Hispanic or Latino	45-49 years	F	2010	42	1493767	2.81168348209594
Black or African American	Not Hispanic or Latino	45-49 years	F	2011	47	1475059	3.18631322543708
Black or African American	Not Hispanic or Latino	45-49 years	F	2012	56	1453232	3.85347969216202
Black or African American	Not Hispanic or Latino	45-49 years	F	2013	62	1428396	4.34053301745454
Black or African American	Not Hispanic or Latino	45-49 years	F	2014	58	1402364	4.13587342515923
Black or African American	Not Hispanic or Latino	45-49 years	F	2015	62	1396052	4.4410953173664
Black or African American	Not Hispanic or Latino	45-49 years	F	2016	66	1403832	4.70141726360419
Black or African American	Not Hispanic or Latino	45-49 years	F	2017	71	1413393	5.02337283402422
Black or African American	Not Hispanic or Latino	45-49 years	F	2018	79	1406949	5.61498675502808
Black or African American	Not Hispanic or Latino	45-49 years	F	2019	83	1397316	5.93995917888294
Black or African American	Not Hispanic or Latino	45-49 years	F	2020	70	1375619	5.0886182874764
Black or African American	Not Hispanic or Latino	45-49 years	F	2021	90	1349300	6.6701252501297
Black or African American	Not Hispanic or Latino	45-49 years	F	2022	91	1334539	6.81883406929284
Black or African American	Not Hispanic or Latino	45-49 years	M	2000	60	1061019	5.65494114620002
Black or African American	Not Hispanic or Latino	45-49 years	M	2001	57	1105384	5.15657907116441
Black or African American	Not Hispanic or Latino	45-49 years	M	2002	77	1153639	6.67453163424607
Black or African American	Not Hispanic or Latino	45-49 years	M	2003	68	1196401	5.68371306944745
Black or African American	Not Hispanic or Latino	45-49 years	M	2004	86	1231607	6.9827469314481
Black or African American	Not Hispanic or Latino	45-49 years	M	2005	80	1267913	6.30958117788839
Black or African American	Not Hispanic or Latino	45-49 years	M	2006	105	1293433	8.11793111819476
Black or African American	Not Hispanic or Latino	45-49 years	M	2007	88	1307530	6.73024710714094
Black or African American	Not Hispanic or Latino	45-49 years	M	2008	78	1318543	5.91562049929354
Black or African American	Not Hispanic or Latino	45-49 years	M	2009	92	1330207	6.91621679934025
Black or African American	Not Hispanic or Latino	45-49 years	M	2010	98	1329666	7.37027193295158
Black or African American	Not Hispanic or Latino	45-49 years	M	2011	103	1313392	7.84228927844848
Black or African American	Not Hispanic or Latino	45-49 years	M	2012	76	1293068	5.877494455048
Black or African American	Not Hispanic or Latino	45-49 years	M	2013	86	1269490	6.77437396119702
Black or African American	Not Hispanic or Latino	45-49 years	M	2014	98	1247238	7.85736162624936
Black or African American	Not Hispanic or Latino	45-49 years	M	2015	104	1240517	8.38360135330673
Black or African American	Not Hispanic or Latino	45-49 years	M	2016	108	1242735	8.69050923970114
Black or African American	Not Hispanic or Latino	45-49 years	M	2017	102	1249902	8.16063979415986
Black or African American	Not Hispanic or Latino	45-49 years	M	2018	131	1240961	10.5563349694309
Black or African American	Not Hispanic or Latino	45-49 years	M	2019	130	1229131	10.5765780864692
Black or African American	Not Hispanic or Latino	45-49 years	M	2020	162	1207681	13.4141383361997
Black or African American	Not Hispanic or Latino	45-49 years	M	2021	166	1208836	13.7322184316152
Black or African American	Not Hispanic or Latino	45-49 years	M	2022	167	1200224	13.9140693737169
Black or African American	Not Hispanic or Latino	50-54 years	F	2000	65	980443	6.62965618603019
Black or African American	Not Hispanic or Latino	50-54 years	F	2001	77	1066260	7.22150319809427
Black or African American	Not Hispanic or Latino	50-54 years	F	2002	77	1105949	6.96234636497705
Black or African American	Not Hispanic or Latino	50-54 years	F	2003	89	1144404	7.77697386587254
Black or African American	Not Hispanic or Latino	50-54 years	F	2004	108	1185311	9.1115327538511
Black or African American	Not Hispanic or Latino	50-54 years	F	2005	95	1223782	7.76282050234437
Black or African American	Not Hispanic or Latino	50-54 years	F	2006	92	1264163	7.27754253209436
Black or African American	Not Hispanic or Latino	50-54 years	F	2007	106	1315461	8.05801160201633
Black or African American	Not Hispanic or Latino	50-54 years	F	2008	113	1361382	8.3003888695458
Black or African American	Not Hispanic or Latino	50-54 years	F	2009	107	1399562	7.64524901361998
Black or African American	Not Hispanic or Latino	50-54 years	F	2010	104	1431800	7.26358429948317
Black or African American	Not Hispanic or Latino	50-54 years	F	2011	81	1454259	5.56984691172618
Black or African American	Not Hispanic or Latino	50-54 years	F	2012	82	1460480	5.61459246275197
Black or African American	Not Hispanic or Latino	50-54 years	F	2013	93	1467990	6.33519301902602
Black or African American	Not Hispanic or Latino	50-54 years	F	2014	144	1473543	9.77236497340084
Black or African American	Not Hispanic or Latino	50-54 years	F	2015	112	1467603	7.63149162273449
Black or African American	Not Hispanic or Latino	50-54 years	F	2016	120	1451167	8.26920678323032
Black or African American	Not Hispanic or Latino	50-54 years	F	2017	133	1432173	9.28658758404187
Black or African American	Not Hispanic or Latino	50-54 years	F	2018	134	1404709	9.53934231217996
Black or African American	Not Hispanic or Latino	50-54 years	F	2019	137	1377231	9.94749609905673
Black or African American	Not Hispanic or Latino	50-54 years	F	2020	146	1370203	10.6553554473315
Black or African American	Not Hispanic or Latino	50-54 years	F	2021	173	1385068	12.4903614840571
Black or African American	Not Hispanic or Latino	50-54 years	F	2022	146	1380503	10.5758553222992
Black or African American	Not Hispanic or Latino	50-54 years	M	2000	78	834987	9.34146280121726
Black or African American	Not Hispanic or Latino	50-54 years	M	2001	96	912639	10.5189456071897
Black or African American	Not Hispanic or Latino	50-54 years	M	2002	115	945720	12.160047371315
Black or African American	Not Hispanic or Latino	50-54 years	M	2003	115	979716	11.7380955297249
Black or African American	Not Hispanic or Latino	50-54 years	M	2004	124	1017168	12.1907098925645
Black or African American	Not Hispanic or Latino	50-54 years	M	2005	132	1054056	12.523053803593
Black or African American	Not Hispanic or Latino	50-54 years	M	2006	162	1093251	14.8181890526512
Black or African American	Not Hispanic or Latino	50-54 years	M	2007	130	1144327	11.3603891195436
Black or African American	Not Hispanic or Latino	50-54 years	M	2008	150	1191230	12.5920267286754
Black or African American	Not Hispanic or Latino	50-54 years	M	2009	142	1229480	11.5495982041188
Black or African American	Not Hispanic or Latino	50-54 years	M	2010	133	1260649	10.5501214057204
Black or African American	Not Hispanic or Latino	50-54 years	M	2011	131	1280547	10.2300032720392
Black or African American	Not Hispanic or Latino	50-54 years	M	2012	159	1286971	12.3545907405839
Black or African American	Not Hispanic or Latino	50-54 years	M	2013	156	1291678	12.0773133861535
Black or African American	Not Hispanic or Latino	50-54 years	M	2014	156	1296563	12.0318102552672
Black or African American	Not Hispanic or Latino	50-54 years	M	2015	171	1291152	13.2439867653073
Black or African American	Not Hispanic or Latino	50-54 years	M	2016	191	1277354	14.9527852106777
Black or African American	Not Hispanic or Latino	50-54 years	M	2017	201	1259223	15.9622243240474
Black or African American	Not Hispanic or Latino	50-54 years	M	2018	219	1234617	17.7382945480258
Black or African American	Not Hispanic or Latino	50-54 years	M	2019	222	1208849	18.3645765517447
Black or African American	Not Hispanic or Latino	50-54 years	M	2020	272	1200964	22.6484723938436
Black or African American	Not Hispanic or Latino	50-54 years	M	2021	272	1241322	21.9121227207767
Black or African American	Not Hispanic or Latino	50-54 years	M	2022	275	1242380	22.1349345610844
Black or African American	Not Hispanic or Latino	55-59 years	F	2000	99	721707	13.7174781455632
