Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
Black or African American	M	2022	Not Hispanic or Latino	74.1201462403464	10324	14883794	69.3640344659433
White	F	2000	Not Hispanic or Latino	9.55936593094697	9077	73642282	12.3257994639547
White	F	2001	Not Hispanic or Latino	9.88265953679968	9469	73986596	12.7982641612543
White	F	2002	Not Hispanic or Latino	10.1997794219695	9803	74229884	13.2062714795567
White	F	2003	Not Hispanic or Latino	10.8175477784594	10466	74444229	14.0588466568711
White	F	2004	Not Hispanic or Latino	10.6459610569811	10346	74660144	13.8574605481607
White	F	2005	Not Hispanic or Latino	10.8019646645646	10539	74885877	14.0734146706995
White	F	2006	Not Hispanic or Latino	10.4604912583502	10183	75109863	13.5574738034072
White	F	2007	Not Hispanic or Latino	10.4125246140397	10148	75315096	13.4740583746982
White	F	2008	Not Hispanic or Latino	10.7397216573484	10503	75540582	13.9037848556687
White	F	2009	Not Hispanic or Latino	10.757856498716	10504	75770885	13.8628445477442
White	F	2010	Not Hispanic or Latino	10.8275873079025	10585	75954890	13.9359032710073
White	F	2011	Not Hispanic or Latino	10.922743292885	10757	76307802	14.0968547357713
White	F	2012	Not Hispanic or Latino	10.9644991474647	10888	76586755	14.2165574190994
White	F	2013	Not Hispanic or Latino	11.6356131689055	11665	76799351	15.1889304377064
White	F	2014	Not Hispanic or Latino	11.7962890004923	11882	76988308	15.4335123198187
White	F	2015	Not Hispanic or Latino	12.5880303896852	12839	77171746	16.6369178688791
White	F	2016	Not Hispanic or Latino	13.0892639844427	13539	77325280	17.5091509529613
White	F	2017	Not Hispanic or Latino	13.771014434986	14544	77419752	18.7859036283144
White	F	2018	Not Hispanic or Latino	14.1377252839139	15271	77503379	19.7036570495849
White	F	2019	Not Hispanic or Latino	14.8969989567403	16455	77565673	21.2142812194771
White	F	2020	Not Hispanic or Latino	17.1456972644808	19253	77676532	24.7861220168789
White	F	2021	Not Hispanic or Latino	18.4420369243309	20586	77401754	26.5962965128671
White	F	2022	Not Hispanic or Latino	19.4539526511861	22371	77183527	28.9841639395411
White	M	2000	Not Hispanic or Latino	12.4431349345875	8784	69673627	12.6073528510293
White	M	2001	Not Hispanic or Latino	12.7048710116111	9146	70150944	13.0376007484661
White	M	2002	Not Hispanic or Latino	13.5685336515912	9953	70470196	14.1237013162274
White	M	2003	Not Hispanic or Latino	14.4831048023295	10781	70718950	15.2448530415115
White	M	2004	Not Hispanic or Latino	14.7755003982407	11167	71093206	15.7075487635204
White	M	2005	Not Hispanic or Latino	14.9420655629082	11466	71441758	16.0494370813215
White	M	2006	Not Hispanic or Latino	14.9798886004167	11666	71804187	16.2469634256844
White	M	2007	Not Hispanic or Latino	14.9865881048215	11849	72114814	16.4307433421377
White	M	2008	Not Hispanic or Latino	15.8689108010055	12705	72447003	17.5369573258952
White	M	2009	Not Hispanic or Latino	16.1073488564519	13136	72776028	18.0498996180446
White	M	2010	Not Hispanic or Latino	16.1342808402987	13316	73040051	18.2310935133383
White	M	2011	Not Hispanic or Latino	16.6218490870609	13920	73499678	18.9388584804412
White	M	2012	Not Hispanic or Latino	16.8753994050266	14467	73891044	19.5788274421999
White	M	2013	Not Hispanic or Latino	17.9551024770895	15644	74212754	21.0799345891408
White	M	2014	Not Hispanic or Latino	18.6873695273709	16463	74481340	22.1035228420971
White	M	2015	Not Hispanic or Latino	19.5526115260713	17500	74744461	23.4131061564549
White	M	2016	Not Hispanic or Latino	20.5358532867112	18725	74928793	24.990393212393
White	M	2017	Not Hispanic or Latino	21.77532429649	20067	75049754	26.7382621933711
White	M	2018	Not Hispanic or Latino	22.7541119199654	21431	75120701	28.5287540114941
White	M	2019	Not Hispanic or Latino	24.1960920862599	23281	75170500	30.9709260946781
White	M	2020	Not Hispanic or Latino	27.5000087163881	26897	75252983	35.7421047349047
White	M	2021	Not Hispanic or Latino	29.3920056153754	29018	76019370	38.1718501481925
White	M	2022	Not Hispanic or Latino	30.3581830884217	30595	76273186	40.112392840126
