Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
White	Not Hispanic or Latino	30-34 years	F	2002	29	6581643	0.440619462343977
White	Not Hispanic or Latino	30-34 years	F	2003	39	6425488	0.60695779059894
White	Not Hispanic or Latino	30-34 years	F	2004	28	6211982	0.450741808331061
White	Not Hispanic or Latino	30-34 years	F	2005	31	5970540	0.519216017311667
White	Not Hispanic or Latino	30-34 years	M	2000	52	6819205	0.762552232994902
White	Not Hispanic or Latino	30-34 years	M	2001	77	6782134	1.13533586921167
White	Not Hispanic or Latino	30-34 years	M	2002	69	6683490	1.03239475184372
White	Not Hispanic or Latino	30-34 years	M	2003	82	6512411	1.25913428989663
White	Not Hispanic or Latino	30-34 years	M	2004	88	6303746	1.39599533356833
White	Not Hispanic or Latino	30-34 years	M	2005	81	6055906	1.337537273531
White	Not Hispanic or Latino	35-39 years	F	2000	52	7922913	0.656324258514514
White	Not Hispanic or Latino	35-39 years	F	2001	61	7605475	0.802053783622982
White	Not Hispanic or Latino	35-39 years	F	2002	65	7331110	0.886632447201038
White	Not Hispanic or Latino	35-39 years	F	2003	64	7053358	0.907369227536728
White	Not Hispanic or Latino	35-39 years	F	2004	52	6821388	0.762308198859235
White	Not Hispanic or Latino	35-39 years	F	2005	62	6706426	0.924486455229656
White	Not Hispanic or Latino	35-39 years	M	2000	133	7936088	1.67588867462155
White	Not Hispanic or Latino	35-39 years	M	2001	138	7633057	1.80792571049843
White	Not Hispanic or Latino	35-39 years	M	2002	158	7359478	2.14689139637349
White	Not Hispanic or Latino	35-39 years	M	2003	185	7087398	2.61026684264098
White	Not Hispanic or Latino	35-39 years	M	2004	176	6876083	2.55959679369781
White	Not Hispanic or Latino	35-39 years	M	2005	208	6771561	3.07166988527461
White	Not Hispanic or Latino	40-44 years	F	2000	138	8166125	1.68990800410231
White	Not Hispanic or Latino	40-44 years	F	2001	113	8220183	1.37466525988533
White	Not Hispanic or Latino	40-44 years	F	2002	134	8166129	1.64092435963233
White	Not Hispanic or Latino	40-44 years	F	2003	161	8080271	1.99250742951567
White	Not Hispanic or Latino	40-44 years	F	2004	172	7996027	2.15106827428172
White	Not Hispanic or Latino	40-44 years	F	2005	170	7823510	2.17293772232668
White	Not Hispanic or Latino	40-44 years	M	2000	315	8151520	3.86430996918366
White	Not Hispanic or Latino	40-44 years	M	2001	318	8202369	3.87692872632285
White	Not Hispanic or Latino	40-44 years	M	2002	373	8146913	4.57842129896318
White	Not Hispanic or Latino	40-44 years	M	2003	392	8049029	4.87015266065012
White	Not Hispanic or Latino	40-44 years	M	2004	407	7968265	5.10776185279983
White	Not Hispanic or Latino	40-44 years	M	2005	405	7793151	5.19687094475649
White	Not Hispanic or Latino	45-49 years	F	2000	181	7573110	2.39003526952599
White	Not Hispanic or Latino	45-49 years	F	2001	205	7733075	2.65095062442819
White	Not Hispanic or Latino	45-49 years	F	2002	255	7879024	3.23644146787724
White	Not Hispanic or Latino	45-49 years	F	2003	239	7989220	2.99153108814127
White	Not Hispanic or Latino	45-49 years	F	2004	290	8044996	3.60472522298333
White	Not Hispanic or Latino	45-49 years	F	2005	278	8092109	3.43544556802188
White	Not Hispanic or Latino	45-49 years	M	2000	445	7489284	5.94182301005009
White	Not Hispanic or Latino	45-49 years	M	2001	478	7652379	6.24642349784296
White	Not Hispanic or Latino	45-49 years	M	2002	591	7791685	7.58500889088817
White	Not Hispanic or Latino	45-49 years	M	2003	625	7904379	7.90700951965992
White	Not Hispanic or Latino	45-49 years	M	2004	716	7964907	8.98943327272999
White	Not Hispanic or Latino	45-49 years	M	2005	727	8015515	9.06991004320995
White	Not Hispanic or Latino	50-54 years	F	2000	232	6873199	3.37542969438249
White	Not Hispanic or Latino	50-54 years	F	2001	309	7248518	4.26294036932791
White	Not Hispanic or Latino	50-54 years	F	2002	345	7178574	4.8059684277128
White	Not Hispanic or Latino	50-54 years	F	2003	381	7261641	5.24674794581555
White	Not Hispanic or Latino	50-54 years	F	2004	360	7390853	4.87088567449522
White	Not Hispanic or Latino	50-54 years	F	2005	366	7540599	4.85372581143753
White	Not Hispanic or Latino	50-54 years	M	2000	605	6733591	8.98480469039477
White	Not Hispanic or Latino	50-54 years	M	2001	668	7099559	9.40903512457605
White	Not Hispanic or Latino	50-54 years	M	2002	806	7031269	11.4630801353212
White	Not Hispanic or Latino	50-54 years	M	2003	896	7105292	12.6103191818155
White	Not Hispanic or Latino	50-54 years	M	2004	903	7228634	12.4919867294429
White	Not Hispanic or Latino	50-54 years	M	2005	937	7376377	12.7027129985357
White	Not Hispanic or Latino	55-59 years	F	2000	351	5440411	6.45171844553656
White	Not Hispanic or Latino	55-59 years	F	2001	388	5594924	6.93485738144075
White	Not Hispanic or Latino	55-59 years	F	2002	409	6061053	6.74800236856533
White	Not Hispanic or Latino	55-59 years	F	2003	469	6276773	7.47199237570006
White	Not Hispanic or Latino	55-59 years	F	2004	530	6543979	8.09904799511123
White	Not Hispanic or Latino	55-59 years	F	2005	507	6839972	7.41231104454814
White	Not Hispanic or Latino	55-59 years	M	2000	657	5197809	12.6399411752144
White	Not Hispanic or Latino	55-59 years	M	2001	723	5364115	13.4784582358879
White	Not Hispanic or Latino	55-59 years	M	2002	877	5830597	15.0413413926567
White	Not Hispanic or Latino	55-59 years	M	2003	987	6050416	16.3129279044614
White	Not Hispanic or Latino	55-59 years	M	2004	1029	6314088	16.296890382269
White	Not Hispanic or Latino	55-59 years	M	2005	1165	6605805	17.6360034848137
White	Not Hispanic or Latino	60-64 years	F	2000	470	4438847	10.588335214077
White	Not Hispanic or Latino	60-64 years	F	2001	506	4553355	11.1126850421283
White	Not Hispanic or Latino	60-64 years	F	2002	547	4718079	11.5937015891425
White	Not Hispanic or Latino	60-64 years	F	2003	661	4979577	13.2742198785158
White	Not Hispanic or Latino	60-64 years	F	2004	613	5170611	11.8554654372568
White	Not Hispanic or Latino	60-64 years	F	2005	637	5326772	11.9584618977497
White	Not Hispanic or Latino	60-64 years	M	2000	774	4113867	18.8144147586687
White	Not Hispanic or Latino	60-64 years	M	2001	774	4231056	18.293305501038
White	Not Hispanic or Latino	60-64 years	M	2002	886	4393249	20.1673067017144
White	Not Hispanic or Latino	60-64 years	M	2003	980	4648582	21.0816976015482
White	Not Hispanic or Latino	60-64 years	M	2004	1107	4836000	22.8908188585608
White	Not Hispanic or Latino	60-64 years	M	2005	1172	4995868	23.4593868372823
White	Not Hispanic or Latino	65-69 years	F	2000	738	4101812	17.9920483922715
White	Not Hispanic or Latino	65-69 years	F	2001	693	4063803	17.0529919880467
White	Not Hispanic or Latino	65-69 years	F	2002	781	4062380	19.2251832669519
White	Not Hispanic or Latino	65-69 years	F	2003	755	4117417	18.3367387855056
White	Not Hispanic or Latino	65-69 years	F	2004	796	4198160	18.9606875393029
White	Not Hispanic or Latino	65-69 years	F	2005	822	4255961	19.3140867597236
White	Not Hispanic or Latino	65-69 years	M	2000	911	3605311	25.268277826795
White	Not Hispanic or Latino	65-69 years	M	2001	955	3595859	26.558327231407
White	Not Hispanic or Latino	65-69 years	M	2002	996	3612434	27.5714379833652
White	Not Hispanic or Latino	65-69 years	M	2003	1141	3679382	31.0106425481236
White	Not Hispanic or Latino	65-69 years	M	2004	1169	3769006	31.0161352887207
White	Not Hispanic or Latino	65-69 years	M	2005	1137	3836589	29.6356998364954
White	Not Hispanic or Latino	70-74 years	F	2000	1216	4086093	29.7594792874269
White	Not Hispanic or Latino	70-74 years	F	2001	1245	4017544	30.9890818868443
White	Not Hispanic or Latino	70-74 years	F	2002	1311	3943356	33.2457936843643
White	Not Hispanic or Latino	70-74 years	F	2003	1297	3864787	33.5594173753948
White	Not Hispanic or Latino	70-74 years	F	2004	1296	3791896	34.1781525653657
White	Not Hispanic or Latino	70-74 years	F	2005	1289	3757002	34.3092710624056
White	Not Hispanic or Latino	70-74 years	M	2000	1292	3288915	39.2834719048683
White	Not Hispanic or Latino	70-74 years	M	2001	1256	3278268	38.3129140143515
White	Not Hispanic or Latino	70-74 years	M	2002	1314	3245790	40.4832105589086
White	Not Hispanic or Latino	70-74 years	M	2003	1330	3206546	41.4776522775597
White	Not Hispanic or Latino	70-74 years	M	2004	1374	3166882	43.3865234006193
White	Not Hispanic or Latino	70-74 years	M	2005	1306	3163365	41.2851504647741
White	Not Hispanic or Latino	75-79 years	F	2000	2270	3725948	60.9240923383794
White	Not Hispanic or Latino	75-79 years	F	2001	2300	3698950	62.1798077832899
White	Not Hispanic or Latino	75-79 years	F	2002	2244	3667267	61.1899815312057
White	Not Hispanic or Latino	75-79 years	F	2003	2437	3641215	66.9282094026307
White	Not Hispanic or Latino	75-79 years	F	2004	2279	3577134	63.7102216467149
White	Not Hispanic or Latino	75-79 years	F	2005	2311	3531686	65.4361684475913
White	Not Hispanic or Latino	75-79 years	M	2000	1664	2619131	63.5325228100465
White	Not Hispanic or Latino	75-79 years	M	2001	1762	2630912	66.9729736304369
White	Not Hispanic or Latino	75-79 years	M	2002	1760	2642321	66.608107039228
White	Not Hispanic or Latino	75-79 years	M	2003	1897	2659135	71.3389880543861
White	Not Hispanic or Latino	75-79 years	M	2004	1819	2654958	68.5133248812222
White	Not Hispanic or Latino	75-79 years	M	2005	1877	2660667	70.546220177121
White	Not Hispanic or Latino	80-84 years	F	2000	3394	2702744	125.576081197479
White	Not Hispanic or Latino	80-84 years	F	2001	3608	2779168	129.823026171862
White	Not Hispanic or Latino	80-84 years	F	2002	3671	2840836	129.222524637114
White	Not Hispanic or Latino	80-84 years	F	2003	3946	2871621	137.413676804843
White	Not Hispanic or Latino	80-84 years	F	2004	3914	2919814	134.04963466851
White	Not Hispanic or Latino	80-84 years	F	2005	4045	2937585	137.698143202665
White	Not Hispanic or Latino	80-84 years	M	2000	1903	1606270	118.47323301811
White	Not Hispanic or Latino	80-84 years	M	2001	1970	1681282	117.172490991993
White	Not Hispanic or Latino	80-84 years	M	2002	2073	1737354	119.319378779454
White	Not Hispanic or Latino	80-84 years	M	2003	2215	1773800	124.873153681362
White	Not Hispanic or Latino	80-84 years	M	2004	2323	1818671	127.730634072903
White	Not Hispanic or Latino	80-84 years	M	2005	2403	1851696	129.772921689089
