Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
White	F	2015	Not Hispanic or Latino	12.586473018881	12838	77171746	16.6356220578448
White	F	2016	Not Hispanic or Latino	13.0828938301281	13535	77325280	17.5039780004676
White	F	2017	Not Hispanic or Latino	13.7742615791148	14546	77419752	18.7884869483953
White	F	2018	Not Hispanic or Latino	14.1377252839139	15271	77503379	19.7036570495849
White	F	2019	Not Hispanic or Latino	14.8969989567403	16455	77565673	21.2142812194771
White	F	2020	Not Hispanic or Latino	17.1390084132859	19249	77676532	24.7809724563913
White	F	2021	Not Hispanic or Latino	18.4176409366134	20572	77401754	26.5782090674586
White	F	2022	Not Hispanic or Latino	19.4585792581617	22374	77183527	28.9880507792809
White	M	2000	Not Hispanic or Latino	12.4431349345875	8784	69673627	12.6073528510293
White	M	2001	Not Hispanic or Latino	12.7111079172604	9150	70150944	13.0433027387344
White	M	2002	Not Hispanic or Latino	13.5685336515912	9953	70470196	14.1237013162274
White	M	2003	Not Hispanic or Latino	14.4831048023295	10781	70718950	15.2448530415115
White	M	2004	Not Hispanic or Latino	14.7755003982407	11167	71093206	15.7075487635204
White	M	2005	Not Hispanic or Latino	14.9376040735607	11463	71441758	16.0452378565488
White	M	2006	Not Hispanic or Latino	14.9798886004167	11666	71804187	16.2469634256844
White	M	2007	Not Hispanic or Latino	14.9865881048215	11849	72114814	16.4307433421377
White	M	2008	Not Hispanic or Latino	15.8689108010055	12705	72447003	17.5369573258952
White	M	2009	Not Hispanic or Latino	16.1073488564519	13136	72776028	18.0498996180446
White	M	2010	Not Hispanic or Latino	16.1342808402987	13316	73040051	18.2310935133383
White	M	2011	Not Hispanic or Latino	16.6218490870609	13920	73499678	18.9388584804412
White	M	2012	Not Hispanic or Latino	16.8753994050266	14467	73891044	19.5788274421999
White	M	2013	Not Hispanic or Latino	17.9551024770895	15644	74212754	21.0799345891408
White	M	2014	Not Hispanic or Latino	18.6873695273709	16463	74481340	22.1035228420971
White	M	2015	Not Hispanic or Latino	19.5526115260713	17500	74744461	23.4131061564549
White	M	2016	Not Hispanic or Latino	20.5358532867112	18725	74928793	24.990393212393
White	M	2017	Not Hispanic or Latino	21.77532429649	20067	75049754	26.7382621933711
White	M	2018	Not Hispanic or Latino	22.7541119199654	21431	75120701	28.5287540114941
White	M	2019	Not Hispanic or Latino	24.1960920862599	23281	75170500	30.9709260946781
White	M	2020	Not Hispanic or Latino	27.5000087163881	26897	75252983	35.7421047349047
White	M	2021	Not Hispanic or Latino	29.3836635569052	29013	76019370	38.1652728771627
White	M	2022	Not Hispanic or Latino	30.3597717901736	30596	76273186	40.1137039168654
