Race	Hispanic Origin	Age_groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	30-34 years	Female	2004	54	1376595	3.92272236932431
Black or African American	Not Hispanic or Latino	30-34 years	Female	2005	63	1350939	4.66342299689327
Black or African American	Not Hispanic or Latino	30-34 years	Female	2006	55	1320401	4.16540126825108
Black or African American	Not Hispanic or Latino	30-34 years	Female	2007	70	1313374	5.32978420465153
Black or African American	Not Hispanic or Latino	30-34 years	Female	2008	56	1320241	4.24164981999499
Black or African American	Not Hispanic or Latino	30-34 years	Female	2009	73	1353009	5.39538170108255
Black or African American	Not Hispanic or Latino	30-34 years	Female	2010	75	1384808	5.41591325295637
Black or African American	Not Hispanic or Latino	30-34 years	Female	2011	65	1424682	4.56242164918206
Black or African American	Not Hispanic or Latino	30-34 years	Female	2012	53	1450157	3.65477668969636
Black or African American	Not Hispanic or Latino	30-34 years	Female	2013	62	1470609	4.21594047092055
Black or African American	Not Hispanic or Latino	30-34 years	Female	2014	54	1484560	3.6374413967775
Black or African American	Not Hispanic or Latino	30-34 years	Female	2015	58	1487728	3.89856210274997
Black or African American	Not Hispanic or Latino	30-34 years	Female	2016	61	1498513	4.0707020893379
Black or African American	Not Hispanic or Latino	30-34 years	Female	2017	61	1519870	4.01350115470402
Black or African American	Not Hispanic or Latino	30-34 years	Female	2018	75	1549097	4.84153025924135
Black or African American	Not Hispanic or Latino	30-34 years	Female	2019	83	1602877	5.17818896896019
Black or African American	Not Hispanic or Latino	30-34 years	Female	2020	88	1669692	5.27043310981906
Black or African American	Not Hispanic or Latino	30-34 years	Female	2021	91	1727635	5.26731630234396
Black or African American	Not Hispanic or Latino	30-34 years	Female	2022	111	1766776	6.28263005610219
Black or African American	Not Hispanic or Latino	30-34 years	Male	1999	52	1248190	4.16603241493683
Black or African American	Not Hispanic or Latino	30-34 years	Male	2000	64	1243849	5.14531908615917
Black or African American	Not Hispanic or Latino	30-34 years	Male	2001	79	1241242	6.36459288357951
Black or African American	Not Hispanic or Latino	30-34 years	Male	2002	83	1243774	6.67323806414992
Black or African American	Not Hispanic or Latino	30-34 years	Male	2003	91	1233902	7.37497791558811
Black or African American	Not Hispanic or Latino	30-34 years	Male	2004	80	1222155	6.54581456525564
Black or African American	Not Hispanic or Latino	30-34 years	Male	2005	82	1196334	6.85427313776922
Black or African American	Not Hispanic or Latino	30-34 years	Male	2006	93	1171760	7.93677886256571
Black or African American	Not Hispanic or Latino	30-34 years	Male	2007	97	1165879	8.31990283725841
Black or African American	Not Hispanic or Latino	30-34 years	Male	2008	96	1175694	8.16538997392179
Black or African American	Not Hispanic or Latino	30-34 years	Male	2009	104	1210245	8.59330135633694
Black or African American	Not Hispanic or Latino	30-34 years	Male	2010	93	1245147	7.46899763642365
Black or African American	Not Hispanic or Latino	30-34 years	Male	2011	83	1286022	6.45401089561454
Black or African American	Not Hispanic or Latino	30-34 years	Male	2012	87	1315999	6.61094727275629
Black or African American	Not Hispanic or Latino	30-34 years	Male	2013	107	1341923	7.97363187008495
Black or African American	Not Hispanic or Latino	30-34 years	Male	2014	95	1362152	6.97425837938791
Black or African American	Not Hispanic or Latino	30-34 years	Male	2015	109	1374657	7.92925071490561
Black or African American	Not Hispanic or Latino	30-34 years	Male	2016	92	1397545	6.58297228354007
Black or African American	Not Hispanic or Latino	30-34 years	Male	2017	148	1431359	10.3398239016208
Black or African American	Not Hispanic or Latino	30-34 years	Male	2018	117	1473500	7.94027824906685
Black or African American	Not Hispanic or Latino	30-34 years	Male	2019	130	1538578	8.44936038341898
Black or African American	Not Hispanic or Latino	30-34 years	Male	2020	161	1617245	9.95520159283226
Black or African American	Not Hispanic or Latino	30-34 years	Male	2021	139	1678798	8.27973347597507
Black or African American	Not Hispanic or Latino	30-34 years	Male	2022	153	1739488	8.79569160580585
Black or African American	Not Hispanic or Latino	35-39 years	Female	1999	117	1507328	7.76207965353261
Black or African American	Not Hispanic or Latino	35-39 years	Female	2000	96	1505402	6.37703417426043
Black or African American	Not Hispanic or Latino	35-39 years	Female	2001	102	1491812	6.83732266532244
Black or African American	Not Hispanic or Latino	35-39 years	Female	2002	89	1467701	6.06390538672386
Black or African American	Not Hispanic or Latino	35-39 years	Female	2003	111	1440844	7.70381803998212
Black or African American	Not Hispanic or Latino	35-39 years	Female	2004	89	1408319	6.31959094494926
Black or African American	Not Hispanic or Latino	35-39 years	Female	2005	97	1396992	6.94349001282756
Black or African American	Not Hispanic or Latino	35-39 years	Female	2006	92	1405559	6.54543850524951
Black or African American	Not Hispanic or Latino	35-39 years	Female	2007	107	1413720	7.56868403927227
Black or African American	Not Hispanic or Latino	35-39 years	Female	2008	86	1412276	6.08946126677788
Black or African American	Not Hispanic or Latino	35-39 years	Female	2009	107	1403007	7.62647656070141
Black or African American	Not Hispanic or Latino	35-39 years	Female	2010	97	1384151	7.00790592933863
Black or African American	Not Hispanic or Latino	35-39 years	Female	2011	109	1344610	8.10643978551402
Black or African American	Not Hispanic or Latino	35-39 years	Female	2012	112	1338520	8.36745061709948
Black or African American	Not Hispanic or Latino	35-39 years	Female	2013	91	1344139	6.77013314843182
Black or African American	Not Hispanic or Latino	35-39 years	Female	2014	112	1374316	8.14950855552871
Black or African American	Not Hispanic or Latino	35-39 years	Female	2015	104	1413525	7.35749279284059
Black or African American	Not Hispanic or Latino	35-39 years	Female	2016	126	1445255	8.71818468021214
Black or African American	Not Hispanic or Latino	35-39 years	Female	2017	133	1475146	9.01605671574204
Black or African American	Not Hispanic or Latino	35-39 years	Female	2018	128	1494278	8.56600980540435
Black or African American	Not Hispanic or Latino	35-39 years	Female	2019	138	1501244	9.19237645579266
Black or African American	Not Hispanic or Latino	35-39 years	Female	2020	137	1502992	9.11515164418706
Black or African American	Not Hispanic or Latino	35-39 years	Female	2021	151	1528319	9.8801362804493
Black or African American	Not Hispanic or Latino	35-39 years	Female	2022	159	1533513	10.3683503172128
Black or African American	Not Hispanic or Latino	35-39 years	Male	1999	157	1334212	11.7672453852911
Black or African American	Not Hispanic or Latino	35-39 years	Male	2000	113	1333184	8.47594930632231
Black or African American	Not Hispanic or Latino	35-39 years	Male	2001	114	1322748	8.61842164947518
Black or African American	Not Hispanic or Latino	35-39 years	Male	2002	175	1298817	13.4737996191919
Black or African American	Not Hispanic or Latino	35-39 years	Male	2003	148	1273108	11.6250938647782
Black or African American	Not Hispanic or Latino	35-39 years	Male	2004	184	1248378	14.7391254892348
Black or African American	Not Hispanic or Latino	35-39 years	Male	2005	158	1238840	12.7538665202932
Black or African American	Not Hispanic or Latino	35-39 years	Male	2006	163	1244414	13.0985347320104
Black or African American	Not Hispanic or Latino	35-39 years	Male	2007	171	1253650	13.6401707015515
Black or African American	Not Hispanic or Latino	35-39 years	Male	2008	178	1253548	14.1996955840542
Black or African American	Not Hispanic or Latino	35-39 years	Male	2009	187	1244299	15.0285421751524
Black or African American	Not Hispanic or Latino	35-39 years	Male	2010	166	1226242	13.5372952484094
Black or African American	Not Hispanic or Latino	35-39 years	Male	2011	169	1193704	14.1576136127549
Black or African American	Not Hispanic or Latino	35-39 years	Male	2012	196	1189759	16.4739245511066
Black or African American	Not Hispanic or Latino	35-39 years	Male	2013	190	1199943	15.8340854523923
Black or African American	Not Hispanic or Latino	35-39 years	Male	2014	199	1231071	16.1647865963864
Black or African American	Not Hispanic or Latino	35-39 years	Male	2015	225	1271310	17.6982797272105
Black or African American	Not Hispanic or Latino	35-39 years	Male	2016	219	1303281	16.8037437820393
Black or African American	Not Hispanic or Latino	35-39 years	Male	2017	206	1336143	15.4175114489991
Black or African American	Not Hispanic or Latino	35-39 years	Male	2018	240	1361639	17.6258171218656
Black or African American	Not Hispanic or Latino	35-39 years	Male	2019	249	1374076	18.1212684014567
Black or African American	Not Hispanic or Latino	35-39 years	Male	2020	280	1383849	20.2334214209787
Black or African American	Not Hispanic or Latino	35-39 years	Male	2021	264	1434313	18.4060243475448
Black or African American	Not Hispanic or Latino	35-39 years	Male	2022	306	1453787	21.048475464425
Black or African American	Not Hispanic or Latino	40-44 years	Female	1999	191	1420696	13.4441147156042
Black or African American	Not Hispanic or Latino	40-44 years	Female	2000	167	1442018	11.5809927476633
Black or African American	Not Hispanic or Latino	40-44 years	Female	2001	191	1475496	12.9447995792601
Black or African American	Not Hispanic or Latino	40-44 years	Female	2002	196	1487168	13.1794121444248
Black or African American	Not Hispanic or Latino	40-44 years	Female	2003	235	1498869	15.6784882468048
Black or African American	Not Hispanic or Latino	40-44 years	Female	2004	214	1510161	14.1706745174852
Black or African American	Not Hispanic or Latino	40-44 years	Female	2005	216	1506129	14.3414010353695
Black or African American	Not Hispanic or Latino	40-44 years	Female	2006	221	1494626	14.7863077452152
Black or African American	Not Hispanic or Latino	40-44 years	Female	2007	186	1471651	12.6388661442149
Black or African American	Not Hispanic or Latino	40-44 years	Female	2008	225	1446445	15.5553788771782
Black or African American	Not Hispanic or Latino	40-44 years	Female	2009	214	1414333	15.1308072427073
Black or African American	Not Hispanic or Latino	40-44 years	Female	2010	179	1404513	12.7446310571707
Black or African American	Not Hispanic or Latino	40-44 years	Female	2011	196	1410151	13.8992207217525
Black or African American	Not Hispanic or Latino	40-44 years	Female	2012	193	1415866	13.6312334641838
Black or African American	Not Hispanic or Latino	40-44 years	Female	2013	194	1412452	13.73498002056
Black or African American	Not Hispanic or Latino	40-44 years	Female	2014	187	1406532	13.2951116647186
Black or African American	Not Hispanic or Latino	40-44 years	Female	2015	208	1386639	15.0002992848175
Black or African American	Not Hispanic or Latino	40-44 years	Female	2016	195	1352538	14.4173398455348
Black or African American	Not Hispanic or Latino	40-44 years	Female	2017	201	1351467	14.8727271920069
Black or African American	Not Hispanic or Latino	40-44 years	Female	2018	201	1354893	14.83511982127
Black or African American	Not Hispanic or Latino	40-44 years	Female	2019	200	1378109	14.5126401467518
Black or African American	Not Hispanic or Latino	40-44 years	Female	2020	256	1414368	18.0999570126021
Black or African American	Not Hispanic or Latino	40-44 years	Female	2021	269	1459174	18.435087247991
Black or African American	Not Hispanic or Latino	40-44 years	Female	2022	273	1472391	18.5412706271636
Black or African American	Not Hispanic or Latino	40-44 years	Male	1999	259	1248357	20.7472702119666
Black or African American	Not Hispanic or Latino	40-44 years	Male	2000	252	1273647	19.7857020037734
Black or African American	Not Hispanic or Latino	40-44 years	Male	2001	295	1304062	22.6216238184994
Black or African American	Not Hispanic or Latino	40-44 years	Male	2002	275	1314793	20.9158399839366
Black or African American	Not Hispanic or Latino	40-44 years	Male	2003	294	1321512	22.2472440658882
Black or African American	Not Hispanic or Latino	40-44 years	Male	2004	285	1331998	21.396428523166
Black or African American	Not Hispanic or Latino	40-44 years	Male	2005	313	1329094	23.5498768333918
Black or African American	Not Hispanic or Latino	40-44 years	Male	2006	278	1324308	20.9920954944016
Black or African American	Not Hispanic or Latino	40-44 years	Male	2007	333	1305269	25.5119825874973
Black or African American	Not Hispanic or Latino	40-44 years	Male	2008	293	1286275	22.7789547336301
Black or African American	Not Hispanic or Latino	40-44 years	Male	2009	316	1262389	25.0319037951059
Black or African American	Not Hispanic or Latino	40-44 years	Male	2010	284	1257524	22.5840620139258
Black or African American	Not Hispanic or Latino	40-44 years	Male	2011	337	1256689	26.8164995476208
Black or African American	Not Hispanic or Latino	40-44 years	Male	2012	284	1261822	22.5071365057829
Black or African American	Not Hispanic or Latino	40-44 years	Male	2013	326	1254873	25.9787245402523
Black or African American	Not Hispanic or Latino	40-44 years	Male	2014	321	1246955	25.7427092397079
Black or African American	Not Hispanic or Latino	40-44 years	Male	2015	364	1226949	29.6670847769549
Black or African American	Not Hispanic or Latino	40-44 years	Male	2016	324	1199479	27.0117275917294
Black or African American	Not Hispanic or Latino	40-44 years	Male	2017	341	1197949	28.465318640443
Black or African American	Not Hispanic or Latino	40-44 years	Male	2018	354	1203743	29.4082707023011
Black or African American	Not Hispanic or Latino	40-44 years	Male	2019	407	1228028	33.1425667818649
Black or African American	Not Hispanic or Latino	40-44 years	Male	2020	440	1265505	34.7687286893375
Black or African American	Not Hispanic or Latino	40-44 years	Male	2021	485	1329536	36.4788918840859
Black or African American	Not Hispanic or Latino	40-44 years	Male	2022	451	1354606	33.2938138469784
Black or African American	Not Hispanic or Latino	45-49 years	Female	1999	256	1192724	21.4634735278237
Black or African American	Not Hispanic or Latino	45-49 years	Female	2000	266	1225916	21.6980608785594
Black or African American	Not Hispanic or Latino	45-49 years	Female	2001	258	1272430	20.2761645041378
Black or African American	Not Hispanic or Latino	45-49 years	Female	2002	302	1321076	22.8601533901153
Black or African American	Not Hispanic or Latino	45-49 years	Female	2003	349	1363748	25.5912382639608
Black or African American	Not Hispanic or Latino	45-49 years	Female	2004	380	1398644	27.1691724270079
Black or African American	Not Hispanic or Latino	45-49 years	Female	2005	348	1436071	24.2327851478095
Black or African American	Not Hispanic or Latino	45-49 years	Female	2006	325	1461455	22.2381120185021
Black or African American	Not Hispanic or Latino	45-49 years	Female	2007	310	1473530	21.037915753327
Black or African American	Not Hispanic or Latino	45-49 years	Female	2008	391	1485776	26.3162145572415
Black or African American	Not Hispanic or Latino	45-49 years	Female	2009	352	1496992	23.5138197131314
Black or African American	Not Hispanic or Latino	45-49 years	Female	2010	322	1493767	21.5562400294022
Black or African American	Not Hispanic or Latino	45-49 years	Female	2011	317	1475059	21.4906657970969
Black or African American	Not Hispanic or Latino	45-49 years	Female	2012	306	1453232	21.056514032171
Black or African American	Not Hispanic or Latino	45-49 years	Female	2013	297	1428396	20.7925533255484
Black or African American	Not Hispanic or Latino	45-49 years	Female	2014	297	1402364	21.1785242633154
Black or African American	Not Hispanic or Latino	45-49 years	Female	2015	325	1396052	23.2799351313561
Black or African American	Not Hispanic or Latino	45-49 years	Female	2016	319	1403832	22.7235167740869
Black or African American	Not Hispanic or Latino	45-49 years	Female	2017	305	1413393	21.5792776672872
Black or African American	Not Hispanic or Latino	45-49 years	Female	2018	309	1406949	21.9624165481478
Black or African American	Not Hispanic or Latino	45-49 years	Female	2019	296	1397316	21.1834688789078
Black or African American	Not Hispanic or Latino	45-49 years	Female	2020	377	1375619	27.4058442054086
Black or African American	Not Hispanic or Latino	45-49 years	Female	2021	380	1349300	28.1627510561032
Black or African American	Not Hispanic or Latino	45-49 years	Female	2022	361	1334539	27.0505395496123
Black or African American	Not Hispanic or Latino	45-49 years	Male	1999	349	1027188	33.97625361667
Black or African American	Not Hispanic or Latino	45-49 years	Male	2000	358	1061019	33.7411488389935
Black or African American	Not Hispanic or Latino	45-49 years	Male	2001	428	1105384	38.7195761834801
Black or African American	Not Hispanic or Latino	45-49 years	Male	2002	429	1153639	37.1866762479424
Black or African American	Not Hispanic or Latino	45-49 years	Male	2003	513	1196401	42.8786000680374
Black or African American	Not Hispanic or Latino	45-49 years	Male	2004	509	1231607	41.3281184663614
Black or African American	Not Hispanic or Latino	45-49 years	Male	2005	507	1267913	39.9869707148677
Black or African American	Not Hispanic or Latino	45-49 years	Male	2006	507	1293433	39.1980102564261
Black or African American	Not Hispanic or Latino	45-49 years	Male	2007	477	1307530	36.4809985239344
Black or African American	Not Hispanic or Latino	45-49 years	Male	2008	471	1318543	35.7212468611187
Black or African American	Not Hispanic or Latino	45-49 years	Male	2009	515	1330207	38.7157788223938
Black or African American	Not Hispanic or Latino	45-49 years	Male	2010	520	1329666	39.1075653585186
Black or African American	Not Hispanic or Latino	45-49 years	Male	2011	480	1313392	36.5465908121871
Black or African American	Not Hispanic or Latino	45-49 years	Male	2012	494	1293068	38.203713957812
Black or African American	Not Hispanic or Latino	45-49 years	Male	2013	477	1269490	37.5741439475695
Black or African American	Not Hispanic or Latino	45-49 years	Male	2014	496	1247238	39.7678710879559
Black or African American	Not Hispanic or Latino	45-49 years	Male	2015	461	1240517	37.1619252295615
Black or African American	Not Hispanic or Latino	45-49 years	Male	2016	531	1242735	42.7283370951973
Black or African American	Not Hispanic or Latino	45-49 years	Male	2017	513	1249902	41.0432177882746
Black or African American	Not Hispanic or Latino	45-49 years	Male	2018	518	1240961	41.7418436195819
Black or African American	Not Hispanic or Latino	45-49 years	Male	2019	567	1229131	46.1301521156004
Black or African American	Not Hispanic or Latino	45-49 years	Male	2020	662	1207681	54.8157998676803
Black or African American	Not Hispanic or Latino	45-49 years	Male	2021	629	1208836	52.0335264667829
Black or African American	Not Hispanic or Latino	45-49 years	Male	2022	600	1200224	49.9906684085637
Black or African American	Not Hispanic or Latino	50-54 years	Female	1999	282	930401	30.309511705168
Black or African American	Not Hispanic or Latino	50-54 years	Female	2000	297	980443	30.2924290346303
Black or African American	Not Hispanic or Latino	50-54 years	Female	2001	348	1066260	32.6374430251533
Black or African American	Not Hispanic or Latino	50-54 years	Female	2002	372	1105949	33.6362707502787
Black or African American	Not Hispanic or Latino	50-54 years	Female	2003	430	1144404	37.5741433969123
Black or African American	Not Hispanic or Latino	50-54 years	Female	2004	412	1185311	34.7588101350616
Black or African American	Not Hispanic or Latino	50-54 years	Female	2005	398	1223782	32.5221322098217
Black or African American	Not Hispanic or Latino	50-54 years	Female	2006	474	1264163	37.4951647849209
Black or African American	Not Hispanic or Latino	50-54 years	Female	2007	437	1315461	33.220293113973
Black or African American	Not Hispanic or Latino	50-54 years	Female	2008	510	1361382	37.4619320660917
Black or African American	Not Hispanic or Latino	50-54 years	Female	2009	472	1399562	33.724836770361
Black or African American	Not Hispanic or Latino	50-54 years	Female	2010	509	1431800	35.549657773432
Black or African American	Not Hispanic or Latino	50-54 years	Female	2011	462	1454259	31.7687564594752
Black or African American	Not Hispanic or Latino	50-54 years	Female	2012	515	1460480	35.262379491674
Black or African American	Not Hispanic or Latino	50-54 years	Female	2013	545	1467990	37.1255934985933
Black or African American	Not Hispanic or Latino	50-54 years	Female	2014	477	1473543	32.3709589743903
Black or African American	Not Hispanic or Latino	50-54 years	Female	2015	465	1467603	31.6843178979601
Black or African American	Not Hispanic or Latino	50-54 years	Female	2016	516	1451167	35.5575891678904
Black or African American	Not Hispanic or Latino	50-54 years	Female	2017	457	1432173	31.9095528263694
Black or African American	Not Hispanic or Latino	50-54 years	Female	2018	464	1404709	33.0317524839664
Black or African American	Not Hispanic or Latino	50-54 years	Female	2019	470	1377231	34.1264464712165
Black or African American	Not Hispanic or Latino	50-54 years	Female	2020	555	1370203	40.5049470771849
Black or African American	Not Hispanic or Latino	50-54 years	Female	2021	550	1385068	39.7092417123203
Black or African American	Not Hispanic or Latino	50-54 years	Female	2022	494	1380503	35.7840584192863
Black or African American	Not Hispanic or Latino	50-54 years	Male	1999	418	788057	53.0418484957306
Black or African American	Not Hispanic or Latino	50-54 years	Male	2000	461	834987	55.2104404020661
Black or African American	Not Hispanic or Latino	50-54 years	Male	2001	511	912639	55.9914708882702
Black or African American	Not Hispanic or Latino	50-54 years	Male	2002	547	945720	57.8395296705156
