Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
White	Female	F	60 years	60	2022	2022	1100	7616632	14.4420788611029
White	Female	F	65 years	65	2019	2019	1494	6763238	22.090010731546
White	Female	F	65 years	65	2020	2020	1714	6898198	24.8470687562172
White	Female	F	65 years	65	2021	2021	1812	6919897	26.1853608514693
White	Female	F	65 years	65	2022	2022	1897	6968508	27.222470003622
White	Female	F	70 years	70	2019	2019	2754	5692824	48.3766931842614
White	Female	F	70 years	70	2020	2020	2884	5924967	48.6753765885953
White	Female	F	70 years	70	2021	2021	3137	6059791	51.76746194712
White	Female	F	70 years	70	2022	2022	3247	6097551	53.2508871184513
White	Female	F	75 years	75	2019	2019	4085	4095254	99.7496126003418
White	Female	F	75 years	75	2020	2020	4343	4218840	102.942989068085
White	Female	F	75 years	75	2021	2021	4700	4104256	114.515273901043
White	Female	F	75 years	75	2022	2022	5195	4128910	125.820131705462
White	Female	F	80 years	80	2019	2019	6604	2794000	236.363636363636
White	Female	F	80 years	80	2020	2020	6650	2838947	234.241780491147
White	Female	F	80 years	80	2021	2021	7031	2725551	257.966187387431
White	Female	F	80 years	80	2022	2022	7515	2741232	274.146806983137
White	Female	F	85 years	85	2019	2019	33980	3334297	1019.10537663561
White	Female	F	85 years	85	2020	2020	33294	3312732	1005.03149666197
White	Female	F	85 years	85	2021	2021	33085	2910687	1136.67323212699
White	Female	F	85 years	85	2022	2022	35524	2925950	1214.10140296314
White	Male	M	55 years	55	2019	2019	975	7369813	13.2296436829537
White	Male	M	55 years	55	2020	2020	1060	7199900	14.7224267003708
White	Male	M	55 years	55	2021	2021	1185	7111700	16.6626826215954
White	Male	M	55 years	55	2022	2022	1126	7170634	15.7029350542783
White	Male	M	60 years	60	2019	2019	1690	7151623	23.6309995647142
White	Male	M	60 years	60	2020	2020	1928	7179085	26.8557901181
White	Male	M	60 years	60	2021	2021	1903	7331430	25.956736953091
White	Male	M	60 years	60	2022	2022	2039	7387442	27.6008935163213
White	Male	M	65 years	65	2019	2019	2437	6184025	39.4079907503608
White	Male	M	65 years	65	2020	2020	2619	6293104	41.6169826527577
White	Male	M	65 years	65	2021	2021	2842	6467594	43.9421522130177
White	Male	M	65 years	65	2022	2022	2922	6512395	44.8682857842622
White	Male	M	70 years	70	2019	2019	3631	5076365	71.5275595824965
White	Male	M	70 years	70	2020	2020	3904	5275819	73.9979896960074
White	Male	M	70 years	70	2021	2021	4264	5471224	77.9350287979436
White	Male	M	70 years	70	2022	2022	4221	5505068	76.6748022004451
White	Male	M	75 years	75	2019	2019	4821	3426428	140.700461238351
White	Male	M	75 years	75	2020	2020	5139	3539105	145.206203263254
White	Male	M	75 years	75	2021	2021	5369	3494520	153.640557215297
White	Male	M	75 years	75	2022	2022	5874	3515476	167.08974830151
White	Male	M	80 years	80	2019	2019	6516	2121021	307.210536812224
White	Male	M	80 years	80	2020	2020	6690	2165823	308.889507591341
White	Male	M	80 years	80	2021	2021	6831	2101103	325.11495152784
White	Male	M	80 years	80	2022	2022	7409	2113739	350.516312562715
White	Male	M	85 years	85	2019	2019	20337	1907106	1066.38015925701
White	Male	M	85 years	85	2020	2020	20346	1921392	1058.91978315721
White	Male	M	85 years	85	2021	2021	19734	1699823	1160.9444042115
White	Male	M	85 years	85	2022	2022	20966	1709428	1226.49213655094
