Race	Gender	Gender Code	Year	Year Code	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
White	Male	M	2002	2002	20419	22584404	90.4119497685217	89.1718270265889	91.6520725104545	0.632715684659599	110.1829590477	108.671650048853	111.694268046548	0.771076019820098
Black or African American	Female	F	2003	2003	4047	3325979	121.678459184499	117.92956509948	125.427353269518	1.9127010637853	129.490708824272	125.501120563295	133.48029708525	2.03550421478423
White	Female	F	2003	2003	36186	28475611	127.077167896415	125.767825262537	128.386510530293	0.668031956060124	103.506035409845	102.439558502394	104.572512317295	0.544120871148386
Black or African American	Male	M	2003	2003	2393	2363780	101.236155649003	97.179946251356	105.29236504665	2.06949459063619	141.734017199814	136.055187844367	147.412846555261	2.89736191604427
White	Male	M	2003	2003	21200	23182532	91.4481645059306	90.2171501039671	92.6791789078941	0.628068572430356	111.745622183388	110.241376898561	113.249867468215	0.767472084095365
Black or African American	Female	F	2004	2004	3893	3432096	113.42922808686	109.866039192374	116.992416981346	1.81795351759467	122.949380419176	119.087131911604	126.811628926747	1.97053495284271
White	Female	F	2004	2004	36126	28952718	124.775850060088	123.489151929966	126.06254819021	0.656478637817306	102.537159699526	101.47978864904	103.594530750013	0.539475025758469
Black or African American	Male	M	2004	2004	2466	2456247	100.39706918726	96.4344661306208	104.359672243899	2.02173625338741	143.0733515763	137.426345096237	148.720358056364	2.88112575513463
White	Male	M	2004	2004	21185	23758545	89.1679183215976	87.9671742112975	90.3686624318976	0.612624546071439	109.5723492067	108.096836988425	111.047861424975	0.752812356262855
Black or African American	Female	F	2005	2005	4247	3556192	119.425497835887	115.833699034264	123.017296637511	1.83255040899154	130.639718912618	126.710645186004	134.568792639232	2.00462945235399
White	Female	F	2005	2005	37332	29460971	126.716801017862	125.431367430951	128.002234604773	0.655833462709886	104.362823900148	103.304152295526	105.42149550477	0.540138573786821
Black or African American	Male	M	2005	2005	2554	2564888	99.5754980334424	95.7136239264644	103.43737214042	1.97034393213166	142.166527551814	136.65282947875	147.680225624877	2.81311126176711
White	Male	M	2005	2005	21932	24365692	90.0118084066728	88.8205213043321	91.2030955090135	0.607799542010575	110.637541343978	109.173277061649	112.101805626308	0.747073613433378
Black or African American	Female	F	2006	2006	4019	3681059	109.180537448598	105.805004930726	112.556069966471	1.72221046830224	120.563062967858	116.835617133531	124.290508802184	1.90175807873798
White	Female	F	2006	2006	37744	29998632	125.819070682956	124.549728880363	127.08841248555	0.647623368669926	103.599650630082	102.554472291337	104.644828968826	0.533254254461518
Black or African American	Male	M	2006	2006	2602	2670480	97.4356669961954	93.6918002067165	101.179533785674	1.9101361170811	141.755695342814	136.308876365999	147.202514319629	2.77898927388496
White	Male	M	2006	2006	22610	24978045	90.5194942198239	89.3395868634359	91.6994015762118	0.601993549177511	110.524071083194	109.083407216775	111.964734949613	0.735032584907531
Black or African American	Female	F	2007	2007	4058	3805978	106.62174085084	103.341197212919	109.902284488762	1.67374675404146	118.70698901494	115.054605791011	122.359372238869	1.86346082853537
White	Female	F	2007	2007	35142	30560362	114.992093352821	113.789798980617	116.194387725025	0.613415496022438	94.8863152212885	93.8942358577126	95.8783945848644	0.506162940599953
Black or African American	Male	M	2007	2007	2666	2774050	96.1049728735964	92.4568298248245	99.7531159223683	1.86129747386321	138.744585921582	133.477843925303	144.01132791786	2.68711326340727
White	Male	M	2007	2007	21799	25614537	85.1040173008007	83.9742530013057	86.2337816002957	0.576410356885196	103.605333715384	102.229962599175	104.980704831593	0.701719957249684
Black or African American	Female	F	2008	2008	3971	3938587	100.822960112345	97.6870358026156	103.958884422074	1.59996138251491	113.157994746416	109.638410455595	116.677579037238	1.79570627082713
White	Female	F	2008	2008	35278	31164893	113.197885839043	112.016634240702	114.379137437384	0.602679386908699	93.432335180176	92.4573426310638	94.4073277292882	0.497445178118465
Black or African American	Male	M	2008	2008	2753	2885973	95.39243783639	91.829018655435	98.9558570173451	1.81807101069136	137.615069494211	132.474408563989	142.755730424433	2.62278618888863
White	Male	M	2008	2008	21794	26281554	82.9250812185611	81.8241162419283	84.026046195194	0.561716824812684	101.033971797287	99.6925819214572	102.375361673116	0.684382589708978
Black or African American	Female	F	2009	2009	3851	4083739	94.3008355822936	91.3224230335155	97.2792481310717	1.5195982391725	106.530546676312	103.165868992496	109.895224360127	1.71667228766108
White	Female	F	2009	2009	34153	31805735	107.380005524161	106.241159357612	108.51885169071	0.581043962525052	89.3285667560147	88.3811697493111	90.2759637627184	0.483365819746767
Black or African American	Male	M	2009	2009	2706	3008648	89.9407308531939	86.5519101822301	93.3295515241576	1.72899013824681	128.245724114183	123.413633506089	133.077814722277	2.46535235106853
White	Male	M	2009	2009	22313	26976448	82.7128908891193	81.627589675363	83.7981921028756	0.553725109059347	100.918297937661	99.5941179934634	102.242477881858	0.675602012345647
Black or African American	Female	F	2010	2010	3933	4207089	93.4850677035832	90.5633628295727	96.4067725775936	1.49066575204614	106.436479126921	103.110001567706	109.762956686136	1.69718242817077
White	Female	F	2010	2010	34729	32324511	107.438593579962	106.308614906841	108.568572253083	0.576519731184103	89.7706546156195	88.8264973830302	90.7148118482089	0.48171287377007
Black or African American	Male	M	2010	2010	2768	3115389	88.849257668946	85.5392665226188	92.1592488152732	1.6887709930241	129.66118333987	124.830784300675	134.491582379065	2.46448930571183
White	Male	M	2010	2010	23189	27543493	84.190483756	83.1068611261782	85.2741063858218	0.552868688684595	102.718282621492	101.396187171041	104.040378071943	0.674538495128086
Black or African American	Female	F	2011	2011	3970	4405427	90.1161226823189	87.312863098722	92.9193822659157	1.43023448142696	103.645830318566	100.421699513864	106.869961123268	1.64496469627655
White	Female	F	2011	2011	35132	33137421	106.019113557449	104.910478001686	107.127749113213	0.565630385593611	88.8574542433297	87.9282771368318	89.7866313498276	0.474069952294841
Black or African American	Male	M	2011	2011	2722	3279778	82.9934221157651	79.8755687704398	86.1112754610905	1.59074150271702	122.230756683169	117.63885573595	126.822657630387	2.34280660572361
White	Male	M	2011	2011	23472	28401466	82.6436212834929	81.5863404435722	83.7009021234136	0.539428999959525	100.547498349503	99.2611686623975	101.833828036609	0.656290656686628
Black or African American	Female	F	2012	2012	4218	4576263	92.1712759952826	89.3896522601945	94.9528997303707	1.41919578320822	105.542842829697	102.357680494537	108.728005164856	1.62508282406093
White	Female	F	2012	2012	35503	33819477	104.977968760428	103.88597109374	106.069966427115	0.557141666677363	88.8111466698004	87.8873188792228	89.7349744603781	0.471340709478391
Black or African American	Male	M	2012	2012	3099	3420192	90.6089482695708	87.4187595675278	93.7991369716139	1.62764729696073	130.635365744506	126.03591419094	135.234817298071	2.34665895590058
White	Male	M	2012	2012	24717	29113948	84.8974519017483	83.8390445491629	85.9558592543336	0.540003751319074	103.222640033518	101.935774542064	104.509505524972	0.656564026252129
Black or African American	Female	F	2013	2013	4550	4745447	95.8813785087053	93.0953558617413	98.6674011556693	1.42144012600204	110.439317383524	107.230285096637	113.648349670412	1.63726137086112
White	Female	F	2013	2013	37314	34484672	108.20459594338	107.106688131026	109.302503755735	0.560157047119552	92.4765749437426	91.5382529325072	93.4148969549779	0.478735720018054
Black or African American	Male	M	2013	2013	3419	3563339	95.9493329149991	92.7330926801131	99.1655731498851	1.64093889534998	137.651136029244	133.0370432719	142.265228786587	2.35412895782819
White	Male	M	2013	2013	26960	29827460	90.3865096122834	89.3075635277432	91.4654556968237	0.550482696194012	109.503963302576	108.196811682785	110.811114922367	0.666914091730122
Black or African American	Female	F	2014	2014	4698	4923452	95.4208551236003	92.6922363092513	98.1494739379492	1.39215245630048	110.346366848393	107.19094372535	113.501789971436	1.60990975665476
White	Female	F	2014	2014	39027	35108530	111.161019843326	110.05814556082	112.263894125832	0.562690960462214	96.0344160383759	95.0816190252369	96.9872130515148	0.486120925070894
Black or African American	Male	M	2014	2014	3619	3707761	97.6060754725021	94.4259911859818	100.786159759022	1.62249198291854	140.926369539807	136.334875299716	145.517863779899	2.34259910208734
White	Male	M	2014	2014	28749	30471283	94.347848759765	93.2572206119506	95.4384769075795	0.55644293255839	114.217275291018	112.89696351882	115.537587063216	0.673628455202958
Black or African American	Female	F	2015	2015	5147	5103573	100.850913663819	98.0956775369724	103.606149790667	1.40573271777913	117.100028108912	113.900867921073	120.299188296751	1.63222458563217
White	Female	F	2015	2015	42505	35736477	118.940095857798	117.809351718966	120.070839996631	0.57691027491458	103.8301398669	102.843043621165	104.817236112636	0.503620533538568
Black or African American	Male	M	2015	2015	4135	3854045	107.289873366813	104.019652788183	110.560093945443	1.6684798870561	152.891412075138	148.231245869568	157.551578280708	2.37763581916836
White	Male	M	2015	2015	31736	31120721	101.977071803703	100.85509852177	103.099045085636	0.572435347925091	123.559398477052	122.199971878789	124.918825075316	0.693584999114067
Black or African American	Female	F	2016	2016	5628	5264704	106.90059688066	104.107672629369	109.693521131952	1.42496135269987	124.38954365902	121.139696761718	127.639390556323	1.65808515168491
White	Female	F	2016	2016	43526	36363476	119.697027863893	118.572513365207	120.821542362579	0.573731887084736	105.585203549026	104.59326503262	106.577142065433	0.506091079799337
Black or African American	Male	M	2016	2016	4341	3984664	108.942686259117	105.701833814479	112.183538703756	1.6534961452237	154.209088648577	149.621640706055	158.796536591099	2.34053466455205
White	Male	M	2016	2016	33499	31726683	105.586203259887	104.455503438808	106.716903080966	0.576887663816041	127.844127504595	126.475072385341	129.213182623848	0.69849750982328
Black or African American	Female	F	2017	2017	5915	5438345	108.764706909915	105.992876272591	111.536537547239	1.41419930475715	125.974345870278	122.763933583788	129.184758156769	1.63796545229089
White	Female	F	2017	2017	45802	36913725	124.078510093468	122.94216453166	125.214855655276	0.579768143779722	110.465957310376	109.454279299204	111.477635321548	0.516162250597964
Black or African American	Male	M	2017	2017	4783	4118783	116.126535435346	112.835463688292	119.4176071824	1.67911823829289	163.584382649539	158.94833682264	168.220428476437	2.36532950351947
White	Male	M	2017	2017	35876	32284613	111.124144495708	109.974238087551	112.274050903864	0.586686942937024	133.906872165722	132.521211370777	135.292532960668	0.706969793339566
Black or African American	Female	F	2018	2018	6268	5585346	112.222232964618	109.443988335959	115.000477593278	1.41747174931612	129.071383851452	125.87601097902	132.266756723885	1.63029228185339
White	Female	F	2018	2018	48571	37423358	129.787925498294	128.633670298502	130.942180698087	0.588905714179913	115.948631772198	114.91745486866	116.979808675735	0.526110665070204
Black or African American	Male	M	2018	2018	5085	4233003	120.127483963512	116.825667157564	123.429300769461	1.68460041119811	167.064186610698	162.472270416143	171.656102805254	2.34281438497741
White	Male	M	2018	2018	38232	32778242	116.638348084684	115.46916123284	117.807534936528	0.596523904001941	139.242714766716	137.846940958241	140.63848857519	0.712129494119413
Black or African American	Female	F	2019	2019	6722	5740816	117.091368195741	114.292182578516	119.890553812965	1.42815592715528	134.755946202021	131.534471278152	137.977421125891	1.64360965503549
White	Female	F	2019	2019	50434	37886723	133.117873509409	131.956075212051	134.279671806766	0.592754233345461	119.839378750821	118.793469719085	120.885287782557	0.533627057008378
Black or African American	Male	M	2019	2019	5599	4352086	128.650950371845	125.281075025264	132.020825718426	1.71932415641882	175.265865610139	170.674961944758	179.856769275519	2.34229778845936
White	Male	M	2019	2019	40407	33236381	121.574608258342	120.38919263609	122.760023880594	0.604803888904238	143.866828576242	142.464052218898	145.269604933586	0.715702223134742
Black or African American	Female	F	2020	2020	7289	5882845	123.902635544537	121.058157141897	126.747113947176	1.45126449114274	141.232914421661	137.990578428979	144.475250414344	1.65425305749112
White	Female	F	2020	2020	50446	38248572	131.889891209533	130.738947155551	133.040835263516	0.587216354072802	119.687572681	118.643112799734	120.732032562265	0.532887694523173
Black or African American	Male	M	2020	2020	6240	4458588	139.95462240512	136.482052290103	143.427192520138	1.77171944643744	186.147784896583	181.529064745008	190.766505048157	2.3564898732524
White	Male	M	2020	2020	41686	33574228	124.160710411569	122.968795788182	125.352625034956	0.608119705809797	145.688789254985	144.29020996367	147.0873685463	0.71356086291587
Black or African American	Female	F	2021	2021	7144	5821358	122.720506108712	119.874718486383	125.566293731041	1.45193246037199	145.362959499459	141.992112002121	148.733806996798	1.71982015170341
White	Female	F	2021	2021	51457	37449332	137.404320055696	136.21709179128	138.591548320111	0.605728706334377	133.648769574462	132.493990767807	134.803548381116	0.589172860538195
Black or African American	Male	M	2021	2021	6004	4521893	132.776251008151	129.417667651091	136.13483436521	1.71356293727521	184.230539914664	179.570417185476	188.890662643852	2.37761363734084
White	Male	M	2021	2021	42128	33677394	125.092814485586	123.89826811151	126.287360859663	0.609462435753431	156.635776324651	155.140017360167	158.131535289134	0.763142328818182
Black or African American	Female	F	2022	2022	7320	5919058	123.668326953377	120.835245791681	126.501408115073	1.44544957229393	147.090717523691	143.721059737071	150.460375310311	1.71921315643885
White	Female	F	2022	2022	55090	37715735	146.06635665459	144.846609308293	147.286104000886	0.622320074641056	142.361416985441	141.172608251109	143.550225719772	0.606535068536619
Black or African American	Male	M	2022	2022	6320	4595798	137.51692306755	134.126501682439	140.907344452661	1.72980682913842	190.471712652843	185.775713401029	195.167711904657	2.39591798561938
White	Male	M	2022	2022	44557	33914182	131.381614924399	130.161691147366	132.601538701433	0.622410090323465	165.169388445153	163.635733494128	166.703043396177	0.782477015828847
