Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
Black or African American	Female	F	85 years	85	2010	2010	1827	275593	662.934109356914
Black or African American	Female	F	85 years	85	2011	2011	1812	284598	636.687538211793
Black or African American	Female	F	85 years	85	2012	2012	1949	299097	651.628067148784
Black or African American	Female	F	85 years	85	2013	2013	1978	309079	639.965833977721
Black or African American	Female	F	85 years	85	2014	2014	2076	318456	651.895395282237
Black or African American	Female	F	85 years	85	2015	2015	2296	328330	699.296439557762
Black or African American	Female	F	85 years	85	2016	2016	2419	335598	720.802865332928
Black or African American	Female	F	85 years	85	2017	2017	2472	345025	716.469821027462
Black or African American	Female	F	85 years	85	2018	2018	2725	354052	769.660953758205
Black or African American	Female	F	85 years	85	2019	2019	2832	360819	784.881062250048
Black or African American	Female	F	85 years	85	2020	2020	2952	369171	799.629440015603
Black or African American	Female	F	85 years	85	2021	2021	2804	333725	840.212750018728
Black or African American	Female	F	85 years	85	2022	2022	2968	339046	875.397438695634
Black or African American	Male	M	55 years	55	1999	1999	151	573942	26.3092786379111
Black or African American	Male	M	55 years	55	2000	2000	133	590653	22.517451024544
Black or African American	Male	M	55 years	55	2001	2001	165	616383	26.7690705292002
Black or African American	Male	M	55 years	55	2002	2002	170	662769	25.6499625057901
Black or African American	Male	M	55 years	55	2003	2003	215	706655	30.4250306019203
Black or African American	Male	M	55 years	55	2004	2004	231	758635	30.4494256131078
Black or African American	Male	M	55 years	55	2005	2005	229	820971	27.8937989283422
Black or African American	Male	M	55 years	55	2006	2006	236	881087	26.7850961369309
Black or African American	Male	M	55 years	55	2007	2007	281	912345	30.7997522866898
Black or African American	Male	M	55 years	55	2008	2008	248	945305	26.2349188886127
Black or African American	Male	M	55 years	55	2009	2009	272	981716	27.7065872411166
Black or African American	Male	M	55 years	55	2010	2010	277	1009656	27.4350868018414
Black or African American	Male	M	55 years	55	2011	2011	288	1054879	27.3017094851637
Black or African American	Male	M	55 years	55	2012	2012	333	1100716	30.2530352970248
Black or African American	Male	M	55 years	55	2013	2013	354	1139012	31.0795672038574
Black or African American	Male	M	55 years	55	2014	2014	339	1171735	28.9314563446513
Black or African American	Male	M	55 years	55	2015	2015	417	1200683	34.7302327092163
Black or African American	Male	M	55 years	55	2016	2016	454	1216592	37.3173586543393
Black or African American	Male	M	55 years	55	2017	2017	487	1224431	39.7735764612297
Black or African American	Male	M	55 years	55	2018	2018	466	1227043	37.9774791918458
Black or African American	Male	M	55 years	55	2019	2019	513	1228490	41.7585816734365
Black or African American	Male	M	55 years	55	2020	2020	564	1221168	46.1852914586691
Black or African American	Male	M	55 years	55	2021	2021	553	1225274	45.1327621413659
Black or African American	Male	M	55 years	55	2022	2022	586	1245216	47.0601084470485
Black or African American	Male	M	60 years	60	1999	1999	179	459389	38.9647988959248
Black or African American	Male	M	60 years	60	2000	2000	202	470342	42.9474722648626
Black or African American	Male	M	60 years	60	2001	2001	176	483638	36.3908543166583
Black or African American	Male	M	60 years	60	2002	2002	214	497980	42.9736133981284
Black or African American	Male	M	60 years	60	2003	2003	230	518313	44.3747310987762
Black or African American	Male	M	60 years	60	2004	2004	230	538700	42.6953777612772
Black or African American	Male	M	60 years	60	2005	2005	251	556778	45.0808041984417
Black or African American	Male	M	60 years	60	2006	2006	254	576788	44.0369771909263
Black or African American	Male	M	60 years	60	2007	2007	282	620088	45.4774161086814
Black or African American	Male	M	60 years	60	2008	2008	314	661596	47.4609882768336
Black or African American	Male	M	60 years	60	2009	2009	328	710808	46.1446691652317
Black or African American	Male	M	60 years	60	2010	2010	309	757918	40.7695819336656
Black or African American	Male	M	60 years	60	2011	2011	295	820245	35.9648641564411
Black or African American	Male	M	60 years	60	2012	2012	401	844889	47.4618559361052
Black or African American	Male	M	60 years	60	2013	2013	456	872930	52.2378655791415
Black or African American	Male	M	60 years	60	2014	2014	449	904640	49.6330031835868
Black or African American	Male	M	60 years	60	2015	2015	548	938589	58.3855127217557
Black or African American	Male	M	60 years	60	2016	2016	557	971972	57.3061775442091
Black or African American	Male	M	60 years	60	2017	2017	612	1015295	60.2780472670505
Black or African American	Male	M	60 years	60	2018	2018	626	1048087	59.7278661027186
Black or African American	Male	M	60 years	60	2019	2019	750	1076824	69.6492648752257
Black or African American	Male	M	60 years	60	2020	2020	840	1102596	76.1838424953473
Black or African American	Male	M	60 years	60	2021	2021	846	1127301	75.0465048820147
Black or African American	Male	M	60 years	60	2022	2022	794	1145245	69.3301433317762
Black or African American	Male	M	65 years	65	1999	1999	263	376469	69.8596697204816
Black or African American	Male	M	65 years	65	2000	2000	238	375235	63.4269191306781
Black or African American	Male	M	65 years	65	2001	2001	261	388334	67.2101850468926
Black or African American	Male	M	65 years	65	2002	2002	256	396851	64.5078379542952
Black or African American	Male	M	65 years	65	2003	2003	277	406305	68.1753854862726
Black or African American	Male	M	65 years	65	2004	2004	264	415865	63.4821396366609
Black or African American	Male	M	65 years	65	2005	2005	271	427014	63.4639613689481
Black or African American	Male	M	65 years	65	2006	2006	279	436847	63.8667542640787
Black or African American	Male	M	65 years	65	2007	2007	283	450394	62.8338743411324
Black or African American	Male	M	65 years	65	2008	2008	325	470048	69.1418748723535
Black or African American	Male	M	65 years	65	2009	2009	348	489532	71.0883047482085
Black or African American	Male	M	65 years	65	2010	2010	328	503596	65.1315737217929
Black or African American	Male	M	65 years	65	2011	2011	308	524064	58.7714477621054
Black or African American	Male	M	65 years	65	2012	2012	355	564112	62.9307655217404
Black or African American	Male	M	65 years	65	2013	2013	419	601865	69.6169406760652
Black or African American	Male	M	65 years	65	2014	2014	465	642116	72.4168218826505
Black or African American	Male	M	65 years	65	2015	2015	516	686820	75.1288547217612
Black or African American	Male	M	65 years	65	2016	2016	594	732181	81.1274807731968
Black or African American	Male	M	65 years	65	2017	2017	649	753775	86.0999635169646
Black or African American	Male	M	65 years	65	2018	2018	720	774325	92.9842120556614
Black or African American	Male	M	65 years	65	2019	2019	794	800482	99.1902378816763
Black or African American	Male	M	65 years	65	2020	2020	942	827816	113.793403364999
Black or African American	Male	M	65 years	65	2021	2021	894	860401	103.905039626872
Black or African American	Male	M	65 years	65	2022	2022	995	874149	113.8249886461
Black or African American	Male	M	70 years	70	1999	1999	327	288848	113.208331025314
Black or African American	Male	M	70 years	70	2000	2000	330	292654	112.761144559787
Black or African American	Male	M	70 years	70	2001	2001	333	295838	112.561604662011
Black or African American	Male	M	70 years	70	2002	2002	322	299173	107.630033458902
Black or African American	Male	M	70 years	70	2003	2003	303	304832	99.3990132269578
Black or African American	Male	M	70 years	70	2004	2004	292	309884	94.2288081991971
Black or African American	Male	M	70 years	70	2005	2005	347	316960	109.477536597678
Black or African American	Male	M	70 years	70	2006	2006	354	325778	108.662954527316
Black or African American	Male	M	70 years	70	2007	2007	338	332403	101.683799484361
Black or African American	Male	M	70 years	70	2008	2008	366	339526	107.797340998922
Black or African American	Male	M	70 years	70	2009	2009	374	346696	107.875487458753
Black or African American	Male	M	70 years	70	2010	2010	354	353284	100.202669806728
Black or African American	Male	M	70 years	70	2011	2011	355	368663	96.2939052739222
Black or African American	Male	M	70 years	70	2012	2012	382	380768	100.323556601395
Black or African American	Male	M	70 years	70	2013	2013	416	400090	103.976605263816
Black or African American	Male	M	70 years	70	2014	2014	460	417580	110.158532496767
Black or African American	Male	M	70 years	70	2015	2015	535	434557	123.113883794301
Black or African American	Male	M	70 years	70	2016	2016	531	449661	118.08896035013
Black or African American	Male	M	70 years	70	2017	2017	574	485493	118.230334937888
Black or African American	Male	M	70 years	70	2018	2018	693	516472	134.179587663997
Black or African American	Male	M	70 years	70	2019	2019	795	550140	144.508670520231
Black or African American	Male	M	70 years	70	2020	2020	964	586258	164.432724158988
Black or African American	Male	M	70 years	70	2021	2021	867	614962	140.984320982435
Black or African American	Male	M	70 years	70	2022	2022	964	624990	154.242467879486
Black or African American	Male	M	75 years	75	1999	1999	400	206886	193.343193836219
Black or African American	Male	M	75 years	75	2000	2000	353	207597	170.040992885254
Black or African American	Male	M	75 years	75	2001	2001	396	213265	185.684477059058
Black or African American	Male	M	75 years	75	2002	2002	389	215637	180.395757685369
Black or African American	Male	M	75 years	75	2003	2003	352	217510	161.831639924601
Black or African American	Male	M	75 years	75	2004	2004	418	218650	191.17310770638
Black or African American	Male	M	75 years	75	2005	2005	422	222432	189.720903467127
Black or African American	Male	M	75 years	75	2006	2006	379	223131	169.855376438057
Black or African American	Male	M	75 years	75	2007	2007	396	225410	175.67987223282
Black or African American	Male	M	75 years	75	2008	2008	425	229456	185.220695906841
Black or African American	Male	M	75 years	75	2009	2009	357	232999	153.219541714771
Black or African American	Male	M	75 years	75	2010	2010	398	237296	167.723012608725
Black or African American	Male	M	75 years	75	2011	2011	395	250497	157.686519199831
Black or African American	Male	M	75 years	75	2012	2012	454	256353	177.099546328695
Black or African American	Male	M	75 years	75	2013	2013	484	264953	182.673908202587
Black or African American	Male	M	75 years	75	2014	2014	502	274892	182.617173289874
Black or African American	Male	M	75 years	75	2015	2015	573	284937	201.097084618705
Black or African American	Male	M	75 years	75	2016	2016	565	293691	192.379065071793
Black or African American	Male	M	75 years	75	2017	2017	651	306720	212.245696400626
Black or African American	Male	M	75 years	75	2018	2018	734	322123	227.863269620611
Black or African American	Male	M	75 years	75	2019	2019	721	336433	214.307157740174
Black or African American	Male	M	75 years	75	2020	2020	842	349269	241.074930784009
Black or African American	Male	M	75 years	75	2021	2021	811	344967	235.094951111266
Black or African American	Male	M	75 years	75	2022	2022	897	350908	255.622556339553
Black or African American	Male	M	80 years	80	1999	1999	349	112918	309.073841194495
Black or African American	Male	M	80 years	80	2000	2000	383	116516	328.710220055615
Black or African American	Male	M	80 years	80	2001	2001	401	120694	332.24518203059
Black or African American	Male	M	80 years	80	2002	2002	394	124874	315.518042186524
Black or African American	Male	M	80 years	80	2003	2003	374	128770	290.440319950299
Black or African American	Male	M	80 years	80	2004	2004	388	131758	294.479272605838
Black or African American	Male	M	80 years	80	2005	2005	401	134288	298.611938520195
Black or African American	Male	M	80 years	80	2006	2006	422	137456	307.007333255733
Black or African American	Male	M	80 years	80	2007	2007	410	139898	293.070665770776
Black or African American	Male	M	80 years	80	2008	2008	411	141976	289.485546852989
Black or African American	Male	M	80 years	80	2009	2009	391	143759	271.982971500915
Black or African American	Male	M	80 years	80	2010	2010	408	146421	278.648554510624
Black or African American	Male	M	80 years	80	2011	2011	423	150537	280.994041332031
Black or African American	Male	M	80 years	80	2012	2012	427	153654	277.897093469744
Black or African American	Male	M	80 years	80	2013	2013	471	159293	295.681542817324
Black or African American	Male	M	80 years	80	2014	2014	514	165193	311.15119890068
Black or African American	Male	M	80 years	80	2015	2015	548	171131	320.222519590255
Black or African American	Male	M	80 years	80	2016	2016	584	178668	326.863232363938
Black or African American	Male	M	80 years	80	2017	2017	630	185236	340.106674728454
Black or African American	Male	M	80 years	80	2018	2018	668	191500	348.825065274151
Black or African American	Male	M	80 years	80	2019	2019	745	201218	370.24520669125
Black or African American	Male	M	80 years	80	2020	2020	720	207884	346.347001212214
Black or African American	Male	M	80 years	80	2021	2021	742	200559	369.965945183213
Black or African American	Male	M	80 years	80	2022	2022	747	204065	366.059833876461
Black or African American	Male	M	85 years	85	1999	1999	634	84140	753.506061326361
Black or African American	Male	M	85 years	85	2000	2000	632	85165	742.088886279575
Black or African American	Male	M	85 years	85	2001	2001	618	82735	746.963195745452
Black or African American	Male	M	85 years	85	2002	2002	599	81399	735.881276182754
Black or African American	Male	M	85 years	85	2003	2003	642	81395	788.746237483875
Black or African American	Male	M	85 years	85	2004	2004	643	82755	776.992326747629
Black or African American	Male	M	85 years	85	2005	2005	633	86445	732.25750477182
Black or African American	Male	M	85 years	85	2006	2006	678	89393	758.448648104438
Black or African American	Male	M	85 years	85	2007	2007	676	93512	722.901873556335
Black or African American	Male	M	85 years	85	2008	2008	664	98066	677.09501764118
Black or African American	Male	M	85 years	85	2009	2009	636	103138	616.649537512847
Black or African American	Male	M	85 years	85	2010	2010	694	107218	647.279374731855
Black or African American	Male	M	85 years	85	2011	2011	658	110893	593.36477505343
Black or African American	Male	M	85 years	85	2012	2012	747	119700	624.06015037594
Black or African American	Male	M	85 years	85	2013	2013	819	125196	654.174254768523
Black or African American	Male	M	85 years	85	2014	2014	890	131605	676.266099312336
Black or African American	Male	M	85 years	85	2015	2015	998	137328	726.727251543749
Black or African American	Male	M	85 years	85	2016	2016	1056	141899	744.191290988661
Black or African American	Male	M	85 years	85	2017	2017	1180	147833	798.197966624502
Black or African American	Male	M	85 years	85	2018	2018	1178	153453	767.661759626726
Black or African American	Male	M	85 years	85	2019	2019	1281	158499	808.20699184222
Black or African American	Male	M	85 years	85	2020	2020	1368	163597	836.201152832876
Black or African American	Male	M	85 years	85	2021	2021	1291	148429	869.776121916876
Black or African American	Male	M	85 years	85	2022	2022	1337	151225	884.113076541577
White	Female	F	55 years	55	1999	1999	264	5304072	4.97730800034389
White	Female	F	55 years	55	2000	2000	260	5440411	4.77905070039745
White	Female	F	55 years	55	2001	2001	297	5594924	5.30838309868016
White	Female	F	55 years	55	2002	2002	292	6061053	4.81764472278992
White	Female	F	55 years	55	2003	2003	318	6276773	5.06629760228703
White	Female	F	55 years	55	2004	2004	321	6543979	4.90527246496359
White	Female	F	55 years	55	2005	2005	348	6839972	5.08774012525198
White	Female	F	55 years	55	2006	2006	351	7153684	4.90656282832733
White	Female	F	55 years	55	2007	2007	318	7090471	4.48489247047199
White	Female	F	55 years	55	2008	2008	310	7178391	4.31851650321082
White	Female	F	55 years	55	2009	2009	326	7311741	4.458582436112
White	Female	F	55 years	55	2010	2010	339	7424695	4.56584411884933
White	Female	F	55 years	55	2011	2011	349	7580924	4.60366045088963
White	Female	F	55 years	55	2012	2012	326	7714989	4.22554069746567
White	Female	F	55 years	55	2013	2013	401	7810125	5.13436084569709
White	Female	F	55 years	55	2014	2014	391	7844960	4.9840916970896
White	Female	F	55 years	55	2015	2015	429	7872823	5.44912542807072
White	Female	F	55 years	55	2016	2016	452	7895816	5.72455082539917
White	Female	F	55 years	55	2017	2017	478	7825343	6.10835844511864
White	Female	F	55 years	55	2018	2018	516	7726628	6.67820425675987
White	Female	F	55 years	55	2019	2019	526	7625376	6.89802050416924
White	Female	F	55 years	55	2020	2020	540	7450226	7.24810227233375
White	Female	F	55 years	55	2021	2021	598	7172732	8.33713012001564
White	Female	F	55 years	55	2022	2022	612	7236952	8.45659885542974
White	Female	F	60 years	60	1999	1999	455	4417711	10.2994514580062
White	Female	F	60 years	60	2000	2000	506	4438847	11.3993566347297
White	Female	F	60 years	60	2001	2001	529	4553355	11.6178070894977
White	Female	F	60 years	60	2002	2002	522	4718079	11.0638249168782
White	Female	F	60 years	60	2003	2003	506	4979577	10.1615056861255
White	Female	F	60 years	60	2004	2004	523	5170611	10.1148587662077
White	Female	F	60 years	60	2005	2005	540	5326772	10.137471624466
White	Female	F	60 years	60	2006	2006	585	5449501	10.7349278401821
White	Female	F	60 years	60	2007	2007	576	5906519	9.75193680067735
White	Female	F	60 years	60	2008	2008	504	6124499	8.22924454718664
White	Female	F	60 years	60	2009	2009	529	6392225	8.27567865649285
White	Female	F	60 years	60	2010	2010	548	6624212	8.27268209411172
White	Female	F	60 years	60	2011	2011	579	6975747	8.30018634563438
White	Female	F	60 years	60	2012	2012	576	6902560	8.344730071162
White	Female	F	60 years	60	2013	2013	612	6975231	8.77390297181556
White	Female	F	60 years	60	2014	2014	664	7093153	9.36114024327404
White	Female	F	60 years	60	2015	2015	709	7239722	9.79319371655431
White	Female	F	60 years	60	2016	2016	837	7349441	11.3886212570453
White	Female	F	60 years	60	2017	2017	778	7471715	10.4126027290923
White	Female	F	60 years	60	2018	2018	885	7550439	11.7211727688946
White	Female	F	60 years	60	2019	2019	991	7581734	13.0708885328871
White	Female	F	60 years	60	2020	2020	1021	7604662	13.4259747507516
White	Female	F	60 years	60	2021	2021	1094	7556418	14.4777591710781
White	Female	F	60 years	60	2022	2022	1100	7616632	14.4420788611029
White	Female	F	65 years	65	1999	1999	897	4128908	21.7248725328828
White	Female	F	65 years	65	2000	2000	903	4101812	22.0146608376981
White	Female	F	65 years	65	2001	2001	904	4063803	22.245172809804
White	Female	F	65 years	65	2002	2002	863	4062380	21.2437044294231
White	Female	F	65 years	65	2003	2003	860	4117417	20.886881265609
White	Female	F	65 years	65	2004	2004	899	4198160	21.4141433389866
White	Female	F	65 years	65	2005	2005	854	4255961	20.0659733489099
White	Female	F	65 years	65	2006	2006	838	4353916	19.2470410545357
White	Female	F	65 years	65	2007	2007	821	4516895	18.1762029004438
