Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
White	F	2019	Not Hispanic or Latino	77.4293176017949	61327	59167500	103.649807749187
White	F	2020	Not Hispanic or Latino	79.9484306691835	64325	59355403	108.372610998867
White	F	2021	Not Hispanic or Latino	81.757432817827	65268	59280073	110.101078991586
White	F	2022	Not Hispanic or Latino	79.7318204318949	65667	59017581	111.266844366258
White	M	1999	Not Hispanic or Latino	367.616392980617	180289	50351296	358.062283044313
White	M	2000	Not Hispanic or Latino	350.461073479411	173303	50741786	341.539022690293
White	M	2001	Not Hispanic or Latino	331.094344279999	166781	51368856	324.673377970496
White	M	2002	Not Hispanic or Latino	320.500402789555	164181	51791090	317.006264977238
White	M	2003	Not Hispanic or Latino	304.243711828711	158261	52163959	303.391466127025
White	M	2004	Not Hispanic or Latino	282.296747654844	149060	52597494	283.397532209424
White	M	2005	Not Hispanic or Latino	270.367386056038	144942	53070594	273.111697223513
White	M	2006	Not Hispanic or Latino	256.682025749613	139456	53508368	260.624655941665
White	M	2007	Not Hispanic or Latino	241.316496463089	133330	53826806	247.701860667713
White	M	2008	Not Hispanic or Latino	235.112914031407	132074	54063251	244.295334736714
White	M	2009	Not Hispanic or Latino	222.834784532458	127082	54259350	234.212168041084
White	M	2010	Not Hispanic or Latino	216.238260982736	124947	54433936	229.538793593761
White	M	2011	Not Hispanic or Latino	209.549366047724	123395	54599480	226.000320882177
White	M	2012	Not Hispanic or Latino	202.725418092401	121945	54786445	222.582428920146
White	M	2013	Not Hispanic or Latino	200.021412238708	122563	54963791	222.988621727348
White	M	2014	Not Hispanic or Latino	195.53248989797	122068	55134190	221.401638438871
White	M	2015	Not Hispanic or Latino	192.064725242047	122019	55372271	220.361198477845
White	M	2016	Not Hispanic or Latino	190.095538243057	123038	55566215	221.425915009687
White	M	2017	Not Hispanic or Latino	188.258794505124	124749	55759151	223.728298876
White	M	2018	Not Hispanic or Latino	185.045360315223	125524	55906262	224.525832186741
White	M	2019	Not Hispanic or Latino	179.690847128938	124235	56023429	221.755437354611
White	M	2020	Not Hispanic or Latino	187.017698031107	131450	56164644	234.044036671896
White	M	2021	Not Hispanic or Latino	187.423996516457	133258	57258237	232.731580610839
White	M	2022	Not Hispanic or Latino	181.369051698141	131867	57232861	230.404347600236
