Race	Gender	Year	Hispanic Origin	Cause of death Code	AA_rate	Deaths	Population	Crude Rate
Black or African American	F	2009	Not Hispanic or Latino	I25.1	60.1885105657651	5020	9530248	52.6743900053808
Black or African American	F	2009	Not Hispanic or Latino	I25.3	0.28151585662985	25	3563533	0.701550960802103
Black or African American	F	2009	Not Hispanic or Latino	I25.5	3.73032721277624	318	9530248	3.33674422743249
Black or African American	F	2009	Not Hispanic or Latino	I25.8	0.780655921838798	68	8127241	0.836692304313358
Black or African American	F	2009	Not Hispanic or Latino	I25.9	3.7177147369983	316	9530248	3.31575841468134
Black or African American	F	2009	Not Hispanic or Latino	I46.1	1.38986803754659	119	8127241	1.46421153254838
Black or African American	F	2009	Not Hispanic or Latino	I46.9	9.69020771032234	845	9530248	8.86650588735991
Black or African American	F	2010	Not Hispanic or Latino	I20.0	0.0409135387448596	5	1194067	0.418736972045957
Black or African American	F	2010	Not Hispanic or Latino	I21.4	0.222540536192704	20	3015002	0.66334947704844
Black or African American	F	2010	Not Hispanic or Latino	I21.9	50.0742171982217	4352	9645727	45.1184239404661
Black or African American	F	2010	Not Hispanic or Latino	I22.9	0.0645910381725537	5	277702	1.80049117399227
Black or African American	F	2010	Not Hispanic or Latino	I24.8	0.784930394524849	74	8261576	0.89571287609047
Black or African American	F	2010	Not Hispanic or Latino	I24.9	1.22785996851841	102	9645727	1.05746306110467
Black or African American	F	2010	Not Hispanic or Latino	I25.0	26.8042298926918	2431	9645727	25.2028696229947
Black or African American	F	2010	Not Hispanic or Latino	I25.1	56.1460729179483	4795	9645727	49.7111311568325
Black or African American	F	2010	Not Hispanic or Latino	I25.3	0.278113304261431	25	4220138	0.59239768936466
Black or African American	F	2010	Not Hispanic or Latino	I25.5	2.9301815264146	248	9645727	2.57108665837215
Black or African American	F	2010	Not Hispanic or Latino	I25.8	0.778368884497351	67	9645727	0.694608089156991
Black or African American	F	2010	Not Hispanic or Latino	I25.9	3.82340427036858	329	9645727	3.41083673630821
Black or African American	F	2010	Not Hispanic or Latino	I46.1	1.91927310402173	172	9645727	1.78317300500004
Black or African American	F	2010	Not Hispanic or Latino	I46.9	9.19659012727362	824	9645727	8.54264276813972
Black or African American	F	2011	Not Hispanic or Latino	I20.0	0.15238078234581	15	3545113	0.423117683413759
Black or African American	F	2011	Not Hispanic or Latino	I20.1	0.156896738142647	15	3211208	0.467113933448098
Black or African American	F	2011	Not Hispanic or Latino	I20.8	0.063631418221982	5	281890	1.77374153038419
Black or African American	F	2011	Not Hispanic or Latino	I20.9	0.063631418221982	5	281890	1.77374153038419
Black or African American	F	2011	Not Hispanic or Latino	I21.3	0.038938606906791	5	1006503	0.49676950789019
Black or African American	F	2011	Not Hispanic or Latino	I21.4	0.0507983378633977	5	680703	0.734534738351381
Black or African American	F	2011	Not Hispanic or Latino	I21.9	47.7878064487045	4318	9804908	44.0391689549764
Black or African American	F	2011	Not Hispanic or Latino	I24.8	0.849683243399523	80	8394757	0.952975768089535
Black or African American	F	2011	Not Hispanic or Latino	I24.9	0.883589800086273	79	8460298	0.933773254795517
Black or African American	F	2011	Not Hispanic or Latino	I25.0	26.5054090856516	2496	9804908	25.4566386548451
Black or African American	F	2011	Not Hispanic or Latino	I25.1	53.3981015066673	4681	9804908	47.7413964516546
Black or African American	F	2011	Not Hispanic or Latino	I25.3	0.240564543667336	20	2765912	0.723088803982195
Black or African American	F	2011	Not Hispanic or Latino	I25.5	3.3544108347456	298	9804908	3.03929419837494
Black or African American	F	2011	Not Hispanic or Latino	I25.8	0.513670489724259	50	8460298	0.590995730883238
Black or African American	F	2011	Not Hispanic or Latino	I25.9	3.64058739479492	330	9804908	3.36566136061654
Black or African American	F	2011	Not Hispanic or Latino	I46.1	0.643221233857133	59	8394757	0.702819628966032
Black or African American	F	2011	Not Hispanic or Latino	I46.9	8.86402043723218	805	9804908	8.21017392514035
Black or African American	F	2012	Not Hispanic or Latino	I20.0	0.0474191057999983	5	729212	0.685671656527868
Black or African American	F	2012	Not Hispanic or Latino	I20.1	0.0436730012741203	5	1460480	0.342353198948291
Black or African American	F	2012	Not Hispanic or Latino	I20.9	0.218180558727901	20	3177552	0.629415348670927
Black or African American	F	2012	Not Hispanic or Latino	I21.4	0.0850950030651438	10	1769448	0.565148000958491
Black or African American	F	2012	Not Hispanic or Latino	I21.9	43.8988926976272	4096	9945264	41.1854325837906
Black or African American	F	2012	Not Hispanic or Latino	I22.9	0.0981131391125631	10	1571801	0.636212853917258
Black or African American	F	2012	Not Hispanic or Latino	I24.8	0.835190998345133	80	9945264	0.804402980152161
Black or African American	F	2012	Not Hispanic or Latino	I24.9	0.797587901482451	72	8484784	0.8485778777633
Black or African American	F	2012	Not Hispanic or Latino	I25.0	24.6901720568946	2396	9945264	24.0918692555572
Black or African American	F	2012	Not Hispanic or Latino	I25.1	52.3871656097493	4720	9945264	47.4597758289775
Black or African American	F	2012	Not Hispanic or Latino	I25.3	0.104908733998686	10	2145078	0.466183514072682
Black or African American	F	2012	Not Hispanic or Latino	I25.5	3.08946550092302	286	9945264	2.87574065404397
Black or African American	F	2012	Not Hispanic or Latino	I25.8	0.40752019987722	40	7190878	0.556260306460491
Black or African American	F	2012	Not Hispanic or Latino	I25.9	3.53297646197708	329	9945264	3.30810725587576
Black or African American	F	2012	Not Hispanic or Latino	I46.1	0.526539020486072	50	9945264	0.5027518625951
Black or African American	F	2012	Not Hispanic or Latino	I46.9	8.86605041510797	834	9945264	8.38590106808628
Black or African American	F	2013	Not Hispanic or Latino	I20.9	0.119557022191594	10	846641	1.1811381683618
Black or African American	F	2013	Not Hispanic or Latino	I21.3	0.036456188721996	5	1075039	0.465099405695979
Black or African American	F	2013	Not Hispanic or Latino	I21.4	0.0618333826837966	5	290087	1.72362084478105
Black or African American	F	2013	Not Hispanic or Latino	I21.9	43.8256481916005	4192	10089345	41.5487824036149
Black or African American	F	2013	Not Hispanic or Latino	I24.8	1.021997639563	97	8745206	1.10917913197242
Black or African American	F	2013	Not Hispanic or Latino	I24.9	1.06129732448528	103	8745206	1.17778815044494
Black or African American	F	2013	Not Hispanic or Latino	I25.0	24.8338797423102	2470	10089345	24.481272074649
Black or African American	F	2013	Not Hispanic or Latino	I25.1	49.54490498759	4634	10089345	45.9296416169732
Black or African American	F	2013	Not Hispanic or Latino	I25.3	0.123445697593957	10	965815	1.03539497729897
Black or African American	F	2013	Not Hispanic or Latino	I25.5	3.37950584674775	313	10089345	3.10228265561342
Black or African American	F	2013	Not Hispanic or Latino	I25.8	0.700257255204377	64	8745206	0.731829530373555
Black or African American	F	2013	Not Hispanic or Latino	I25.9	3.71186386808632	356	10089345	3.52847484152836
Black or African American	F	2013	Not Hispanic or Latino	I46.1	0.608809645716906	58	10089345	0.57486387867597
Black or African American	F	2013	Not Hispanic or Latino	I46.9	8.86480938364599	863	10089345	8.55357805685106
Black or African American	F	2014	Not Hispanic or Latino	I20.0	0.0640071657022645	5	420226	1.18983594541985
Black or African American	F	2014	Not Hispanic or Latino	I20.1	0.09302684352211	10	2521339	0.396614655942735
Black or African American	F	2014	Not Hispanic or Latino	I20.9	0.162258484371972	15	2498850	0.600276127018428
Black or African American	F	2014	Not Hispanic or Latino	I21.4	0.173294749822185	20	3603692	0.554986386183947
Black or African American	F	2014	Not Hispanic or Latino	I21.9	41.0938606786391	4043	10261751	39.3987341926344
Black or African American	F	2014	Not Hispanic or Latino	I24.8	0.937924033215672	91	10261751	0.886788229416208
Black or African American	F	2014	Not Hispanic or Latino	I24.9	1.05643778942074	104	8855219	1.17444864999951
Black or African American	F	2014	Not Hispanic or Latino	I25.0	24.1035222360332	2484	10261751	24.2063951853831
Black or African American	F	2014	Not Hispanic or Latino	I25.1	48.8154458841701	4704	10261751	45.8401300128994
Black or African American	F	2014	Not Hispanic or Latino	I25.3	0.124604114691793	10	716232	1.3961956461035
Black or African American	F	2014	Not Hispanic or Latino	I25.5	2.83850791162338	279	8887435	3.13926346578062
Black or African American	F	2014	Not Hispanic or Latino	I25.8	0.564614410915593	58	8855219	0.654980977884341
Black or African American	F	2014	Not Hispanic or Latino	I25.9	3.65501319935461	357	10261751	3.47893843847897
Black or African American	F	2014	Not Hispanic or Latino	I46.1	0.57173948200259	58	8887435	0.652606741990237
Black or African American	F	2014	Not Hispanic or Latino	I46.9	8.48888077487818	853	10261751	8.3124215350772
Black or African American	F	2015	Not Hispanic or Latino	I20.0	0.266084373448203	25	4673039	0.534983765382656
Black or African American	F	2015	Not Hispanic or Latino	I20.1	0.108020021408971	15	3435082	0.4366707985428
Black or African American	F	2015	Not Hispanic or Latino	I20.9	0.150420263255199	15	2584653	0.580348696710932
Black or African American	F	2015	Not Hispanic or Latino	I21.0	0.0522015084545179	5	1396052	0.35815284817471
Black or African American	F	2015	Not Hispanic or Latino	I21.4	0.70660667591774	69	9052423	0.762226864564327
Black or African American	F	2015	Not Hispanic or Latino	I21.9	38.6269216971501	3960	10439062	37.9344427689001
Black or African American	F	2015	Not Hispanic or Latino	I24.8	0.709212616631999	74	9052423	0.817460695329858
Black or African American	F	2015	Not Hispanic or Latino	I24.9	1.37000803363615	139	9025537	1.54007456841626
Black or African American	F	2015	Not Hispanic or Latino	I25.0	23.7936559245832	2538	10439062	24.3125292291587
Black or African American	F	2015	Not Hispanic or Latino	I25.1	47.0864343115209	4694	10439062	44.9657258477821
Black or African American	F	2015	Not Hispanic or Latino	I25.3	0.0861732961658724	10	2549710	0.39220146604908
Black or African American	F	2015	Not Hispanic or Latino	I25.5	3.25478907751068	326	10439062	3.12288594511653
Black or African American	F	2015	Not Hispanic or Latino	I25.8	0.576616328329471	58	9043010	0.641379363729555
