"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2012"	"2012"	0	302257	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2013"	"2013"	0	309831	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2009"	"2009"	0	296057	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2010"	"2010"	0	292040	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2011"	"2011"	0	293853	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2012"	"2012"	0	296636	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2013"	"2013"	0	302965	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2009"	"2009"	0	302869	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2010"	"2010"	0	298078	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2011"	"2011"	0	291966	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2012"	"2012"	0	294873	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2013"	"2013"	0	297366	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2009"	"2009"	0	296821	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2010"	"2010"	0	308088	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2011"	"2011"	0	296485	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2012"	"2012"	0	293019	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2013"	"2013"	0	295517	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2009"	"2009"	0	311371	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2010"	"2010"	0	312963	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2011"	"2011"	0	306491	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2012"	"2012"	0	297583	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2013"	"2013"	Suppressed	293802	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2009"	"2009"	0	305719	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2010"	"2010"	Suppressed	307124	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2011"	"2011"	0	314835	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2012"	"2012"	0	307457	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2013"	"2013"	0	298348	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2009"	"2009"	0	307717	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2010"	"2010"	0	307859	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2011"	"2011"	0	307248	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2012"	"2012"	0	315757	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2013"	"2013"	0	308323	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2009"	"2009"	0	311808	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2010"	"2010"	0	307287	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2011"	"2011"	0	308900	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2012"	"2012"	0	308242	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2013"	"2013"	0	316733	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2009"	"2009"	0	318659	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2010"	"2010"	0	310972	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2011"	"2011"	0	308882	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2012"	"2012"	0	309995	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2013"	"2013"	0	309273	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2009"	"2009"	0	333809	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2010"	"2010"	0	326489	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2011"	"2011"	0	309415	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2012"	"2012"	0	310005	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2013"	"2013"	Suppressed	311022	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2009"	"2009"	0	346398	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2010"	"2010"	0	340595	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2011"	"2011"	Suppressed	323608	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2012"	"2012"	0	310622	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2013"	"2013"	0	311041	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2009"	"2009"	0	348633	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2010"	"2010"	Suppressed	347686	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2011"	"2011"	Suppressed	339067	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2012"	"2012"	Suppressed	325109	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2013"	"2013"	0	311789	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2009"	"2009"	Suppressed	358059	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2010"	"2010"	0	355856	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2011"	"2011"	0	347094	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2012"	"2012"	Suppressed	340647	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2013"	"2013"	0	326443	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2009"	"2009"	Suppressed	363631	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2010"	"2010"	Suppressed	360750	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2011"	"2011"	0	355341	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2012"	"2012"	Suppressed	348956	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2013"	"2013"	Suppressed	342202	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2009"	"2009"	Suppressed	335364	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2010"	"2010"	0	351621	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2011"	"2011"	Suppressed	361518	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2012"	"2012"	Suppressed	357278	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2013"	"2013"	Suppressed	350314	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2009"	"2009"	Suppressed	321020	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2010"	"2010"	Suppressed	329078	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2011"	"2011"	Suppressed	357256	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2012"	"2012"	Suppressed	363405	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2013"	"2013"	Suppressed	358594	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2009"	"2009"	Suppressed	303564	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2010"	"2010"	Suppressed	310425	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2011"	"2011"	Suppressed	335415	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2012"	"2012"	Suppressed	358651	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2013"	"2013"	0	364429	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2009"	"2009"	Suppressed	299811	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2010"	"2010"	Suppressed	299637	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2011"	"2011"	Suppressed	314273	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2012"	"2012"	Suppressed	336594	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2013"	"2013"	Suppressed	359496	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2009"	"2009"	Suppressed	294335	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2010"	"2010"	Suppressed	297068	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2011"	"2011"	Suppressed	302755	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2012"	"2012"	Suppressed	315598	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2013"	"2013"	Suppressed	337305	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2009"	"2009"	Suppressed	290498	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2010"	"2010"	Suppressed	294609	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2011"	"2011"	Suppressed	298379	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2012"	"2012"	Suppressed	304224	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2013"	"2013"	Suppressed	316283	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2009"	"2009"	Suppressed	286542	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2010"	"2010"	Suppressed	285275	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2011"	"2011"	Suppressed	297719	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2012"	"2012"	Suppressed	299695	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2013"	"2013"	Suppressed	304732	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2009"	"2009"	Suppressed	295129	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2010"	"2010"	Suppressed	291494	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2011"	"2011"	Suppressed	286523	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2012"	"2012"	Suppressed	299047	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2013"	"2013"	Suppressed	300521	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2009"	"2009"	11	293954	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2010"	"2010"	Suppressed	288865	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2011"	"2011"	11	290635	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2012"	"2012"	Suppressed	287777	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2013"	"2013"	Suppressed	300132	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2009"	"2009"	Suppressed	293402	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2010"	"2010"	Suppressed	294300	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2011"	"2011"	Suppressed	292416	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2012"	"2012"	Suppressed	291965	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2013"	"2013"	Suppressed	288858	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2009"	"2009"	11	286514	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2010"	"2010"	12	300549	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2011"	"2011"	Suppressed	291207	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2012"	"2012"	Suppressed	293674	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2013"	"2013"	Suppressed	292983	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2009"	"2009"	13	267906	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2010"	"2010"	16	278760	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2011"	"2011"	19	302923	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2012"	"2012"	Suppressed	292325	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2013"	"2013"	10	294534	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2009"	"2009"	15	270838	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2010"	"2010"	12	275414	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2011"	"2011"	16	284146	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2012"	"2012"	Suppressed	303821	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2013"	"2013"	Suppressed	293023	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2009"	"2009"	11	261114	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2010"	"2010"	12	267041	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2011"	"2011"	15	274248	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2012"	"2012"	12	285149	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2013"	"2013"	16	304493	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2009"	"2009"	19	266637	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2010"	"2010"	17	263044	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2011"	"2011"	15	272158	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2012"	"2012"	12	275188	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2013"	"2013"	19	285576	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2009"	"2009"	14	261354	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2010"	"2010"	13	268610	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2011"	"2011"	18	261199	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2012"	"2012"	14	272932	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2013"	"2013"	15	275610	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2009"	"2009"	12	271393	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2010"	"2010"	14	261414	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2011"	"2011"	19	269433	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2012"	"2012"	17	261958	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2013"	"2013"	21	273443	7.7
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2009"	"2009"	18	281235	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2010"	"2010"	20	274485	7.3
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2011"	"2011"	26	261918	9.9
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2012"	"2012"	18	269990	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2013"	"2013"	22	262373	8.4
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2009"	"2009"	24	294370	8.2
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2010"	"2010"	26	281951	9.2
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2011"	"2011"	26	271095	9.6
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2012"	"2012"	29	262257	11.1
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2013"	"2013"	19	270238	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2009"	"2009"	36	294655	12.2
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2010"	"2010"	27	297691	9.1
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2011"	"2011"	25	280965	8.9
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2012"	"2012"	33	271383	12.2
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2013"	"2013"	17	262475	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2009"	"2009"	46	271311	17.0
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2010"	"2010"	25	292135	8.6
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2011"	"2011"	34	295186	11.5
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2012"	"2012"	38	281228	13.5
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2013"	"2013"	28	271597	10.3
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2009"	"2009"	34	275073	12.4
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2010"	"2010"	44	270986	16.2
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2011"	"2011"	33	293065	11.3
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2012"	"2012"	31	295373	10.5
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2013"	"2013"	25	281329	8.9
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2009"	"2009"	44	274544	16.0
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2010"	"2010"	35	275034	12.7
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2011"	"2011"	39	272239	14.3
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2012"	"2012"	42	293021	14.3
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2013"	"2013"	45	295056	15.3
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2009"	"2009"	42	289810	14.5
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2010"	"2010"	46	277784	16.6
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2011"	"2011"	36	274447	13.1
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2012"	"2012"	37	272054	13.6
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2013"	"2013"	49	292696	16.7
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2009"	"2009"	51	303595	16.8
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2010"	"2010"	34	288574	11.8
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2011"	"2011"	47	275214	17.1
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2012"	"2012"	45	274190	16.4
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2013"	"2013"	44	271774	16.2
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2009"	"2009"	61	299366	20.4
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2010"	"2010"	50	304379	16.4
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2011"	"2011"	50	285400	17.5
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2012"	"2012"	51	274956	18.5
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2013"	"2013"	46	273833	16.8
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2009"	"2009"	59	296132	19.9
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2010"	"2010"	62	297866	20.8
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2011"	"2011"	58	299882	19.3
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2012"	"2012"	51	285092	17.9
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2013"	"2013"	53	274449	19.3
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2009"	"2009"	78	296232	26.3
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2010"	"2010"	73	297408	24.5
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2011"	"2011"	62	299113	20.7
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2012"	"2012"	57	299408	19.0
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2013"	"2013"	68	284325	23.9
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2009"	"2009"	77	296569	26.0
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2010"	"2010"	74	294815	25.1
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2011"	"2011"	79	296214	26.7
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2012"	"2012"	82	298442	27.5
