"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"54 years"	"54"	2177	5530866	39.4
	"Black or African American"	"2054-5"	"Female"	"F"	"55 years"	"55"	2200	5354809	41.1
	"Black or African American"	"2054-5"	"Female"	"F"	"56 years"	"56"	2252	5200005	43.3
	"Black or African American"	"2054-5"	"Female"	"F"	"57 years"	"57"	2282	5022779	45.4
	"Black or African American"	"2054-5"	"Female"	"F"	"58 years"	"58"	2374	4828435	49.2
	"Black or African American"	"2054-5"	"Female"	"F"	"59 years"	"59"	2395	4647446	51.5
	"Black or African American"	"2054-5"	"Female"	"F"	"60 years"	"60"	2425	4438125	54.6
	"Black or African American"	"2054-5"	"Female"	"F"	"61 years"	"61"	2521	4248371	59.3
	"Black or African American"	"2054-5"	"Female"	"F"	"62 years"	"62"	2586	4056728	63.7
	"Black or African American"	"2054-5"	"Female"	"F"	"63 years"	"63"	2623	3865088	67.9
	"Black or African American"	"2054-5"	"Female"	"F"	"64 years"	"64"	2604	3673972	70.9
	"Black or African American"	"2054-5"	"Female"	"F"	"65 years"	"65"	2584	3499417	73.8
	"Black or African American"	"2054-5"	"Female"	"F"	"66 years"	"66"	2605	3314137	78.6
	"Black or African American"	"2054-5"	"Female"	"F"	"67 years"	"67"	2523	3147167	80.2
	"Black or African American"	"2054-5"	"Female"	"F"	"68 years"	"68"	2639	2975113	88.7
	"Black or African American"	"2054-5"	"Female"	"F"	"69 years"	"69"	2653	2817708	94.2
	"Black or African American"	"2054-5"	"Female"	"F"	"70 years"	"70"	2667	2657951	100.3
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	2794	2511997	111.2
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	2812	2365401	118.9
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	2896	2231730	129.8
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	3012	2100612	143.4
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	3100	1985583	156.1
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	3103	1880846	165.0
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	3241	1770724	183.0
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	3347	1657726	201.9
	"Black or African American"	"2054-5"	"Female"	"F"	"79 years"	"79"	3536	1551699	227.9
	"Black or African American"	"2054-5"	"Female"	"F"	"80 years"	"80"	3583	1445085	247.9
	"Black or African American"	"2054-5"	"Female"	"F"	"81 years"	"81"	3685	1338383	275.3
	"Black or African American"	"2054-5"	"Female"	"F"	"82 years"	"82"	3826	1232825	310.3
	"Black or African American"	"2054-5"	"Female"	"F"	"83 years"	"83"	3749	1130621	331.6
	"Black or African American"	"2054-5"	"Female"	"F"	"84 years"	"84"	3861	1028800	375.3
	"Black or African American"	"2054-5"	"Female"	"F"	"85 years"	"85"	3855	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"86 years"	"86"	3814	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"87 years"	"87"	4036	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"88 years"	"88"	3806	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"89 years"	"89"	3692	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"90 years"	"90"	3556	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"91 years"	"91"	3385	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"92 years"	"92"	3113	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"93 years"	"93"	2820	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"94 years"	"94"	2562	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	2273	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	1853	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	1651	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	1296	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	1070	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	2962	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	13	6707957	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"17 years"	"17"	12	7272584	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"18 years"	"18"	22	7280921	0.3
	"Black or African American"	"2054-5"	"Male"	"M"	"19 years"	"19"	26	7273342	0.4
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	62	7163232	0.9
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	64	7051932	0.9
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	77	6913692	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	91	6762573	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	113	6637237	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	118	6519296	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	155	6340221	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	181	6233759	2.9
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	214	6104787	3.5
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	296	5987698	4.9
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	313	5935719	5.3
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	421	5767260	7.3
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	378	5724047	6.6
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	485	5661245	8.6
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	598	5648880	10.6
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	623	5667379	11.0
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	687	5624192	12.2
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	842	5615466	15.0
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	928	5592785	16.6
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	1022	5616393	18.2
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	1113	5621482	19.8
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	1251	5578533	22.4
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	1427	5591437	25.5
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	1526	5572158	27.4
	"Black or African American"	"2054-5"	"Male"	"M"	"44 years"	"44"	1616	5537610	29.2
	"Black or African American"	"2054-5"	"Male"	"M"	"45 years"	"45"	1783	5522254	32.3
	"Black or African American"	"2054-5"	"Male"	"M"	"46 years"	"46"	1961	5473583	35.8
	"Black or African American"	"2054-5"	"Male"	"M"	"47 years"	"47"	2127	5451291	39.0
	"Black or African American"	"2054-5"	"Male"	"M"	"48 years"	"48"	2383	5379723	44.3
	"Black or African American"	"2054-5"	"Male"	"M"	"49 years"	"49"	2496	5329794	46.8
	"Black or African American"	"2054-5"	"Male"	"M"	"50 years"	"50"	2630	5231068	50.3
	"Black or African American"	"2054-5"	"Male"	"M"	"51 years"	"51"	2776	5133770	54.1
	"Black or African American"	"2054-5"	"Male"	"M"	"52 years"	"52"	3085	5033292	61.3
	"Black or African American"	"2054-5"	"Male"	"M"	"53 years"	"53"	3098	4894942	63.3
	"Black or African American"	"2054-5"	"Male"	"M"	"54 years"	"54"	3269	4786126	68.3
	"Black or African American"	"2054-5"	"Male"	"M"	"55 years"	"55"	3393	4603449	73.7
	"Black or African American"	"2054-5"	"Male"	"M"	"56 years"	"56"	3532	4437663	79.6
	"Black or African American"	"2054-5"	"Male"	"M"	"57 years"	"57"	3696	4261452	86.7
	"Black or African American"	"2054-5"	"Male"	"M"	"58 years"	"58"	3610	4066904	88.8
	"Black or African American"	"2054-5"	"Male"	"M"	"59 years"	"59"	3768	3875398	97.2
	"Black or African American"	"2054-5"	"Male"	"M"	"60 years"	"60"	3800	3664919	103.7
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	3744	3480846	107.6
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	3830	3289071	116.4
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	3820	3100147	123.2
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	3825	2913422	131.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	3648	2742799	133.0
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	3513	2559960	137.2
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	3306	2403082	137.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	3330	2244095	148.4
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	3169	2094110	151.3
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	3082	1943675	158.6
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	3092	1811553	170.7
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	3099	1672507	185.3
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	2925	1543927	189.5
	"Black or African American"	"2054-5"	"Male"	"M"	"74 years"	"74"	2841	1423896	199.5
	"Black or African American"	"2054-5"	"Male"	"M"	"75 years"	"75"	2834	1313346	215.8
	"Black or African American"	"2054-5"	"Male"	"M"	"76 years"	"76"	2747	1220802	225.0
	"Black or African American"	"2054-5"	"Male"	"M"	"77 years"	"77"	2797	1115571	250.7
	"Black or African American"	"2054-5"	"Male"	"M"	"78 years"	"78"	2679	1017188	263.4
	"Black or African American"	"2054-5"	"Male"	"M"	"79 years"	"79"	2653	923230	287.4
	"Black or African American"	"2054-5"	"Male"	"M"	"80 years"	"80"	2572	834076	308.4
	"Black or African American"	"2054-5"	"Male"	"M"	"81 years"	"81"	2540	746266	340.4
	"Black or African American"	"2054-5"	"Male"	"M"	"82 years"	"82"	2428	663378	366.0
	"Black or African American"	"2054-5"	"Male"	"M"	"83 years"	"83"	2272	587213	386.9
	"Black or African American"	"2054-5"	"Male"	"M"	"84 years"	"84"	2188	512709	426.8
	"Black or African American"	"2054-5"	"Male"	"M"	"85 years"	"85"	2050	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"86 years"	"86"	1970	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"87 years"	"87"	1807	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"88 years"	"88"	1652	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"89 years"	"89"	1565	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"90 years"	"90"	1360	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"91 years"	"91"	1206	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"92 years"	"92"	1077	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"93 years"	"93"	907	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"94 years"	"94"	765	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"95 years"	"95"	681	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"96 years"	"96"	477	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"97 years"	"97"	379	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"98 years"	"98"	251	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"99 years"	"99"	210	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"100+ years"	"100"	453	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	13	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"20 years"	"20"	11	27103405	Unreliable
	"White"	"2106-3"	"Female"	"F"	"21 years"	"21"	17	27084459	Unreliable
	"White"	"2106-3"	"Female"	"F"	"22 years"	"22"	16	27002873	Unreliable
	"White"	"2106-3"	"Female"	"F"	"23 years"	"23"	28	26878083	0.1
	"White"	"2106-3"	"Female"	"F"	"24 years"	"24"	36	26872411	0.1
	"White"	"2106-3"	"Female"	"F"	"25 years"	"25"	39	26887126	0.1
	"White"	"2106-3"	"Female"	"F"	"26 years"	"26"	53	26757381	0.2
	"White"	"2106-3"	"Female"	"F"	"27 years"	"27"	63	26883839	0.2
	"White"	"2106-3"	"Female"	"F"	"28 years"	"28"	64	26903214	0.2
	"White"	"2106-3"	"Female"	"F"	"29 years"	"29"	99	26859967	0.4
	"White"	"2106-3"	"Female"	"F"	"30 years"	"30"	124	27039496	0.5
	"White"	"2106-3"	"Female"	"F"	"31 years"	"31"	117	26869015	0.4
	"White"	"2106-3"	"Female"	"F"	"32 years"	"32"	150	27134051	0.6
	"White"	"2106-3"	"Female"	"F"	"33 years"	"33"	187	27235271	0.7
	"White"	"2106-3"	"Female"	"F"	"34 years"	"34"	217	27522657	0.8
	"White"	"2106-3"	"Female"	"F"	"35 years"	"35"	259	27888318	0.9
	"White"	"2106-3"	"Female"	"F"	"36 years"	"36"	288	28143017	1.0
	"White"	"2106-3"	"Female"	"F"	"37 years"	"37"	345	28503947	1.2
	"White"	"2106-3"	"Female"	"F"	"38 years"	"38"	417	28857942	1.4
	"White"	"2106-3"	"Female"	"F"	"39 years"	"39"	459	29280329	1.6
	"White"	"2106-3"	"Female"	"F"	"40 years"	"40"	545	29657506	1.8
	"White"	"2106-3"	"Female"	"F"	"41 years"	"41"	618	29984589	2.1
	"White"	"2106-3"	"Female"	"F"	"42 years"	"42"	760	30458160	2.5
	"White"	"2106-3"	"Female"	"F"	"43 years"	"43"	901	30831430	2.9
	"White"	"2106-3"	"Female"	"F"	"44 years"	"44"	941	31201173	3.0
	"White"	"2106-3"	"Female"	"F"	"45 years"	"45"	1018	31645093	3.2
	"White"	"2106-3"	"Female"	"F"	"46 years"	"46"	1264	31922887	4.0
	"White"	"2106-3"	"Female"	"F"	"47 years"	"47"	1349	32311684	4.2
	"White"	"2106-3"	"Female"	"F"	"48 years"	"48"	1519	32498759	4.7
	"White"	"2106-3"	"Female"	"F"	"49 years"	"49"	1747	32693049	5.3
	"White"	"2106-3"	"Female"	"F"	"50 years"	"50"	1796	32731261	5.5
	"White"	"2106-3"	"Female"	"F"	"51 years"	"51"	2065	32730100	6.3
	"White"	"2106-3"	"Female"	"F"	"52 years"	"52"	2221	32946872	6.7
	"White"	"2106-3"	"Female"	"F"	"53 years"	"53"	2409	32552403	7.4
	"White"	"2106-3"	"Female"	"F"	"54 years"	"54"	2644	32461089	8.1
	"White"	"2106-3"	"Female"	"F"	"55 years"	"55"	2830	32118968	8.8
	"White"	"2106-3"	"Female"	"F"	"56 years"	"56"	3072	31821399	9.7
	"White"	"2106-3"	"Female"	"F"	"57 years"	"57"	3223	31205016	10.3
	"White"	"2106-3"	"Female"	"F"	"58 years"	"58"	3320	30598599	10.9
	"White"	"2106-3"	"Female"	"F"	"59 years"	"59"	3631	29823394	12.2
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	3702	29010375	12.8
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	3784	28247149	13.4
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	4138	27452504	15.1
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	4371	26488080	16.5
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	4531	25648204	17.7
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	4744	24789903	19.1
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	4711	23905680	19.7
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	5028	23053369	21.8
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	5296	22247409	23.8
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	5709	21474433	26.6
	"White"	"2106-3"	"Female"	"F"	"70 years"	"70"	6051	20684353	29.3
	"White"	"2106-3"	"Female"	"F"	"71 years"	"71"	6500	19979468	32.5
	"White"	"2106-3"	"Female"	"F"	"72 years"	"72"	6947	19201545	36.2
	"White"	"2106-3"	"Female"	"F"	"73 years"	"73"	7553	18437945	41.0
	"White"	"2106-3"	"Female"	"F"	"74 years"	"74"	7946	17574329	45.2
	"White"	"2106-3"	"Female"	"F"	"75 years"	"75"	8534	16982921	50.3
	"White"	"2106-3"	"Female"	"F"	"76 years"	"76"	9253	16423089	56.3
	"White"	"2106-3"	"Female"	"F"	"77 years"	"77"	10225	15805418	64.7
	"White"	"2106-3"	"Female"	"F"	"78 years"	"78"	11370	15112212	75.2
	"White"	"2106-3"	"Female"	"F"	"79 years"	"79"	12379	14432040	85.8
	"White"	"2106-3"	"Female"	"F"	"80 years"	"80"	14069	13747273	102.3
	"White"	"2106-3"	"Female"	"F"	"81 years"	"81"	15205	13082914	116.2
	"White"	"2106-3"	"Female"	"F"	"82 years"	"82"	16677	12340738	135.1
	"White"	"2106-3"	"Female"	"F"	"83 years"	"83"	18183	11582615	157.0
	"White"	"2106-3"	"Female"	"F"	"84 years"	"84"	19842	10786442	184.0
	"White"	"2106-3"	"Female"	"F"	"85 years"	"85"	21399	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"86 years"	"86"	23141	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"87 years"	"87"	24335	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"88 years"	"88"	25208	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"89 years"	"89"	26130	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"90 years"	"90"	26761	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"91 years"	"91"	26732	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"92 years"	"92"	25343	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"93 years"	"93"	23741	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"94 years"	"94"	21686	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"95 years"	"95"	19236	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"96 years"	"96"	16383	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"97 years"	"97"	13529	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"98 years"	"98"	10781	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	8058	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	17945	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	13	24043709	Unreliable
	"White"	"2106-3"	"Male"	"M"	"18 years"	"18"	20	28285123	0.1
	"White"	"2106-3"	"Male"	"M"	"19 years"	"19"	21	28449041	0.1
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	38	28285329	0.1
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	56	28179583	0.2
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	68	27998128	0.2
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	95	27783896	0.3
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	107	27649474	0.4
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	135	27568937	0.5
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	155	27319523	0.6
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	172	27363515	0.6
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	230	27432752	0.8
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	261	27391734	1.0
	"White"	"2106-3"	"Male"	"M"	"30 years"	"30"	309	27656390	1.1
	"White"	"2106-3"	"Male"	"M"	"31 years"	"31"	370	27376039	1.4
	"White"	"2106-3"	"Male"	"M"	"32 years"	"32"	468	27594172	1.7
	"White"	"2106-3"	"Male"	"M"	"33 years"	"33"	521	27629592	1.9
	"White"	"2106-3"	"Male"	"M"	"34 years"	"34"	601	27890737	2.2
	"White"	"2106-3"	"Male"	"M"	"35 years"	"35"	661	28266427	2.3
	"White"	"2106-3"	"Male"	"M"	"36 years"	"36"	740	28431014	2.6
	"White"	"2106-3"	"Male"	"M"	"37 years"	"37"	888	28773724	3.1
	"White"	"2106-3"	"Male"	"M"	"38 years"	"38"	1048	29076721	3.6
	"White"	"2106-3"	"Male"	"M"	"39 years"	"39"	1219	29494051	4.1
	"White"	"2106-3"	"Male"	"M"	"40 years"	"40"	1410	29840147	4.7
	"White"	"2106-3"	"Male"	"M"	"41 years"	"41"	1578	30099048	5.2
	"White"	"2106-3"	"Male"	"M"	"42 years"	"42"	1784	30558661	5.8
	"White"	"2106-3"	"Male"	"M"	"43 years"	"43"	1991	30855004	6.5
	"White"	"2106-3"	"Male"	"M"	"44 years"	"44"	2343	31180044	7.5
	"White"	"2106-3"	"Male"	"M"	"45 years"	"45"	2616	31556466	8.3
	"White"	"2106-3"	"Male"	"M"	"46 years"	"46"	2940	31782666	9.3
	"White"	"2106-3"	"Male"	"M"	"47 years"	"47"	3304	32120985	10.3
	"White"	"2106-3"	"Male"	"M"	"48 years"	"48"	3669	32217655	11.4
	"White"	"2106-3"	"Male"	"M"	"49 years"	"49"	3975	32351692	12.3
	"White"	"2106-3"	"Male"	"M"	"50 years"	"50"	4377	32285578	13.6
	"White"	"2106-3"	"Male"	"M"	"51 years"	"51"	4764	32210802	14.8
	"White"	"2106-3"	"Male"	"M"	"52 years"	"52"	5129	32330695	15.9
	"White"	"2106-3"	"Male"	"M"	"53 years"	"53"	5380	31846367	16.9
	"White"	"2106-3"	"Male"	"M"	"54 years"	"54"	5945	31653522	18.8
	"White"	"2106-3"	"Male"	"M"	"55 years"	"55"	6242	31170473	20.0
	"White"	"2106-3"	"Male"	"M"	"56 years"	"56"	6736	30797820	21.9
	"White"	"2106-3"	"Male"	"M"	"57 years"	"57"	6930	30074530	23.0
	"White"	"2106-3"	"Male"	"M"	"58 years"	"58"	7206	29362167	24.5
	"White"	"2106-3"	"Male"	"M"	"59 years"	"59"	7307	28496456	25.6
	"White"	"2106-3"	"Male"	"M"	"60 years"	"60"	7560	27574731	27.4
	"White"	"2106-3"	"Male"	"M"	"61 years"	"61"	7795	26731984	29.2
	"White"	"2106-3"	"Male"	"M"	"62 years"	"62"	7938	25830523	30.7
	"White"	"2106-3"	"Male"	"M"	"63 years"	"63"	8168	24782138	33.0
	"White"	"2106-3"	"Male"	"M"	"64 years"	"64"	8034	23852916	33.7
	"White"	"2106-3"	"Male"	"M"	"65 years"	"65"	8044	22888713	35.1
	"White"	"2106-3"	"Male"	"M"	"66 years"	"66"	8033	21915666	36.7
	"White"	"2106-3"	"Male"	"M"	"67 years"	"67"	7812	20978940	37.2
	"White"	"2106-3"	"Male"	"M"	"68 years"	"68"	7974	20077920	39.7
	"White"	"2106-3"	"Male"	"M"	"69 years"	"69"	8118	19190196	42.3
	"White"	"2106-3"	"Male"	"M"	"70 years"	"70"	8094	18270008	44.3
	"White"	"2106-3"	"Male"	"M"	"71 years"	"71"	8177	17464027	46.8
	"White"	"2106-3"	"Male"	"M"	"72 years"	"72"	8316	16538266	50.3
	"White"	"2106-3"	"Male"	"M"	"73 years"	"73"	8457	15643179	54.1
