Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
Black or African American	M	2004	Not Hispanic or Latino	367.501340541354	29164	11064474	263.582344718782
Black or African American	M	2005	Not Hispanic or Latino	357.907381692192	29306	11251257	260.46867474452
Black or African American	M	2006	Not Hispanic or Latino	347.881503907731	29256	11449862	255.513996587906
Black or African American	M	2007	Not Hispanic or Latino	340.177220697698	29518	11638754	253.618213770993
Black or African American	M	2008	Not Hispanic or Latino	329.79372019299	29524	11837625	249.408137189681
Black or African American	M	2009	Not Hispanic or Latino	324.87248812089	29971	12046014	248.804293270787
Black or African American	M	2010	Not Hispanic or Latino	320.752529820152	30342	12219977	248.298339677726
Black or African American	M	2011	Not Hispanic or Latino	307.560360160789	30423	12521774	242.960781755045
Black or African American	M	2012	Not Hispanic or Latino	301.04146134129	30726	12786047	240.308830399263
Black or African American	M	2013	Not Hispanic or Latino	292.768773757436	30998	13032785	237.846323713619
Black or African American	M	2014	Not Hispanic or Latino	283.89255732535	31194	13303517	234.479348581281
Black or African American	M	2015	Not Hispanic or Latino	275.718116588147	31377	13535982	231.804386264698
Black or African American	M	2016	Not Hispanic or Latino	269.525291469992	31720	13719610	231.201907342847
Black or African American	M	2017	Not Hispanic or Latino	263.296962456114	31884	13944456	228.650009724295
Black or African American	M	2018	Not Hispanic or Latino	254.817537814796	31659	14109868	224.374884300831
Black or African American	M	2019	Not Hispanic or Latino	248.568114773609	31982	14278463	223.987693913554
Black or African American	M	2020	Not Hispanic or Latino	242.19039645751	32018	14453199	221.52881171843
Black or African American	M	2021	Not Hispanic or Latino	235.033453909984	31856	14716384	216.466218875506
Black or African American	M	2022	Not Hispanic or Latino	232.333307642036	31943	14883794	214.615977619685
White	F	1999	Not Hispanic or Latino	205.708126453692	181859	73505734	247.407909701303
White	F	2000	Not Hispanic or Latino	205.969856035969	182988	73642282	248.482250998143
White	F	2001	Not Hispanic or Latino	202.790836154659	181503	73986596	245.318760171099
White	F	2002	Not Hispanic or Latino	201.159450472312	181767	74229884	244.87038131435
White	F	2003	Not Hispanic or Latino	198.308107632264	180812	74444229	242.882493953964
White	F	2004	Not Hispanic or Latino	194.947367838051	179169	74660144	239.97944606161
White	F	2005	Not Hispanic or Latino	192.782147668876	178424	74885877	238.261214461039
White	F	2006	Not Hispanic or Latino	191.144814508537	177903	75109863	236.857042330113
White	F	2007	Not Hispanic or Latino	187.845447671992	176585	75315096	234.461627719362
White	F	2008	Not Hispanic or Latino	184.260187987641	175097	75540582	231.7919658072
White	F	2009	Not Hispanic or Latino	182.442425001714	174570	75770885	230.391924285958
White	F	2010	Not Hispanic or Latino	180.078507769406	174066	75954890	229.170235122452
White	F	2011	Not Hispanic or Latino	176.670337056775	172775	76307802	226.418525329821
White	F	2012	Not Hispanic or Latino	174.558161911854	173336	76586755	226.326340631614
White	F	2013	Not Hispanic or Latino	171.904929362819	173111	76799351	225.406852721972
White	F	2014	Not Hispanic or Latino	170.405323916334	174054	76988308	226.078484540795
White	F	2015	Not Hispanic or Latino	167.226363684491	173482	77171746	224.799889845696
White	F	2016	Not Hispanic or Latino	164.806440628125	173429	77325280	224.284994506324
White	F	2017	Not Hispanic or Latino	161.457067742983	173269	77419752	223.804643548845
White	F	2018	Not Hispanic or Latino	157.748876953757	172690	77503379	222.816091670016
White	F	2019	Not Hispanic or Latino	153.885379310619	171492	77565673	221.092647516898
White	F	2020	Not Hispanic or Latino	152.511972370017	172789	77676532	222.446851772425
White	F	2021	Not Hispanic or Latino	154.032569034898	173629	77401754	224.321789917061
White	F	2022	Not Hispanic or Latino	151.988852950126	174860	77183527	226.550932299323
White	M	1999	Not Hispanic or Latino	293.09214345116	207411	69489693	298.477358361621
White	M	2000	Not Hispanic or Latino	289.518595786482	206323	69673627	296.127830405614
White	M	2001	Not Hispanic or Latino	284.07456297298	205784	70150944	293.344591342919
White	M	2002	Not Hispanic or Latino	280.634753429489	206432	70470196	292.935186387164
White	M	2003	Not Hispanic or Latino	274.562713095931	204973	70718950	289.841690240028
White	M	2004	Not Hispanic or Latino	267.775858174439	202762	71093206	285.205874665436
White	M	2005	Not Hispanic or Latino	265.255342552455	203627	71441758	285.025180931298
White	M	2006	Not Hispanic or Latino	260.311886818308	202649	71804187	282.224489220942
White	M	2007	Not Hispanic or Latino	255.627328248736	202411	72114814	280.678807547087
White	M	2008	Not Hispanic or Latino	251.603751977764	202953	72447003	280.139952787281
White	M	2009	Not Hispanic or Latino	246.841547358802	202402	72776028	278.116305000872
White	M	2010	Not Hispanic or Latino	244.420168215608	203298	73040051	278.337702694101
White	M	2011	Not Hispanic or Latino	239.365516440829	203271	73499678	276.560395271392
White	M	2012	Not Hispanic or Latino	235.237986617524	204325	73891044	276.522009893378
White	M	2013	Not Hispanic or Latino	230.037462454152	204182	74212754	275.130606256709
White	M	2014	Not Hispanic or Latino	227.247466689898	205664	74481340	276.128222182898
White	M	2015	Not Hispanic or Latino	222.988810505157	205993	74744461	275.59634151352
White	M	2016	Not Hispanic or Latino	217.663948701035	204670	74928793	273.152671763977
White	M	2017	Not Hispanic or Latino	212.571073504158	204546	75049754	272.547195824253
White	M	2018	Not Hispanic or Latino	206.967931309694	203929	75120701	271.468446493863
White	M	2019	Not Hispanic or Latino	202.542456559435	203559	75170500	270.79638954111
White	M	2020	Not Hispanic or Latino	199.986712119019	204569	75252983	271.841715563621
White	M	2021	Not Hispanic or Latino	197.886321890771	204840	76019370	269.457639546342
White	M	2022	Not Hispanic or Latino	193.863682485997	204660	76273186	268.32496547345
