Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
Black or African American	M	2002	Not Hispanic or Latino	249.6014295916	19031	10712463	177.652888976139
Black or African American	M	2003	Not Hispanic or Latino	258.867537515015	20291	10870424	186.662452172979
Black or African American	M	2004	Not Hispanic or Latino	255.976076352184	20706	11064474	187.139488058809
Black or African American	M	2005	Not Hispanic or Latino	260.993524836818	21682	11251257	192.707357053527
Black or African American	M	2006	Not Hispanic or Latino	273.926099829712	23408	11449862	204.439145205418
Black or African American	M	2007	Not Hispanic or Latino	269.787553375952	23676	11638754	203.423837293923
Black or African American	M	2008	Not Hispanic or Latino	264.889181145523	23903	11837625	201.923950116683
Black or African American	M	2009	Not Hispanic or Latino	260.219822786034	24273	12046014	201.502339280031
Black or African American	M	2010	Not Hispanic or Latino	258.1037480738	24655	12219977	201.759790546251
Black or African American	M	2011	Not Hispanic or Latino	262.200454127346	26151	12521774	208.844210093554
Black or African American	M	2012	Not Hispanic or Latino	263.498188074471	26992	12786047	211.105121074559
Black or African American	M	2013	Not Hispanic or Latino	261.468097379216	27657	13032785	212.210974093411
Black or African American	M	2014	Not Hispanic or Latino	254.497536402726	27959	13303517	210.162470570752
Black or African American	M	2015	Not Hispanic or Latino	255.748374911891	28984	13535982	214.125580249737
Black or African American	M	2016	Not Hispanic or Latino	265.171235984779	30989	13719610	225.873767548786
Black or African American	M	2017	Not Hispanic or Latino	267.947926636273	32384	13944456	232.235664123434
Black or African American	M	2018	Not Hispanic or Latino	276.758138056035	34363	14109868	243.538777258582
Black or African American	M	2019	Not Hispanic or Latino	280.662557785239	35867	14278463	251.196504833889
Black or African American	M	2020	Not Hispanic or Latino	386.314696049933	50555	14453199	349.784155051072
Black or African American	M	2021	Not Hispanic or Latino	373.235746603644	50452	14716384	342.828781852933
Black or African American	M	2022	Not Hispanic or Latino	346.065303011773	47233	14883794	317.345160783601
White	F	2000	Not Hispanic or Latino	64.1800707755315	61162	73642282	83.0528309809845
White	F	2001	Not Hispanic or Latino	64.9384394525386	62376	73986596	84.3071628812332
White	F	2002	Not Hispanic or Latino	67.4699116417917	65263	74229884	87.9201158390602
White	F	2003	Not Hispanic or Latino	69.3849331779122	67420	74444229	90.5644412006739
White	F	2004	Not Hispanic or Latino	69.4135221419372	67740	74660144	90.731140298899
White	F	2005	Not Hispanic or Latino	71.7919565907783	70249	74885877	93.808075453266
White	F	2006	Not Hispanic or Latino	74.2644547246358	72731	75109863	96.8328220755775
White	F	2007	Not Hispanic or Latino	74.5077652831771	73105	75315096	97.0655338472914
White	F	2008	Not Hispanic or Latino	75.3705842933927	74232	75540582	98.2677099310672
White	F	2009	Not Hispanic or Latino	73.8538497653328	72669	75770885	95.9062310015252
White	F	2010	Not Hispanic or Latino	74.5837738484705	73631	75954890	96.9404339865412
White	F	2011	Not Hispanic or Latino	77.3248754379039	76800	76307802	100.645016613111
White	F	2012	Not Hispanic or Latino	77.6442794768899	77730	76586755	101.492745057549
White	F	2013	Not Hispanic or Latino	77.4581622447963	78385	76799351	102.064664582908
White	F	2014	Not Hispanic or Latino	76.7086310071904	78398	76988308	101.831046864934
White	F	2015	Not Hispanic or Latino	78.8219687531139	81411	77171746	105.493272110236
White	F	2016	Not Hispanic or Latino	80.2005768893752	84058	77325280	108.707010178301
White	F	2017	Not Hispanic or Latino	83.3287616143038	89181	77419752	115.19153406743
White	F	2018	Not Hispanic or Latino	85.0142571682732	93156	77503379	120.19604977481
White	F	2019	Not Hispanic or Latino	87.446640351927	98089	77565673	126.459290825724
White	F	2020	Not Hispanic or Latino	106.923925830191	122156	77676532	157.262427730424
White	F	2021	Not Hispanic or Latino	118.08526294645	133307	77401754	172.227363219702
White	F	2022	Not Hispanic or Latino	115.977490368156	135472	77183527	175.519317742502
White	M	2000	Not Hispanic or Latino	86.2054735534645	60781	69673627	87.236738802187
White	M	2001	Not Hispanic or Latino	87.9817481243231	63137	70150944	90.0016398924012
White	M	2002	Not Hispanic or Latino	91.7509496295557	66934	70470196	94.9819977796003
White	M	2003	Not Hispanic or Latino	96.1540145536245	71218	70718950	100.705680726312
White	M	2004	Not Hispanic or Latino	98.2488512436492	73808	71093206	103.818640560393
White	M	2005	Not Hispanic or Latino	101.452913380852	77411	71441758	108.355396293579
White	M	2006	Not Hispanic or Latino	106.609621196903	82297	71804187	114.613093523362
White	M	2007	Not Hispanic or Latino	107.971228117576	84642	72114814	117.371168703285
White	M	2008	Not Hispanic or Latino	109.839675147499	87479	72447003	120.748956309483
White	M	2009	Not Hispanic or Latino	109.39558369907	88451	72776028	121.53864731392
White	M	2010	Not Hispanic or Latino	111.715690319082	91477	73040051	125.242245518147
White	M	2011	Not Hispanic or Latino	115.780083426921	96569	73499678	131.386970157883
White	M	2012	Not Hispanic or Latino	117.263899325855	99786	73891044	135.044782964496
White	M	2013	Not Hispanic or Latino	119.317777260558	103608	74212754	139.609426164133
White	M	2014	Not Hispanic or Latino	121.68377576571	107405	74481340	144.203903957689
White	M	2015	Not Hispanic or Latino	124.105560921134	111367	74744461	148.996993904338
White	M	2016	Not Hispanic or Latino	128.665279814154	117550	74928793	156.882281554969
White	M	2017	Not Hispanic or Latino	133.663717974045	124581	75049754	165.99787922023
White	M	2018	Not Hispanic or Latino	139.408752619301	133027	75120701	177.084343235828
White	M	2019	Not Hispanic or Latino	145.603142225844	141791	75170500	188.625857217925
White	M	2020	Not Hispanic or Latino	178.194273257705	176231	75252983	234.184736570509
White	M	2021	Not Hispanic or Latino	194.04353535901	193747	76019370	254.865306039763
White	M	2022	Not Hispanic or Latino	187.851228110209	191970	76273186	251.687401651217
