Race	Gender	Year	Hispanic Origin	Cause of death Code	AA_rate	Deaths	Population	Crude Rate
Black or African American	F	2010	Not Hispanic or Latino	I10	120.378524161336	14927	14072907	106.069058795031
Black or African American	F	2010	Not Hispanic or Latino	I11.0	5.86530978659938	731	12485078	5.85498945220847
Black or African American	F	2010	Not Hispanic or Latino	I11.9	27.9030607580133	3735	14072907	26.5403587190621
Black or African American	F	2010	Not Hispanic or Latino	I12.0	15.8339896092409	2023	14072907	14.3751394079418
Black or African American	F	2010	Not Hispanic or Latino	I12.9	0.480502868090297	62	11213851	0.552887674359147
Black or African American	F	2010	Not Hispanic or Latino	I13.0	0.124736966880965	15	1583202	0.94744700928877
Black or African American	F	2010	Not Hispanic or Latino	I13.1	2.12533788497943	274	14072907	1.94700355797136
Black or African American	F	2010	Not Hispanic or Latino	I13.2	1.23287433696492	153	11100927	1.37826327476976
Black or African American	F	2010	Not Hispanic or Latino	I13.9	0.192044069245965	25	4538102	0.550891099406756
Black or African American	F	2010	Not Hispanic or Latino	I15.0	0.0286721297391292	5	1194067	0.418736972045957
Black or African American	F	2010	Not Hispanic or Latino	I15.9	0.0498567731205544	5	378077	1.32248192828445
Black or African American	F	2011	Not Hispanic or Latino	I10	130.089292543428	16759	14366479	116.65349596098
Black or African American	F	2011	Not Hispanic or Latino	I11.0	5.43890503893603	704	12695262	5.54537590480606
Black or African American	F	2011	Not Hispanic or Latino	I11.9	27.5641480296998	3831	14366479	26.6662416031096
Black or African American	F	2011	Not Hispanic or Latino	I12.0	6.26684482519011	809	14366479	5.6311640451359
Black or African American	F	2011	Not Hispanic or Latino	I12.9	0.622526765905676	80	9804908	0.81591790560401
Black or African American	F	2011	Not Hispanic or Latino	I13.0	0.138217136943601	20	3423355	0.584222203072717
Black or African American	F	2011	Not Hispanic or Latino	I13.1	1.97254445542661	261	12695262	2.05588510107157
Black or African American	F	2011	Not Hispanic or Latino	I13.2	1.16692331964654	148	12695262	1.16578925271491
Black or African American	F	2011	Not Hispanic or Latino	I13.9	0.254161958520222	35	6469385	0.541009694120848
Black or African American	F	2012	Not Hispanic or Latino	I10	128.022025193035	16887	14609655	115.587945095213
Black or African American	F	2012	Not Hispanic or Latino	I11.0	5.74911446894207	768	14609655	5.25679764511893
Black or African American	F	2012	Not Hispanic or Latino	I11.9	27.2592024652717	3852	14609655	26.3661256887996
Black or African American	F	2012	Not Hispanic or Latino	I12.0	6.228149796868	819	14609655	5.60588186374011
Black or African American	F	2012	Not Hispanic or Latino	I12.9	0.520205609451581	69	9979555	0.691413595095172
Black or African American	F	2012	Not Hispanic or Latino	I13.0	0.150030894268125	20	3759305	0.532013231169059
Black or African American	F	2012	Not Hispanic or Latino	I13.1	1.78629839402969	242	14609655	1.6564388413005
Black or African American	F	2012	Not Hispanic or Latino	I13.2	1.40586474242615	184	13126947	1.40169683019212
Black or African American	F	2012	Not Hispanic or Latino	I13.9	0.392497931797921	55	11711081	0.469640676210847
Black or African American	F	2012	Not Hispanic or Latino	I15.0	0.0471827546435076	5	399504	1.25155192438624
Black or African American	F	2012	Not Hispanic or Latino	I15.9	0.0264031967794543	5	1040236	0.480660157887249
Black or African American	F	2013	Not Hispanic or Latino	I10	110.258552323827	15000	14840618	101.073957971292
Black or African American	F	2013	Not Hispanic or Latino	I11.0	6.30560839949982	867	13070480	6.63326825028614
Black or African American	F	2013	Not Hispanic or Latino	I11.9	27.475048045292	3986	14840618	26.8587197649047
Black or African American	F	2013	Not Hispanic or Latino	I12.0	20.1445233068808	2707	14840618	18.2404802818858
Black or African American	F	2013	Not Hispanic or Latino	I12.9	0.385719967617188	55	10215815	0.538380931917816
Black or African American	F	2013	Not Hispanic or Latino	I13.0	0.222234882924453	30	5687836	0.527441367859411
Black or African American	F	2013	Not Hispanic or Latino	I13.1	2.27414566987253	324	14840618	2.18319749217991
Black or African American	F	2013	Not Hispanic or Latino	I13.2	1.2919979442175	173	11599871	1.49139589569574
Black or African American	F	2013	Not Hispanic or Latino	I13.9	0.318685307179349	45	8787419	0.512095758720507
Black or African American	F	2013	Not Hispanic or Latino	I15.9	0.113092553105599	15	2612349	0.574195867397503
Black or African American	F	2014	Not Hispanic or Latino	I10	103.979227261701	14622	15103320	96.8131510158031
Black or African American	F	2014	Not Hispanic or Latino	I11.0	5.6358585342237	801	15103320	5.30346970070157
Black or African American	F	2014	Not Hispanic or Latino	I11.9	27.5868606092321	4117	15103320	27.2589073130941
Black or African American	F	2014	Not Hispanic or Latino	I12.0	20.0792035879613	2775	15103320	18.373443719659
Black or African American	F	2014	Not Hispanic or Latino	I12.9	0.572147585235331	84	13618760	0.616796242829744
Black or African American	F	2014	Not Hispanic or Latino	I13.0	0.275936687190717	40	7485071	0.534397068511441
Black or African American	F	2014	Not Hispanic or Latino	I13.1	2.23410990455402	323	15103320	2.13860263836031
Black or African American	F	2014	Not Hispanic or Latino	I13.2	1.09790441787115	147	10261751	1.4325040629031
Black or African American	F	2014	Not Hispanic or Latino	I13.9	0.271798762667372	40	7480903	0.53469480890208
Black or African American	F	2014	Not Hispanic or Latino	I15.9	0.0303346331483233	5	1473543	0.339318228243085
Black or African American	F	2015	Not Hispanic or Latino	I10	102.800413389112	14919	15328437	97.328905745576
Black or African American	F	2015	Not Hispanic or Latino	I11.0	5.48779729274895	796	13566287	5.86748607043327
Black or African American	F	2015	Not Hispanic or Latino	I11.9	28.2244721250115	4329	15328437	28.2416269838862
Black or African American	F	2015	Not Hispanic or Latino	I12.0	20.3126565193259	2900	15328437	18.9190848355902
Black or African American	F	2015	Not Hispanic or Latino	I12.9	0.459098120110367	66	9043010	0.729845482864666
Black or African American	F	2015	Not Hispanic or Latino	I13.0	0.244715396233527	35	6260384	0.559071136850391
Black or African American	F	2015	Not Hispanic or Latino	I13.1	2.25041813128389	338	15328437	2.20505195669983
Black or African American	F	2015	Not Hispanic or Latino	I13.2	1.31058822136385	186	11926790	1.55951433705129
Black or African American	F	2015	Not Hispanic or Latino	I13.9	0.340426325480691	50	10682507	0.468054923811424
Black or African American	F	2015	Not Hispanic or Latino	I15.0	0.027367958925272	5	885437	0.564692914346249
Black or African American	F	2016	Not Hispanic or Latino	I10	103.622823348925	15506	15503005	100.019318835284
Black or African American	F	2016	Not Hispanic or Latino	I11.0	5.96826924449531	883	13795060	6.40084204055655
Black or African American	F	2016	Not Hispanic or Latino	I11.9	29.2405436273055	4580	15503005	29.5426596327615
Black or African American	F	2016	Not Hispanic or Latino	I12.0	20.9961795164335	3103	15503005	20.0154744193142
Black or African American	F	2016	Not Hispanic or Latino	I12.9	0.750391510912398	108	12289843	0.878774448135749
Black or African American	F	2016	Not Hispanic or Latino	I13.0	0.338901149648746	50	9229360	0.541749373737724
Black or African American	F	2016	Not Hispanic or Latino	I13.1	2.718715956841	416	13788356	3.01703843445876
Black or African American	F	2016	Not Hispanic or Latino	I13.2	1.17231969066776	170	10581898	1.60651709173534
Black or African American	F	2016	Not Hispanic or Latino	I13.9	0.298713490567304	45	9229360	0.487574436363952
Black or African American	F	2016	Not Hispanic or Latino	I15.0	0.0401876590814418	5	312789	1.59852168714373
Black or African American	F	2016	Not Hispanic or Latino	I15.9	0.0230794068507204	5	1190046	0.420151826063866
Black or African American	F	2017	Not Hispanic or Latino	I10	104.120401945424	16117	15736275	102.419409930241
Black or African American	F	2017	Not Hispanic or Latino	I11.0	6.66789441956856	1029	15736275	6.53903163232722
Black or African American	F	2017	Not Hispanic or Latino	I11.9	27.8654333968353	4483	15736275	28.4883175973984
Black or African American	F	2017	Not Hispanic or Latino	I12.0	21.1372714893081	3205	15736275	20.366954695441
Black or African American	F	2017	Not Hispanic or Latino	I12.9	0.593966113347179	88	10810223	0.814044261621615
Black or African American	F	2017	Not Hispanic or Latino	I13.0	0.429018670404171	62	10765499	0.575913852205086
Black or African American	F	2017	Not Hispanic or Latino	I13.1	2.56897188343549	406	14058597	2.88791264163842
Black or African American	F	2017	Not Hispanic or Latino	I13.2	1.43581110309451	219	12538727	1.74658878847909
Black or African American	F	2017	Not Hispanic or Latino	I13.9	0.444247437586124	63	7869151	0.800594625773479
Black or African American	F	2017	Not Hispanic or Latino	I15.0	0.0277820817440659	5	1773228	0.281971635909201
Black or African American	F	2018	Not Hispanic or Latino	I10	102.535829593782	16358	15895642	102.908709192117
Black or African American	F	2018	Not Hispanic or Latino	I11.0	6.63440490750867	1063	15895642	6.68736751871991
Black or African American	F	2018	Not Hispanic or Latino	I11.9	30.2276068322879	4959	15895642	31.197230033238
Black or African American	F	2018	Not Hispanic or Latino	I12.0	20.4166908780744	3201	15895642	20.1375949458348
Black or African American	F	2018	Not Hispanic or Latino	I12.9	0.734632728485731	109	12703187	0.858052392679097
Black or African American	F	2018	Not Hispanic or Latino	I13.0	0.35476617879271	54	9537230	0.56620213625969
Black or African American	F	2018	Not Hispanic or Latino	I13.1	2.95888123689057	480	14252284	3.367881246262
Black or African American	F	2018	Not Hispanic or Latino	I13.2	1.42819651233182	225	12758006	1.76359848082843
Black or African American	F	2018	Not Hispanic or Latino	I13.9	0.543055067637791	84	9801960	0.856971462850287
Black or African American	F	2018	Not Hispanic or Latino	I15.0	0.142174047693065	20	4081520	0.490013524373273
Black or African American	F	2019	Not Hispanic or Latino	I10	102.419450470917	16931	16069891	105.358524211521
Black or African American	F	2019	Not Hispanic or Latino	I11.0	7.46924594457674	1217	16069891	7.5731689779352
Black or African American	F	2019	Not Hispanic or Latino	I11.9	29.893030459396	4996	16069891	31.0891965602007
Black or African American	F	2019	Not Hispanic or Latino	I12.0	21.5376169626522	3499	16069891	21.7736386637594
Black or African American	F	2019	Not Hispanic or Latino	I12.9	0.805807527100845	124	12953438	0.957274817697047
Black or African American	F	2019	Not Hispanic or Latino	I13.0	0.569405137978363	88	12851805	0.684728720985107
Black or African American	F	2019	Not Hispanic or Latino	I13.1	2.77860319062378	466	14454682	3.22386891665967
Black or African American	F	2019	Not Hispanic or Latino	I13.2	2.03789043865541	326	14454682	2.25532460693359
Black or African American	F	2019	Not Hispanic or Latino	I13.9	0.416970312278927	65	8154544	0.797101591456248
Black or African American	F	2019	Not Hispanic or Latino	I15.0	0.0970935831560498	15	1893047	0.792373353646264
Black or African American	F	2019	Not Hispanic or Latino	I15.9	0.0210954802168665	5	1301964	0.384035196057648
Black or African American	F	2020	Not Hispanic or Latino	I10	141.044386570266	23993	16246943	147.677012223161
Black or African American	F	2020	Not Hispanic or Latino	I11.0	9.73722423846016	1631	16246943	10.0388116090516
Black or African American	F	2020	Not Hispanic or Latino	I11.9	42.6875404630289	7331	16246943	45.122334706289
Black or African American	F	2020	Not Hispanic or Latino	I12.0	27.4146124843141	4580	16246943	28.1899185588329
Black or African American	F	2020	Not Hispanic or Latino	I12.9	1.13629361185233	184	12846548	1.43229138286799
Black or African American	F	2020	Not Hispanic or Latino	I13.0	0.539887499068935	89	8259496	1.07754758886014
Black or African American	F	2020	Not Hispanic or Latino	I13.1	4.31782660577758	730	14636346	4.98758364963496
Black or African American	F	2020	Not Hispanic or Latino	I13.2	2.15775720166886	359	14636346	2.4527979866013
Black or African American	F	2020	Not Hispanic or Latino	I13.9	0.746365171103705	118	14457145	0.816205412617775
Black or African American	F	2020	Not Hispanic or Latino	I15.0	0.0636225076922292	10	1158763	0.862989239387174
Black or African American	F	2020	Not Hispanic or Latino	I15.9	0.082290362559841	15	2851072	0.526117895303942
Black or African American	F	2021	Not Hispanic or Latino	I10	147.796418294536	25339	16354341	154.937456666704
Black or African American	F	2021	Not Hispanic or Latino	I11.0	9.73144643122419	1635	14747221	11.086834597515
Black or African American	F	2021	Not Hispanic or Latino	I11.9	40.0253743182732	6943	16354341	42.45356018931
Black or African American	F	2021	Not Hispanic or Latino	I12.0	27.2828187794718	4602	16354341	28.139317872851
Black or African American	F	2021	Not Hispanic or Latino	I12.9	0.767512284601852	127	13029432	0.974716319176462
Black or African American	F	2021	Not Hispanic or Latino	I13.0	0.484991041333439	76	12908917	0.588740325776361
Black or African American	F	2021	Not Hispanic or Latino	I13.1	3.86135088551678	663	14747221	4.49576228633178
Black or African American	F	2021	Not Hispanic or Latino	I13.2	2.20710026112131	365	16354341	2.23182334280544
Black or African American	F	2021	Not Hispanic or Latino	I13.9	0.907212923433301	145	16354341	0.886614752621338
Black or African American	F	2021	Not Hispanic or Latino	I15.0	0.0838146060063659	14	7339496	0.190748792560143
Black or African American	F	2022	Not Hispanic or Latino	I10	127.243362961798	22321	16490786	135.354373042013
Black or African American	F	2022	Not Hispanic or Latino	I11.0	8.45231206814761	1458	14804362	9.84844872072164
Black or African American	F	2022	Not Hispanic or Latino	I11.9	37.0144155572981	6505	16490786	39.4462701777829
Black or African American	F	2022	Not Hispanic or Latino	I12.0	26.3101524352484	4565	16490786	27.6821250363688
Black or African American	F	2022	Not Hispanic or Latino	I12.9	1.00887567200301	173	11597454	1.49170671424952
Black or African American	F	2022	Not Hispanic or Latino	I13.0	0.647960058749454	106	11658576	0.909201947133166
Black or African American	F	2022	Not Hispanic or Latino	I13.1	4.05181285566248	698	14804362	4.71482661664177
Black or African American	F	2022	Not Hispanic or Latino	I13.2	3.0544685858813	528	13270849	3.97864522458209
Black or African American	F	2022	Not Hispanic or Latino	I13.9	0.674191503154882	112	13130967	0.852945559911924
Black or African American	F	2022	Not Hispanic or Latino	I15.0	0.145908439414926	24	3639021	0.659518040703805
Black or African American	F	2022	Not Hispanic or Latino	I15.9	0.0741136552589473	13	3284412	0.395809051970337
Black or African American	M	1999	Not Hispanic or Latino	I10	63.2756972621119	4320	10154285	42.5436158232707
Black or African American	M	1999	Not Hispanic or Latino	I11.0	5.44438539326494	368	10154285	3.62408579235269
Black or African American	M	1999	Not Hispanic or Latino	I11.9	31.6952418434403	2434	10154285	23.9701761374631
Black or African American	M	1999	Not Hispanic or Latino	I12.0	16.4825823330015	1156	10154285	11.3843564564122
Black or African American	M	1999	Not Hispanic or Latino	I12.9	0.659578596441962	50	6416266	0.779269438018935
Black or African American	M	1999	Not Hispanic or Latino	I13.1	4.20651877531478	329	10154285	3.24001148283705
Black or African American	M	1999	Not Hispanic or Latino	I13.2	2.84529397743047	199	10154285	1.95976378445159
Black or African American	M	1999	Not Hispanic or Latino	I13.9	0.533303122614758	45	6763481	0.665337863742058
Black or African American	M	2000	Not Hispanic or Latino	I10	171.858957563057	11863	10305707	115.110976859715
Black or African American	M	2000	Not Hispanic or Latino	I11.0	4.0555189568689	292	9016933	3.23835166569387
Black or African American	M	2000	Not Hispanic or Latino	I11.9	49.2793433533796	3830	10305707	37.163874346515
Black or African American	M	2000	Not Hispanic or Latino	I12.0	14.3072245214185	1082	10305707	10.4990370869267
Black or African American	M	2000	Not Hispanic or Latino	I12.9	0.797337850801849	57	6555834	0.869454595708189
Black or African American	M	2000	Not Hispanic or Latino	I13.1	4.37301614204008	340	10305707	3.29914289237992
Black or African American	M	2000	Not Hispanic or Latino	I13.2	0.983778718491363	68	6466499	1.05157365678089
Black or African American	M	2000	Not Hispanic or Latino	I13.9	0.403417102113429	30	3852422	0.778730886699328
Black or African American	M	2001	Not Hispanic or Latino	I10	170.856688371302	12201	10534967	115.814316266961
Black or African American	M	2001	Not Hispanic or Latino	I11.0	3.89833242070252	281	8004227	3.51064506291488
Black or African American	M	2001	Not Hispanic or Latino	I11.9	50.3274145096424	4090	10534967	38.8230926589519
Black or African American	M	2001	Not Hispanic or Latino	I12.0	14.6968277491535	1152	10534967	10.9350128956265
Black or African American	M	2001	Not Hispanic or Latino	I12.9	0.624298477134063	50	6681479	0.748337306754986
Black or African American	M	2001	Not Hispanic or Latino	I13.1	4.31087916718449	355	10534967	3.36973053641269
Black or African American	M	2001	Not Hispanic or Latino	I13.2	0.95206660692282	77	9358600	0.822772636932875
Black or African American	M	2001	Not Hispanic or Latino	I13.9	0.353847857675553	25	2346619	1.06536254926769
Black or African American	M	2002	Not Hispanic or Latino	I10	173.983317530126	12773	10712463	119.234950916517
Black or African American	M	2002	Not Hispanic or Latino	I11.0	3.65286311780485	273	8154027	3.34803895057007
Black or African American	M	2002	Not Hispanic or Latino	I11.9	50.0557448137787	4225	10712463	39.440042873427
Black or African American	M	2002	Not Hispanic or Latino	I12.0	15.3194181350408	1220	9315450	13.096522443897
Black or African American	M	2002	Not Hispanic or Latino	I12.9	0.608542119297007	50	6772859	0.73824067502365
Black or African American	M	2002	Not Hispanic or Latino	I13.0	0.0874140301112511	5	215637	2.31871153837236
Black or African American	M	2002	Not Hispanic or Latino	I13.1	4.71667289031149	389	10712463	3.63128442077233
Black or African American	M	2002	Not Hispanic or Latino	I13.2	0.732084274661795	56	5611436	0.997962018991217
Black or African American	M	2002	Not Hispanic or Latino	I13.9	0.445372680467961	40	6340400	0.630875023657813
Black or African American	M	2003	Not Hispanic or Latino	I10	179.5184151471	13521	10870424	124.383372718488
Black or African American	M	2003	Not Hispanic or Latino	I11.0	3.53095649523892	286	9443569	3.02851601973788
Black or African American	M	2003	Not Hispanic or Latino	I11.9	52.0781184302069	4502	10870424	41.415127873577
Black or African American	M	2003	Not Hispanic or Latino	I12.0	17.1083461398022	1407	10870424	12.9433773696408
Black or African American	M	2003	Not Hispanic or Latino	I12.9	0.724941803305181	60	8287024	0.724023485391137
Black or African American	M	2003	Not Hispanic or Latino	I13.1	4.65259315359504	408	10870424	3.75330345900031
Black or African American	M	2003	Not Hispanic or Latino	I13.2	0.838174552512028	72	8209667	0.877014865523778
Black or African American	M	2003	Not Hispanic or Latino	I13.9	0.4159917932552	35	5274659	0.663550003895986
Black or African American	M	2004	Not Hispanic or Latino	I10	176.229906616898	13676	11064474	123.602802989098
Black or African American	M	2004	Not Hispanic or Latino	I11.0	3.94059210713784	327	9608955	3.40307556857119
