"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	686	6289735	10.9
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	839	6310979	13.3
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	946	6321201	15.0
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	1129	6287729	18.0
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	1314	6295100	20.9
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	1464	6294209	23.3
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	1670	6256881	26.7
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	1991	6239481	31.9
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	2153	6188175	34.8
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	2389	6177372	38.7
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	2605	6108960	42.6
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	3036	6060353	50.1
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	3429	5961787	57.5
	"Black or African American"	"2054-5"	"Female"	"F"	"51 years"	"51"	3701	5863953	63.1
	"Black or African American"	"2054-5"	"Female"	"F"	"52 years"	"52"	4020	5774089	69.6
	"Black or African American"	"2054-5"	"Female"	"F"	"53 years"	"53"	4277	5637581	75.9
	"Black or African American"	"2054-5"	"Female"	"F"	"54 years"	"54"	4766	5530866	86.2
	"Black or African American"	"2054-5"	"Female"	"F"	"55 years"	"55"	5050	5354809	94.3
	"Black or African American"	"2054-5"	"Female"	"F"	"56 years"	"56"	5379	5200005	103.4
	"Black or African American"	"2054-5"	"Female"	"F"	"57 years"	"57"	5701	5022779	113.5
	"Black or African American"	"2054-5"	"Female"	"F"	"58 years"	"58"	6104	4828435	126.4
	"Black or African American"	"2054-5"	"Female"	"F"	"59 years"	"59"	6281	4647446	135.1
	"Black or African American"	"2054-5"	"Female"	"F"	"60 years"	"60"	6772	4438125	152.6
	"Black or African American"	"2054-5"	"Female"	"F"	"61 years"	"61"	7014	4248371	165.1
	"Black or African American"	"2054-5"	"Female"	"F"	"62 years"	"62"	7431	4056728	183.2
	"Black or African American"	"2054-5"	"Female"	"F"	"63 years"	"63"	7714	3865088	199.6
	"Black or African American"	"2054-5"	"Female"	"F"	"64 years"	"64"	7677	3673972	209.0
	"Black or African American"	"2054-5"	"Female"	"F"	"65 years"	"65"	8345	3499417	238.5
	"Black or African American"	"2054-5"	"Female"	"F"	"66 years"	"66"	8318	3314137	251.0
	"Black or African American"	"2054-5"	"Female"	"F"	"67 years"	"67"	8621	3147167	273.9
	"Black or African American"	"2054-5"	"Female"	"F"	"68 years"	"68"	8722	2975113	293.2
	"Black or African American"	"2054-5"	"Female"	"F"	"69 years"	"69"	9304	2817708	330.2
	"Black or African American"	"2054-5"	"Female"	"F"	"70 years"	"70"	9467	2657951	356.2
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	9931	2511997	395.3
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	10340	2365401	437.1
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	10598	2231730	474.9
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	10783	2100612	513.3
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	11606	1985583	584.5
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	12031	1880846	639.7
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	12241	1770724	691.3
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	12706	1657726	766.5
	"Black or African American"	"2054-5"	"Female"	"F"	"79 years"	"79"	12874	1551699	829.7
	"Black or African American"	"2054-5"	"Female"	"F"	"80 years"	"80"	13380	1445085	925.9
	"Black or African American"	"2054-5"	"Female"	"F"	"81 years"	"81"	13842	1338383	1034.2
	"Black or African American"	"2054-5"	"Female"	"F"	"82 years"	"82"	14032	1232825	1138.2
	"Black or African American"	"2054-5"	"Female"	"F"	"83 years"	"83"	13822	1130621	1222.5
	"Black or African American"	"2054-5"	"Female"	"F"	"84 years"	"84"	14172	1028800	1377.5
	"Black or African American"	"2054-5"	"Female"	"F"	"85 years"	"85"	14227	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"86 years"	"86"	14178	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"87 years"	"87"	13855	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"88 years"	"88"	13190	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"89 years"	"89"	12867	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"90 years"	"90"	12277	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"91 years"	"91"	11482	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"92 years"	"92"	10257	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"93 years"	"93"	9396	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"94 years"	"94"	8388	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	7345	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	6189	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	5244	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	4155	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	3339	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	9400	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	27	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	126	6707957	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	33	6701154	0.5
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	16	6696789	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	14	6704171	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	11	6765116	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	11	6803096	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"8 years"	"8"	16	6923869	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"10 years"	"10"	23	7169393	0.3
	"Black or African American"	"2054-5"	"Male"	"M"	"11 years"	"11"	15	7137638	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"12 years"	"12"	10	7180097	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"13 years"	"13"	13	7168137	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"14 years"	"14"	17	7167786	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"15 years"	"15"	23	7202714	0.3
	"Black or African American"	"2054-5"	"Male"	"M"	"16 years"	"16"	19	7250793	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"17 years"	"17"	41	7272584	0.6
	"Black or African American"	"2054-5"	"Male"	"M"	"18 years"	"18"	40	7280921	0.5
	"Black or African American"	"2054-5"	"Male"	"M"	"19 years"	"19"	58	7273342	0.8
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	79	7163232	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	79	7051932	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	101	6913692	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	134	6762573	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	140	6637237	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	157	6519296	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	204	6340221	3.2
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	252	6233759	4.0
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	290	6104787	4.8
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	351	5987698	5.9
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	407	5935719	6.9
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	503	5767260	8.7
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	552	5724047	9.6
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	626	5661245	11.1
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	815	5648880	14.4
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	898	5667379	15.8
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	1040	5624192	18.5
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	1185	5615466	21.1
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	1405	5592785	25.1
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	1653	5616393	29.4
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	1960	5621482	34.9
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	2229	5578533	40.0
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	2449	5591437	43.8
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	2879	5572158	51.7
	"Black or African American"	"2054-5"	"Male"	"M"	"44 years"	"44"	3321	5537610	60.0
	"Black or African American"	"2054-5"	"Male"	"M"	"45 years"	"45"	3779	5522254	68.4
	"Black or African American"	"2054-5"	"Male"	"M"	"46 years"	"46"	4159	5473583	76.0
	"Black or African American"	"2054-5"	"Male"	"M"	"47 years"	"47"	4847	5451291	88.9
	"Black or African American"	"2054-5"	"Male"	"M"	"48 years"	"48"	5287	5379723	98.3
	"Black or African American"	"2054-5"	"Male"	"M"	"49 years"	"49"	5929	5329794	111.2
	"Black or African American"	"2054-5"	"Male"	"M"	"50 years"	"50"	6609	5231068	126.3
	"Black or African American"	"2054-5"	"Male"	"M"	"51 years"	"51"	7339	5133770	143.0
	"Black or African American"	"2054-5"	"Male"	"M"	"52 years"	"52"	8088	5033292	160.7
	"Black or African American"	"2054-5"	"Male"	"M"	"53 years"	"53"	8661	4894942	176.9
	"Black or African American"	"2054-5"	"Male"	"M"	"54 years"	"54"	9237	4786126	193.0
	"Black or African American"	"2054-5"	"Male"	"M"	"55 years"	"55"	9991	4603449	217.0
	"Black or African American"	"2054-5"	"Male"	"M"	"56 years"	"56"	10395	4437663	234.2
	"Black or African American"	"2054-5"	"Male"	"M"	"57 years"	"57"	10918	4261452	256.2
	"Black or African American"	"2054-5"	"Male"	"M"	"58 years"	"58"	11369	4066904	279.5
	"Black or African American"	"2054-5"	"Male"	"M"	"59 years"	"59"	11725	3875398	302.5
	"Black or African American"	"2054-5"	"Male"	"M"	"60 years"	"60"	12151	3664919	331.5
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	12345	3480846	354.7
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	12639	3289071	384.3
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	13003	3100147	419.4
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	13328	2913422	457.5
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	12996	2742799	473.8
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	13038	2559960	509.3
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	12899	2403082	536.8
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	12886	2244095	574.2
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	13056	2094110	623.5
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	12915	1943675	664.5
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	12937	1811553	714.1
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	12927	1672507	772.9
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	12965	1543927	839.7
	"Black or African American"	"2054-5"	"Male"	"M"	"74 years"	"74"	12606	1423896	885.3
	"Black or African American"	"2054-5"	"Male"	"M"	"75 years"	"75"	12564	1313346	956.6
	"Black or African American"	"2054-5"	"Male"	"M"	"76 years"	"76"	12742	1220802	1043.7
	"Black or African American"	"2054-5"	"Male"	"M"	"77 years"	"77"	12666	1115571	1135.4
	"Black or African American"	"2054-5"	"Male"	"M"	"78 years"	"78"	12325	1017188	1211.7
	"Black or African American"	"2054-5"	"Male"	"M"	"79 years"	"79"	12042	923230	1304.3
	"Black or African American"	"2054-5"	"Male"	"M"	"80 years"	"80"	11714	834076	1404.4
	"Black or African American"	"2054-5"	"Male"	"M"	"81 years"	"81"	11236	746266	1505.6
	"Black or African American"	"2054-5"	"Male"	"M"	"82 years"	"82"	11059	663378	1667.1
	"Black or African American"	"2054-5"	"Male"	"M"	"83 years"	"83"	10634	587213	1810.9
	"Black or African American"	"2054-5"	"Male"	"M"	"84 years"	"84"	9877	512709	1926.4
	"Black or African American"	"2054-5"	"Male"	"M"	"85 years"	"85"	9249	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"86 years"	"86"	8482	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"87 years"	"87"	7798	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"88 years"	"88"	7194	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"89 years"	"89"	6415	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"90 years"	"90"	5722	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"91 years"	"91"	4897	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"92 years"	"92"	4306	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"93 years"	"93"	3534	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"94 years"	"94"	2884	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"95 years"	"95"	2300	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"96 years"	"96"	1859	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"97 years"	"97"	1278	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"98 years"	"98"	1075	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"99 years"	"99"	790	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"100+ years"	"100"	1731	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	80	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"0"	177	22885225	0.8
	"White"	"2106-3"	"Female"	"F"	"1 year"	"1"	33	22950778	0.1
	"White"	"2106-3"	"Female"	"F"	"2 years"	"2"	30	23111132	0.1
	"White"	"2106-3"	"Female"	"F"	"4 years"	"4"	20	23540790	0.1
	"White"	"2106-3"	"Female"	"F"	"5 years"	"5"	14	23748470	Unreliable
	"White"	"2106-3"	"Female"	"F"	"7 years"	"7"	11	24158341	Unreliable
	"White"	"2106-3"	"Female"	"F"	"8 years"	"8"	15	24425192	Unreliable
	"White"	"2106-3"	"Female"	"F"	"9 years"	"9"	13	24741924	Unreliable
	"White"	"2106-3"	"Female"	"F"	"11 years"	"11"	17	25420755	Unreliable
	"White"	"2106-3"	"Female"	"F"	"12 years"	"12"	20	25748848	0.1
	"White"	"2106-3"	"Female"	"F"	"13 years"	"13"	17	25936868	Unreliable
	"White"	"2106-3"	"Female"	"F"	"14 years"	"14"	21	26099456	0.1
	"White"	"2106-3"	"Female"	"F"	"15 years"	"15"	31	26298243	0.1
	"White"	"2106-3"	"Female"	"F"	"16 years"	"16"	30	26523866	0.1
	"White"	"2106-3"	"Female"	"F"	"17 years"	"17"	44	26646532	0.2
	"White"	"2106-3"	"Female"	"F"	"18 years"	"18"	46	26878209	0.2
	"White"	"2106-3"	"Female"	"F"	"19 years"	"19"	54	27174727	0.2
	"White"	"2106-3"	"Female"	"F"	"20 years"	"20"	52	27103405	0.2
	"White"	"2106-3"	"Female"	"F"	"21 years"	"21"	73	27084459	0.3
	"White"	"2106-3"	"Female"	"F"	"22 years"	"22"	80	27002873	0.3
	"White"	"2106-3"	"Female"	"F"	"23 years"	"23"	85	26878083	0.3
	"White"	"2106-3"	"Female"	"F"	"24 years"	"24"	104	26872411	0.4
	"White"	"2106-3"	"Female"	"F"	"25 years"	"25"	136	26887126	0.5
	"White"	"2106-3"	"Female"	"F"	"26 years"	"26"	159	26757381	0.6
	"White"	"2106-3"	"Female"	"F"	"27 years"	"27"	220	26883839	0.8
	"White"	"2106-3"	"Female"	"F"	"28 years"	"28"	257	26903214	1.0
	"White"	"2106-3"	"Female"	"F"	"29 years"	"29"	312	26859967	1.2
	"White"	"2106-3"	"Female"	"F"	"30 years"	"30"	355	27039496	1.3
	"White"	"2106-3"	"Female"	"F"	"31 years"	"31"	422	26869015	1.6
	"White"	"2106-3"	"Female"	"F"	"32 years"	"32"	515	27134051	1.9
	"White"	"2106-3"	"Female"	"F"	"33 years"	"33"	609	27235271	2.2
	"White"	"2106-3"	"Female"	"F"	"34 years"	"34"	777	27522657	2.8
	"White"	"2106-3"	"Female"	"F"	"35 years"	"35"	937	27888318	3.4
	"White"	"2106-3"	"Female"	"F"	"36 years"	"36"	1160	28143017	4.1
	"White"	"2106-3"	"Female"	"F"	"37 years"	"37"	1241	28503947	4.4
	"White"	"2106-3"	"Female"	"F"	"38 years"	"38"	1580	28857942	5.5
	"White"	"2106-3"	"Female"	"F"	"39 years"	"39"	1896	29280329	6.5
	"White"	"2106-3"	"Female"	"F"	"40 years"	"40"	2342	29657506	7.9
	"White"	"2106-3"	"Female"	"F"	"41 years"	"41"	2691	29984589	9.0
	"White"	"2106-3"	"Female"	"F"	"42 years"	"42"	3135	30458160	10.3
	"White"	"2106-3"	"Female"	"F"	"43 years"	"43"	3620	30831430	11.7
	"White"	"2106-3"	"Female"	"F"	"44 years"	"44"	4153	31201173	13.3
	"White"	"2106-3"	"Female"	"F"	"45 years"	"45"	4767	31645093	15.1
	"White"	"2106-3"	"Female"	"F"	"46 years"	"46"	5442	31922887	17.0
	"White"	"2106-3"	"Female"	"F"	"47 years"	"47"	6125	32311684	19.0
	"White"	"2106-3"	"Female"	"F"	"48 years"	"48"	6978	32498759	21.5
	"White"	"2106-3"	"Female"	"F"	"49 years"	"49"	7685	32693049	23.5
	"White"	"2106-3"	"Female"	"F"	"50 years"	"50"	8982	32731261	27.4
	"White"	"2106-3"	"Female"	"F"	"51 years"	"51"	9989	32730100	30.5
	"White"	"2106-3"	"Female"	"F"	"52 years"	"52"	11265	32946872	34.2
	"White"	"2106-3"	"Female"	"F"	"53 years"	"53"	12085	32552403	37.1
	"White"	"2106-3"	"Female"	"F"	"54 years"	"54"	13422	32461089	41.3
	"White"	"2106-3"	"Female"	"F"	"55 years"	"55"	14835	32118968	46.2
	"White"	"2106-3"	"Female"	"F"	"56 years"	"56"	16298	31821399	51.2
	"White"	"2106-3"	"Female"	"F"	"57 years"	"57"	17631	31205016	56.5
	"White"	"2106-3"	"Female"	"F"	"58 years"	"58"	18982	30598599	62.0
	"White"	"2106-3"	"Female"	"F"	"59 years"	"59"	20710	29823394	69.4
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	22578	29010375	77.8
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	24177	28247149	85.6
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	25951	27452504	94.5
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	27883	26488080	105.3
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	29838	25648204	116.3
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	31485	24789903	127.0
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	33246	23905680	139.1
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	35335	23053369	153.3
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	37899	22247409	170.4
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	40516	21474433	188.7
	"White"	"2106-3"	"Female"	"F"	"70 years"	"70"	44125	20684353	213.3
	"White"	"2106-3"	"Female"	"F"	"71 years"	"71"	47461	19979468	237.5
	"White"	"2106-3"	"Female"	"F"	"72 years"	"72"	51669	19201545	269.1
	"White"	"2106-3"	"Female"	"F"	"73 years"	"73"	55212	18437945	299.4
	"White"	"2106-3"	"Female"	"F"	"74 years"	"74"	59845	17574329	340.5
	"White"	"2106-3"	"Female"	"F"	"75 years"	"75"	65391	16982921	385.0
	"White"	"2106-3"	"Female"	"F"	"76 years"	"76"	71243	16423089	433.8
	"White"	"2106-3"	"Female"	"F"	"77 years"	"77"	77448	15805418	490.0
	"White"	"2106-3"	"Female"	"F"	"78 years"	"78"	84165	15112212	556.9
	"White"	"2106-3"	"Female"	"F"	"79 years"	"79"	91237	14432040	632.2
	"White"	"2106-3"	"Female"	"F"	"80 years"	"80"	99723	13747273	725.4
	"White"	"2106-3"	"Female"	"F"	"81 years"	"81"	107410	13082914	821.0
	"White"	"2106-3"	"Female"	"F"	"82 years"	"82"	116036	12340738	940.3
	"White"	"2106-3"	"Female"	"F"	"83 years"	"83"	123299	11582615	1064.5
	"White"	"2106-3"	"Female"	"F"	"84 years"	"84"	131864	10786442	1222.5
	"White"	"2106-3"	"Female"	"F"	"85 years"	"85"	138686	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"86 years"	"86"	145865	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"87 years"	"87"	149588	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"88 years"	"88"	151856	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"89 years"	"89"	151780	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"90 years"	"90"	150620	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"91 years"	"91"	144453	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"92 years"	"92"	135033	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"93 years"	"93"	122978	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"94 years"	"94"	109341	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"95 years"	"95"	93771	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"96 years"	"96"	78733	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"97 years"	"97"	62454	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"98 years"	"98"	48743	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	36465	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	78673	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	91	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	254	24043709	1.1
	"White"	"2106-3"	"Male"	"M"	"1 year"	"1"	41	24115811	0.2
	"White"	"2106-3"	"Male"	"M"	"2 years"	"2"	31	24299469	0.1
	"White"	"2106-3"	"Male"	"M"	"3 years"	"3"	25	24510420	0.1
	"White"	"2106-3"	"Male"	"M"	"4 years"	"4"	10	24776800	Unreliable
	"White"	"2106-3"	"Male"	"M"	"5 years"	"5"	11	24986650	Unreliable
	"White"	"2106-3"	"Male"	"M"	"6 years"	"6"	23	25158630	0.1
	"White"	"2106-3"	"Male"	"M"	"7 years"	"7"	10	25425747	Unreliable
	"White"	"2106-3"	"Male"	"M"	"8 years"	"8"	10	25716835	Unreliable
	"White"	"2106-3"	"Male"	"M"	"9 years"	"9"	13	26073256	Unreliable
	"White"	"2106-3"	"Male"	"M"	"10 years"	"10"	16	26606141	Unreliable
