"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"53 years"	"53"	971	1424384	68.2
	"Black or African American"	"2054-5"	"Female"	"F"	"54 years"	"54"	1063	1392626	76.3
	"Black or African American"	"2054-5"	"Female"	"F"	"55 years"	"55"	1174	1344210	87.3
	"Black or African American"	"2054-5"	"Female"	"F"	"56 years"	"56"	1218	1296908	93.9
	"Black or African American"	"2054-5"	"Female"	"F"	"57 years"	"57"	1298	1241731	104.5
	"Black or African American"	"2054-5"	"Female"	"F"	"58 years"	"58"	1382	1193435	115.8
	"Black or African American"	"2054-5"	"Female"	"F"	"59 years"	"59"	1381	1147769	120.3
	"Black or African American"	"2054-5"	"Female"	"F"	"60 years"	"60"	1460	1089921	134.0
	"Black or African American"	"2054-5"	"Female"	"F"	"61 years"	"61"	1560	1047157	149.0
	"Black or African American"	"2054-5"	"Female"	"F"	"62 years"	"62"	1587	1004645	158.0
	"Black or African American"	"2054-5"	"Female"	"F"	"63 years"	"63"	1621	923547	175.5
	"Black or African American"	"2054-5"	"Female"	"F"	"64 years"	"64"	1532	857414	178.7
	"Black or African American"	"2054-5"	"Female"	"F"	"65 years"	"65"	1663	795026	209.2
	"Black or African American"	"2054-5"	"Female"	"F"	"66 years"	"66"	1584	739608	214.2
	"Black or African American"	"2054-5"	"Female"	"F"	"67 years"	"67"	1607	679993	236.3
	"Black or African American"	"2054-5"	"Female"	"F"	"68 years"	"68"	1724	650726	264.9
	"Black or African American"	"2054-5"	"Female"	"F"	"69 years"	"69"	1754	618299	283.7
	"Black or African American"	"2054-5"	"Female"	"F"	"70 years"	"70"	1846	578802	318.9
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	1946	545689	356.6
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	1905	512677	371.6
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	1976	487509	405.3
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	2056	463872	443.2
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	2145	435971	492.0
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	2317	415017	558.3
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	2269	392498	578.1
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	2323	364265	637.7
	"Black or African American"	"2054-5"	"Female"	"F"	"79 years"	"79"	2478	346842	714.4
	"Black or African American"	"2054-5"	"Female"	"F"	"80 years"	"80"	2675	321434	832.2
	"Black or African American"	"2054-5"	"Female"	"F"	"81 years"	"81"	2735	301975	905.7
	"Black or African American"	"2054-5"	"Female"	"F"	"82 years"	"82"	2763	281864	980.3
	"Black or African American"	"2054-5"	"Female"	"F"	"83 years"	"83"	2887	262115	1101.4
	"Black or African American"	"2054-5"	"Female"	"F"	"84 years"	"84"	2903	241294	1203.1
	"Black or African American"	"2054-5"	"Female"	"F"	"85 years"	"85"	2995	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"86 years"	"86"	3009	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"87 years"	"87"	2927	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"88 years"	"88"	2872	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"89 years"	"89"	2674	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"90 years"	"90"	2582	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"91 years"	"91"	2366	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"92 years"	"92"	2130	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"93 years"	"93"	1958	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"94 years"	"94"	1685	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	1505	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	1337	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	1094	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	872	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	701	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	1994	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	28	1556090	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	17	1786561	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	18	1735541	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	19	1659040	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	31	1576565	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	30	1500834	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	39	1440666	2.7
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	52	1395687	3.7
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	42	1371790	3.1
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	55	1349001	4.1
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	87	1337983	6.5
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	92	1338883	6.9
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	124	1301931	9.5
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	134	1288351	10.4
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	140	1251244	11.2
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	173	1218927	14.2
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	191	1197806	15.9
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	211	1189879	17.7
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	253	1197503	21.1
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	261	1221463	21.4
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	356	1247296	28.5
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	407	1256785	32.4
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	510	1260591	40.5
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	475	1257117	37.8
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	574	1256955	45.7
	"Black or African American"	"2054-5"	"Male"	"M"	"44 years"	"44"	679	1261849	53.8
	"Black or African American"	"2054-5"	"Male"	"M"	"45 years"	"45"	781	1280219	61.0
	"Black or African American"	"2054-5"	"Male"	"M"	"46 years"	"46"	879	1294840	67.9
	"Black or African American"	"2054-5"	"Male"	"M"	"47 years"	"47"	1032	1315478	78.5
	"Black or African American"	"2054-5"	"Male"	"M"	"48 years"	"48"	1160	1318044	88.0
	"Black or African American"	"2054-5"	"Male"	"M"	"49 years"	"49"	1318	1327242	99.3
	"Black or African American"	"2054-5"	"Male"	"M"	"50 years"	"50"	1447	1306593	110.7
	"Black or African American"	"2054-5"	"Male"	"M"	"51 years"	"51"	1601	1296348	123.5
	"Black or African American"	"2054-5"	"Male"	"M"	"52 years"	"52"	1790	1281027	139.7
	"Black or African American"	"2054-5"	"Male"	"M"	"53 years"	"53"	2011	1248610	161.1
	"Black or African American"	"2054-5"	"Male"	"M"	"54 years"	"54"	2103	1216747	172.8
	"Black or African American"	"2054-5"	"Male"	"M"	"55 years"	"55"	2311	1163419	198.6
	"Black or African American"	"2054-5"	"Male"	"M"	"56 years"	"56"	2419	1110266	217.9
	"Black or African American"	"2054-5"	"Male"	"M"	"57 years"	"57"	2521	1053200	239.4
	"Black or African American"	"2054-5"	"Male"	"M"	"58 years"	"58"	2557	1004019	254.7
	"Black or African American"	"2054-5"	"Male"	"M"	"59 years"	"59"	2550	955075	267.0
	"Black or African American"	"2054-5"	"Male"	"M"	"60 years"	"60"	2777	897567	309.4
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	2798	858124	326.1
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	2895	817862	354.0
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	2752	746684	368.6
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	2776	686553	404.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	2711	629125	430.9
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	2641	577430	457.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	2504	522471	479.3
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	2599	492382	527.8
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	2602	461761	563.5
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	2536	425593	595.9
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	2558	396368	645.4
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	2485	366631	677.8
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	2539	341489	743.5
	"Black or African American"	"2054-5"	"Male"	"M"	"74 years"	"74"	2452	319420	767.6
	"Black or African American"	"2054-5"	"Male"	"M"	"75 years"	"75"	2499	291816	856.4
	"Black or African American"	"2054-5"	"Male"	"M"	"76 years"	"76"	2558	270816	944.6
	"Black or African American"	"2054-5"	"Male"	"M"	"77 years"	"77"	2469	249152	991.0
	"Black or African American"	"2054-5"	"Male"	"M"	"78 years"	"78"	2398	224310	1069.1
	"Black or African American"	"2054-5"	"Male"	"M"	"79 years"	"79"	2309	206004	1120.9
	"Black or African American"	"2054-5"	"Male"	"M"	"80 years"	"80"	2243	184403	1216.4
	"Black or African American"	"2054-5"	"Male"	"M"	"81 years"	"81"	2232	166450	1340.9
	"Black or African American"	"2054-5"	"Male"	"M"	"82 years"	"82"	2258	149612	1509.2
	"Black or African American"	"2054-5"	"Male"	"M"	"83 years"	"83"	2170	134811	1609.7
	"Black or African American"	"2054-5"	"Male"	"M"	"84 years"	"84"	2148	118388	1814.4
	"Black or African American"	"2054-5"	"Male"	"M"	"85 years"	"85"	2110	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"86 years"	"86"	1799	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"87 years"	"87"	1690	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"88 years"	"88"	1589	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"89 years"	"89"	1396	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"90 years"	"90"	1245	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"91 years"	"91"	1044	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"92 years"	"92"	895	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"93 years"	"93"	696	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"94 years"	"94"	592	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"95 years"	"95"	455	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"96 years"	"96"	342	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"97 years"	"97"	254	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"98 years"	"98"	195	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"99 years"	"99"	169	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"100+ years"	"100"	336	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	19	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"0"	38	5071512	0.7
	"White"	"2106-3"	"Female"	"F"	"17 years"	"17"	10	6006529	Unreliable
	"White"	"2106-3"	"Female"	"F"	"18 years"	"18"	10	6151379	Unreliable
	"White"	"2106-3"	"Female"	"F"	"19 years"	"19"	12	6306530	Unreliable
	"White"	"2106-3"	"Female"	"F"	"20 years"	"20"	14	6340394	Unreliable
	"White"	"2106-3"	"Female"	"F"	"21 years"	"21"	11	6377081	Unreliable
	"White"	"2106-3"	"Female"	"F"	"22 years"	"22"	12	6347179	Unreliable
	"White"	"2106-3"	"Female"	"F"	"23 years"	"23"	17	6283303	Unreliable
	"White"	"2106-3"	"Female"	"F"	"24 years"	"24"	30	6230846	0.5
	"White"	"2106-3"	"Female"	"F"	"25 years"	"25"	29	6195595	0.5
	"White"	"2106-3"	"Female"	"F"	"26 years"	"26"	27	6179992	0.4
	"White"	"2106-3"	"Female"	"F"	"27 years"	"27"	43	6214326	0.7
	"White"	"2106-3"	"Female"	"F"	"28 years"	"28"	74	6212927	1.2
	"White"	"2106-3"	"Female"	"F"	"29 years"	"29"	96	6161683	1.6
	"White"	"2106-3"	"Female"	"F"	"30 years"	"30"	106	6144504	1.7
	"White"	"2106-3"	"Female"	"F"	"31 years"	"31"	95	6017259	1.6
	"White"	"2106-3"	"Female"	"F"	"32 years"	"32"	106	5962936	1.8
	"White"	"2106-3"	"Female"	"F"	"33 years"	"33"	127	5813419	2.2
	"White"	"2106-3"	"Female"	"F"	"34 years"	"34"	165	5739166	2.9
	"White"	"2106-3"	"Female"	"F"	"35 years"	"35"	179	5676155	3.2
	"White"	"2106-3"	"Female"	"F"	"36 years"	"36"	235	5665328	4.1
	"White"	"2106-3"	"Female"	"F"	"37 years"	"37"	245	5769098	4.2
	"White"	"2106-3"	"Female"	"F"	"38 years"	"38"	316	6012448	5.3
	"White"	"2106-3"	"Female"	"F"	"39 years"	"39"	360	6239515	5.8
	"White"	"2106-3"	"Female"	"F"	"40 years"	"40"	550	6404164	8.6
	"White"	"2106-3"	"Female"	"F"	"41 years"	"41"	590	6543343	9.0
	"White"	"2106-3"	"Female"	"F"	"42 years"	"42"	681	6640698	10.3
	"White"	"2106-3"	"Female"	"F"	"43 years"	"43"	730	6669330	10.9
	"White"	"2106-3"	"Female"	"F"	"44 years"	"44"	903	6766456	13.3
	"White"	"2106-3"	"Female"	"F"	"45 years"	"45"	1033	6981344	14.8
	"White"	"2106-3"	"Female"	"F"	"46 years"	"46"	1274	7216881	17.7
	"White"	"2106-3"	"Female"	"F"	"47 years"	"47"	1450	7472305	19.4
	"White"	"2106-3"	"Female"	"F"	"48 years"	"48"	1618	7734996	20.9
	"White"	"2106-3"	"Female"	"F"	"49 years"	"49"	1840	7900338	23.3
	"White"	"2106-3"	"Female"	"F"	"50 years"	"50"	2164	7967648	27.2
	"White"	"2106-3"	"Female"	"F"	"51 years"	"51"	2341	8037226	29.1
	"White"	"2106-3"	"Female"	"F"	"52 years"	"52"	2752	8077559	34.1
	"White"	"2106-3"	"Female"	"F"	"53 years"	"53"	2764	7988184	34.6
	"White"	"2106-3"	"Female"	"F"	"54 years"	"54"	3147	7968527	39.5
	"White"	"2106-3"	"Female"	"F"	"55 years"	"55"	3334	7871635	42.4
	"White"	"2106-3"	"Female"	"F"	"56 years"	"56"	3573	7738344	46.2
	"White"	"2106-3"	"Female"	"F"	"57 years"	"57"	3868	7578584	51.0
	"White"	"2106-3"	"Female"	"F"	"58 years"	"58"	4147	7430094	55.8
	"White"	"2106-3"	"Female"	"F"	"59 years"	"59"	4352	7223817	60.2
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	4817	7058926	68.2
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	5235	6943408	75.4
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	5727	7019942	81.6
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	6230	6561357	94.9
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	6543	6286342	104.1
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	6790	6005415	113.1
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	7088	5750414	123.3
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	7221	5212157	138.5
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	7725	5040162	153.3
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	7929	4831562	164.1
	"White"	"2106-3"	"Female"	"F"	"70 years"	"70"	8453	4569881	185.0
	"White"	"2106-3"	"Female"	"F"	"71 years"	"71"	8875	4265954	208.0
	"White"	"2106-3"	"Female"	"F"	"72 years"	"72"	9138	4020761	227.3
	"White"	"2106-3"	"Female"	"F"	"73 years"	"73"	9613	3851796	249.6
	"White"	"2106-3"	"Female"	"F"	"74 years"	"74"	10564	3716346	284.3
	"White"	"2106-3"	"Female"	"F"	"75 years"	"75"	11397	3528814	323.0
	"White"	"2106-3"	"Female"	"F"	"76 years"	"76"	12453	3386515	367.7
	"White"	"2106-3"	"Female"	"F"	"77 years"	"77"	13473	3282243	410.5
	"White"	"2106-3"	"Female"	"F"	"78 years"	"78"	14915	3184068	468.4
	"White"	"2106-3"	"Female"	"F"	"79 years"	"79"	16152	3104317	520.3
	"White"	"2106-3"	"Female"	"F"	"80 years"	"80"	17808	3006321	592.4
	"White"	"2106-3"	"Female"	"F"	"81 years"	"81"	19909	2933523	678.7
	"White"	"2106-3"	"Female"	"F"	"82 years"	"82"	21731	2826765	768.8
	"White"	"2106-3"	"Female"	"F"	"83 years"	"83"	23568	2690403	876.0
	"White"	"2106-3"	"Female"	"F"	"84 years"	"84"	25980	2547664	1019.8
	"White"	"2106-3"	"Female"	"F"	"85 years"	"85"	28007	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"86 years"	"86"	29941	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"87 years"	"87"	31176	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"88 years"	"88"	32274	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"89 years"	"89"	32586	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"90 years"	"90"	32069	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"91 years"	"91"	30586	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"92 years"	"92"	28146	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"93 years"	"93"	25606	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"94 years"	"94"	22852	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"95 years"	"95"	19620	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"96 years"	"96"	16591	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"97 years"	"97"	13198	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"98 years"	"98"	10371	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	7735	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	16402	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"0"	52	5321748	1.0
	"White"	"2106-3"	"Male"	"M"	"17 years"	"17"	11	6359809	Unreliable
	"White"	"2106-3"	"Male"	"M"	"18 years"	"18"	18	6482204	Unreliable
	"White"	"2106-3"	"Male"	"M"	"19 years"	"19"	31	6613193	0.5
	"White"	"2106-3"	"Male"	"M"	"20 years"	"20"	45	6610588	0.7
	"White"	"2106-3"	"Male"	"M"	"21 years"	"21"	49	6612484	0.7
	"White"	"2106-3"	"Male"	"M"	"22 years"	"22"	55	6554113	0.8
	"White"	"2106-3"	"Male"	"M"	"23 years"	"23"	61	6474487	0.9
	"White"	"2106-3"	"Male"	"M"	"24 years"	"24"	72	6406482	1.1
	"White"	"2106-3"	"Male"	"M"	"25 years"	"25"	101	6350939	1.6
	"White"	"2106-3"	"Male"	"M"	"26 years"	"26"	111	6319939	1.8
	"White"	"2106-3"	"Male"	"M"	"27 years"	"27"	143	6320904	2.3
	"White"	"2106-3"	"Male"	"M"	"28 years"	"28"	200	6308081	3.2
	"White"	"2106-3"	"Male"	"M"	"29 years"	"29"	183	6249421	2.9
	"White"	"2106-3"	"Male"	"M"	"30 years"	"30"	260	6262256	4.2
	"White"	"2106-3"	"Male"	"M"	"31 years"	"31"	270	6119556	4.4
	"White"	"2106-3"	"Male"	"M"	"32 years"	"32"	393	6062272	6.5
	"White"	"2106-3"	"Male"	"M"	"33 years"	"33"	400	5904985	6.8
	"White"	"2106-3"	"Male"	"M"	"34 years"	"34"	461	5820046	7.9
	"White"	"2106-3"	"Male"	"M"	"35 years"	"35"	531	5758734	9.2
	"White"	"2106-3"	"Male"	"M"	"36 years"	"36"	650	5730865	11.3
	"White"	"2106-3"	"Male"	"M"	"37 years"	"37"	804	5833830	13.8
	"White"	"2106-3"	"Male"	"M"	"38 years"	"38"	954	6067238	15.7
	"White"	"2106-3"	"Male"	"M"	"39 years"	"39"	1200	6299321	19.0
	"White"	"2106-3"	"Male"	"M"	"40 years"	"40"	1463	6462047	22.6
	"White"	"2106-3"	"Male"	"M"	"41 years"	"41"	1680	6594472	25.5
	"White"	"2106-3"	"Male"	"M"	"42 years"	"42"	1963	6688450	29.3
	"White"	"2106-3"	"Male"	"M"	"43 years"	"43"	2171	6698973	32.4
	"White"	"2106-3"	"Male"	"M"	"44 years"	"44"	2639	6779887	38.9
	"White"	"2106-3"	"Male"	"M"	"45 years"	"45"	3114	6966596	44.7
	"White"	"2106-3"	"Male"	"M"	"46 years"	"46"	3821	7173544	53.3
	"White"	"2106-3"	"Male"	"M"	"47 years"	"47"	4520	7415519	61.0
	"White"	"2106-3"	"Male"	"M"	"48 years"	"48"	5143	7646861	67.3
	"White"	"2106-3"	"Male"	"M"	"49 years"	"49"	6031	7803336	77.3
	"White"	"2106-3"	"Male"	"M"	"50 years"	"50"	6887	7845575	87.8
	"White"	"2106-3"	"Male"	"M"	"51 years"	"51"	7565	7900723	95.8
	"White"	"2106-3"	"Male"	"M"	"52 years"	"52"	8373	7919102	105.7
	"White"	"2106-3"	"Male"	"M"	"53 years"	"53"	9265	7815693	118.5
	"White"	"2106-3"	"Male"	"M"	"54 years"	"54"	9718	7771849	125.0
	"White"	"2106-3"	"Male"	"M"	"55 years"	"55"	10576	7633949	138.5
	"White"	"2106-3"	"Male"	"M"	"56 years"	"56"	11205	7475025	149.9
	"White"	"2106-3"	"Male"	"M"	"57 years"	"57"	11875	7297732	162.7
	"White"	"2106-3"	"Male"	"M"	"58 years"	"58"	12464	7121050	175.0
	"White"	"2106-3"	"Male"	"M"	"59 years"	"59"	13154	6905633	190.5
	"White"	"2106-3"	"Male"	"M"	"60 years"	"60"	13798	6721379	205.3
	"White"	"2106-3"	"Male"	"M"	"61 years"	"61"	14304	6599312	216.7
	"White"	"2106-3"	"Male"	"M"	"62 years"	"62"	15675	6647592	235.8
	"White"	"2106-3"	"Male"	"M"	"63 years"	"63"	15710	6193846	253.6
	"White"	"2106-3"	"Male"	"M"	"64 years"	"64"	16088	5906021	272.4
	"White"	"2106-3"	"Male"	"M"	"65 years"	"65"	16175	5606760	288.5
	"White"	"2106-3"	"Male"	"M"	"66 years"	"66"	16451	5330231	308.6
	"White"	"2106-3"	"Male"	"M"	"67 years"	"67"	16159	4787360	337.5
	"White"	"2106-3"	"Male"	"M"	"68 years"	"68"	16462	4581129	359.3
	"White"	"2106-3"	"Male"	"M"	"69 years"	"69"	16825	4346472	387.1
	"White"	"2106-3"	"Male"	"M"	"70 years"	"70"	16923	4072507	415.5
	"White"	"2106-3"	"Male"	"M"	"71 years"	"71"	17003	3759886	452.2
	"White"	"2106-3"	"Male"	"M"	"72 years"	"72"	17292	3500465	494.0
