"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	"2011"	"2011"	Suppressed	1218225	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	"2012"	"2012"	Suppressed	1211117	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	"2013"	"2013"	Suppressed	1198946	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	"2014"	"2014"	Suppressed	1198329	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	"2015"	"2015"	Suppressed	1199926	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	"2016"	"2016"	Suppressed	1203390	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	"2017"	"2017"	0	1207089	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	"2018"	"2018"	Suppressed	1203778	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	"2019"	"2019"	Suppressed	1188868	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	"2020 "	"2020"	Suppressed	1194292	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"1999"	"1999"	Suppressed	3167434	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2000"	"2000"	0	3189724	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2001"	"2001"	Suppressed	3202946	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2002"	"2002"	Suppressed	3202661	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2003"	"2003"	Suppressed	3192811	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2004"	"2004"	Suppressed	3167811	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2005"	"2005"	Suppressed	3127151	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2006"	"2006"	Suppressed	3103199	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2007"	"2007"	Suppressed	3076310	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2008"	"2008"	Suppressed	3049126	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2009"	"2009"	Suppressed	3034550	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2010"	"2010"	Suppressed	3030706	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2011"	"2011"	Suppressed	3025569	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2012"	"2012"	Suppressed	3034888	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2013"	"2013"	Suppressed	3043933	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2014"	"2014"	Suppressed	3050968	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2015"	"2015"	Suppressed	3043790	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2016"	"2016"	Suppressed	3039914	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2017"	"2017"	Suppressed	3049074	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2018"	"2018"	Suppressed	3060164	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2019"	"2019"	Suppressed	3067557	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5-14 years"	"5-14"	"2020 "	"2020"	Suppressed	3083950	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"1999"	"1999"	26	2799428	0.9
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2000"	"2000"	15	2831875	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2001"	"2001"	21	2905778	0.7
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2002"	"2002"	19	2957737	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2003"	"2003"	22	3011007	0.7
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2004"	"2004"	13	3065345	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2005"	"2005"	14	3120765	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2006"	"2006"	23	3171817	0.7
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2007"	"2007"	20	3220985	0.6
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2008"	"2008"	16	3267835	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2009"	"2009"	16	3304624	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2010"	"2010"	22	3319205	0.7
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2011"	"2011"	17	3345742	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2012"	"2012"	17	3366865	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2013"	"2013"	14	3372635	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2014"	"2014"	14	3367586	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2015"	"2015"	17	3342283	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2016"	"2016"	15	3294240	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2017"	"2017"	15	3251690	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2018"	"2018"	14	3201996	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2019"	"2019"	22	3163467	0.7
	"Black or African American"	"2054-5"	"Female"	"F"	"15-24 years"	"15-24"	"2020 "	"2020"	Suppressed	3143038	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"1999"	"1999"	81	2752016	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2000"	"2000"	94	2729999	3.4
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2001"	"2001"	91	2693115	3.4
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2002"	"2002"	93	2687193	3.5
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2003"	"2003"	87	2683307	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2004"	"2004"	109	2701278	4.0
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2005"	"2005"	75	2714103	2.8
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2006"	"2006"	88	2726529	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2007"	"2007"	80	2748019	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2008"	"2008"	123	2775106	4.4
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2009"	"2009"	89	2812534	3.2
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2010"	"2010"	86	2839351	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2011"	"2011"	85	2890354	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2012"	"2012"	91	2932865	3.1
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2013"	"2013"	98	2981135	3.3
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2014"	"2014"	82	3055628	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2015"	"2015"	106	3127225	3.4
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2016"	"2016"	88	3206458	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2017"	"2017"	78	3293098	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2018"	"2018"	97	3360161	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2019"	"2019"	98	3420785	2.9
	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2020 "	"2020"	119	3459490	3.4
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"1999"	"1999"	569	2928024	19.4
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2000"	"2000"	561	2947420	19.0
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2001"	"2001"	547	2967308	18.4
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2002"	"2002"	545	2954869	18.4
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2003"	"2003"	516	2939713	17.6
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2004"	"2004"	520	2918480	17.8
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2005"	"2005"	495	2903121	17.1
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2006"	"2006"	488	2900185	16.8
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2007"	"2007"	400	2885371	13.9
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2008"	"2008"	442	2858721	15.5
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2009"	"2009"	389	2817340	13.8
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2010"	"2010"	383	2788664	13.7
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2011"	"2011"	343	2754761	12.5
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2012"	"2012"	326	2754386	11.8
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2013"	"2013"	360	2756591	13.1
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2014"	"2014"	382	2780848	13.7
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2015"	"2015"	357	2800164	12.7
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2016"	"2016"	356	2797793	12.7
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2017"	"2017"	391	2826613	13.8
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2018"	"2018"	352	2849171	12.4
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2019"	"2019"	391	2879353	13.6
	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2020 "	"2020"	471	2917360	16.1
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"1999"	"1999"	1571	2123125	74.0
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2000"	"2000"	1619	2206359	73.4
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2001"	"2001"	1658	2338690	70.9
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2002"	"2002"	1712	2427025	70.5
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2003"	"2003"	1680	2508152	67.0
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2004"	"2004"	1673	2583955	64.7
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2005"	"2005"	1673	2659853	62.9
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2006"	"2006"	1664	2725618	61.1
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2007"	"2007"	1593	2788991	57.1
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2008"	"2008"	1666	2847158	58.5
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2009"	"2009"	1474	2896554	50.9
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2010"	"2010"	1446	2925567	49.4
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2011"	"2011"	1384	2929318	47.2
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2012"	"2012"	1356	2913712	46.5
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2013"	"2013"	1339	2896386	46.2
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2014"	"2014"	1308	2875907	45.5
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2015"	"2015"	1292	2863655	45.1
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2016"	"2016"	1299	2854999	45.5
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2017"	"2017"	1240	2845566	43.6
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2018"	"2018"	1266	2811658	45.0
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2019"	"2019"	1137	2774547	41.0
	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2020 "	"2020"	1317	2745822	48.0
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"1999"	"1999"	2962	1289429	229.7
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2000"	"2000"	3020	1317856	229.2
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2001"	"2001"	3007	1360000	221.1
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2002"	"2002"	2942	1428522	205.9
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2003"	"2003"	2978	1500641	198.4
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2004"	"2004"	2847	1584608	179.7
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2005"	"2005"	2938	1674866	175.4
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2006"	"2006"	2782	1766706	157.5
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2007"	"2007"	2773	1854228	149.6
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2008"	"2008"	2851	1938978	147.0
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2009"	"2009"	2793	2037954	137.0
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2010"	"2010"	2781	2121490	131.1
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2011"	"2011"	2819	2249214	125.3
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2012"	"2012"	2912	2332305	124.9
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2013"	"2013"	2908	2405774	120.9
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2014"	"2014"	2896	2479158	116.8
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2015"	"2015"	3056	2549645	119.9
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2016"	"2016"	3106	2602528	119.3
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2017"	"2017"	3116	2660844	117.1
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2018"	"2018"	3169	2699093	117.4
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2019"	"2019"	3037	2730944	111.2
	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2020 "	"2020"	3430	2750975	124.7
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"1999"	"1999"	5757	943216	610.4
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2000"	"2000"	5597	949415	589.5
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2001"	"2001"	5288	963086	549.1
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2002"	"2002"	5017	972387	515.9
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2003"	"2003"	4798	986404	486.4
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2004"	"2004"	4524	999456	452.6
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2005"	"2005"	4215	1018383	413.9
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2006"	"2006"	4047	1041139	388.7
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2007"	"2007"	3968	1065530	372.4
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2008"	"2008"	3708	1097809	337.8
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2009"	"2009"	3685	1129394	326.3
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2010"	"2010"	3547	1154227	307.3
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2011"	"2011"	3575	1196557	298.8
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2012"	"2012"	3516	1260777	278.9
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2013"	"2013"	3738	1331246	280.8
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	3767	1409606	267.2
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2015"	"2015"	3844	1488908	258.2
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2016"	"2016"	4177	1567841	266.4
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	4079	1646695	247.7
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2018"	"2018"	4219	1715869	245.9
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2019"	"2019"	4286	1798969	238.2
	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2020 "	"2020"	5077	1884319	269.4
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"1999"	"1999"	8307	571170	1454.4
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2000"	"2000"	8061	575818	1399.9
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2001"	"2001"	7997	592581	1349.5
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2002"	"2002"	7901	603490	1309.2
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2003"	"2003"	7451	613061	1215.4
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2004"	"2004"	7079	619972	1141.8
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	6918	627513	1102.4
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	6403	632037	1013.1
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	5981	637143	938.7
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2008"	"2008"	5707	643996	886.2
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2009"	"2009"	5512	649006	849.3
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2010"	"2010"	5254	655779	801.2
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	5096	675058	754.9
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2012"	"2012"	4811	684084	703.3
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2013"	"2013"	4822	699348	689.5
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	4690	716232	654.8
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	4580	736690	621.7
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2016"	"2016"	4775	758737	629.3
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2017"	"2017"	4605	785781	586.0
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2018"	"2018"	4696	816332	575.3
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2019"	"2019"	4693	850084	552.1
	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2020 "	"2020"	5367	878380	611.0
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	8826	225142	3920.2
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2000"	"2000"	8765	229308	3822.4
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	8766	226836	3864.5
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2002"	"2002"	8679	225501	3848.8
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	8519	225873	3771.6
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2004"	"2004"	7847	228060	3440.8
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2005"	"2005"	7778	235430	3303.7
