Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
Black or African American	Male	M	85 years	85	2018	2018	3057	153453	1992.14091611112
White	Female	F	35 years	35	2014	2014	259	5731690	4.51873705660983
White	Female	F	35 years	35	2015	2015	267	5833729	4.57683241713833
White	Female	F	35 years	35	2016	2016	271	5961787	4.54561694337621
White	Female	F	35 years	35	2017	2017	267	6056650	4.40837756845781
White	Female	F	35 years	35	2018	2018	243	6141169	3.95690136519611
White	Female	F	40 years	40	2014	2014	669	6195322	10.7984702005804
White	Female	F	40 years	40	2015	2015	608	5972413	10.1801399199955
White	Female	F	40 years	40	2016	2016	589	5734030	10.2720076455826
White	Female	F	40 years	40	2017	2017	544	5643966	9.63861228079687
White	Female	F	40 years	40	2018	2018	540	5645389	9.56532844769422
White	Female	F	45 years	45	2014	2014	1249	6707094	18.6220738817735
White	Female	F	45 years	45	2015	2015	1300	6607066	19.6759045543059
White	Female	F	45 years	45	2016	2016	1182	6587079	17.944220799538
White	Female	F	45 years	45	2017	2017	1111	6488048	17.1237943985618
White	Female	F	45 years	45	2018	2018	1143	6336597	18.0380731171637
White	Female	F	50 years	50	2014	2014	2724	7815134	34.8554484158557
White	Female	F	50 years	50	2015	2015	2598	7634993	34.0275361090704
White	Female	F	50 years	50	2016	2016	2434	7355389	33.0913837459854
White	Female	F	50 years	50	2017	2017	2337	7089801	32.9628433858722
White	Female	F	50 years	50	2018	2018	2197	6817142	32.2275815877093
White	Female	F	55 years	55	2014	2014	4104	7844960	52.3138422630581
White	Female	F	55 years	55	2015	2015	4132	7872823	52.4843502768956
White	Female	F	55 years	55	2016	2016	4283	7895816	54.2439185512935
White	Female	F	55 years	55	2017	2017	4220	7825343	53.9273486159009
White	Female	F	55 years	55	2018	2018	3959	7726628	51.238392737427
White	Female	F	60 years	60	2014	2014	5699	7093153	80.3450877205102
White	Female	F	60 years	60	2015	2015	5938	7239722	82.0197239617764
White	Female	F	60 years	60	2016	2016	5943	7349441	80.8632928681243
White	Female	F	60 years	60	2017	2017	6054	7471715	81.0255744497749
White	Female	F	60 years	60	2018	2018	5997	7550439	79.4258453051538
White	Female	F	65 years	65	2014	2014	7663	6123197	125.147043284742
White	Female	F	65 years	65	2015	2015	7985	6373883	125.276852430457
White	Female	F	65 years	65	2016	2016	8102	6658443	121.680098485487
White	Female	F	65 years	65	2017	2017	8149	6587391	123.706031720297
White	Female	F	65 years	65	2018	2018	7971	6652125	119.826371272338
White	Female	F	70 years	70	2014	2014	9543	4607294	207.128088635108
White	Female	F	70 years	70	2015	2015	9864	4750284	207.650742566129
White	Female	F	70 years	70	2016	2016	9983	4856799	205.546904452912
White	Female	F	70 years	70	2017	2017	10405	5278005	197.138881073436
White	Female	F	70 years	70	2018	2018	10592	5469235	193.665110385639
White	Female	F	75 years	75	2014	2014	12308	3420345	359.846740606576
White	Female	F	75 years	75	2015	2015	12346	3479260	354.845570609842
White	Female	F	75 years	75	2016	2016	12194	3573929	341.193123870116
White	Female	F	75 years	75	2017	2017	12412	3716831	333.940391693892
White	Female	F	75 years	75	2018	2018	12734	3943031	322.949527913932
White	Female	F	80 years	80	2014	2014	18270	2682034	681.199418053612
White	Female	F	80 years	80	2015	2015	18137	2666277	680.236899616957
White	Female	F	80 years	80	2016	2016	16867	2666251	632.611108256499
White	Female	F	80 years	80	2017	2017	16481	2679545	615.067110274319
White	Female	F	80 years	80	2018	2018	16615	2732446	608.063251753191
White	Female	F	85 years	85	2014	2014	68218	3337547	2043.95623492343
White	Female	F	85 years	85	2015	2015	67161	3354228	2002.27891485015
White	Female	F	85 years	85	2016	2016	63919	3362797	1900.76891349671
White	Female	F	85 years	85	2017	2017	63244	3354895	1885.12606206752
White	Female	F	85 years	85	2018	2018	61151	3349454	1825.70054701453
White	Male	M	35 years	35	2014	2014	718	5812100	12.3535383080126
White	Male	M	35 years	35	2015	2015	711	5920224	12.0096807147838
White	Male	M	35 years	35	2016	2016	719	6049049	11.8861659080626
White	Male	M	35 years	35	2017	2017	728	6142103	11.8526179062774
White	Male	M	35 years	35	2018	2018	714	6221562	11.4762177086719
White	Male	M	40 years	40	2014	2014	1759	6243102	28.1750962902737
White	Male	M	40 years	40	2015	2015	1668	6022801	27.6947553140142
White	Male	M	40 years	40	2016	2016	1610	5784403	27.8334687261589
White	Male	M	40 years	40	2017	2017	1521	5696250	26.7017774851876
White	Male	M	40 years	40	2018	2018	1450	5701206	25.4332153582944
White	Male	M	45 years	45	2014	2014	3664	6694216	54.7338179706182
White	Male	M	45 years	45	2015	2015	3487	6609912	52.7541062573904
White	Male	M	45 years	45	2016	2016	3564	6598591	54.0115306434358
White	Male	M	45 years	45	2017	2017	3286	6507420	50.4962027961927
White	Male	M	45 years	45	2018	2018	3283	6351420	51.6892285504659
White	Male	M	50 years	50	2014	2014	7664	7665141	99.9851144290757
White	Male	M	50 years	50	2015	2015	7480	7489701	99.8704754702491
White	Male	M	50 years	50	2016	2016	7070	7227858	97.8159781224257
White	Male	M	50 years	50	2017	2017	6723	6978435	96.3396520853171
White	Male	M	50 years	50	2018	2018	6379	6727826	94.8151750654669
White	Male	M	55 years	55	2014	2014	12142	7567749	160.444010497705
White	Male	M	55 years	55	2015	2015	11862	7603227	156.012703553373
White	Male	M	55 years	55	2016	2016	11936	7624881	156.540147970834
White	Male	M	55 years	55	2017	2017	11653	7558976	154.161092719437
White	Male	M	55 years	55	2018	2018	11619	7462883	155.690501914609
White	Male	M	60 years	60	2014	2014	15403	6683927	230.44835767955
White	Male	M	60 years	60	2015	2015	15526	6814088	227.851474768157
White	Male	M	60 years	60	2016	2016	15839	6916690	228.99681784206
White	Male	M	60 years	60	2017	2017	16273	7031812	231.419725100728
White	Male	M	60 years	60	2018	2018	16352	7112293	229.91178794237
White	Male	M	65 years	65	2014	2014	17830	5660062	315.014217158752
White	Male	M	65 years	65	2015	2015	18348	5890546	311.482161415937
White	Male	M	65 years	65	2016	2016	19214	6132295	313.32478297277
White	Male	M	65 years	65	2017	2017	19011	6052363	314.10872084176
White	Male	M	65 years	65	2018	2018	19273	6094585	316.231539965395
White	Male	M	70 years	70	2014	2014	18687	4054745	460.86745282379
White	Male	M	70 years	70	2015	2015	19182	4194407	457.323287892663
White	Male	M	70 years	70	2016	2016	19851	4301332	461.508202575388
White	Male	M	70 years	70	2017	2017	21268	4696082	452.88817358811
White	Male	M	70 years	70	2018	2018	21487	4875761	440.690181491669
White	Male	M	75 years	75	2014	2014	20402	2806684	726.907624798517
White	Male	M	75 years	75	2015	2015	20171	2869856	702.85756497887
White	Male	M	75 years	75	2016	2016	20563	2954863	695.903667953472
White	Male	M	75 years	75	2017	2017	21335	3089031	690.669663075573
White	Male	M	75 years	75	2018	2018	21917	3294887	665.18214433454
White	Male	M	80 years	80	2014	2014	24013	1946464	1233.67295773259
White	Male	M	80 years	80	2015	2015	23820	1957509	1216.8526428231
White	Male	M	80 years	80	2016	2016	22914	1976253	1159.46693060048
White	Male	M	80 years	80	2017	2017	23210	2006679	1156.6374093714
White	Male	M	80 years	80	2018	2018	23308	2063839	1129.35165969826
White	Male	M	85 years	85	2014	2014	50372	1751652	2875.68535302674
White	Male	M	85 years	85	2015	2015	51142	1791088	2855.35942399257
White	Male	M	85 years	85	2016	2016	50107	1820369	2752.57379135769
White	Male	M	85 years	85	2017	2017	50718	1849670	2742.00262749572
White	Male	M	85 years	85	2018	2018	50324	1873994	2685.38746655539
