Cause of death Code	Race	Gender	Gender Code	Five-Year Ages	Five-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
I201	Black or African American	Female	F	40-44 years	40-44	1999	1999	1	1420696	0.0703880351602313
I248	Black or African American	Female	F	40-44 years	40-44	1999	1999	2	1420696	0.140776070320463
I214	Black or African American	Female	F	40-44 years	40-44	1999	1999	1	1420696	0.0703880351602313
I219	Black or African American	Female	F	40-44 years	40-44	1999	1999	151	1420696	10.6285933091949
I461	Black or African American	Female	F	40-44 years	40-44	1999	1999	3	1420696	0.211164105480694
I250	Black or African American	Female	F	40-44 years	40-44	1999	1999	74	1420696	5.20871460185712
I259	Black or African American	Female	F	40-44 years	40-44	1999	1999	13	1420696	0.915044457083007
I249	Black or African American	Female	F	40-44 years	40-44	1999	1999	1	1420696	0.0703880351602313
I255	Black or African American	Female	F	40-44 years	40-44	1999	1999	5	1420696	0.351940175801157
I252	Black or African American	Female	F	40-44 years	40-44	1999	1999	1	1420696	0.0703880351602313
I469	Black or African American	Female	F	40-44 years	40-44	1999	1999	28	1420696	1.97086498448648
I251	Black or African American	Female	F	40-44 years	40-44	1999	1999	110	1420696	7.74268386762545
I258	Black or African American	Female	F	40-44 years	40-44	1999	1999	2	1420696	0.140776070320463
I253	Black or African American	Female	F	40-44 years	40-44	1999	1999	1	1420696	0.0703880351602313
I219	Black or African American	Female	F	40-44 years	40-44	2000	2000	149	1442018	10.3327420323463
I250	Black or African American	Female	F	40-44 years	40-44	2000	2000	63	1442018	4.36887750360953
I248	Black or African American	Female	F	40-44 years	40-44	2000	2000	4	1442018	0.277389047848224
I251	Black or African American	Female	F	40-44 years	40-44	2000	2000	123	1442018	8.52971322133288
I259	Black or African American	Female	F	40-44 years	40-44	2000	2000	9	1442018	0.624125357658504
I252	Black or African American	Female	F	40-44 years	40-44	2000	2000	1	1442018	0.069347261962056
I461	Black or African American	Female	F	40-44 years	40-44	2000	2000	4	1442018	0.277389047848224
I253	Black or African American	Female	F	40-44 years	40-44	2000	2000	1	1442018	0.069347261962056
I469	Black or African American	Female	F	40-44 years	40-44	2000	2000	36	1442018	2.49650143063401
I255	Black or African American	Female	F	40-44 years	40-44	2000	2000	5	1442018	0.34673630981028
I258	Black or African American	Female	F	40-44 years	40-44	2000	2000	1	1442018	0.069347261962056
I200	Black or African American	Female	F	40-44 years	40-44	2001	2001	1	1475496	0.0677738197867022
I201	Black or African American	Female	F	40-44 years	40-44	2001	2001	1	1475496	0.0677738197867022
I248	Black or African American	Female	F	40-44 years	40-44	2001	2001	3	1475496	0.203321459360107
I209	Black or African American	Female	F	40-44 years	40-44	2001	2001	1	1475496	0.0677738197867022
I219	Black or African American	Female	F	40-44 years	40-44	2001	2001	160	1475496	10.8438111658724
I255	Black or African American	Female	F	40-44 years	40-44	2001	2001	3	1475496	0.203321459360107
I250	Black or African American	Female	F	40-44 years	40-44	2001	2001	69	1475496	4.67639356528245
I258	Black or African American	Female	F	40-44 years	40-44	2001	2001	1	1475496	0.0677738197867022
I249	Black or African American	Female	F	40-44 years	40-44	2001	2001	3	1475496	0.203321459360107
I259	Black or African American	Female	F	40-44 years	40-44	2001	2001	8	1475496	0.542190558293618
I252	Black or African American	Female	F	40-44 years	40-44	2001	2001	1	1475496	0.0677738197867022
I461	Black or African American	Female	F	40-44 years	40-44	2001	2001	4	1475496	0.271095279146809
I251	Black or African American	Female	F	40-44 years	40-44	2001	2001	111	1475496	7.52289399632395
I469	Black or African American	Female	F	40-44 years	40-44	2001	2001	25	1475496	1.69434549466756
I253	Black or African American	Female	F	40-44 years	40-44	2001	2001	1	1475496	0.0677738197867022
I252	Black or African American	Female	F	40-44 years	40-44	2002	2002	1	1487168	0.0672418986960451
I255	Black or African American	Female	F	40-44 years	40-44	2002	2002	4	1487168	0.26896759478418
I219	Black or African American	Female	F	40-44 years	40-44	2002	2002	142	1487168	9.5483496148384
I258	Black or African American	Female	F	40-44 years	40-44	2002	2002	2	1487168	0.13448379739209
I248	Black or African American	Female	F	40-44 years	40-44	2002	2002	7	1487168	0.470693290872316
I259	Black or African American	Female	F	40-44 years	40-44	2002	2002	8	1487168	0.537935189568361
I249	Black or African American	Female	F	40-44 years	40-44	2002	2002	5	1487168	0.336209493480225
I461	Black or African American	Female	F	40-44 years	40-44	2002	2002	6	1487168	0.403451392176271
I250	Black or African American	Female	F	40-44 years	40-44	2002	2002	74	1487168	4.97590050350734
I469	Black or African American	Female	F	40-44 years	40-44	2002	2002	24	1487168	1.61380556870508
I251	Black or African American	Female	F	40-44 years	40-44	2002	2002	114	1487168	7.66557645134914
I201	Black or African American	Female	F	40-44 years	40-44	2003	2003	1	1498869	0.066716971262999
I248	Black or African American	Female	F	40-44 years	40-44	2003	2003	5	1498869	0.333584856314995
I259	Black or African American	Female	F	40-44 years	40-44	2003	2003	6	1498869	0.400301827577994
I219	Black or African American	Female	F	40-44 years	40-44	2003	2003	145	1498869	9.67396083313485
I461	Black or African American	Female	F	40-44 years	40-44	2003	2003	3	1498869	0.200150913788997
I250	Black or African American	Female	F	40-44 years	40-44	2003	2003	57	1498869	3.80286736199094
I469	Black or African American	Female	F	40-44 years	40-44	2003	2003	28	1498869	1.86807519536397
I249	Black or African American	Female	F	40-44 years	40-44	2003	2003	3	1498869	0.200150913788997
I255	Black or African American	Female	F	40-44 years	40-44	2003	2003	2	1498869	0.133433942525998
I252	Black or African American	Female	F	40-44 years	40-44	2003	2003	2	1498869	0.133433942525998
I251	Black or African American	Female	F	40-44 years	40-44	2003	2003	114	1498869	7.60573472398188
I252	Black or African American	Female	F	40-44 years	40-44	2004	2004	3	1510161	0.198654315665681
I255	Black or African American	Female	F	40-44 years	40-44	2004	2004	4	1510161	0.264872420887574
I219	Black or African American	Female	F	40-44 years	40-44	2004	2004	152	1510161	10.0651519937278
I258	Black or African American	Female	F	40-44 years	40-44	2004	2004	3	1510161	0.198654315665681
I248	Black or African American	Female	F	40-44 years	40-44	2004	2004	3	1510161	0.198654315665681
I259	Black or African American	Female	F	40-44 years	40-44	2004	2004	16	1510161	1.0594896835503
I249	Black or African American	Female	F	40-44 years	40-44	2004	2004	3	1510161	0.198654315665681
I461	Black or African American	Female	F	40-44 years	40-44	2004	2004	11	1510161	0.728399157440829
I250	Black or African American	Female	F	40-44 years	40-44	2004	2004	74	1510161	4.90013978642012
I469	Black or African American	Female	F	40-44 years	40-44	2004	2004	26	1510161	1.72167073576923
I251	Black or African American	Female	F	40-44 years	40-44	2004	2004	100	1510161	6.62181052218936
I209	Black or African American	Female	F	40-44 years	40-44	2005	2005	1	1506129	0.0663953751637476
I255	Black or African American	Female	F	40-44 years	40-44	2005	2005	2	1506129	0.132790750327495
I250	Black or African American	Female	F	40-44 years	40-44	2005	2005	67	1506129	4.44849013597109
I258	Black or African American	Female	F	40-44 years	40-44	2005	2005	1	1506129	0.0663953751637476
I251	Black or African American	Female	F	40-44 years	40-44	2005	2005	107	1506129	7.10430514252099
I259	Black or African American	Female	F	40-44 years	40-44	2005	2005	7	1506129	0.464767626146233
I252	Black or African American	Female	F	40-44 years	40-44	2005	2005	1	1506129	0.0663953751637476
I461	Black or African American	Female	F	40-44 years	40-44	2005	2005	8	1506129	0.531163001309981
I248	Black or African American	Female	F	40-44 years	40-44	2005	2005	3	1506129	0.199186125491243
I469	Black or African American	Female	F	40-44 years	40-44	2005	2005	22	1506129	1.46069825360245
I219	Black or African American	Female	F	40-44 years	40-44	2005	2005	131	1506129	8.69779414645093
I219	Black or African American	Female	F	40-44 years	40-44	2006	2006	104	1494626	6.95826246833656
I251	Black or African American	Female	F	40-44 years	40-44	2006	2006	90	1494626	6.02157328990664
I255	Black or African American	Female	F	40-44 years	40-44	2006	2006	4	1494626	0.267625479551406
I214	Black or African American	Female	F	40-44 years	40-44	2006	2006	1	1494626	0.0669063698878515
I258	Black or African American	Female	F	40-44 years	40-44	2006	2006	4	1494626	0.267625479551406
I259	Black or African American	Female	F	40-44 years	40-44	2006	2006	13	1494626	0.86978280854207
I248	Black or African American	Female	F	40-44 years	40-44	2006	2006	3	1494626	0.200719109663555
I461	Black or African American	Female	F	40-44 years	40-44	2006	2006	4	1494626	0.267625479551406
I249	Black or African American	Female	F	40-44 years	40-44	2006	2006	3	1494626	0.200719109663555
I469	Black or African American	Female	F	40-44 years	40-44	2006	2006	24	1494626	1.60575287730844
I250	Black or African American	Female	F	40-44 years	40-44	2006	2006	79	1494626	5.28560322114027
I219	Black or African American	Female	F	40-44 years	40-44	2007	2007	97	1471651	6.59123664510132
I259	Black or African American	Female	F	40-44 years	40-44	2007	2007	14	1471651	0.951312505478541
