Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
Black or African American	Male	M	40 years	40	2020	2020	601	1265505	47.4909225961178
Black or African American	Male	M	40 years	40	2021	2021	665	1292454	51.4525081743722
Black or African American	Male	M	40 years	40	2022	2022	630	1329553	47.3843464683243
Black or African American	Male	M	45 years	45	2019	2019	866	1229131	70.4562817144796
Black or African American	Male	M	45 years	45	2020	2020	1036	1207681	85.7842426932278
Black or African American	Male	M	45 years	45	2021	2021	1046	1180757	88.5872368319646
Black or African American	Male	M	45 years	45	2022	2022	969	1208868	80.1576350767826
Black or African American	Male	M	50 years	50	2019	2019	1480	1208849	122.430510344965
Black or African American	Male	M	50 years	50	2020	2020	1802	1200964	150.046129609214
Black or African American	Male	M	50 years	50	2021	2021	1787	1217518	146.774010733312
Black or African American	Male	M	50 years	50	2022	2022	1601	1241315	128.976126124312
Black or African American	Male	M	55 years	55	2019	2019	2566	1228490	208.874309111185
Black or African American	Male	M	55 years	55	2020	2020	2826	1221168	231.417790181204
Black or African American	Male	M	55 years	55	2021	2021	2791	1225274	227.785785057057
Black or African American	Male	M	55 years	55	2022	2022	2454	1245216	197.074242541053
Black or African American	Male	M	60 years	60	2019	2019	3468	1076824	322.058200783043
Black or African American	Male	M	60 years	60	2020	2020	4011	1102596	363.777847915284
Black or African American	Male	M	60 years	60	2021	2021	4019	1127301	356.515251915859
Black or African American	Male	M	60 years	60	2022	2022	3760	1145245	328.314028875917
Black or African American	Male	M	65 years	65	2019	2019	3547	800482	443.108027413483
Black or African American	Male	M	65 years	65	2020	2020	4139	827816	499.990336016699
Black or African American	Male	M	65 years	65	2021	2021	4180	860401	485.819983937722
Black or African American	Male	M	65 years	65	2022	2022	4227	874149	483.556007042278
Black or African American	Male	M	70 years	70	2019	2019	3102	550140	563.856472897808
Black or African American	Male	M	70 years	70	2020	2020	3835	586258	654.148855964439
Black or African American	Male	M	70 years	70	2021	2021	4004	614962	651.097140961555
Black or African American	Male	M	70 years	70	2022	2022	3929	624990	628.650058400934
Black or African American	Male	M	75 years	75	2019	2019	2706	336433	804.320622531083
Black or African American	Male	M	75 years	75	2020	2020	3078	349269	881.269165027529
Black or African American	Male	M	75 years	75	2021	2021	2975	344967	862.401331141819
Black or African American	Male	M	75 years	75	2022	2022	2993	350908	852.930112736102
Black or African American	Male	M	80 years	80	2019	2019	2313	201218	1149.49954775418
Black or African American	Male	M	80 years	80	2020	2020	2622	207884	1261.28032941448
Black or African American	Male	M	80 years	80	2021	2021	2291	200559	1142.3072512328
Black or African American	Male	M	80 years	80	2022	2022	2411	204065	1181.48629113273
Black or African American	Male	M	85 years	85	2019	2019	3188	158499	2011.3691569032
Black or African American	Male	M	85 years	85	2020	2020	3469	163597	2120.45453156231
Black or African American	Male	M	85 years	85	2021	2021	3127	148429	2106.7311643951
Black or African American	Male	M	85 years	85	2022	2022	3047	151225	2014.87849231278
White	Female	F	35 years	35	2019	2019	232	6181915	3.75288239970947
White	Female	F	35 years	35	2020	2020	261	6204534	4.20660117262634
White	Female	F	35 years	35	2021	2021	263	6176169	4.25830316495549
White	Female	F	35 years	35	2022	2022	258	6278102	4.1095222728143
White	Female	F	40 years	40	2019	2019	489	5698602	8.58105198432879
White	Female	F	40 years	40	2020	2020	555	5799848	9.56921629670295
White	Female	F	40 years	40	2021	2021	563	5897471	9.54646491691099
White	Female	F	40 years	40	2022	2022	563	5985369	9.40627052400612
White	Female	F	45 years	45	2019	2019	1055	6135180	17.195909492468
White	Female	F	45 years	45	2020	2020	1102	5914090	18.6334668562704
White	Female	F	45 years	45	2021	2021	1128	5634132	20.0208301828924
White	Female	F	45 years	45	2022	2022	990	5707135	17.3467072357672
White	Female	F	50 years	50	2019	2019	1933	6599377	29.29064364712
White	Female	F	50 years	50	2020	2020	2097	6501091	32.2561243951208
White	Female	F	50 years	50	2021	2021	2134	6451717	33.0764663112161
White	Female	F	50 years	50	2022	2022	1942	6519597	29.7871172098521
White	Female	F	55 years	55	2019	2019	3928	7625376	51.5122139550889
White	Female	F	55 years	55	2020	2020	4067	7450226	54.5889480399655
White	Female	F	55 years	55	2021	2021	4014	7172732	55.9619403039177
White	Female	F	55 years	55	2022	2022	3779	7236952	52.2181161350801
White	Female	F	60 years	60	2019	2019	6041	7581734	79.6783427115749
White	Female	F	60 years	60	2020	2020	6378	7604662	83.8696052500427
White	Female	F	60 years	60	2021	2021	6611	7556418	87.4885428519174
White	Female	F	60 years	60	2022	2022	6555	7616632	86.0616608495724
White	Female	F	65 years	65	2019	2019	7830	6763238	115.77294780991
White	Female	F	65 years	65	2020	2020	8350	6898198	121.046105084255
White	Female	F	65 years	65	2021	2021	8754	6919897	126.504773120178
White	Female	F	65 years	65	2022	2022	8762	6968508	125.737101830119
White	Female	F	70 years	70	2019	2019	10702	5692824	187.991056811171
White	Female	F	70 years	70	2020	2020	11493	5924967	193.975763915647
White	Female	F	70 years	70	2021	2021	11747	6059791	193.851570128409
White	Female	F	70 years	70	2022	2022	11767	6097551	192.979115713833
White	Female	F	75 years	75	2019	2019	12980	4095254	316.952257417977
White	Female	F	75 years	75	2020	2020	13517	4218840	320.396127845569
White	Female	F	75 years	75	2021	2021	13811	4104256	336.50435060581
White	Female	F	75 years	75	2022	2022	14413	4128910	349.075179647897
White	Female	F	80 years	80	2019	2019	16130	2794000	577.3085182534
White	Female	F	80 years	80	2020	2020	16437	2838947	578.982277583907
White	Female	F	80 years	80	2021	2021	16153	2725551	592.650807121202
White	Female	F	80 years	80	2022	2022	16392	2741232	597.979302736872
White	Female	F	85 years	85	2019	2019	58618	3334297	1758.0317530202
White	Female	F	85 years	85	2020	2020	58079	3312732	1753.2055113423
White	Female	F	85 years	85	2021	2021	53472	2910687	1837.09206795509
White	Female	F	85 years	85	2022	2022	52513	2925950	1794.73333447256
White	Male	M	35 years	35	2019	2019	636	6258910	10.1615137460037
White	Male	M	35 years	35	2020	2020	763	6278993	12.1516300464103
White	Male	M	35 years	35	2021	2021	699	6348826	11.0099095486315
White	Male	M	35 years	35	2022	2022	694	6440908	10.7748783246089
White	Male	M	40 years	40	2019	2019	1407	5755971	24.4441815290591
White	Male	M	40 years	40	2020	2020	1597	5855872	27.2717709676714
White	Male	M	40 years	40	2021	2021	1756	6057449	28.9891008574732
White	Male	M	40 years	40	2022	2022	1460	6136669	23.7914086616045
White	Male	M	45 years	45	2019	2019	3010	6150268	48.9409567192844
White	Male	M	45 years	45	2020	2020	3140	5930598	52.9457569034354
White	Male	M	45 years	45	2021	2021	3026	5767014	52.4708280576395
White	Male	M	45 years	45	2022	2022	2847	5833047	48.8081100666598
White	Male	M	50 years	50	2019	2019	6075	6529005	93.0463370758638
White	Male	M	50 years	50	2020	2020	6360	6446345	98.6605588127846
White	Male	M	50 years	50	2021	2021	6299	6580394	95.7237514957311
White	Male	M	50 years	50	2022	2022	5883	6642877	88.561025591773
White	Male	M	55 years	55	2019	2019	10908	7369813	148.009182865291
White	Male	M	55 years	55	2020	2020	11533	7199900	160.182780316393
White	Male	M	55 years	55	2021	2021	11159	7111700	156.91044335391
White	Male	M	55 years	55	2022	2022	10247	7170634	142.902287301234
White	Male	M	60 years	60	2019	2019	15868	7151623	221.879704788689
White	Male	M	60 years	60	2020	2020	17177	7179085	239.264474511724
White	Male	M	60 years	60	2021	2021	17457	7331430	238.111800835581
White	Male	M	60 years	60	2022	2022	16508	7387442	223.460299248373
White	Male	M	65 years	65	2019	2019	19005	6184025	307.324113340421
White	Male	M	65 years	65	2020	2020	20312	6293104	322.765999099967
White	Male	M	65 years	65	2021	2021	20726	6467594	320.459200129136
White	Male	M	65 years	65	2022	2022	20628	6512395	316.749828596085
White	Male	M	70 years	70	2019	2019	21826	5076365	429.953322899358
White	Male	M	70 years	70	2020	2020	23115	5275819	438.13102761865
White	Male	M	70 years	70	2021	2021	24204	5471224	442.387297613843
White	Male	M	70 years	70	2022	2022	23427	5505068	425.553326498419
White	Male	M	75 years	75	2019	2019	22603	3426428	659.66656821623
White	Male	M	75 years	75	2020	2020	23904	3539105	675.425001518745
White	Male	M	75 years	75	2021	2021	24184	3494520	692.054988954134
White	Male	M	75 years	75	2022	2022	25479	3515476	724.766717224069
White	Male	M	80 years	80	2019	2019	23160	2121021	1091.92695404713
White	Male	M	80 years	80	2020	2020	23708	2165823	1094.64162122205
White	Male	M	80 years	80	2021	2021	23781	2101103	1131.83408904751
White	Male	M	80 years	80	2022	2022	24400	2113739	1154.35254778381
White	Male	M	85 years	85	2019	2019	49629	1907106	2602.31995494744
White	Male	M	85 years	85	2020	2020	49808	1921392	2592.28725840432
White	Male	M	85 years	85	2021	2021	48002	1699823	2823.94108092431
White	Male	M	85 years	85	2022	2022	47351	1709428	2769.99089754
