Cause of death Code	Race	Gender	Gender Code	Year	Year Code	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
I213	Black or African American	Female	F	1999	1999	2	1850718	0.108066166752579	0.0130868127937374	0.390371736807012	0.076414319327585	0.0258000711427459	0.00312438861538653	0.0931986289917868	0.018243405260131
I213	White	Female	F	1999	1999	10	22844562	0.0437740938084083	0.0209914289448841	0.0805023094774152	0.0138425838944445	0.0142999139208043	0.0068573807215825	0.026298113696916	0.00452202983340903
I214	Black or African American	Female	F	1999	1999	20	5433949	0.368056453971136	0.224819923779189	0.568433748642102	0.0822999250636982	0.272329885085593	0.166347263706833	0.420591721123892	0.0608948135356092
I214	White	Female	F	1999	1999	121	33630199	0.359795670551935	0.295686623799044	0.423904717304825	0.0327086973229032	0.158947629003525	0.130626051471988	0.187269206535063	0.0144497844548659
I219	Black or African American	Female	F	1999	1999	9958	8080106	123.240957482488	120.820346083207	125.66156888177	1.23500581595998	138.444415697424	135.725188764676	141.163642630173	1.38736067997357
I219	White	Female	F	1999	1999	80211	57285042	140.020845232164	139.051827329145	140.989863135182	0.494396889295117	107.12844934575	106.387064124382	107.869834567118	0.378257766004273
I221	White	Female	F	1999	1999	1	4417711	0.0226361570505631	0.000573147496520257	0.126120518069199	0.0226361570505631	0.00172136516146615	4.35849658883228e-05	0.00959082698823124	0.00172136516146615
I229	White	Female	F	1999	1999	1	4138627	0.0241626027182445	0.00061179710082595	0.13462532380908	0.0241626027182445	0.00150618928802397	3.8136712772767e-05	0.00839194448472589	0.00150618928802397
I241	White	Female	F	1999	1999	2	6723798	0.029745093472469	0.00360213081951599	0.107449390954339	0.0210329573014105	0.00277480151621527	0.00033602846361367	0.0100235265090851	0.00196208096856253
I248	Black or African American	Female	F	1999	1999	144	8080106	1.78215483806772	1.49106954784999	2.07324012828545	0.14851290317231	1.9961330202264	1.67009796025608	2.32216808019671	0.1663444183522
I248	White	Female	F	1999	1999	1045	57285042	1.82421093450538	1.71360638766581	1.93481548134495	0.0564308912446799	1.41155514703974	1.32597051731066	1.49713977676883	0.0436656274128002
I249	Black or African American	Female	F	1999	1999	36	6572778	0.547713615156331	0.383613138919343	0.758265683094728	0.0912856025260552	0.499885507807685	0.350114810813424	0.692051494719115	0.0833142513012807
I249	White	Female	F	1999	1999	281	49219455	0.570912457279342	0.504159204843063	0.637665709715621	0.0340577818552445	0.373930921778893	0.330209498473141	0.417652345084645	0.0223068486253835
I250	Black or African American	Female	F	1999	1999	4935	8080106	61.0759314296124	59.3718804170252	62.7799824421996	0.869413781932241	68.3209980090961	66.4148057806151	70.2271902375772	0.972547055347467
I250	White	Female	F	1999	1999	28453	57285042	49.6691614540494	49.0920245207373	50.2462983873614	0.294457619036754	37.1488764944408	36.7172205528396	37.5805324360419	0.220232623265913
I251	Black or African American	Female	F	1999	1999	10337	8080106	127.931490007681	125.465244703616	130.397735311746	1.2582884204413	143.603167805282	140.834806096782	146.371529513782	1.4124294431123
I251	White	Female	F	1999	1999	101280	57285042	176.800079853306	175.711208225265	177.888951481347	0.555546749000651	130.032719717926	129.231877663243	130.833561772609	0.408592885042499
I252	Black or African American	Female	F	1999	1999	16	5869204	0.272609369175104	0.155820789326798	0.442701258978219	0.0681523422937761	0.219009819355327	0.125183822645312	0.35565880604389	0.0547524548388318
I252	White	Female	F	1999	1999	106	57285042	0.185039578045522	0.149813218123617	0.220265937967427	0.0179726326132169	0.142077535677661	0.115029946932255	0.169125124423066	0.0137997901762272
I253	Black or African American	Female	F	1999	1999	5	3464771	0.144309681649956	0.0468573536317407	0.336771174776053	0.0645372515961312	0.0665777327468092	0.0216177898228889	0.155370457579246	0.0297744672419358
I253	White	Female	F	1999	1999	51	42494795	0.120014698270694	0.0893593438914107	0.157797725580274	0.0168054191779084	0.0710593786411658	0.0529086815548528	0.0934302922249776	0.00995030326946298
I254	Black or African American	Female	F	1999	1999	2	2093183	0.0955482630997863	0.0115708946613841	0.345152812725882	0.0675628247684553	0.0235818058381139	0.00285575668699559	0.0851855005012523	0.0166748548207548
I254	White	Female	F	1999	1999	8	23511500	0.0340259022180635	0.0146900027646046	0.0670446377304723	0.0120299730971915	0.0148010902794773	0.00639007470635874	0.0291640682866821	0.00523297565278635
I255	Black or African American	Female	F	1999	1999	428	8080106	5.29696021314572	4.79512527067675	5.79879515561468	0.256038235953553	6.01880244542633	5.44858004287994	6.58902484797272	0.290929797217545
I255	White	Female	F	1999	1999	4445	57285042	7.75944268313533	7.53132932489053	7.98755604138012	0.116384366451426	5.8595928798622	5.68733161518687	6.03185414453754	0.0878884003445578
I258	Black or African American	Female	F	1999	1999	70	8080106	0.866325268505141	0.675343863063183	1.09454999724014	0.103545674590664	0.965617901995592	0.752747435500664	1.22000028209731	0.115413414215059
I258	White	Female	F	1999	1999	724	49151524	1.47299603568752	1.36569884127188	1.58029323010316	0.0547434665385908	0.947524128248466	0.878503792728873	1.01654446376806	0.0352144568977517
I259	Black or African American	Female	F	1999	1999	565	8080106	6.99248252436292	6.41589766087105	7.56906738785479	0.294175950761159	7.80162343961555	7.15831858039381	8.44492829883728	0.328216764909047
I259	White	Female	F	1999	1999	4965	57285042	8.66718400939638	8.42609663794114	8.90827138085162	0.123003760946551	6.47393596179274	6.29385622628625	6.65401569729923	0.0918774160747387
I461	Black or African American	Female	F	1999	1999	126	8080106	1.55938548330925	1.28710012672815	1.83167083989035	0.138921100296479	1.7153819531051	1.41585794715963	2.01490595905057	0.152818370380343
I461	White	Female	F	1999	1999	1160	57285042	2.02496142012081	1.90842978773686	2.14149305250476	0.0594549144816073	1.59168209978466	1.50008464440541	1.68327955516391	0.0467333956016587
I469	Black or African American	Female	F	1999	1999	1330	8080106	16.4601801015977	15.575543643698	17.3448165594973	0.451345131581454	18.3467323149971	17.3607049332192	19.3327596967751	0.503075194784675
I469	White	Female	F	1999	1999	8158	57285042	14.2410648839186	13.9320305830922	14.550099184745	0.157670561646122	10.7858861852915	10.551830036876	11.0199423337069	0.119416402252787
I200	Black or African American	Male	M	1999	1999	4	1367931	0.292412409690255	0.0796736092683037	0.748692733770928	0.146206204845127	0.0979725148922305	0.0266945711326861	0.250848827130067	0.0489862574461153
I200	White	Male	M	1999	1999	51	23595993	0.216138392649972	0.16093016301539	0.284183081424037	0.0302654286621582	0.110310896979471	0.082134184564005	0.145038973566549	0.0154466152091619
I201	White	Male	M	1999	1999	5	22001144	0.0227260909705423	0.00737916173813507	0.0530351967152254	0.0101634168545953	0.00965545130224964	0.00313512503784046	0.0225326370405209	0.00431804909305381
I209	Black or African American	Male	M	1999	1999	8	1266734	0.631545375745816	0.272657085070741	1.24439700836956	0.223285008908436	0.210880958791328	0.09104363633898	0.415519841202433	0.0745576779922345
I209	White	Male	M	1999	1999	111	35173742	0.315576318266052	0.25686808825859	0.374284548273514	0.0299531785752359	0.258087053222828	0.210073836750165	0.306100269695491	0.0244965390166648
I210	White	Male	M	1999	1999	8	20886109	0.0383029696914825	0.0165365411049037	0.0754721714800971	0.013542144804215	0.0184852412666418	0.00798063321204725	0.0364233193917909	0.0065355197257559
I211	White	Male	M	1999	1999	4	10308375	0.038803400147938	0.0105727624383087	0.0993522257387804	0.019401700073969	0.00758046340649662	0.00206544886436813	0.0194090185059939	0.00379023170324831
I212	Black or African American	Male	M	1999	1999	1	788057	0.1268943743917	0.00321296555959785	0.707009772135772	0.1268943743917	0.0157045627228539	0.000397639528142661	0.0875001698491618	0.0157045627228539
I212	White	Male	M	1999	1999	3	9968109	0.0300959790869061	0.00620639280730177	0.087953091203156	0.0173759216273506	0.00584587227778849	0.00120553578112554	0.0170840940620546	0.00337511593322935
I213	Black or African American	Male	M	1999	1999	1	206886	0.483357984590547	0.0122386241698327	2.69309668126408	0.483357984590547	0.0252263978154997	0.000638732392688452	0.140552407124751	0.0252263978154997
I213	White	Male	M	1999	1999	14	38408140	0.0364506065641294	0.0199279111146752	0.0611579212114932	0.00974183437879039	0.0297771893523455	0.0162794871908208	0.0499610616110458	0.00795828860696928
I214	Black or African American	Male	M	1999	1999	10	3238031	0.308829656047147	0.148096173260849	0.567950090656946	0.0976605122115378	0.205525864228785	0.0985578729322715	0.377970285351305	0.0649929849037486
I214	White	Male	M	1999	1999	132	51386135	0.256878630782409	0.213056137468932	0.300701124095885	0.0223584149558554	0.297023080865561	0.246352100817381	0.347694060913741	0.0258525408409083
I219	Black or African American	Male	M	1999	1999	9022	6500406	138.791330879948	135.927370535635	141.655291224261	1.46120425730259	202.433866799841	198.25664216207	206.611091437612	2.13123706008707
I219	White	Male	M	1999	1999	88892	51386135	172.98829732962	171.851085269763	174.125509389478	0.580210234621201	190.676502866379	189.423009873278	191.929995859479	0.639537241377937
I229	White	Male	M	1999	1999	1	1034839	0.096633389348488	0.00244675741830372	0.53840645742961	0.096633389348488	0.00288322368757488	7.30032237693961e-05	0.0160642844266397	0.00288322368757488
I241	White	Male	M	1999	1999	3	7723571	0.0388421366230724	0.00801002541440999	0.113513036909999	0.0224255180352311	0.00675079392625489	0.00139214872347228	0.0197286551859658	0.00389757269056695
I248	Black or African American	Male	M	1999	1999	218	6500406	3.35363668053965	2.90844828464472	3.79882507643457	0.227136936681084	4.25782726286511	3.69260942035047	4.82304510537976	0.288376450262575
I248	White	Male	M	1999	1999	1109	51386135	2.15816970861887	2.03114860232831	2.28519081490943	0.0648066868829372	2.34022377228722	2.20248770299839	2.47795984157605	0.0702735047391991
I249	Black or African American	Male	M	1999	1999	28	4789725	0.58458470997813	0.388450693933368	0.844888589637192	0.110476125918068	0.609709979427464	0.405146184229756	0.881201639066925	0.115224355531384
I249	White	Male	M	1999	1999	242	51386135	0.470944156434416	0.411608219990151	0.53028009287868	0.0302734369613594	0.521895726173202	0.45614021946259	0.587651232883813	0.0335487279135771
I250	Black or African American	Male	M	1999	1999	5656	6500406	87.0099498400561	84.7423297851335	89.2775698949787	1.15694900761357	120.731819873113	117.585353330897	123.878286415328	1.60534007255885
I250	White	Male	M	1999	1999	27970	51386135	54.4310250226058	53.7931195161722	55.0689305290395	0.325461993078394	60.3605507627792	59.6531540586577	61.0679474669007	0.360916685776262
I251	Black or African American	Male	M	1999	1999	8500	6500406	130.76106323205	127.981189615496	133.540936848605	1.41830286558915	197.024279846612	192.835704258218	201.212855435007	2.13702836142583
I251	White	Male	M	1999	1999	94048	51386135	183.022132332	181.85240429373	184.191860370269	0.596800019525352	209.594694413521	208.255136254055	210.934252572986	0.683448040543505
I252	Black or African American	Male	M	1999	1999	22	6500406	0.338440398953542	0.212097213620195	0.512402148419653	0.0721557355005738	0.445349693546892	0.279096199448902	0.67426388952693	0.094948873692949
I252	White	Male	M	1999	1999	184	51386135	0.358073242908812	0.306334123915233	0.409812361902391	0.0263975096906014	0.392214320499706	0.335542050786195	0.448886590213218	0.0289144233232202
I253	Black or African American	Male	M	1999	1999	2	112918	1.77119679767619	0.214491932198587	6.39816504011761	1.25242526645273	0.0616442989581093	0.00746512460382703	0.222680166898336	0.0435891018147699
I253	White	Male	M	1999	1999	55	43291548	0.127045584047953	0.0957085202866851	0.165367614020178	0.0171308230583385	0.118477725682398	0.0892540098655779	0.154215346857237	0.0159755332720061
I254	Black or African American	Male	M	1999	1999	1	573942	0.17423363336365	0.00441159559676762	0.970767080994247	0.17423363336365	0.0165159120328427	0.000418182892671578	0.0920207161186678	0.0165159120328427
I254	White	Male	M	1999	1999	3	15731772	0.0190696890343949	0.00393255127267291	0.0557296406278962	0.0110098900973703	0.00568049989380094	0.00117143268809963	0.0166008064996417	0.00327963814281761
I255	Black or African American	Male	M	1999	1999	427	6500406	6.5688204705983	5.94576096467278	7.19187997652382	0.317887503023224	9.61419561980723	8.7022790893494	10.5261121502651	0.465263535947873
I255	White	Male	M	1999	1999	6657	51386135	12.9548564024128	12.643649374275	13.2660634305507	0.1587790959887	14.5219873208417	14.1731340123687	14.8708406293147	0.177986381873994
I258	Black or African American	Male	M	1999	1999	66	4224861	1.56218157236416	1.20819122806644	1.9874855054403	0.192291258922742	1.57214036328526	1.21589335696482	2.00015557718968	0.193517101345573
I258	White	Male	M	1999	1999	810	51386135	1.57630068889205	1.46774499011188	1.68485638767222	0.0553855606021263	1.78294259801859	1.66015601232669	1.90572918371048	0.0626462171897416
I259	Black or African American	Male	M	1999	1999	594	6500406	9.13789077174564	8.40302366007201	9.87275788341927	0.374932199833486	12.8538497205111	11.8201460295888	13.8875534114335	0.527399842307332
I259	White	Male	M	1999	1999	5429	51386135	10.5651067160432	10.2840654853004	10.8461479467859	0.143388383032027	11.9412421395486	11.6235944831931	12.258889795904	0.162065130793591
I460	White	Male	M	1999	1999	1	1584789	0.0630998826973181	0.00159768902989609	0.351569830431685	0.0630998826973181	0.00219611284207291	5.56055771612862e-05	0.0122359501554071	0.00219611284207291
I461	Black or African American	Male	M	1999	1999	127	6500406	1.95372412123181	1.61392875718246	2.29351948528116	0.173364981657833	2.76113123423318	2.28091011051958	3.24135235794677	0.245010777404896
I461	White	Male	M	1999	1999	1133	51386135	2.20487491421567	2.07648672525293	2.33326310317842	0.0655041780422164	2.39096730716609	2.25174309972602	2.53019151460617	0.0710327588979982
I469	Black or African American	Male	M	1999	1999	1195	6500406	18.3834671249765	17.3411507959906	19.4257834539624	0.531794045400967	27.3922529738318	25.8391513544128	28.9453545932509	0.792398785417869
I469	White	Male	M	1999	1999	6693	51386135	13.024914210808	12.7128668381301	13.3369615834859	0.159207843203009	14.5735358309461	14.2243870002459	14.9226846616463	0.178137158520505
I200	Black or African American	Female	F	2000	2000	5	1313755	0.380588465885953	0.123577074873169	0.888167885184072	0.17020433623467	0.0715506229511537	0.0232324872722396	0.166975542262419	0.0319984113502472
I200	White	Female	F	2000	2000	47	27128951	0.173246654468873	0.127294711837549	0.230381668646163	0.0252706217811409	0.0625338976347003	0.0459474066260724	0.0831569517356481	0.00912150644681577
I201	White	Female	F	2000	2000	9	39222319	0.0229461190196327	0.0104923423829172	0.0435588471961589	0.00764870633987756	0.014368951613754	0.00657034681490515	0.0272767245379053	0.004789650537918
I208	Black or African American	Female	F	2000	2000	1	344364	0.290390400854909	0.0073526849496463	1.61795077301925	0.290390400854909	0.0151554417373984	0.000383735784790928	0.0844406654017586	0.0151554417373984
I209	Black or African American	Female	F	2000	2000	20	2350690	0.850814016310105	0.519702725582701	1.31401418306965	0.190247797667901	0.267523686031172	0.163411493138421	0.413168931180263	0.0598201147557011
I209	White	Female	F	2000	2000	179	27128951	0.65981172659422	0.56315110453733	0.75647234865111	0.0493166439065766	0.225337012515935	0.192325753509278	0.258348271522593	0.0168424790850292
I210	White	Female	F	2000	2000	4	12250888	0.0326506943823174	0.00889633469835003	0.0835988378964855	0.0163253471911587	0.00604015129028433	0.00164576002206377	0.015465203363644	0.00302007564514217
I211	White	Female	F	2000	2000	3	6359044	0.0471769026916625	0.00972882087307463	0.137870723964168	0.0272375974685641	0.00366699876520853	0.000756208485361304	0.0107165105314207	0.00211714272421117
I212	White	Female	F	2000	2000	5	19102447	0.0261746571002134	0.00849891116043929	0.061083012035055	0.0117056625127649	0.00788182151886192	0.00255922744717446	0.0183935704239225	0.00352485774053918
I213	White	Female	F	2000	2000	10	20340114	0.0491639329061774	0.0235760723858283	0.0904144391717765	0.0155470006715222	0.0143285216455754	0.00687109926991921	0.0263507244470789	0.0045310763903042
I214	Black or African American	Female	F	2000	2000	15	4557049	0.329160384274999	0.184227775474874	0.54290067980397	0.0849888457685536	0.206931408916467	0.115817440256458	0.341302319296375	0.0534294600360476
I214	White	Female	F	2000	2000	144	49498173	0.290919828495488	0.243402923174558	0.338436733816418	0.0242433190412907	0.18366247741006	0.153664272766417	0.213660682053704	0.0153052064508384
I219	Black or African American	Female	F	2000	2000	9925	8226176	120.651442419904	118.277756071804	123.025128768004	1.21106446331633	135.705411246066	133.035554379233	138.375268112899	1.36217187083314
I219	White	Female	F	2000	2000	77592	57664298	134.558128150628	133.611329707369	135.504926593887	0.483060430234336	102.69406225416	101.971470615806	103.416653892514	0.368669203241846
I221	White	Female	F	2000	2000	2	6359044	0.0314512684611083	0.00380874861064022	0.1136126751128	0.0222394052057683	0.002533856518353	0.000306850024372549	0.00915315125550729	0.00179170712668114
I229	White	Female	F	2000	2000	1	2633096	0.0379781063812333	0.000961605653572828	0.211600336637935	0.0379781063812333	0.00113314224685553	2.8691161690382e-05	0.00631346066827014	0.00113314224685553
I241	White	Female	F	2000	2000	1	3725948	0.026838807197524	0.000679558598241307	0.149536171734012	0.026838807197524	0.00140071427149747	3.5466085354316e-05	0.00780427566364619	0.00140071427149747
I248	Black or African American	Female	F	2000	2000	151	8226176	1.83560380910887	1.54282034294195	2.12838727527579	0.149379319472918	2.02679435465513	1.70351551124744	2.35007319806283	0.164938185412089
I248	White	Female	F	2000	2000	1058	57664298	1.834757443852	1.72419900543699	1.94531588226701	0.0564073665382715	1.40937842385161	1.32445238733437	1.49430446036885	0.0433296104679775
I249	Black or African American	Female	F	2000	2000	43	5278756	0.814585860759618	0.589515787431736	1.0972390085846	0.124223179178996	0.595617418707848	0.431048325918869	0.802290706825284	0.0908308048181432
I249	White	Female	F	2000	2000	291	50091188	0.580940503946523	0.514192046445186	0.647688961447859	0.0340553354598657	0.382905561344028	0.338910771146458	0.426900351541597	0.022446321529372
I250	Black or African American	Female	F	2000	2000	4748	8226176	57.7181912956883	56.0764170848362	59.3599655065404	0.837639903495973	64.7183993281335	62.8775065939827	66.5592920622843	0.939230986811627
I250	White	Female	F	2000	2000	27105	57664298	47.0048209032216	46.4452259774025	47.5644158290408	0.285507615213851	35.0513321629359	34.634044164712	35.4686201611599	0.212902039910176
I251	Black or African American	Female	F	2000	2000	10335	8226176	125.635532232717	123.213313743879	128.057750721554	1.2358257596109	141.385806528416	138.659927085346	144.111685971486	1.39075481789282
I251	White	Female	F	2000	2000	98207	57664298	170.308151501298	169.242978170485	171.373324832111	0.543455781026981	124.697484984069	123.917578477812	125.477391490326	0.397911482784198
I252	Black or African American	Female	F	2000	2000	21	6720774	0.312464010841608	0.193421471991172	0.477635611612591	0.068185237220532	0.274937717333372	0.170191945783704	0.420272544092966	0.0599963286227881
I252	White	Female	F	2000	2000	102	57664298	0.176885878329777	0.142557827237939	0.211213929421615	0.01751431178155	0.140255121768396	0.113035961983457	0.167474281553335	0.0138873264208872
I253	Black or African American	Female	F	2000	2000	8	3477480	0.230051646594661	0.0993201973843128	0.453293764450119	0.0813355396651078	0.106684859629798	0.0460590544479728	0.210211847414555	0.0377187938470827
I253	White	Female	F	2000	2000	35	41575260	0.0841846809857593	0.0586379976938208	0.117080686927755	0.0142298082636155	0.0503329959173169	0.0350589449762479	0.0700011174019677	0.00850782913055069
I254	Black or African American	Female	F	2000	2000	1	1225916	0.0815716574381932	0.00206539436633505	0.454487909448935	0.0815716574381931	0.0115344996945364	0.000292053532265661	0.0642660798780666	0.0115344996945364
I254	White	Female	F	2000	2000	6	23227229	0.0258317511744513	0.00947973604600015	0.0562248729712873	0.0105457682566576	0.0100572201852663	0.00369079866358904	0.021890344310847	0.00410584294745363
I255	Black or African American	Female	F	2000	2000	395	8226176	4.80174506356295	4.32820511557096	5.27528501155494	0.241602014281627	5.42515021451095	4.89013110866071	5.96016932036118	0.272968931556244
I255	White	Female	F	2000	2000	4301	57664298	7.45868786957226	7.23577569769873	7.68160004144579	0.113730699935475	5.60645045409041	5.43889470312233	5.77400620505848	0.0854876280449355
I258	Black or African American	Female	F	2000	2000	81	6720774	1.20521832753192	0.957112082626197	1.4979779114727	0.133913147503546	1.10479300327141	0.877360315617955	1.37315827169606	0.122754778141267
I258	White	Female	F	2000	2000	749	57664298	1.29889728302944	1.20587436240194	1.39192020365694	0.0474606737895396	0.971282003896096	0.901721854732788	1.0408421530594	0.0354898720220959
I259	Black or African American	Female	F	2000	2000	551	8226176	6.6981304557549	6.138844551713	7.2574163597968	0.285349951041784	7.53352715779722	6.90448662553157	8.16256769006287	0.32093904707431
I259	White	Female	F	2000	2000	4876	57664298	8.45583865427443	8.21849320430337	8.69318410424549	0.121094617332174	6.30744850010682	6.13040583602165	6.484491164192	0.0903278898393749
I460	White	Female	F	2000	2000	2	11648861	0.0171690605630885	0.00207917323419002	0.0620204842344672	0.0121403591507624	0.00341766839298478	0.000413879642390457	0.0123457802427146	0.00241665649652647
I461	Black or African American	Female	F	2000	2000	170	8226176	2.06657382482456	1.75591582980483	2.37723181984429	0.158498977050884	2.30891459128351	1.96182668714786	2.65600249541915	0.177085665375329
I461	White	Female	F	2000	2000	1165	57664298	2.02031419857049	1.90429976480381	2.13632863233718	0.0591910376360639	1.57647921326924	1.48595154019651	1.66700688634197	0.0461875883024123
I469	Black or African American	Female	F	2000	2000	1179	8226176	14.3322972909892	13.5141811204078	15.1504134615706	0.417406209480308	15.9758644792488	15.0639302091086	16.8877987493889	0.465272586806221
I469	White	Female	F	2000	2000	6537	57664298	11.3363037906054	11.0614901379695	11.6111174432413	0.140211047263228	8.53167551065536	8.32485140347761	8.73849961783311	0.105522503662116
I200	Black or African American	Male	M	2000	2000	3	667997	0.449103813340479	0.0926141883870736	1.31246996618248	0.259290207526213	0.0780544784593681	0.0160963945478909	0.228107968939227	0.045064774149972
I200	White	Male	M	2000	2000	23	21492946	0.107011854028759	0.0678358843873706	0.160570216851613	0.0223135140399679	0.0466338030503049	0.0295616340916188	0.069973555138952	0.00972382011828735
I201	Black or African American	Male	M	2000	2000	1	590653	0.169304143041684	0.00428678090181545	0.94330173553677	0.169304143041684	0.0160486369898296	0.000406351488582485	0.0894172277980141	0.0160486369898296
I201	White	Male	M	2000	2000	4	10555219	0.0378959451243977	0.0103255081680446	0.0970287778965079	0.0189479725621989	0.00801249395171546	0.00218316422702391	0.0205151895139723	0.00400624697585773
I209	Black or African American	Male	M	2000	2000	8	701932	1.13971153900948	0.492047662736561	2.24568761646427	0.402948878915079	0.227852598936378	0.0983708025388025	0.44896076094424	0.0805580589094459
I209	White	Male	M	2000	2000	79	35715821	0.221190491463153	0.175118723996293	0.275669709510528	0.0248858745745074	0.18532701941941	0.146725254544541	0.230973064302411	0.020850918726346
I210	Black or African American	Male	M	2000	2000	1	375235	0.266499660212933	0.00674777139659147	1.48484016682879	0.266499660212933	0.0178804586086805	0.000452733211971789	0.0996234784024684	0.0178804586086805
I210	White	Male	M	2000	2000	4	4350558	0.0919422290198177	0.0250514991410297	0.235408883182341	0.0459711145099088	0.00941150372179875	0.0025643524190785	0.0240972141292935	0.00470575186089937
I212	White	Male	M	2000	2000	5	27572204	0.0181342050131357	0.00588817636776516	0.0423192502130044	0.00810986302545777	0.00931093873048559	0.00302326180578867	0.0217286583871723	0.00416397838714027
I213	Black or African American	Male	M	2000	2000	1	1273647	0.0785146904911643	0.00198799196323628	0.437455590128191	0.0785146904911643	0.0124004487844427	0.000313979363222088	0.0690908364653521	0.0124004487844427
I213	White	Male	M	2000	2000	14	37133750	0.0377015518228027	0.0206118153970445	0.0632567946948531	0.0100761635621879	0.0282470319663541	0.0154429348463255	0.047393717644108	0.00754933684366776
I214	Black or African American	Male	M	2000	2000	11	1814049	0.606378328259049	0.302704061466917	1.08498061518735	0.182829945076202	0.26163037688764	0.13060588414231	0.468130000757517	0.0788845267177795
I214	White	Male	M	2000	2000	125	51803429	0.241296768212004	0.198995579656517	0.283597956767491	0.021582239058922	0.277133328991676	0.22854971433511	0.325716943648242	0.024787558498248
I219	Black or African American	Male	M	2000	2000	8890	6640999	133.865401877037	131.08265607027	136.648147683804	1.41976826875874	196.131851000734	192.054732654299	200.208969347169	2.08016242165054
I219	White	Male	M	2000	2000	85186	51803429	164.440851975262	163.336565694752	165.545138255773	0.563411367607429	180.932764425009	179.717728337265	182.147800512754	0.619916371298191
I241	White	Male	M	2000	2000	1	4113867	0.0243080294039647	0.000615479304508386	0.135435588948306	0.0243080294039647	0.00184850259107204	4.68040856059441e-05	0.0102991909765206	0.00184850259107204
I248	Black or African American	Male	M	2000	2000	211	6640999	3.17723282295329	2.74852255615737	3.60594308974922	0.218729727957103	4.06257771699298	3.51440612429481	4.61074930969116	0.279679384029682
I248	White	Male	M	2000	2000	1121	51803429	2.16394941732525	2.03727165889403	2.29062717575647	0.0646315094036853	2.31642585825252	2.18082211772781	2.45202959877722	0.0691855819003575
I249	Black or African American	Male	M	2000	2000	38	6640999	0.572203067640877	0.404925222846743	0.785394486582516	0.092823594808085	0.844175378195211	0.597389148133623	1.15869824060318	0.136943329534426
I249	White	Male	M	2000	2000	282	51803429	0.544365509086281	0.480829180202447	0.607901837970115	0.0324164943284868	0.596379781175721	0.526772538828477	0.665987023522965	0.0355138991567571
I250	Black or African American	Male	M	2000	2000	5505	6640999	82.8941549306061	80.7043707291004	85.0839391321117	1.11723683750288	116.156791949706	113.08832098065	119.225262918763	1.56554641278399
I250	White	Male	M	2000	2000	27504	51803429	53.0930105032236	52.4655368526189	53.7204841538284	0.32013961765547	58.4732961798834	57.7822362405595	59.1643561192074	0.352581601695883
I251	Black or African American	Male	M	2000	2000	8374	6640999	126.095486537492	123.394706998299	128.796266076686	1.37794874448659	191.721290607665	187.614903034887	195.827678180443	2.09509570039709
I251	White	Male	M	2000	2000	92235	51803429	178.048059328273	176.898992097255	179.197126559292	0.586258791335919	203.32115405779	202.008982072416	204.633326043163	0.669475502741498
