Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Deaths	Population	Crude Rate
White	Female	F	46 years	46	5605	33037950	16.9653383457509
White	Female	F	47 years	47	6290	33409012	18.8272553525378
White	Female	F	48 years	48	7170	33621710	21.3255066443676
White	Female	F	49 years	49	7934	33900790	23.4035844002455
White	Female	F	50 years	50	9294	34048861	27.2960672605172
White	Female	F	51 years	51	10305	34043094	30.2704566159586
White	Female	F	52 years	52	11645	34226956	34.0228911972189
White	Female	F	53 years	53	12468	33805768	36.8812801413061
White	Female	F	54 years	54	13818	33748763	40.9437228854877
White	Female	F	55 years	55	15350	33434555	45.9105856201765
White	Female	F	56 years	56	16899	33220127	50.8697633816993
White	Female	F	57 years	57	18292	32664883	55.9989760257216
White	Female	F	58 years	58	19772	32082053	61.6294724031533
White	Female	F	59 years	59	21577	31338490	68.8514347691928
White	Female	F	60 years	60	23531	30545803	77.0351331081393
White	Female	F	61 years	61	25262	29751702	84.9094280387724
White	Female	F	62 years	62	27161	28957133	93.7972692255135
White	Female	F	63 years	63	29116	28001566	103.979898838515
White	Female	F	64 years	64	31112	27146526	114.607666557408
White	Female	F	65 years	65	32874	26230564	125.327080271701
White	Female	F	66 years	66	34706	25326829	137.032551528658
White	Female	F	67 years	67	36851	24446423	150.741889723499
White	Female	F	68 years	68	39453	23599124	167.179934306036
White	Female	F	69 years	69	42103	22787751	184.761541408803
White	Female	F	70 years	70	45858	21938259	209.032084086527
White	Female	F	71 years	71	49215	21173233	232.439703468998
White	Female	F	72 years	72	53564	20384991	262.761950692056
White	Female	F	73 years	73	57351	19608591	292.478944560575
White	Female	F	74 years	74	62214	18832357	330.356948946964
White	Female	F	75 years	75	67459	17849953	377.922563717675
White	Female	F	76 years	76	73317	17261480	424.743417134568
White	Female	F	77 years	77	79815	16634030	479.829602327277
White	Female	F	78 years	78	86745	15962960	543.414253998005
White	Female	F	79 years	79	93777	15151513	618.928287887817
White	Female	F	80 years	80	102284	14388174	710.889373453504
White	Female	F	81 years	81	110081	13665866	805.517923269554
White	Female	F	82 years	82	118757	12884277	921.720326255016
White	Female	F	83 years	83	126212	12090590	1043.88619579359
White	Female	F	84 years	84	134791	11236626	1199.56826898039
White	Female	F	85 years	85	1846233	70169908	2631.08938378543
White	Male	M	35 years	35	2885	29540233	9.76634138261536
White	Male	M	36 years	36	3331	29708240	11.2123774414102
White	Male	M	37 years	37	4178	30024534	13.9152867451665
White	Male	M	38 years	38	4939	30349948	16.2735039941419
White	Male	M	39 years	39	5833	30767808	18.9581266237751
White	Male	M	40 years	40	7400	31102771	23.7920923508712
White	Male	M	41 years	41	8822	31346703	28.1433106378046
White	Male	M	42 years	42	10247	31763931	32.2598610354619
White	Male	M	43 years	43	11909	32033792	37.1763667567049
White	Male	M	44 years	44	13777	32343156	42.5963378465602
White	Male	M	45 years	45	15846	32673671	48.497764453832
White	Male	M	46 years	46	18651	32922863	56.6506017414099
White	Male	M	47 years	47	21104	33244044	63.4820480925846
White	Male	M	48 years	48	23636	33365387	70.8398796633169
White	Male	M	49 years	49	26887	33590513	80.0434336921261
White	Male	M	50 years	50	30567	33643768	90.854865007986
White	Male	M	51 years	51	33679	33555089	100.369276326461
White	Male	M	52 years	52	37459	33635473	111.367543426549
White	Male	M	53 years	53	40951	33121206	123.639821569299
White	Male	M	54 years	54	44108	32951822	133.856027748633
White	Male	M	55 years	55	47788	32491138	147.080105350573
White	Male	M	56 years	56	50929	32186120	158.232803456894
White	Male	M	57 years	57	54762	31524439	173.712845453015
White	Male	M	58 years	58	57951	30825769	187.995310027789
White	Male	M	59 years	59	60896	29985680	203.083605240902
White	Male	M	60 years	60	63953	29080471	219.917345905436
White	Male	M	61 years	61	66789	28201760	236.825644924288
White	Male	M	62 years	62	70373	27289413	257.876561874013
White	Male	M	63 years	63	73583	26242037	280.401250863262
White	Male	M	64 years	64	76553	25290041	302.700181466689
White	Male	M	65 years	65	77278	24255743	318.596713363924
White	Male	M	66 years	66	79597	23253609	342.299554447656
White	Male	M	67 years	67	81849	22279628	367.371483940396
White	Male	M	68 years	68	84165	21329319	394.597689687139
White	Male	M	69 years	69	87232	20400730	427.592542031584
White	Male	M	70 years	70	90248	19410755	464.938123220864
White	Male	M	71 years	71	94192	18544468	507.925058836953
White	Male	M	72 years	72	98185	17601238	557.830079906879
White	Male	M	73 years	73	102161	16692907	612.002451100938
White	Male	M	74 years	74	104860	15763423	665.210849191828
White	Male	M	75 years	75	109249	14620125	747.250792999376
White	Male	M	76 years	76	112899	13854188	814.908820350929
White	Male	M	77 years	77	117822	13059764	902.175567644255
White	Male	M	78 years	78	121785	12236479	995.261790585347
White	Male	M	79 years	79	125875	11298767	1114.0596137614
White	Male	M	80 years	80	128749	10421741	1235.38859774005
White	Male	M	81 years	81	133245	9595062	1388.68305384582
White	Male	M	82 years	82	135035	8754673	1542.43339528501
White	Male	M	83 years	83	136190	7925849	1718.30172389103
White	Male	M	84 years	84	136747	7083630	1930.46502993522
White	Male	M	85 years	85	1167294	34658028	3368.03351881417
