Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Deaths	Population	Crude Rate
White	Male	M	34 years	34	640	29154172	2.19522612406897
White	Male	M	35 years	35	696	29540233	2.35610870097064
White	Male	M	36 years	36	785	29708240	2.64236454263194
White	Male	M	37 years	37	949	30024534	3.16074847323192
White	Male	M	38 years	38	1117	30349948	3.68040169294524
White	Male	M	39 years	39	1291	30767808	4.19594402045151
White	Male	M	40 years	40	1490	31102771	4.79056994632407
White	Male	M	41 years	41	1679	31346703	5.35622518259735
White	Male	M	42 years	42	1885	31763931	5.93440402574858
White	Male	M	43 years	43	2117	32033792	6.60864626953937
White	Male	M	44 years	44	2463	32343156	7.61521231879783
White	Male	M	45 years	45	2761	32673671	8.45022893203521
White	Male	M	46 years	46	3078	32922863	9.34912616803709
White	Male	M	47 years	47	3470	33244044	10.4379599545711
White	Male	M	48 years	48	3854	33365387	11.5508925462186
White	Male	M	49 years	49	4189	33590513	12.4707830452009
White	Male	M	50 years	50	4614	33643768	13.7142783769047
White	Male	M	51 years	51	5043	33555089	15.0290169100729
White	Male	M	52 years	52	5451	33635473	16.2061047870503
White	Male	M	53 years	53	5717	33121206	17.2608449100555
White	Male	M	54 years	54	6284	32951822	19.0702656745354
White	Male	M	55 years	55	6621	32491138	20.3778642656345
White	Male	M	56 years	56	7162	32186120	22.2518278065203
White	Male	M	57 years	57	7408	31524439	23.4992286460673
White	Male	M	58 years	58	7727	30825769	25.066690144859
White	Male	M	59 years	59	7938	29985680	26.4726362717137
White	Male	M	60 years	60	8203	29080471	28.2079337710864
White	Male	M	61 years	61	8497	28201760	30.1293252619695
White	Male	M	62 years	62	8714	27289413	31.9317971405248
White	Male	M	63 years	63	8940	26242037	34.0674773074971
White	Male	M	64 years	64	8772	25290041	34.6855902685172
White	Male	M	65 years	65	8795	24255743	36.2594541012411
White	Male	M	66 years	66	8804	23253609	37.8607896950534
White	Male	M	67 years	67	8612	22279628	38.6541462900548
White	Male	M	68 years	68	8728	21329319	40.9202000307652
White	Male	M	69 years	69	8914	20400730	43.694514853145
White	Male	M	70 years	70	8906	19410755	45.8817804871578
White	Male	M	71 years	71	8967	18544468	48.3540428336904
White	Male	M	72 years	72	9165	17601238	52.0702009710908
White	Male	M	73 years	73	9350	16692907	56.0118138799911
White	Male	M	74 years	74	9403	15763423	59.6507497134347
White	Male	M	75 years	75	9693	14620125	66.2990227511735
White	Male	M	76 years	76	9967	13854188	71.942144859013
White	Male	M	77 years	77	10377	13059764	79.4577911208809
White	Male	M	78 years	78	10711	12236479	87.5333500756223
White	Male	M	79 years	79	11183	11298767	98.9754014752229
White	Male	M	80 years	80	11522	10421741	110.557343537898
White	Male	M	81 years	81	12025	9595062	125.324880652152
White	Male	M	82 years	82	12549	8754673	143.34059079077
White	Male	M	83 years	83	12980	7925849	163.767944607575
White	Male	M	84 years	84	13375	7083630	188.81562136927
White	Male	M	85 years	85	142344	34658028	410.710038089876
