Race	Gender	Gender Code	Five-Year Ages	Five-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
Black	Female	F	55-59 years	55-59	2003	2003	448	846733	52.9092405752463
Black	Female	F	55-59 years	55-59	2004	2004	440	906422	48.5425111040994
Black	Female	F	55-59 years	55-59	2005	2005	406	976118	41.5933319537187
Black	Female	F	55-59 years	55-59	2006	2006	450	1046312	43.0082040538577
Black	Female	F	55-59 years	55-59	2007	2007	488	1085461	44.9578566157605
Black	Female	F	55-59 years	55-59	2008	2008	499	1123799	44.402958180244
Black	Female	F	55-59 years	55-59	2009	2009	511	1164471	43.8825870287882
Black	Female	F	55-59 years	55-59	2010	2010	519	1194067	43.4648976983704
Black	Female	F	55-59 years	55-59	2011	2011	546	1242711	43.9362007739531
Black	Female	F	55-59 years	55-59	2012	2012	527	1292069	40.7872954153377
Black	Female	F	55-59 years	55-59	2013	2013	589	1330735	44.2612541189643
Black	Female	F	55-59 years	55-59	2014	2014	636	1364351	46.6155703334406
Black	Female	F	55-59 years	55-59	2015	2015	641	1395987	45.917333041067
Black	Female	F	55-59 years	55-59	2016	2016	624	1412482	44.1775541210437
Black	Female	F	55-59 years	55-59	2017	2017	666	1421202	46.861740977004
Black	Female	F	55-59 years	55-59	2018	2018	660	1426347	46.272050209381
Black	Female	F	55-59 years	55-59	2019	2019	633	1428980	44.2973309633445
Black	Female	F	55-59 years	55-59	2020	2020	796	1421662	55.9908051280825
Black	Female	F	55-59 years	55-59	2021	2021	650	1392255	46.6868497509436
Black	Female	F	60-64 years	60-64	1999	1999	378	585855	64.5210845687073
Black	Female	F	60-64 years	60-64	2000	2000	395	596149	66.2586031344513
Black	Female	F	60-64 years	60-64	2001	2001	396	610941	64.8180429861476
Black	Female	F	60-64 years	60-64	2002	2002	403	629297	64.0397141572262
Black	Female	F	60-64 years	60-64	2003	2003	443	653908	67.7465331514525
Black	Female	F	60-64 years	60-64	2004	2004	420	678186	61.9299130327078
Black	Female	F	60-64 years	60-64	2005	2005	404	698748	57.8176967948388
Black	Female	F	60-64 years	60-64	2006	2006	437	720394	60.6612492608212
Black	Female	F	60-64 years	60-64	2007	2007	446	768767	58.0149772297718
Black	Female	F	60-64 years	60-64	2008	2008	497	815179	60.968204529312
Black	Female	F	60-64 years	60-64	2009	2009	559	873483	63.9966662201783
Black	Female	F	60-64 years	60-64	2010	2010	549	927423	59.1962890719769
Black	Female	F	60-64 years	60-64	2011	2011	538	1006503	53.4523990489845
Black	Female	F	60-64 years	60-64	2012	2012	592	1040236	56.9101626938502
Black	Female	F	60-64 years	60-64	2013	2013	630	1075039	58.6025251176934
Black	Female	F	60-64 years	60-64	2014	2014	699	1114807	62.7014362127256
Black	Female	F	60-64 years	60-64	2015	2015	735	1153658	63.7103890407729
Black	Female	F	60-64 years	60-64	2016	2016	706	1190046	59.3254378402179
Black	Female	F	60-64 years	60-64	2017	2017	809	1239642	65.2607769017184
Black	Female	F	60-64 years	60-64	2018	2018	863	1272746	67.8061451381501
Black	Female	F	60-64 years	60-64	2019	2019	828	1301964	63.5962284671466
Black	Female	F	60-64 years	60-64	2020	2020	1057	1329313	79.5147568706542
Black	Female	F	60-64 years	60-64	2021	2021	900	1321124	68.1238097256578
Black	Female	F	65-69 years	65-69	1999	1999	463	507961	91.1487299221791
Black	Female	F	65-69 years	65-69	2000	2000	473	508629	92.9950907242804
Black	Female	F	65-69 years	65-69	2001	2001	456	522334	87.3004629221915
Black	Female	F	65-69 years	65-69	2002	2002	478	530031	90.1834043669144
Black	Female	F	65-69 years	65-69	2003	2003	497	539527	92.1177253409004
Black	Female	F	65-69 years	65-69	2004	2004	449	548655	81.8364910553991
Black	Female	F	65-69 years	65-69	2005	2005	511	561769	90.9626554687069
Black	Female	F	65-69 years	65-69	2006	2006	459	574475	79.8990382523173
Black	Female	F	65-69 years	65-69	2007	2007	450	592733	75.919511820668
Black	Female	F	65-69 years	65-69	2008	2008	506	617326	81.9664164477116
Black	Female	F	65-69 years	65-69	2009	2009	527	641482	82.1535132708322
Black	Female	F	65-69 years	65-69	2010	2010	520	657563	79.0798752362892
Black	Female	F	65-69 years	65-69	2011	2011	528	680703	77.5668683699058
Black	Female	F	65-69 years	65-69	2012	2012	575	729212	78.8522405007049
Black	Female	F	65-69 years	65-69	2013	2013	587	774692	75.772048762605
Black	Female	F	65-69 years	65-69	2014	2014	577	828528	69.6415812139119
Black	Female	F	65-69 years	65-69	2015	2015	677	885437	76.4594206024822
Black	Female	F	65-69 years	65-69	2016	2016	735	946010	77.6947389562478
Black	Female	F	65-69 years	65-69	2017	2017	781	978448	79.8202868215787
Black	Female	F	65-69 years	65-69	2018	2018	781	1007581	77.5123786573983
Black	Female	F	65-69 years	65-69	2019	2019	859	1042963	82.3615027570489
Black	Female	F	65-69 years	65-69	2020	2020	1132	1077483	105.059662194206
Black	Female	F	65-69 years	65-69	2021	2021	1106	1088159	101.639558189566
Black	Female	F	70-74 years	70-74	1999	1999	617	435255	141.755982125421
Black	Female	F	70-74 years	70-74	2000	2000	619	440786	140.430957426053
Black	Female	F	70-74 years	70-74	2001	2001	584	440752	132.500816785857
Black	Female	F	70-74 years	70-74	2002	2002	604	442356	136.541609020789
Black	Female	F	70-74 years	70-74	2003	2003	613	446877	137.174211248285
Black	Female	F	70-74 years	70-74	2004	2004	609	450801	135.092868028243
Black	Female	F	70-74 years	70-74	2005	2005	569	456614	124.612911562063
Black	Female	F	70-74 years	70-74	2006	2006	553	466664	118.500677146727
Black	Female	F	70-74 years	70-74	2007	2007	549	472797	116.117488055127
Black	Female	F	70-74 years	70-74	2008	2008	582	480483	121.128114834448
Black	Female	F	70-74 years	70-74	2009	2009	572	487912	117.234255357523
Black	Female	F	70-74 years	70-74	2010	2010	529	496664	106.510638983297
Black	Female	F	70-74 years	70-74	2011	2011	539	515854	104.48692847201
Black	Female	F	70-74 years	70-74	2012	2012	494	531565	92.933131413844
Black	Female	F	70-74 years	70-74	2013	2013	613	556554	110.142052702882
Black	Female	F	70-74 years	70-74	2014	2014	615	581078	105.837770488644
Black	Female	F	70-74 years	70-74	2015	2015	657	603471	108.87018597414
Black	Female	F	70-74 years	70-74	2016	2016	697	621831	112.088332682031
Black	Female	F	70-74 years	70-74	2017	2017	724	668247	108.343172509566
Black	Female	F	70-74 years	70-74	2018	2018	809	708288	114.219074726665
Black	Female	F	70-74 years	70-74	2019	2019	869	756006	114.946177675839
Black	Female	F	70-74 years	70-74	2020	2020	1189	806836	147.365759584352
Black	Female	F	70-74 years	70-74	2021	2021	1008	836516	120.499787212677
Black	Female	F	75-79 years	75-79	1999	1999	758	343390	220.740266169661
Black	Female	F	75-79 years	75-79	2000	2000	765	344364	222.148656654006
Black	Female	F	75-79 years	75-79	2001	2001	728	354673	205.259492546656
Black	Female	F	75-79 years	75-79	2002	2002	760	359611	211.339475155098
Black	Female	F	75-79 years	75-79	2003	2003	818	363417	225.085782998594
Black	Female	F	75-79 years	75-79	2004	2004	741	365192	202.906964007974
Black	Female	F	75-79 years	75-79	2005	2005	717	368751	194.440150670778
Black	Female	F	75-79 years	75-79	2006	2006	670	367499	182.31342126101
Black	Female	F	75-79 years	75-79	2007	2007	665	368272	180.573054698701
Black	Female	F	75-79 years	75-79	2008	2008	679	371717	182.665845253244
Black	Female	F	75-79 years	75-79	2009	2009	640	374583	170.856659271777
Black	Female	F	75-79 years	75-79	2010	2010	646	378077	170.864665134351
Black	Female	F	75-79 years	75-79	2011	2011	606	393168	154.132584544012
Black	Female	F	75-79 years	75-79	2012	2012	666	399504	166.706716328247
Black	Female	F	75-79 years	75-79	2013	2013	644	409261	157.356796762946
Black	Female	F	75-79 years	75-79	2014	2014	700	420226	166.577032358778
Black	Female	F	75-79 years	75-79	2015	2015	726	433526	167.464004465707
Black	Female	F	75-79 years	75-79	2016	2016	747	445948	167.50831935562
Black	Female	F	75-79 years	75-79	2017	2017	818	464257	176.195512399382
Black	Female	F	75-79 years	75-79	2018	2018	817	486475	167.94285420628
Black	Female	F	75-79 years	75-79	2019	2019	924	508214	181.813173190821
Black	Female	F	75-79 years	75-79	2020	2020	1108	526453	210.465131740155
Black	Female	F	75-79 years	75-79	2021	2021	939	512535	183.207000497527
Black	Female	F	80-84 years	80-84	1999	1999	751	227780	329.7041004478
Black	Female	F	80-84 years	80-84	2000	2000	739	231454	319.285905622716
Black	Female	F	80-84 years	80-84	2001	2001	761	237908	319.871546984549
Black	Female	F	80-84 years	80-84	2002	2002	834	243879	341.972863592191
Black	Female	F	80-84 years	80-84	2003	2003	801	249644	320.856900225922
Black	Female	F	80-84 years	80-84	2004	2004	882	254780	346.181018918282
Black	Female	F	80-84 years	80-84	2005	2005	922	258762	356.311977801996
Black	Female	F	80-84 years	80-84	2006	2006	804	264538	303.926090013533
Black	Female	F	80-84 years	80-84	2007	2007	792	268871	294.565051641865
Black	Female	F	80-84 years	80-84	2008	2008	849	272279	311.812515838533
Black	Female	F	80-84 years	80-84	2009	2009	816	274423	297.351169544827
Black	Female	F	80-84 years	80-84	2010	2010	823	277702	296.360847239127
Black	Female	F	80-84 years	80-84	2011	2011	740	281890	262.513746496861
Black	Female	F	80-84 years	80-84	2012	2012	798	284580	280.413240565043
Black	Female	F	80-84 years	80-84	2013	2013	831	290087	286.46578440261
Black	Female	F	80-84 years	80-84	2014	2014	811	296006	273.980932818929
Black	Female	F	80-84 years	80-84	2015	2015	864	303164	284.994260532253
Black	Female	F	80-84 years	80-84	2016	2016	857	312789	273.986617176435
Black	Female	F	80-84 years	80-84	2017	2017	908	321524	282.405045968575
Black	Female	F	80-84 years	80-84	2018	2018	913	329857	276.78660752993
Black	Female	F	80-84 years	80-84	2019	2019	1009	341870	295.141428028198
Black	Female	F	80-84 years	80-84	2020	2020	1220	351927	346.662802228871
Black	Female	F	80-84 years	80-84	2021	2021	1021	337044	302.927807645293
Black	Female	F	85+ years	85+	1999	1999	1500	225142	666.246191292606
Black	Female	F	85+ years	85+	2000	2000	1623	229308	707.781673556963
Black	Female	F	85+ years	85+	2001	2001	1620	226836	714.172353594667
Black	Female	F	85+ years	85+	2002	2002	1735	225501	769.397918412779
Black	Female	F	85+ years	85+	2003	2003	1745	225873	772.558030397613
Black	Female	F	85+ years	85+	2004	2004	1886	228060	826.975357362098
Black	Female	F	85+ years	85+	2005	2005	1991	235430	845.686615979272
Black	Female	F	85+ years	85+	2006	2006	1876	241177	777.851951056693
Black	Female	F	85+ years	85+	2007	2007	1927	249077	773.656339204342
Black	Female	F	85+ years	85+	2008	2008	2014	257804	781.213635164699
Black	Female	F	85+ years	85+	2009	2009	2003	267385	749.107092768854
Black	Female	F	85+ years	85+	2010	2010	2034	275593	738.044870515579
Black	Female	F	85+ years	85+	2011	2011	2047	284598	719.26014940372
Black	Female	F	85+ years	85+	2012	2012	2130	299097	712.143552091796
Black	Female	F	85+ years	85+	2013	2013	2129	309079	688.820657501804
Black	Female	F	85+ years	85+	2014	2014	2083	318456	654.093501143015
Black	Female	F	85+ years	85+	2015	2015	2170	328330	660.92041543569
Black	Female	F	85+ years	85+	2016	2016	2293	335598	683.25794551815
Black	Female	F	85+ years	85+	2017	2017	2511	345025	727.773349757264
Black	Female	F	85+ years	85+	2018	2018	2496	354052	704.981189203846
Black	Female	F	85+ years	85+	2019	2019	2690	360819	745.526150230448
Black	Female	F	85+ years	85+	2020	2020	3268	369171	885.226629393967
Black	Female	F	85+ years	85+	2021	2021	2737	333725	820.136339800734
Black	Male	M	20-24 years	20-24	1999	1999	18	1262470	1.42577645409396
Black	Male	M	20-24 years	20-24	2000	2000	13	1288774	1.00871060403143
Black	Male	M	20-24 years	20-24	2001	2001	17	1354373	1.2551933625375
Black	Male	M	20-24 years	20-24	2002	2002	13	1397013	0.930556838053762
Black	Male	M	20-24 years	20-24	2003	2003	21	1426855	1.47176832964807
Black	Male	M	20-24 years	20-24	2004	2004	11	1455519	0.755744170979561
Black	Male	M	20-24 years	20-24	2005	2005	21	1467280	1.43121967177362
Black	Male	M	20-24 years	20-24	2006	2006	19	1480574	1.2832860768864
Black	Male	M	20-24 years	20-24	2007	2007	23	1486497	1.54726178391211
Black	Male	M	20-24 years	20-24	2008	2008	21	1497956	1.40191033648518
Black	Male	M	20-24 years	20-24	2009	2009	22	1522604	1.44489309104665
Black	Male	M	20-24 years	20-24	2010	2010	15	1550237	0.967593987241951
Black	Male	M	20-24 years	20-24	2011	2011	27	1654175	1.63223359076277
Black	Male	M	20-24 years	20-24	2012	2012	15	1737366	0.863375938057957
Black	Male	M	20-24 years	20-24	2013	2013	15	1794159	0.836046303588478
Black	Male	M	20-24 years	20-24	2014	2014	23	1826372	1.25932723453929
Black	Male	M	20-24 years	20-24	2015	2015	12	1815640	0.660923971712454
Black	Male	M	20-24 years	20-24	2016	2016	19	1773358	1.07141366830612
Black	Male	M	20-24 years	20-24	2017	2017	28	1733291	1.61542406901092
Black	Male	M	20-24 years	20-24	2018	2018	21	1691428	1.24155447349813
Black	Male	M	20-24 years	20-24	2019	2019	18	1660340	1.0841153016852
Black	Male	M	20-24 years	20-24	2020	2020	18	1652385	1.08933450739386
Black	Male	M	20-24 years	20-24	2021	2021	17	1526119	1.11393672446251
Black	Male	M	25-29 years	25-29	1999	1999	25	1227359	2.03689385094337
Black	Male	M	25-29 years	25-29	2000	2000	26	1217250	2.13596220989936
Black	Male	M	25-29 years	25-29	2001	2001	30	1176367	2.55022454727139
Black	Male	M	25-29 years	25-29	2002	2002	45	1161423	3.87455733182484
Black	Male	M	25-29 years	25-29	2003	2003	29	1156545	2.507468364828
Black	Male	M	25-29 years	25-29	2004	2004	50	1184157	4.22241307529323
Black	Male	M	25-29 years	25-29	2005	2005	31	1219297	2.5424486404871
Black	Male	M	25-29 years	25-29	2006	2006	49	1261035	3.88569706629871
Black	Male	M	25-29 years	25-29	2007	2007	42	1295064	3.24308296732826
Black	Male	M	25-29 years	25-29	2008	2008	50	1326472	3.76939731860152
Black	Male	M	25-29 years	25-29	2009	2009	39	1341280	2.9076702851008
Black	Male	M	25-29 years	25-29	2010	2010	47	1342341	3.50134578322498
Black	Male	M	25-29 years	25-29	2011	2011	33	1368360	2.4116460580549
Black	Male	M	25-29 years	25-29	2012	2012	46	1400570	3.28437707504802
Black	Male	M	25-29 years	25-29	2013	2013	46	1442576	3.18874014263373
Black	Male	M	25-29 years	25-29	2014	2014	42	1517010	2.76860403029644
Black	Male	M	25-29 years	25-29	2015	2015	45	1599040	2.81418851310786
Black	Male	M	25-29 years	25-29	2016	2016	44	1683093	2.61423462636943
Black	Male	M	25-29 years	25-29	2017	2017	46	1765639	2.60528907664591
Black	Male	M	25-29 years	25-29	2018	2018	63	1824430	3.45313330738916
Black	Male	M	25-29 years	25-29	2019	2019	64	1845874	3.46719223522299
Black	Male	M	25-29 years	25-29	2020	2020	72	1830579	3.93318179657911
Black	Male	M	25-29 years	25-29	2021	2021	60	1645986	3.6452314904258
Black	Male	M	30-34 years	30-34	1999	1999	56	1248190	4.48649644685505
Black	Male	M	30-34 years	30-34	2000	2000	68	1243849	5.46690152904412
Black	Male	M	30-34 years	30-34	2001	2001	80	1241242	6.44515735046027
Black	Male	M	30-34 years	30-34	2002	2002	93	1243774	7.47724265019208
