Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
White	Female	F	75 years	75	2012	2012	1309	3284732	39.8510441643337
White	Female	F	75 years	75	2013	2013	1282	3340049	38.3826704338769
White	Female	F	80 years	80	2009	2009	2429	2860258	84.9224090973611
White	Female	F	80 years	80	2010	2010	2362	2838020	83.2270385691433
White	Female	F	80 years	80	2011	2011	2353	2810292	83.7279542481706
White	Female	F	80 years	80	2012	2012	2261	2772291	81.5570948360039
White	Female	F	80 years	80	2013	2013	2313	2723815	84.9176614417646
White	Female	F	85 years	85	2009	2009	9070	3100490	292.534405851978
White	Female	F	85 years	85	2010	2010	9289	3150003	294.888608042596
White	Female	F	85 years	85	2011	2011	9924	3246764	305.658187660082
White	Female	F	85 years	85	2012	2012	10190	3285736	310.128385238498
White	Female	F	85 years	85	2013	2013	10208	3321293	307.350179583674
White	Male	M	20 years	20	2009	2009	17	6436835	0.264104952200888
White	Male	M	20 years	20	2010	2010	16	6434852	0.248645967304299
White	Male	M	20 years	20	2011	2011	16	6535212	0.244827558769325
White	Male	M	20 years	20	2012	2012	15	6614098	0.226788293732569
White	Male	M	20 years	20	2013	2013	21	6637157	0.316400531131025
White	Male	M	25 years	25	2009	2009	35	6264167	0.55873350758369
White	Male	M	25 years	25	2010	2010	47	6278921	0.748536253283008
White	Male	M	25 years	25	2011	2011	36	6313225	0.57023153776398
White	Male	M	25 years	25	2012	2012	55	6331749	0.868638349372346
White	Male	M	25 years	25	2013	2013	45	6361222	0.707411248970717
White	Male	M	30 years	30	2009	2009	99	5815676	1.70229565746097
White	Male	M	30 years	30	2010	2010	91	5892342	1.54437743090948
White	Male	M	30 years	30	2011	2011	99	6051761	1.63588747143187
White	Male	M	30 years	30	2012	2012	105	6158752	1.70489086100561
White	Male	M	30 years	30	2013	2013	97	6250584	1.5518549946693
White	Male	M	35 years	35	2009	2009	175	6291303	2.78161773483172
White	Male	M	35 years	35	2010	2010	176	6107512	2.8816971624452
White	Male	M	35 years	35	2011	2011	178	5811271	3.06301323755165
White	Male	M	35 years	35	2012	2012	181	5731933	3.15774800577746
White	Male	M	35 years	35	2013	2013	163	5747969	2.83578425701322
White	Male	M	40 years	40	2009	2009	366	6796712	5.38495672613464
White	Male	M	40 years	40	2010	2010	368	6705632	5.48792418074836
White	Male	M	40 years	40	2011	2011	395	6681100	5.91220008681205
White	Male	M	40 years	40	2012	2012	373	6595545	5.6553325009533
White	Male	M	40 years	40	2013	2013	363	6444840	5.63241290706984
White	Male	M	45 years	45	2009	2009	698	7843887	8.89864935586145
White	Male	M	45 years	45	2010	2010	712	7717904	9.22530262102249
White	Male	M	45 years	45	2011	2011	759	7400700	10.2557866147797
White	Male	M	45 years	45	2012	2012	607	7149016	8.49067899694168
White	Male	M	45 years	45	2013	2013	713	6894349	10.3418031202076
White	Male	M	50 years	50	2009	2009	1018	7837527	12.9887909796036
White	Male	M	50 years	50	2010	2010	978	7887799	12.3988960672046
White	Male	M	50 years	50	2011	2011	1053	7915197	13.3035223254709
White	Male	M	50 years	50	2012	2012	1094	7852440	13.9319752841155
White	Male	M	50 years	50	2013	2013	1130	7759979	14.5618950772934
White	Male	M	55 years	55	2009	2009	1198	7036638	17.025175943398
White	Male	M	55 years	55	2010	2010	1244	7146083	17.4081381366547
White	Male	M	55 years	55	2011	2011	1280	7299446	17.5355773575145
White	Male	M	55 years	55	2012	2012	1440	7426243	19.3906932482549
White	Male	M	55 years	55	2013	2013	1479	7524979	19.6545398997127
White	Male	M	60 years	60	2009	2009	1218	6060669	20.0967912948224
White	Male	M	60 years	60	2010	2010	1249	6288214	19.8625555682424
White	Male	M	60 years	60	2011	2011	1326	6608141	20.0661577893087
White	Male	M	60 years	60	2012	2012	1459	6527655	22.3510586879975
White	Male	M	60 years	60	2013	2013	1565	6583471	23.7716548003325
White	Male	M	65 years	65	2009	2009	1066	4528274	23.5409783065247
White	Male	M	65 years	65	2010	2010	1110	4654113	23.8498721453476
White	Male	M	65 years	65	2011	2011	1166	4801082	24.2861921541852
White	Male	M	65 years	65	2012	2012	1262	5232533	24.1183380974377
White	Male	M	65 years	65	2013	2013	1504	5435950	27.6676569872791
White	Male	M	70 years	70	2009	2009	1049	3345358	31.3568831796178
White	Male	M	70 years	70	2010	2010	1039	3391018	30.6397665833682
White	Male	M	70 years	70	2011	2011	1059	3505670	30.208205564129
White	Male	M	70 years	70	2012	2012	1107	3658387	30.259237199345
White	Male	M	70 years	70	2013	2013	1308	3895724	33.5752738130319
White	Male	M	75 years	75	2009	2009	1235	2597732	47.5414707906743
White	Male	M	75 years	75	2010	2010	1255	2604993	48.1767129508601
White	Male	M	75 years	75	2011	2011	1289	2621024	49.1792520785769
White	Male	M	75 years	75	2012	2012	1308	2654999	49.2655552789285
White	Male	M	75 years	75	2013	2013	1407	2722302	51.6841996222315
White	Male	M	80 years	80	2009	2009	1752	1921250	91.1906310995446
White	Male	M	80 years	80	2010	2010	1717	1930668	88.9329496319409
White	Male	M	80 years	80	2011	2011	1786	1955849	91.3158428897118
White	Male	M	80 years	80	2012	2012	1778	1957694	90.8211395652232
White	Male	M	80 years	80	2013	2013	1876	1954228	95.9969870455239
White	Male	M	85 years	85	2009	2009	3723	1486527	250.449537748053
White	Male	M	85 years	85	2010	2010	3936	1528404	257.523534353482
White	Male	M	85 years	85	2011	2011	4216	1610254	261.822047950199
White	Male	M	85 years	85	2012	2012	4462	1656437	269.373359807828
White	Male	M	85 years	85	2013	2013	4870	1710806	284.66114802029
