Notes	Race	Race Code	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
	Black	2054-5	Female	F	40 years	40	2017	2017	43	275857	15.5877864255756
	Black	2054-5	Female	F	40 years	40	2018	2018	37	278610	13.2802124833997
	Black	2054-5	Female	F	41 years	41	2014	2014	32	272352	11.7495006462225
	Black	2054-5	Female	F	41 years	41	2015	2015	41	263781	15.543196818573
	Black	2054-5	Female	F	41 years	41	2016	2016	38	272031	13.9689961805824
	Black	2054-5	Female	F	41 years	41	2017	2017	39	264577	14.7405103240267
	Black	2054-5	Female	F	41 years	41	2018	2018	36	275796	13.0531262237306
	Black	2054-5	Female	F	42 years	42	2014	2014	51	281773	18.0996759803104
	Black	2054-5	Female	F	42 years	42	2015	2015	49	272399	17.9883186061623
	Black	2054-5	Female	F	42 years	42	2016	2016	30	263922	11.3669947939164
	Black	2054-5	Female	F	42 years	42	2017	2017	32	272137	11.7587832599022
	Black	2054-5	Female	F	42 years	42	2018	2018	37	264437	13.9919905308259
	Black	2054-5	Female	F	43 years	43	2014	2014	39	295339	13.2051642349977
	Black	2054-5	Female	F	43 years	43	2015	2015	48	281682	17.0404924702324
	Black	2054-5	Female	F	43 years	43	2016	2016	47	272312	17.2596139722083
	Black	2054-5	Female	F	43 years	43	2017	2017	40	263910	15.1566822022659
	Black	2054-5	Female	F	43 years	43	2018	2018	49	271874	18.0230547974429
	Black	2054-5	Female	F	44 years	44	2014	2014	46	293062	15.696337293815
	Black	2054-5	Female	F	44 years	44	2015	2015	41	295075	13.8947725154622
	Black	2054-5	Female	F	44 years	44	2016	2016	44	281524	15.629218112843
	Black	2054-5	Female	F	44 years	44	2017	2017	40	272182	14.6960489672352
	Black	2054-5	Female	F	44 years	44	2018	2018	46	263615	17.4496898886634
	Black	2054-5	Female	F	45 years	45	2014	2014	45	271998	16.5442392958772
	Black	2054-5	Female	F	45 years	45	2015	2015	36	292744	12.2974339354521
	Black	2054-5	Female	F	45 years	45	2016	2016	61	294755	20.6951536021442
	Black	2054-5	Female	F	45 years	45	2017	2017	43	281296	15.2863887150902
	Black	2054-5	Female	F	45 years	45	2018	2018	50	271855	18.3921575840062
	Black	2054-5	Female	F	46 years	46	2014	2014	56	273852	20.4490016505266
	Black	2054-5	Female	F	46 years	46	2015	2015	80	271703	29.4439148629202
	Black	2054-5	Female	F	46 years	46	2016	2016	55	292393	18.8102998361794
	Black	2054-5	Female	F	46 years	46	2017	2017	64	294391	21.7397950344949
	Black	2054-5	Female	F	46 years	46	2018	2018	64	280801	22.7919416241395
	Black	2054-5	Female	F	47 years	47	2014	2014	57	274158	20.7909307771431
	Black	2054-5	Female	F	47 years	47	2015	2015	68	273412	24.8708908167893
	Black	2054-5	Female	F	47 years	47	2016	2016	61	271312	22.4833402134812
	Black	2054-5	Female	F	47 years	47	2017	2017	48	291878	16.4452271154386
	Black	2054-5	Female	F	47 years	47	2018	2018	69	293743	23.4899214619582
	Black	2054-5	Female	F	48 years	48	2014	2014	57	283797	20.084778908868
	Black	2054-5	Female	F	48 years	48	2015	2015	72	273592	26.3165589637124
	Black	2054-5	Female	F	48 years	48	2016	2016	66	272799	24.1936370734497
	Black	2054-5	Female	F	48 years	48	2017	2017	67	270726	24.748269468023
	Black	2054-5	Female	F	48 years	48	2018	2018	62	291161	21.2940606743348
	Black	2054-5	Female	F	49 years	49	2014	2014	74	297888	24.8415511870233
	Black	2054-5	Female	F	49 years	49	2015	2015	72	282969	25.4444833179606
	Black	2054-5	Female	F	49 years	49	2016	2016	76	272809	27.8583184572356
	Black	2054-5	Female	F	49 years	49	2017	2017	81	272038	29.7752519868548
	Black	2054-5	Female	F	49 years	49	2018	2018	64	269881	23.714155498164
	Black	2054-5	Female	F	50 years	50	2014	2014	86	296598	28.9954753572175
	Black	2054-5	Female	F	50 years	50	2015	2015	89	296738	29.9927882509149
	Black	2054-5	Female	F	50 years	50	2016	2016	82	282010	29.0769830857062
	Black	2054-5	Female	F	50 years	50	2017	2017	69	271831	25.3834183739161
	Black	2054-5	Female	F	50 years	50	2018	2018	76	270947	28.0497661904358
	Black	2054-5	Female	F	51 years	51	2014	2014	90	293300	30.6853051483123
	Black	2054-5	Female	F	51 years	51	2015	2015	73	295408	24.7115853328278
	Black	2054-5	Female	F	51 years	51	2016	2016	77	295617	26.0472164997277
	Black	2054-5	Female	F	51 years	51	2017	2017	95	280944	33.814568027792
	Black	2054-5	Female	F	51 years	51	2018	2018	91	270744	33.6110864876045
	Black	2054-5	Female	F	52 years	52	2014	2014	93	291113	31.9463575999698
	Black	2054-5	Female	F	52 years	52	2015	2015	99	292033	33.9002783931953
	Black	2054-5	Female	F	52 years	52	2016	2016	114	294124	38.7591628020835
	Black	2054-5	Female	F	52 years	52	2017	2017	94	294358	31.9339036139667
	Black	2054-5	Female	F	52 years	52	2018	2018	85	279751	30.384163059292
	Black	2054-5	Female	F	53 years	53	2014	2014	95	292537	32.4745245900519
	Black	2054-5	Female	F	53 years	53	2015	2015	90	289666	31.0702671352523
	Black	2054-5	Female	F	53 years	53	2016	2016	117	290610	40.2601424589656
	Black	2054-5	Female	F	53 years	53	2017	2017	89	292707	30.405832453614
	Black	2054-5	Female	F	53 years	53	2018	2018	98	292993	33.4478980726502
	Black	2054-5	Female	F	54 years	54	2014	2014	111	298737	37.1564285642555
	Black	2054-5	Female	F	54 years	54	2015	2015	116	291069	39.8530932528026
	Black	2054-5	Female	F	54 years	54	2016	2016	128	288206	44.4126770435036
	Black	2054-5	Female	F	54 years	54	2017	2017	105	289135	36.3152160755357
	Black	2054-5	Female	F	54 years	54	2018	2018	112	291225	38.45823675852
	Black	2054-5	Female	F	55 years	55	2014	2014	113	286162	39.4881221126495
	Black	2054-5	Female	F	55 years	55	2015	2015	129	297146	43.413002362475
	Black	2054-5	Female	F	55 years	55	2016	2016	107	289457	36.9657669360216
	Black	2054-5	Female	F	55 years	55	2017	2017	121	286495	42.2345939719716
	Black	2054-5	Female	F	55 years	55	2018	2018	94	287367	32.7107844672492
	Black	2054-5	Female	F	56 years	56	2014	2014	127	277313	45.7966269161561
	Black	2054-5	Female	F	56 years	56	2015	2015	127	284336	44.6654662089922
	Black	2054-5	Female	F	56 years	56	2016	2016	127	295290	43.0085678485557
	Black	2054-5	Female	F	56 years	56	2017	2017	117	287684	40.6696236147996
	Black	2054-5	Female	F	56 years	56	2018	2018	150	284655	52.695368077146
	Black	2054-5	Female	F	57 years	57	2014	2014	130	276333	47.0446888355716
	Black	2054-5	Female	F	57 years	57	2015	2015	106	275368	38.4939426512885
	Black	2054-5	Female	F	57 years	57	2016	2016	128	282283	45.3445655600939
	Black	2054-5	Female	F	57 years	57	2017	2017	156	293264	53.194391401604
	Black	2054-5	Female	F	57 years	57	2018	2018	126	285588	44.1195008193622
	Black	2054-5	Female	F	58 years	58	2014	2014	130	264999	49.056788893543
	Black	2054-5	Female	F	58 years	58	2015	2015	152	274202	55.4335854588953
	Black	2054-5	Female	F	58 years	58	2016	2016	134	273314	49.0278580680097
	Black	2054-5	Female	F	58 years	58	2017	2017	130	280080	46.4153099114539
	Black	2054-5	Female	F	58 years	58	2018	2018	150	290937	51.5575536971922
	Black	2054-5	Female	F	59 years	59	2014	2014	136	258269	52.6582748994266
	Black	2054-5	Female	F	59 years	59	2015	2015	127	262886	48.3099138029412
	Black	2054-5	Female	F	59 years	59	2016	2016	128	271918	47.073014658831
	Black	2054-5	Female	F	59 years	59	2017	2017	142	271017	52.3952371991425
	Black	2054-5	Female	F	59 years	59	2018	2018	140	277680	50.4177470469605
	Black	2054-5	Female	F	60 years	60	2014	2014	130	244234	53.2276423429989
	Black	2054-5	Female	F	60 years	60	2015	2015	149	256033	58.1956232204442
	Black	2054-5	Female	F	60 years	60	2016	2016	121	260515	46.4464618160183
	Black	2054-5	Female	F	60 years	60	2017	2017	150	269475	55.663790704147
	Black	2054-5	Female	F	60 years	60	2018	2018	169	268443	62.9556367646018
	Black	2054-5	Female	F	61 years	61	2014	2014	125	228861	54.6183054343029
	Black	2054-5	Female	F	61 years	61	2015	2015	137	241986	56.614845486929
	Black	2054-5	Female	F	61 years	61	2016	2016	153	253644	60.3207645361215
	Black	2054-5	Female	F	61 years	61	2017	2017	163	257879	63.207938606866
	Black	2054-5	Female	F	61 years	61	2018	2018	182	266552	68.2793601248537
	Black	2054-5	Female	F	62 years	62	2014	2014	137	217342	63.0342961783733
	Black	2054-5	Female	F	62 years	62	2015	2015	137	226526	60.4787088457837
	Black	2054-5	Female	F	62 years	62	2016	2016	149	239442	62.2280134646386
	Black	2054-5	Female	F	62 years	62	2017	2017	155	251031	61.7453621265899
	Black	2054-5	Female	F	62 years	62	2018	2018	178	254977	69.8102181765414
	Black	2054-5	Female	F	63 years	63	2014	2014	166	215131	77.1622871645648
	Black	2054-5	Female	F	63 years	63	2015	2015	159	214879	73.9951321441369
	Black	2054-5	Female	F	63 years	63	2016	2016	150	224004	66.9630899448224
	Black	2054-5	Female	F	63 years	63	2017	2017	158	236781	66.7283270194821
	Black	2054-5	Female	F	63 years	63	2018	2018	172	248093	69.3288403945295
	Black	2054-5	Female	F	64 years	64	2014	2014	141	208014	67.7838991606334
	Black	2054-5	Female	F	64 years	64	2015	2015	153	212639	71.9529343159063
	Black	2054-5	Female	F	64 years	64	2016	2016	133	212353	62.6315615979054
	Black	2054-5	Female	F	64 years	64	2017	2017	183	221275	82.7025194893232
	Black	2054-5	Female	F	64 years	64	2018	2018	162	233914	69.2562223723249
	Black	2054-5	Female	F	65 years	65	2014	2014	135	193302	69.8389049259708
	Black	2054-5	Female	F	65 years	65	2015	2015	146	205416	71.0752813802235
	Black	2054-5	Female	F	65 years	65	2016	2016	163	209953	77.6364233899968
	Black	2054-5	Female	F	65 years	65	2017	2017	149	209581	71.0942308701648
	Black	2054-5	Female	F	65 years	65	2018	2018	164	218317	75.1201234901542
	Black	2054-5	Female	F	66 years	66	2014	2014	119	183008	65.0244798041616
	Black	2054-5	Female	F	66 years	66	2015	2015	152	190679	79.7151233224424
	Black	2054-5	Female	F	66 years	66	2016	2016	136	202634	67.1160812104583
	Black	2054-5	Female	F	66 years	66	2017	2017	159	207081	76.7815492488447
	Black	2054-5	Female	F	66 years	66	2018	2018	151	206508	73.1206539213977
	Black	2054-5	Female	F	67 years	67	2014	2014	100	173226	57.7280546800134
	Black	2054-5	Female	F	67 years	67	2015	2015	130	180414	72.0564922899553
	Black	2054-5	Female	F	67 years	67	2016	2016	129	187917	68.6473283417679
	Black	2054-5	Female	F	67 years	67	2017	2017	162	199659	81.1383408711854
	Black	2054-5	Female	F	67 years	67	2018	2018	150	203942	73.5503231310863
	Black	2054-5	Female	F	68 years	68	2014	2014	122	139078	87.7205596859316
	Black	2054-5	Female	F	68 years	68	2015	2015	143	170659	83.7928266308838
	Black	2054-5	Female	F	68 years	68	2016	2016	158	177703	88.9123987777359
	Black	2054-5	Female	F	68 years	68	2017	2017	155	184993	83.786954100966
	Black	2054-5	Female	F	68 years	68	2018	2018	154	196596	78.3332316018637
	Black	2054-5	Female	F	69 years	69	2014	2014	101	138361	72.9974487030305
	Black	2054-5	Female	F	69 years	69	2015	2015	106	136841	77.4621641174794
	Black	2054-5	Female	F	69 years	69	2016	2016	149	167859	88.76497536623
	Black	2054-5	Female	F	69 years	69	2017	2017	156	174732	89.2795824462605
	Black	2054-5	Female	F	69 years	69	2018	2018	162	181821	89.0986189714059
	Black	2054-5	Female	F	70 years	70	2014	2014	114	129244	88.2052551762558
	Black	2054-5	Female	F	70 years	70	2015	2015	131	135840	96.4369846878681
	Black	2054-5	Female	F	70 years	70	2016	2016	131	134407	97.4651617847285
	Black	2054-5	Female	F	70 years	70	2017	2017	168	164843	101.915155632936
	Black	2054-5	Female	F	70 years	70	2018	2018	163	171586	94.9960952525264
	Black	2054-5	Female	F	71 years	71	2014	2014	124	127317	97.3946919892866
	Black	2054-5	Female	F	71 years	71	2015	2015	126	126723	99.4294642645771
	Black	2054-5	Female	F	71 years	71	2016	2016	132	133320	99.009900990099
	Black	2054-5	Female	F	71 years	71	2017	2017	129	131856	97.834000728067
	Black	2054-5	Female	F	71 years	71	2018	2018	173	161737	106.963774522836
	Black	2054-5	Female	F	72 years	72	2014	2014	139	114126	121.795208804304
	Black	2054-5	Female	F	72 years	72	2015	2015	144	124549	115.617146665168
	Black	2054-5	Female	F	72 years	72	2016	2016	132	124106	106.360691666801
	Black	2054-5	Female	F	72 years	72	2017	2017	139	130548	106.474247020253
	Black	2054-5	Female	F	72 years	72	2018	2018	166	129130	128.552621389298
	Black	2054-5	Female	F	73 years	73	2014	2014	126	107612	117.087313682489
	Black	2054-5	Female	F	73 years	73	2015	2015	133	111437	119.349946606603
	Black	2054-5	Female	F	73 years	73	2016	2016	165	121733	135.542539820755
	Black	2054-5	Female	F	73 years	73	2017	2017	133	121253	109.688007719397
	Black	2054-5	Female	F	73 years	73	2018	2018	149	127608	116.763839257727
	Black	2054-5	Female	F	74 years	74	2014	2014	112	103480	108.233475067646
	Black	2054-5	Female	F	74 years	74	2015	2015	123	104870	117.288070944979
	Black	2054-5	Female	F	74 years	74	2016	2016	137	108662	126.079034068948
	Black	2054-5	Female	F	74 years	74	2017	2017	155	118706	130.574697150944
	Black	2054-5	Female	F	74 years	74	2018	2018	158	118267	133.596015794769
	Black	2054-5	Female	F	75 years	75	2014	2014	127	92886	136.726740305321
	Black	2054-5	Female	F	75 years	75	2015	2015	157	100623	156.027945897061
	Black	2054-5	Female	F	75 years	75	2016	2016	150	102104	146.909033926193
	Black	2054-5	Female	F	75 years	75	2017	2017	158	105728	149.440072639225
	Black	2054-5	Female	F	75 years	75	2018	2018	157	115548	135.874268702184
	Black	2054-5	Female	F	76 years	76	2014	2014	127	89328	142.172667024897
	Black	2054-5	Female	F	76 years	76	2015	2015	130	90137	144.22490209348
	Black	2054-5	Female	F	76 years	76	2016	2016	136	97768	139.104819572866
	Black	2054-5	Female	F	76 years	76	2017	2017	175	99160	176.482452601856
	Black	2054-5	Female	F	76 years	76	2018	2018	163	102677	158.750255656087
	Black	2054-5	Female	F	77 years	77	2014	2014	148	82774	178.800106313577
	Black	2054-5	Female	F	77 years	77	2015	2015	148	86473	171.151688966498
	Black	2054-5	Female	F	77 years	77	2016	2016	150	87334	171.754414088442
	Black	2054-5	Female	F	77 years	77	2017	2017	163	94670	172.177036019858
	Black	2054-5	Female	F	77 years	77	2018	2018	149	96048	155.130767949359
	Black	2054-5	Female	F	78 years	78	2014	2014	142	80305	176.82585144138
	Black	2054-5	Female	F	78 years	78	2015	2015	147	79861	184.069821314534
	Black	2054-5	Female	F	78 years	78	2016	2016	142	83525	170.008979347501
	Black	2054-5	Female	F	78 years	78	2017	2017	166	84319	196.871405021407
	Black	2054-5	Female	F	78 years	78	2018	2018	178	91434	194.675941115996
	Black	2054-5	Female	F	79 years	79	2014	2014	156	75861	205.6392612805
	Black	2054-5	Female	F	79 years	79	2015	2015	144	77209	186.506754393918
	Black	2054-5	Female	F	79 years	79	2016	2016	169	76902	219.760214298718
	Black	2054-5	Female	F	79 years	79	2017	2017	156	80410	194.005720681507
	Black	2054-5	Female	F	79 years	79	2018	2018	170	81169	209.439564365706
	Black	2054-5	Female	F	80 years	80	2014	2014	151	68284	221.13525862574
	Black	2054-5	Female	F	80 years	80	2015	2015	170	72690	233.86985830238
	Black	2054-5	Female	F	80 years	80	2016	2016	165	74127	222.590958759966
	Black	2054-5	Female	F	80 years	80	2017	2017	164	73754	222.360821108008
	Black	2054-5	Female	F	80 years	80	2018	2018	180	77155	233.296610718683
	Black	2054-5	Female	F	81 years	81	2014	2014	165	64688	255.070492208756
	Black	2054-5	Female	F	81 years	81	2015	2015	161	65188	246.97797140578
	Black	2054-5	Female	F	81 years	81	2016	2016	155	69491	223.050466966945
	Black	2054-5	Female	F	81 years	81	2017	2017	179	70803	252.814146293236
	Black	2054-5	Female	F	81 years	81	2018	2018	167	70475	236.963462220646
	Black	2054-5	Female	F	82 years	82	2014	2014	165	59071	279.324880228877
	Black	2054-5	Female	F	82 years	82	2015	2015	180	61453	292.906774282785
	Black	2054-5	Female	F	82 years	82	2016	2016	199	62021	320.859063865465
	Black	2054-5	Female	F	82 years	82	2017	2017	191	66110	288.912418696113
	Black	2054-5	Female	F	82 years	82	2018	2018	199	67366	295.401240982098
	Black	2054-5	Female	F	83 years	83	2014	2014	155	54016	286.952014218009
	Black	2054-5	Female	F	83 years	83	2015	2015	179	55831	320.610413569522
	Black	2054-5	Female	F	83 years	83	2016	2016	167	58180	287.040220006875
	Black	2054-5	Female	F	83 years	83	2017	2017	184	58689	313.517013409668
	Black	2054-5	Female	F	83 years	83	2018	2018	180	62584	287.613447526524
	Black	2054-5	Female	F	84 years	84	2014	2014	175	52316	334.50569615414
	Black	2054-5	Female	F	84 years	84	2015	2015	174	50723	343.039646708594
	Black	2054-5	Female	F	84 years	84	2016	2016	171	52537	325.484896358757
	Black	2054-5	Female	F	84 years	84	2017	2017	190	54691	347.406337422976
	Black	2054-5	Female	F	84 years	84	2018	2018	187	55190	338.829498097481
	Black	2054-5	Female	F	85 years	85	2014	2014	164	NA	NA
	Black	2054-5	Female	F	85 years	85	2015	2015	163	NA	NA
	Black	2054-5	Female	F	85 years	85	2016	2016	168	NA	NA
	Black	2054-5	Female	F	85 years	85	2017	2017	181	NA	NA
	Black	2054-5	Female	F	85 years	85	2018	2018	210	NA	NA
	Black	2054-5	Female	F	86 years	86	2014	2014	163	NA	NA
	Black	2054-5	Female	F	86 years	86	2015	2015	175	NA	NA
	Black	2054-5	Female	F	86 years	86	2016	2016	159	NA	NA
	Black	2054-5	Female	F	86 years	86	2017	2017	201	NA	NA
	Black	2054-5	Female	F	86 years	86	2018	2018	202	NA	NA
	Black	2054-5	Female	F	87 years	87	2014	2014	197	NA	NA
	Black	2054-5	Female	F	87 years	87	2015	2015	187	NA	NA
	Black	2054-5	Female	F	87 years	87	2016	2016	193	NA	NA
	Black	2054-5	Female	F	87 years	87	2017	2017	231	NA	NA
	Black	2054-5	Female	F	87 years	87	2018	2018	191	NA	NA
	Black	2054-5	Female	F	88 years	88	2014	2014	171	NA	NA
	Black	2054-5	Female	F	88 years	88	2015	2015	190	NA	NA
	Black	2054-5	Female	F	88 years	88	2016	2016	201	NA	NA
	Black	2054-5	Female	F	88 years	88	2017	2017	197	NA	NA
	Black	2054-5	Female	F	88 years	88	2018	2018	188	NA	NA
	Black	2054-5	Female	F	89 years	89	2014	2014	159	NA	NA
	Black	2054-5	Female	F	89 years	89	2015	2015	164	NA	NA
	Black	2054-5	Female	F	89 years	89	2016	2016	173	NA	NA
	Black	2054-5	Female	F	89 years	89	2017	2017	214	NA	NA
	Black	2054-5	Female	F	89 years	89	2018	2018	184	NA	NA
	Black	2054-5	Female	F	90 years	90	2014	2014	185	NA	NA
	Black	2054-5	Female	F	90 years	90	2015	2015	180	NA	NA
	Black	2054-5	Female	F	90 years	90	2016	2016	167	NA	NA
	Black	2054-5	Female	F	90 years	90	2017	2017	167	NA	NA
	Black	2054-5	Female	F	90 years	90	2018	2018	188	NA	NA
	Black	2054-5	Female	F	91 years	91	2014	2014	170	NA	NA
	Black	2054-5	Female	F	91 years	91	2015	2015	153	NA	NA
	Black	2054-5	Female	F	91 years	91	2016	2016	191	NA	NA
