Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
Black or African American	Female	F	50 years	50	2001	2001	311	1066260	29.1673700598353
Black or African American	Female	F	50 years	50	2002	2002	329	1105949	29.748207195811
Black or African American	Female	F	50 years	50	2003	2003	384	1144404	33.554583870731
Black or African American	Female	F	55 years	55	1999	1999	291	703574	41.3602549269871
Black or African American	Female	F	55 years	55	2000	2000	305	721707	42.2609175191594
Black or African American	Female	F	55 years	55	2001	2001	309	749059	41.2517572047062
Black or African American	Female	F	55 years	55	2002	2002	353	799225	44.1677875441834
Black or African American	Female	F	55 years	55	2003	2003	382	846733	45.1145756690716
Black or African American	Female	F	60 years	60	1999	1999	323	585855	55.1330960732605
Black or African American	Female	F	60 years	60	2000	2000	342	596149	57.3682082834996
Black or African American	Female	F	60 years	60	2001	2001	331	610941	54.1787177485224
Black or African American	Female	F	60 years	60	2002	2002	350	629297	55.6176177544148
Black or African American	Female	F	60 years	60	2003	2003	379	653908	57.9592236216716
Black or African American	Female	F	65 years	65	1999	1999	388	507961	76.3838168678304
Black or African American	Female	F	65 years	65	2000	2000	396	508629	77.8563550249789
Black or African American	Female	F	65 years	65	2001	2001	366	522334	70.0701083980748
Black or African American	Female	F	65 years	65	2002	2002	402	530031	75.8446204089949
Black or African American	Female	F	65 years	65	2003	2003	407	539527	75.4364471101539
Black or African American	Female	F	70 years	70	1999	1999	530	435255	121.767699394608
Black or African American	Female	F	70 years	70	2000	2000	527	440786	119.559151152714
Black or African American	Female	F	70 years	70	2001	2001	483	440752	109.585435800632
Black or African American	Female	F	70 years	70	2002	2002	490	442356	110.770510629448
Black or African American	Female	F	70 years	70	2003	2003	469	446877	104.950579242163
Black or African American	Female	F	75 years	75	1999	1999	608	343390	177.058155450071
Black or African American	Female	F	75 years	75	2000	2000	615	344364	178.590096525769
Black or African American	Female	F	75 years	75	2001	2001	601	354673	169.451861291951
Black or African American	Female	F	75 years	75	2002	2002	601	359611	167.125032326597
Black or African American	Female	F	75 years	75	2003	2003	648	363417	178.307564038006
Black or African American	Female	F	80 years	80	1999	1999	620	227780	272.192466414962
Black or African American	Female	F	80 years	80	2000	2000	613	231454	264.847442688396
Black or African American	Female	F	80 years	80	2001	2001	605	237908	254.299981505456
Black or African American	Female	F	80 years	80	2002	2002	677	243879	277.596677040664
Black or African American	Female	F	80 years	80	2003	2003	608	249644	243.546810658378
Black or African American	Female	F	85 years	85	1999	1999	1152	225142	511.677074912722
Black or African American	Female	F	85 years	85	2000	2000	1254	229308	546.862734836988
Black or African American	Female	F	85 years	85	2001	2001	1247	226836	549.736373415155
Black or African American	Female	F	85 years	85	2002	2002	1311	225501	581.372144691154
Black or African American	Female	F	85 years	85	2003	2003	1322	225873	585.284651109252
Black or African American	Male	M	20 years	20	1999	1999	16	1262470	1.26735684808352
Black or African American	Male	M	20 years	20	2000	2000	12	1288774	0.931117480644395
Black or African American	Male	M	20 years	20	2001	2001	16	1354373	1.18135845885882
Black or African American	Male	M	20 years	20	2002	2002	12	1397013	0.858975542818857
Black or African American	Male	M	20 years	20	2003	2003	20	1426855	1.40168412347435
Black or African American	Male	M	25 years	25	1999	1999	24	1227359	1.95541809690563
Black or African American	Male	M	25 years	25	2000	2000	25	1217250	2.05380981721093
Black or African American	Male	M	25 years	25	2001	2001	26	1176367	2.2101946076352
Black or African American	Male	M	25 years	25	2002	2002	43	1161423	3.70235478374373
Black or African American	Male	M	25 years	25	2003	2003	28	1156545	2.42100393845462
Black or African American	Male	M	30 years	30	1999	1999	51	1248190	4.08591640695727
Black or African American	Male	M	30 years	30	2000	2000	60	1243849	4.82373664327422
Black or African American	Male	M	30 years	30	2001	2001	77	1241242	6.203463949818
Black or African American	Male	M	30 years	30	2002	2002	87	1243774	6.99483989856678
Black or African American	Male	M	30 years	30	2003	2003	85	1233902	6.88871563543944
Black or African American	Male	M	35 years	35	1999	1999	143	1334212	10.7179368795963
Black or African American	Male	M	35 years	35	2000	2000	109	1333184	8.17591570255869
Black or African American	Male	M	35 years	35	2001	2001	113	1322748	8.54282145956751
Black or African American	Male	M	35 years	35	2002	2002	161	1298817	12.3958956496566
Black or African American	Male	M	35 years	35	2003	2003	137	1273108	10.7610666180717
Black or African American	Male	M	40 years	40	1999	1999	233	1248357	18.6645326617306
Black or African American	Male	M	40 years	40	2000	2000	230	1273647	18.0583788129678
Black or African American	Male	M	40 years	40	2001	2001	272	1304062	20.8579039953622
Black or African American	Male	M	40 years	40	2002	2002	245	1314793	18.634111985689
Black or African American	Male	M	40 years	40	2003	2003	272	1321512	20.5824843058557
Black or African American	Male	M	45 years	45	1999	1999	321	1027188	31.2503650743583
Black or African American	Male	M	45 years	45	2000	2000	313	1061019	29.4999429793434
Black or African American	Male	M	45 years	45	2001	2001	385	1105384	34.8295253052333
Black or African American	Male	M	45 years	45	2002	2002	382	1153639	33.1126114841818
Black or African American	Male	M	45 years	45	2003	2003	471	1196401	39.3680714074963
Black or African American	Male	M	50 years	50	1999	1999	364	788057	46.1895522785788
Black or African American	Male	M	50 years	50	2000	2000	397	834987	47.5456504113238
Black or African American	Male	M	50 years	50	2001	2001	443	912639	48.5405510831775
Black or African American	Male	M	50 years	50	2002	2002	493	945720	52.1295943831155
Black or African American	Male	M	50 years	50	2003	2003	550	979716	56.1387177508584
Black or African American	Male	M	55 years	55	1999	1999	384	573942	66.9057152116416
Black or African American	Male	M	55 years	55	2000	2000	389	590653	65.8593116432152
Black or African American	Male	M	55 years	55	2001	2001	380	616383	61.6499806127035
Black or African American	Male	M	55 years	55	2002	2002	491	662769	74.0831270020173
Black or African American	Male	M	55 years	55	2003	2003	535	706655	75.7087970791971
Black or African American	Male	M	60 years	60	1999	1999	364	459389	79.2356804364057
Black or African American	Male	M	60 years	60	2000	2000	423	470342	89.9345582576083
Black or African American	Male	M	60 years	60	2001	2001	380	483638	78.5711627291487
Black or African American	Male	M	60 years	60	2002	2002	467	497980	93.7788666211494
Black or African American	Male	M	60 years	60	2003	2003	432	518313	83.3473210203101
Black or African American	Male	M	65 years	65	1999	1999	405	376469	107.57857884713
Black or African American	Male	M	65 years	65	2000	2000	399	375235	106.33336442496
Black or African American	Male	M	65 years	65	2001	2001	426	388334	109.69938249033
Black or African American	Male	M	65 years	65	2002	2002	428	396851	107.849041579837
Black or African American	Male	M	65 years	65	2003	2003	478	406305	117.645611055734
Black or African American	Male	M	70 years	70	1999	1999	416	288848	144.020384423642
Black or African American	Male	M	70 years	70	2000	2000	424	292654	144.880985737424
Black or African American	Male	M	70 years	70	2001	2001	395	295838	133.519020545028
Black or African American	Male	M	70 years	70	2002	2002	417	299173	139.384235876901
Black or African American	Male	M	70 years	70	2003	2003	463	304832	151.886941003569
Black or African American	Male	M	75 years	75	1999	1999	436	206886	210.744081281479
Black or African American	Male	M	75 years	75	2000	2000	379	207597	182.565258650173
Black or African American	Male	M	75 years	75	2001	2001	389	213265	182.402175696903
Black or African American	Male	M	75 years	75	2002	2002	439	215637	203.582873069093
Black or African American	Male	M	75 years	75	2003	2003	432	217510	198.611558089283
Black or African American	Male	M	80 years	80	1999	1999	323	112918	286.048282824705
Black or African American	Male	M	80 years	80	2000	2000	333	116516	285.797658690652
Black or African American	Male	M	80 years	80	2001	2001	342	120694	283.361227567236
Black or African American	Male	M	80 years	80	2002	2002	359	124874	287.489789708026
Black or African American	Male	M	80 years	80	2003	2003	310	128770	240.739302632601
Black or African American	Male	M	85 years	85	1999	1999	394	84140	468.267173758022
Black or African American	Male	M	85 years	85	2000	2000	412	85165	483.766805612634
Black or African American	Male	M	85 years	85	2001	2001	415	82735	501.601498761105
Black or African American	Male	M	85 years	85	2002	2002	443	81399	544.23273013182
Black or African American	Male	M	85 years	85	2003	2003	470	81395	577.431046133055
White	Female	F	20 years	20	1999	1999	3	5767128	0.0520189598704936
White	Female	F	20 years	20	2000	2000	4	5833546	0.0685689287441978
White	Female	F	20 years	20	2001	2001	2	6061601	0.0329945834442089
White	Female	F	20 years	20	2002	2002	2	6182601	0.0323488447661429
White	Female	F	20 years	20	2003	2003	6	6266378	0.0957490914209133
White	Female	F	25 years	25	1999	1999	5	6213778	0.0804663443077625
White	Female	F	25 years	25	2000	2000	11	6046122	0.181934800521723
White	Female	F	25 years	25	2001	2001	11	5726230	0.192098466181065
White	Female	F	25 years	25	2002	2002	10	5617832	0.178004611031444
White	Female	F	25 years	25	2003	2003	10	5616483	0.178047365228382
White	Female	F	30 years	30	1999	1999	16	6834676	0.234100343600779
White	Female	F	30 years	30	2000	2000	16	6731412	0.237691586846861
White	Female	F	30 years	30	2001	2001	23	6683770	0.344117167407017
White	Female	F	30 years	30	2002	2002	27	6581643	0.410231913216806
White	Female	F	30 years	30	2003	2003	32	6425488	0.498016648696566
White	Female	F	35 years	35	1999	1999	45	8065587	0.557925914133714
White	Female	F	35 years	35	2000	2000	48	7922913	0.60583777709032
White	Female	F	35 years	35	2001	2001	52	7605475	0.683717979481886
White	Female	F	35 years	35	2002	2002	57	7331110	0.777508453699371
White	Female	F	35 years	35	2003	2003	52	7053358	0.737237497373591
White	Female	F	40 years	40	1999	1999	83	8133518	1.02046863362201
White	Female	F	40 years	40	2000	2000	112	8166125	1.3715195395613
White	Female	F	40 years	40	2001	2001	95	8220183	1.15569203264696
White	Female	F	40 years	40	2002	2002	114	8166129	1.39601027610512
White	Female	F	40 years	40	2003	2003	129	8080271	1.59648110812125
White	Female	F	45 years	45	1999	1999	139	7455738	1.86433589806938
White	Female	F	45 years	45	2000	2000	148	7573110	1.95428298281683
White	Female	F	45 years	45	2001	2001	173	7733075	2.23714369768818
White	Female	F	45 years	45	2002	2002	221	7879024	2.80491593882694
White	Female	F	45 years	45	2003	2003	203	7989220	2.54092389494844
White	Female	F	50 years	50	1999	1999	191	6656729	2.86927708789106
White	Female	F	50 years	50	2000	2000	176	6873199	2.56067080263499
White	Female	F	50 years	50	2001	2001	247	7248518	3.40759311075726
White	Female	F	50 years	50	2002	2002	279	7178574	3.88656577197644
White	Female	F	50 years	50	2003	2003	299	7261641	4.11752660314659
White	Female	F	55 years	55	1999	1999	250	5304072	4.7133598488105
White	Female	F	55 years	55	2000	2000	268	5440411	4.92609841425583
White	Female	F	55 years	55	2001	2001	289	5594924	5.16539634854736
White	Female	F	55 years	55	2002	2002	322	6061053	5.31260822170669
White	Female	F	55 years	55	2003	2003	371	6276773	5.91068053600154
White	Female	F	60 years	60	1999	1999	357	4417711	8.08110806705101
White	Female	F	60 years	60	2000	2000	349	4438847	7.86240210577206
White	Female	F	60 years	60	2001	2001	383	4553355	8.41138018010895
White	Female	F	60 years	60	2002	2002	405	4718079	8.5840020906814
White	Female	F	60 years	60	2003	2003	506	4979577	10.1615056861255
White	Female	F	65 years	65	1999	1999	554	4128908	13.4175912856378
White	Female	F	65 years	65	2000	2000	543	4101812	13.2380518658583
White	Female	F	65 years	65	2001	2001	503	4063803	12.3775684992604
White	Female	F	65 years	65	2002	2002	580	4062380	14.2773448077236
White	Female	F	65 years	65	2003	2003	579	4117417	14.0622142474275
White	Female	F	70 years	70	1999	1999	931	4138627	22.4953831306856
White	Female	F	70 years	70	2000	2000	877	4086093	21.4630455058169
White	Female	F	70 years	70	2001	2001	917	4017544	22.8248900323183
White	Female	F	70 years	70	2002	2002	965	3943356	24.4715414991697
White	Female	F	70 years	70	2003	2003	956	3864787	24.7361626915015
White	Female	F	75 years	75	1999	1999	1578	3703159	42.6122669861056
White	Female	F	75 years	75	2000	2000	1644	3725948	44.1229990327294
White	Female	F	75 years	75	2001	2001	1639	3698950	44.3098717203531
White	Female	F	75 years	75	2002	2002	1622	3667267	44.2291221228233
White	Female	F	75 years	75	2003	2003	1699	3641215	46.6602493947762
White	Female	F	80 years	80	1999	1999	2393	2686103	89.0881697388373
White	Female	F	80 years	80	2000	2000	2471	2702744	91.4256030167859
White	Female	F	80 years	80	2001	2001	2576	2779168	92.689610703635
White	Female	F	80 years	80	2002	2002	2581	2840836	90.8535374798123
White	Female	F	80 years	80	2003	2003	2755	2871621	95.9388442973498
White	Female	F	85 years	85	1999	1999	6828	2594890	263.132541263792
White	Female	F	85 years	85	2000	2000	7236	2633096	274.809577774605
White	Female	F	85 years	85	2001	2001	7497	2664217	281.39599739811
White	Female	F	85 years	85	2002	2002	7689	2683788	286.498039338428
White	Female	F	85 years	85	2003	2003	8134	2724221	298.580768594031
White	Male	M	20 years	20	1999	1999	7	5922138	0.118200555272437
White	Male	M	20 years	20	2000	2000	11	5974131	0.184127197746417
White	Male	M	20 years	20	2001	2001	8	6182960	0.129387866005926
White	Male	M	20 years	20	2002	2002	11	6297083	0.174684056093909
White	Male	M	20 years	20	2003	2003	13	6369825	0.204087239445354
White	Male	M	25 years	25	1999	1999	22	6294554	0.349508479870059
White	Male	M	25 years	25	2000	2000	18	6138505	0.293231006572447
White	Male	M	25 years	25	2001	2001	22	5816994	0.378202212345414
White	Male	M	25 years	25	2002	2002	33	5698533	0.579096409549616
White	Male	M	25 years	25	2003	2003	35	5672755	0.616984163779328
White	Male	M	30 years	30	1999	1999	71	6921705	1.02575882676306
White	Male	M	30 years	30	2000	2000	49	6819205	0.718558834937504
White	Male	M	30 years	30	2001	2001	70	6782134	1.03212351746515
White	Male	M	30 years	30	2002	2002	67	6683490	1.00247026628303
White	Male	M	30 years	30	2003	2003	77	6512411	1.18235780880537
White	Male	M	35 years	35	1999	1999	117	8094587	1.44541037115297
White	Male	M	35 years	35	2000	2000	121	7936088	1.52468067390382
White	Male	M	35 years	35	2001	2001	121	7633057	1.58521022442253
White	Male	M	35 years	35	2002	2002	147	7359478	1.99742427384116
White	Male	M	35 years	35	2003	2003	163	7087398	2.29985673162422
White	Male	M	40 years	40	1999	1999	254	8117806	3.12892424381662
White	Male	M	40 years	40	2000	2000	273	8151520	3.34906863995917
White	Male	M	40 years	40	2001	2001	287	8202369	3.49898913350521
White	Male	M	40 years	40	2002	2002	328	8146913	4.02606484198371
White	Male	M	40 years	40	2003	2003	353	8049029	4.38562216635075
White	Male	M	45 years	45	1999	1999	335	7369371	4.54584251491749
White	Male	M	45 years	45	2000	2000	360	7489284	4.80686805307423
White	Male	M	45 years	45	2001	2001	409	7652379	5.34474311844722
White	Male	M	45 years	45	2002	2002	509	7791685	6.53260495002044
White	Male	M	45 years	45	2003	2003	545	7904379	6.89491230114345
White	Male	M	50 years	50	1999	1999	423	6513967	6.49373876164862
White	Male	M	50 years	50	2000	2000	492	6733591	7.30665108706484
White	Male	M	50 years	50	2001	2001	550	7099559	7.74696005765992
White	Male	M	50 years	50	2002	2002	678	7031269	9.64264061010893
White	Male	M	50 years	50	2003	2003	742	7105292	10.4429205724409
White	Male	M	55 years	55	1999	1999	500	5063782	9.87404276092454
White	Male	M	55 years	55	2000	2000	520	5197809	10.0042152376126
White	Male	M	55 years	55	2001	2001	576	5364115	10.7380248186327
White	Male	M	55 years	55	2002	2002	717	5830597	12.2971970108721
White	Male	M	55 years	55	2003	2003	805	6050416	13.3048702766884
White	Male	M	60 years	60	1999	1999	521	4089994	12.7384049952152
White	Male	M	60 years	60	2000	2000	605	4113867	14.7063577893986
White	Male	M	60 years	60	2001	2001	588	4231056	13.8972398379979
White	Male	M	60 years	60	2002	2002	686	4393249	15.6148672656615
White	Male	M	60 years	60	2003	2003	771	4648582	16.5857029089731
White	Male	M	65 years	65	1999	1999	678	3619643	18.7311290091316
White	Male	M	65 years	65	2000	2000	701	3605311	19.4435376032747
White	Male	M	65 years	65	2001	2001	707	3595859	19.6615050812615
White	Male	M	65 years	65	2002	2002	766	3612434	21.2045396538733
White	Male	M	65 years	65	2003	2003	867	3679382	23.5637397802131
White	Male	M	70 years	70	1999	1999	892	3298619	27.0416195383583
White	Male	M	70 years	70	2000	2000	952	3288915	28.9457161404293
White	Male	M	70 years	70	2001	2001	964	3278268	29.4057715842634
White	Male	M	70 years	70	2002	2002	982	3245790	30.2545759275862
White	Male	M	70 years	70	2003	2003	994	3206546	30.9990874916499
White	Male	M	75 years	75	1999	1999	1308	2598738	50.3321227457327
White	Male	M	75 years	75	2000	2000	1271	2619131	48.5275459684911
White	Male	M	75 years	75	2001	2001	1326	2630912	50.4007735720541
White	Male	M	75 years	75	2002	2002	1343	2642321	50.8265271327746
White	Male	M	75 years	75	2003	2003	1469	2659135	55.2435284406395
White	Male	M	80 years	80	1999	1999	1387	1584789	87.5195373011802
White	Male	M	80 years	80	2000	2000	1470	1606270	91.516370224184
White	Male	M	80 years	80	2001	2001	1523	1681282	90.585636436957
White	Male	M	80 years	80	2002	2002	1567	1737354	90.1946293041027
White	Male	M	80 years	80	2003	2003	1684	1773800	94.9374224828053
White	Male	M	85 years	85	1999	1999	2160	1034839	208.728120992734
White	Male	M	85 years	85	2000	2000	2325	1061643	219.000172374329
White	Male	M	85 years	85	2001	2001	2413	1094483	220.469390570708
White	Male	M	85 years	85	2002	2002	2608	1122659	232.305624414894
White	Male	M	85 years	85	2003	2003	2804	1164671	240.754685228704
