Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Deaths	Population	Crude Rate
White	Female	F	53 years	53	779	7607176	10.2403309717036
White	Female	F	54 years	54	852	7753633	10.9883973100094
White	Female	F	55 years	55	902	7816489	11.539707917455
White	Female	F	56 years	56	1026	7870379	13.0362210002847
White	Female	F	57 years	57	1058	7895917	13.3993303121094
White	Female	F	58 years	58	1033	7828216	13.1958545855148
White	Female	F	59 years	59	1184	7754569	15.2684178837019
White	Female	F	60 years	60	1170	7667366	15.2594776354748
White	Female	F	61 years	61	1211	7527929	16.0867617109566
White	Female	F	62 years	62	1300	7349715	17.6877606818768
White	Female	F	63 years	63	1344	7181329	18.7151988162637
White	Female	F	64 years	64	1399	6978131	20.0483481895081
White	Female	F	65 years	65	1477	6799261	21.7229490087232
White	Female	F	66 years	66	1481	6664030	22.2237895087507
White	Female	F	67 years	67	1545	6666570	23.1753360423726
White	Female	F	68 years	68	1733	6299915	27.5083076517699
White	Female	F	69 years	69	1761	5965263	29.5209113160644
White	Female	F	70 years	70	1887	5642152	33.4446856447682
White	Female	F	71 years	71	1919	5365646	35.7645659068824
White	Female	F	72 years	72	1894	4862421	38.9517896537548
White	Female	F	73 years	73	2000	4665794	42.8651586418089
White	Female	F	74 years	74	2166	4425604	48.9424720331959
White	Female	F	75 years	75	2289	4156158	55.0749033121455
White	Female	F	76 years	76	2213	3825833	57.8436120970257
White	Female	F	77 years	77	2442	3576244	68.2839314096018
White	Female	F	78 years	78	2695	3374917	79.8538156642074
White	Female	F	79 years	79	2915	3200244	91.0868046311469
White	Female	F	80 years	80	3176	3003331	105.749249749695
White	Female	F	81 years	81	3453	2822083	122.35642963017
White	Female	F	82 years	82	3789	2674270	141.683524849772
White	Female	F	83 years	83	4140	2533433	163.414623556257
White	Female	F	84 years	84	4505	2393436	188.223123576315
White	Female	F	85 years	85	89203	16758921	532.271737542053
White	Male	M	20 years	20	11	6182382	0.177924948668652
White	Male	M	21 years	21	10	6274038	0.159386984905096
White	Male	M	22 years	22	19	6394529	0.297128998867626
White	Male	M	23 years	23	31	6522225	0.475297923638022
White	Male	M	24 years	24	29	6626640	0.437627515603685
White	Male	M	25 years	25	36	6665586	0.540087548191562
White	Male	M	26 years	26	47	6656718	0.706053643852721
White	Male	M	27 years	27	46	6598388	0.697139968125548
White	Male	M	28 years	28	71	6520364	1.0888962640736
White	Male	M	29 years	29	77	6450944	1.19362375491091
White	Male	M	30 years	30	88	6381160	1.37905960671727
White	Male	M	31 years	31	121	6357902	1.90314352124333
White	Male	M	32 years	32	122	6345490	1.92262536068925
White	Male	M	33 years	33	146	6315562	2.31174992819325
White	Male	M	34 years	34	177	6295032	2.81174106819473
White	Male	M	35 years	35	190	6244940	3.04246317818906
White	Male	M	36 years	36	193	6150321	3.1380475913371
White	Male	M	37 years	37	252	6043333	4.16988439988331
White	Male	M	38 years	38	279	5907202	4.72304823840458
White	Male	M	39 years	39	320	5799242	5.51796251992933
White	Male	M	40 years	40	353	5728264	6.16242547480354
White	Male	M	41 years	41	369	5706198	6.46665257672447
White	Male	M	42 years	42	420	5783040	7.26261620185923
White	Male	M	43 years	43	479	6009860	7.97023557953097
White	Male	M	44 years	44	601	6220400	9.6617580862967
White	Male	M	45 years	45	661	6403099	10.3231263486634
White	Male	M	46 years	46	719	6532187	11.0070333258984
White	Male	M	47 years	47	845	6597685	12.8075226386225
White	Male	M	48 years	48	962	6584338	14.6104285654837
White	Male	M	49 years	49	1040	6644250	15.652631975016
White	Male	M	50 years	50	1190	6815019	17.4614333430325
White	Male	M	51 years	51	1364	7026287	19.4128136240378
White	Male	M	52 years	52	1463	7233197	20.2261876733068
White	Male	M	53 years	53	1602	7446711	21.5128531240168
White	Male	M	54 years	54	1781	7567747	23.5340848471811
White	Male	M	55 years	55	1909	7603287	25.1075620320527
White	Male	M	56 years	56	2081	7630779	27.2711344411888
White	Male	M	57 years	57	2245	7628509	29.4290797847915
White	Male	M	58 years	58	2289	7532845	30.3869255241546
White	Male	M	59 years	59	2416	7422296	32.5505746469826
White	Male	M	60 years	60	2455	7297298	33.6425893529358
White	Male	M	61 years	61	2537	7122372	35.6201557570989
White	Male	M	62 years	62	2624	6917868	37.9307613270447
White	Male	M	63 years	63	2660	6721144	39.5765958890332
White	Male	M	64 years	64	2677	6500128	41.1838043804676
White	Male	M	65 years	65	2633	6308621	41.7365379850842
White	Male	M	66 years	66	2729	6162036	44.2873102331762
White	Male	M	67 years	67	2674	6141949	43.5366688977717
White	Male	M	68 years	68	2614	5780059	45.2244518611315
White	Male	M	69 years	69	2691	5437186	49.4925132228325
White	Male	M	70 years	70	2561	5103939	50.1769319735208
White	Male	M	71 years	71	2577	4810035	53.5754937334136
White	Male	M	72 years	72	2504	4307758	58.1276849813755
White	Male	M	73 years	73	2560	4080390	62.7391009192749
White	Male	M	74 years	74	2528	3820205	66.1744592240469
White	Male	M	75 years	75	2571	3544268	72.5396612220069
White	Male	M	76 years	76	2550	3213996	79.3404845556746
White	Male	M	77 years	77	2589	2957250	87.5475526249049
White	Male	M	78 years	78	2617	2746132	95.2976768778777
White	Male	M	79 years	79	2782	2553675	108.941035957982
White	Male	M	80 years	80	2847	2342641	121.529504520752
White	Male	M	81 years	81	2822	2147799	131.390320975101
White	Male	M	82 years	82	3016	1980323	152.298387687261
White	Male	M	83 years	83	3257	1818815	179.072637953833
White	Male	M	84 years	84	3369	1661166	202.809351985292
White	Male	M	85 years	85	40423	9086773	444.855395859454
