Notes	Race	Race Code	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
	Black	2054-5	Female	F	44 years	44	2006	2006	58	295175	19.649360548827
	Black	2054-5	Female	F	44 years	44	2007	2007	55	297185	18.5069905950839
	Black	2054-5	Female	F	44 years	44	2008	2008	53	301835	17.5592625109745
	Black	2054-5	Female	F	45 years	45	2004	2004	73	290127	25.1613948374333
	Black	2054-5	Female	F	45 years	45	2005	2005	51	306816	16.6223404255319
	Black	2054-5	Female	F	45 years	45	2006	2006	53	295192	17.9544161088376
	Black	2054-5	Female	F	45 years	45	2007	2007	60	293146	20.467616818923
	Black	2054-5	Female	F	45 years	45	2008	2008	57	294945	19.3256369831664
	Black	2054-5	Female	F	46 years	46	2004	2004	70	284787	24.5797736553986
	Black	2054-5	Female	F	46 years	46	2005	2005	55	290361	18.9419377946763
	Black	2054-5	Female	F	46 years	46	2006	2006	59	307358	19.1958562978676
	Black	2054-5	Female	F	46 years	46	2007	2007	41	295900	13.856032443393
	Black	2054-5	Female	F	46 years	46	2008	2008	63	294083	21.4225235732769
	Black	2054-5	Female	F	47 years	47	2004	2004	78	283535	27.5098312377661
	Black	2054-5	Female	F	47 years	47	2005	2005	71	285552	24.8641228217628
	Black	2054-5	Female	F	47 years	47	2006	2006	68	291526	23.3255352867326
	Black	2054-5	Female	F	47 years	47	2007	2007	75	308915	24.278523218361
	Black	2054-5	Female	F	47 years	47	2008	2008	90	297740	30.2277154564385
	Black	2054-5	Female	F	48 years	48	2004	2004	75	270683	27.7076875902809
	Black	2054-5	Female	F	48 years	48	2005	2005	84	282561	29.7280941106522
	Black	2054-5	Female	F	48 years	48	2006	2006	66	284543	23.1950882643397
	Black	2054-5	Female	F	48 years	48	2007	2007	71	290520	24.4389370783423
	Black	2054-5	Female	F	48 years	48	2008	2008	74	307806	24.0411168073397
	Black	2054-5	Female	F	49 years	49	2004	2004	84	269512	31.1674433791445
	Black	2054-5	Female	F	49 years	49	2005	2005	81	270781	29.913472510996
	Black	2054-5	Female	F	49 years	49	2006	2006	77	282836	27.2242571666973
	Black	2054-5	Female	F	49 years	49	2007	2007	63	285049	22.1014632571944
	Black	2054-5	Female	F	49 years	49	2008	2008	102	291202	35.0272319558245
	Black	2054-5	Female	F	50 years	50	2004	2004	86	252898	34.005804711781
	Black	2054-5	Female	F	50 years	50	2005	2005	71	267591	26.5330298851606
	Black	2054-5	Female	F	50 years	50	2006	2006	70	268665	26.054752200696
	Black	2054-5	Female	F	50 years	50	2007	2007	90	280409	32.0959740949827
	Black	2054-5	Female	F	50 years	50	2008	2008	94	282423	33.2834082210018
	Black	2054-5	Female	F	51 years	51	2004	2004	76	240694	31.5753612470606
	Black	2054-5	Female	F	51 years	51	2005	2005	69	254645	27.096546172122
	Black	2054-5	Female	F	51 years	51	2006	2006	97	270046	35.9198062552306
	Black	2054-5	Female	F	51 years	51	2007	2007	83	271680	30.5506478209658
	Black	2054-5	Female	F	51 years	51	2008	2008	99	284147	34.8411209690759
	Black	2054-5	Female	F	52 years	52	2004	2004	79	231301	34.1546296816702
	Black	2054-5	Female	F	52 years	52	2005	2005	83	239339	34.6788446513105
	Black	2054-5	Female	F	52 years	52	2006	2006	113	253046	44.6559123637599
	Black	2054-5	Female	F	52 years	52	2007	2007	93	268265	34.6672133897452
	Black	2054-5	Female	F	52 years	52	2008	2008	98	269682	36.3390956756476
	Black	2054-5	Female	F	53 years	53	2004	2004	84	230246	36.4827184837087
	Black	2054-5	Female	F	53 years	53	2005	2005	90	232012	38.7910970122235
	Black	2054-5	Female	F	53 years	53	2006	2006	85	240407	35.3567075833898
	Black	2054-5	Female	F	53 years	53	2007	2007	79	254567	31.0330875565175
	Black	2054-5	Female	F	53 years	53	2008	2008	93	270271	34.4099070932508
	Black	2054-5	Female	F	54 years	54	2004	2004	84	230172	36.4944476304676
	Black	2054-5	Female	F	54 years	54	2005	2005	80	230195	34.7531440735029
	Black	2054-5	Female	F	54 years	54	2006	2006	101	231999	43.5346704080621
	Black	2054-5	Female	F	54 years	54	2007	2007	92	240540	38.2472769601729
	Black	2054-5	Female	F	54 years	54	2008	2008	128	254859	50.2238492656724
	Black	2054-5	Female	F	55 years	55	2004	2004	91	209913	43.3512931547832
	Black	2054-5	Female	F	55 years	55	2005	2005	73	227232	32.1257569356429
	Black	2054-5	Female	F	55 years	55	2006	2006	115	226822	50.7005493294301
	Black	2054-5	Female	F	55 years	55	2007	2007	91	228100	39.8947829899167
	Black	2054-5	Female	F	55 years	55	2008	2008	99	236080	41.9349373093866
	Black	2054-5	Female	F	56 years	56	2004	2004	93	199152	46.6979995179561
	Black	2054-5	Female	F	56 years	56	2005	2005	86	211010	40.7563622577129
	Black	2054-5	Female	F	56 years	56	2006	2006	94	228898	41.0663264860331
	Black	2054-5	Female	F	56 years	56	2007	2007	97	228905	42.3756580240711
	Black	2054-5	Female	F	56 years	56	2008	2008	86	230648	37.2862543789671
	Black	2054-5	Female	F	57 years	57	2004	2004	81	188184	43.0429792118352
	Black	2054-5	Female	F	57 years	57	2005	2005	94	197296	47.6441488930338
	Black	2054-5	Female	F	57 years	57	2006	2006	74	208761	35.4472339182127
	Black	2054-5	Female	F	57 years	57	2007	2007	94	226325	41.533193416547
	Black	2054-5	Female	F	57 years	57	2008	2008	114	226035	50.4346671975579
	Black	2054-5	Female	F	58 years	58	2004	2004	77	154575	49.8140061458839
	Black	2054-5	Female	F	58 years	58	2005	2005	82	187045	43.8397177149884
	Black	2054-5	Female	F	58 years	58	2006	2006	86	196114	43.8520452389936
	Black	2054-5	Female	F	58 years	58	2007	2007	103	207513	49.635444526367
	Black	2054-5	Female	F	58 years	58	2008	2008	103	225068	45.7639468960492
	Black	2054-5	Female	F	59 years	59	2004	2004	98	154598	63.3902120337909
	Black	2054-5	Female	F	59 years	59	2005	2005	71	153535	46.2435275344384
	Black	2054-5	Female	F	59 years	59	2006	2006	81	185717	43.6147471690798
	Black	2054-5	Female	F	59 years	59	2007	2007	103	194618	52.9241899515975
	Black	2054-5	Female	F	59 years	59	2008	2008	97	205968	47.094694321448
	Black	2054-5	Female	F	60 years	60	2004	2004	86	144328	59.5864974225375
	Black	2054-5	Female	F	60 years	60	2005	2005	71	151478	46.8714928900566
	Black	2054-5	Female	F	60 years	60	2006	2006	89	150077	59.3028911825263
	Black	2054-5	Female	F	60 years	60	2007	2007	100	180971	55.2574721916771
	Black	2054-5	Female	F	60 years	60	2008	2008	110	189239	58.1275529885489
	Black	2054-5	Female	F	61 years	61	2004	2004	84	145934	57.5602669700001
	Black	2054-5	Female	F	61 years	61	2005	2005	71	145091	48.9348064318255
	Black	2054-5	Female	F	61 years	61	2006	2006	72	152832	47.1105527638191
	Black	2054-5	Female	F	61 years	61	2007	2007	89	151823	58.6208940674338
	Black	2054-5	Female	F	61 years	61	2008	2008	90	183834	48.9572113972388
	Black	2054-5	Female	F	62 years	62	2004	2004	85	133245	63.7922623738227
	Black	2054-5	Female	F	62 years	62	2005	2005	92	144842	63.5174880214302
	Black	2054-5	Female	F	62 years	62	2006	2006	85	144125	58.9765828274068
	Black	2054-5	Female	F	62 years	62	2007	2007	70	151818	46.1078396501074
	Black	2054-5	Female	F	62 years	62	2008	2008	96	150894	63.6208199133166
	Black	2054-5	Female	F	63 years	63	2004	2004	82	127608	64.2592940881449
	Black	2054-5	Female	F	63 years	63	2005	2005	86	132283	65.0121330783245
	Black	2054-5	Female	F	63 years	63	2006	2006	97	144008	67.3573690350536
	Black	2054-5	Female	F	63 years	63	2007	2007	94	143478	65.5152706338254
	Black	2054-5	Female	F	63 years	63	2008	2008	111	151305	73.3617527510657
	Black	2054-5	Female	F	64 years	64	2004	2004	83	127071	65.3178144501893
	Black	2054-5	Female	F	64 years	64	2005	2005	84	125054	67.1709821357174
	Black	2054-5	Female	F	64 years	64	2006	2006	94	129352	72.6699239285052
	Black	2054-5	Female	F	64 years	64	2007	2007	93	140677	66.1088877357351
	Black	2054-5	Female	F	64 years	64	2008	2008	90	139907	64.3284467539151
	Black	2054-5	Female	F	65 years	65	2004	2004	90	114956	78.2908243153902
	Black	2054-5	Female	F	65 years	65	2005	2005	83	126347	65.6921019098198
	Black	2054-5	Female	F	65 years	65	2006	2006	84	124478	67.4818040135606
	Black	2054-5	Female	F	65 years	65	2007	2007	85	128983	65.9001573850818
	Black	2054-5	Female	F	65 years	65	2008	2008	98	140541	69.7305412655382
	Black	2054-5	Female	F	66 years	66	2004	2004	73	113959	64.0581261681833
	Black	2054-5	Female	F	66 years	66	2005	2005	98	113303	86.4937380298845
	Black	2054-5	Female	F	66 years	66	2006	2006	100	124590	80.2632635042941
	Black	2054-5	Female	F	66 years	66	2007	2007	90	122668	73.3687677307855
	Black	2054-5	Female	F	66 years	66	2008	2008	89	127119	70.0131372965489
	Black	2054-5	Female	F	67 years	67	2004	2004	87	107138	81.2036812335492
	Black	2054-5	Female	F	67 years	67	2005	2005	99	112306	88.1520132495147
	Black	2054-5	Female	F	67 years	67	2006	2006	77	111677	68.9488435398515
	Black	2054-5	Female	F	67 years	67	2007	2007	102	122888	83.0024086973504
	Black	2054-5	Female	F	67 years	67	2008	2008	116	120906	95.9423022844193
	Black	2054-5	Female	F	68 years	68	2004	2004	102	106721	95.5763158141322
	Black	2054-5	Female	F	68 years	68	2005	2005	100	105562	94.731058524848
	Black	2054-5	Female	F	68 years	68	2006	2006	103	110737	93.013175361442
	Black	2054-5	Female	F	68 years	68	2007	2007	81	110216	73.4920519706758
	Black	2054-5	Female	F	68 years	68	2008	2008	100	121384	82.3831806498385
	Black	2054-5	Female	F	69 years	69	2004	2004	97	105881	91.6122817124885
	Black	2054-5	Female	F	69 years	69	2005	2005	131	104251	125.658267066983
	Black	2054-5	Female	F	69 years	69	2006	2006	95	102993	92.239278397561
	Black	2054-5	Female	F	69 years	69	2007	2007	92	107978	85.2025412584045
	Black	2054-5	Female	F	69 years	69	2008	2008	103	107376	95.9246014006854
	Black	2054-5	Female	F	70 years	70	2004	2004	99	95367	103.809493850074
	Black	2054-5	Female	F	70 years	70	2005	2005	93	102590	90.6521103421386
	Black	2054-5	Female	F	70 years	70	2006	2006	111	100765	110.157296680395
	Black	2054-5	Female	F	70 years	70	2007	2007	102	99295	102.724205649831
	Black	2054-5	Female	F	70 years	70	2008	2008	102	103891	98.179823083809
	Black	2054-5	Female	F	71 years	71	2004	2004	122	94818	128.667552574406
	Black	2054-5	Female	F	71 years	71	2005	2005	114	94147	121.087235918298
	Black	2054-5	Female	F	71 years	71	2006	2006	112	101495	110.350263559781
	Black	2054-5	Female	F	71 years	71	2007	2007	115	99876	115.142777043534
	Black	2054-5	Female	F	71 years	71	2008	2008	112	98580	113.613308987624
	Black	2054-5	Female	F	72 years	72	2004	2004	118	88719	133.004204285441
	Black	2054-5	Female	F	72 years	72	2005	2005	114	91831	124.141085254435
	Black	2054-5	Female	F	72 years	72	2006	2006	106	91053	116.415713924857
	Black	2054-5	Female	F	72 years	72	2007	2007	109	98030	111.190451902479
	Black	2054-5	Female	F	72 years	72	2008	2008	116	96276	120.486933399809
	Black	2054-5	Female	F	73 years	73	2004	2004	141	84392	167.077448099346
	Black	2054-5	Female	F	73 years	73	2005	2005	111	86707	128.017345773698
	Black	2054-5	Female	F	73 years	73	2006	2006	114	89847	126.88236669004
	Black	2054-5	Female	F	73 years	73	2007	2007	104	89170	116.631153975552
	Black	2054-5	Female	F	73 years	73	2008	2008	132	96069	137.401242856697
	Black	2054-5	Female	F	74 years	74	2004	2004	129	87505	147.420147420147
	Black	2054-5	Female	F	74 years	74	2005	2005	137	81339	168.430888011901
	Black	2054-5	Female	F	74 years	74	2006	2006	110	83504	131.730216516574
	Black	2054-5	Female	F	74 years	74	2007	2007	119	86426	137.690046976604
	Black	2054-5	Female	F	74 years	74	2008	2008	120	85667	140.077275963907
	Black	2054-5	Female	F	75 years	75	2004	2004	138	78474	175.854423121034
	Black	2054-5	Female	F	75 years	75	2005	2005	109	83467	130.590532785412
	Black	2054-5	Female	F	75 years	75	2006	2006	106	77442	136.876630252318
	Black	2054-5	Female	F	75 years	75	2007	2007	115	79351	144.925709820922
	Black	2054-5	Female	F	75 years	75	2008	2008	118	81909	144.062313054731
	Black	2054-5	Female	F	76 years	76	2004	2004	134	76775	174.535981764897
	Black	2054-5	Female	F	76 years	76	2005	2005	138	76266	180.945637636693
	Black	2054-5	Female	F	76 years	76	2006	2006	118	81338	145.073643315547
	Black	2054-5	Female	F	76 years	76	2007	2007	120	75660	158.604282315623
	Black	2054-5	Female	F	76 years	76	2008	2008	128	77727	164.678940393943
	Black	2054-5	Female	F	77 years	77	2004	2004	155	72902	212.614194397959
	Black	2054-5	Female	F	77 years	77	2005	2005	145	72945	198.779902666392
	Black	2054-5	Female	F	77 years	77	2006	2006	133	72411	183.673751225643
	Black	2054-5	Female	F	77 years	77	2007	2007	145	77162	187.916331873202
	Black	2054-5	Female	F	77 years	77	2008	2008	128	71654	178.636224076814
	Black	2054-5	Female	F	78 years	78	2004	2004	162	69856	231.905634448007
	Black	2054-5	Female	F	78 years	78	2005	2005	175	69886	250.407806999971
	Black	2054-5	Female	F	78 years	78	2006	2006	142	70049	202.715242187612
	Black	2054-5	Female	F	78 years	78	2007	2007	129	69666	185.169236069245
	Black	2054-5	Female	F	78 years	78	2008	2008	149	74357	200.384630902269
	Black	2054-5	Female	F	79 years	79	2004	2004	152	67185	226.240976408425
	Black	2054-5	Female	F	79 years	79	2005	2005	150	66187	226.63060721894
	Black	2054-5	Female	F	79 years	79	2006	2006	171	66259	258.078147874251
	Black	2054-5	Female	F	79 years	79	2007	2007	156	66433	234.823054807099
	Black	2054-5	Female	F	79 years	79	2008	2008	156	66070	236.113213258665
	Black	2054-5	Female	F	80 years	80	2004	2004	178	59397	299.678434937791
	Black	2054-5	Female	F	80 years	80	2005	2005	175	62571	279.682280928865
	Black	2054-5	Female	F	80 years	80	2006	2006	167	61514	271.482914458497
	Black	2054-5	Female	F	80 years	80	2007	2007	145	61480	235.849056603774
	Black	2054-5	Female	F	80 years	80	2008	2008	145	61499	235.776191482788
	Black	2054-5	Female	F	81 years	81	2004	2004	172	55441	310.239714290868
	Black	2054-5	Female	F	81 years	81	2005	2005	195	56508	345.083881928223
	Black	2054-5	Female	F	81 years	81	2006	2006	163	59820	272.484119023738
	Black	2054-5	Female	F	81 years	81	2007	2007	166	59052	281.108175845018
	Black	2054-5	Female	F	81 years	81	2008	2008	175	59253	295.343695677856
	Black	2054-5	Female	F	82 years	82	2004	2004	165	50510	326.667986537319
	Black	2054-5	Female	F	82 years	82	2005	2005	195	51397	379.399575850731
	Black	2054-5	Female	F	82 years	82	2006	2006	152	52421	289.960130482059
	Black	2054-5	Female	F	82 years	82	2007	2007	159	55541	286.275004051061
	Black	2054-5	Female	F	82 years	82	2008	2008	176	54774	321.320334465257
	Black	2054-5	Female	F	83 years	83	2004	2004	160	45275	353.395913859746
	Black	2054-5	Female	F	83 years	83	2005	2005	176	46903	375.242521800311
	Black	2054-5	Female	F	83 years	83	2006	2006	161	47856	336.425944500167
	Black	2054-5	Female	F	83 years	83	2007	2007	142	48918	290.28169589926
	Black	2054-5	Female	F	83 years	83	2008	2008	181	51902	348.734152826481
	Black	2054-5	Female	F	84 years	84	2004	2004	207	44157	468.781846592839
	Black	2054-5	Female	F	84 years	84	2005	2005	181	41383	437.377667158012
	Black	2054-5	Female	F	84 years	84	2006	2006	161	42927	375.055326484497
	Black	2054-5	Female	F	84 years	84	2007	2007	180	43880	410.2096627165
	Black	2054-5	Female	F	84 years	84	2008	2008	172	44851	383.492006867182
	Black	2054-5	Female	F	85 years	85	2004	2004	157	NA	NA
	Black	2054-5	Female	F	85 years	85	2005	2005	178	NA	NA
	Black	2054-5	Female	F	85 years	85	2006	2006	157	NA	NA
	Black	2054-5	Female	F	85 years	85	2007	2007	175	NA	NA
	Black	2054-5	Female	F	85 years	85	2008	2008	169	NA	NA
	Black	2054-5	Female	F	86 years	86	2004	2004	144	NA	NA
	Black	2054-5	Female	F	86 years	86	2005	2005	192	NA	NA
	Black	2054-5	Female	F	86 years	86	2006	2006	179	NA	NA
	Black	2054-5	Female	F	86 years	86	2007	2007	173	NA	NA
	Black	2054-5	Female	F	86 years	86	2008	2008	175	NA	NA
	Black	2054-5	Female	F	87 years	87	2004	2004	144	NA	NA
	Black	2054-5	Female	F	87 years	87	2005	2005	169	NA	NA
	Black	2054-5	Female	F	87 years	87	2006	2006	163	NA	NA
	Black	2054-5	Female	F	87 years	87	2007	2007	193	NA	NA
	Black	2054-5	Female	F	87 years	87	2008	2008	167	NA	NA
	Black	2054-5	Female	F	88 years	88	2004	2004	156	NA	NA
	Black	2054-5	Female	F	88 years	88	2005	2005	145	NA	NA
	Black	2054-5	Female	F	88 years	88	2006	2006	131	NA	NA
	Black	2054-5	Female	F	88 years	88	2007	2007	173	NA	NA
	Black	2054-5	Female	F	88 years	88	2008	2008	185	NA	NA
	Black	2054-5	Female	F	89 years	89	2004	2004	174	NA	NA
	Black	2054-5	Female	F	89 years	89	2005	2005	146	NA	NA
	Black	2054-5	Female	F	89 years	89	2006	2006	156	NA	NA
	Black	2054-5	Female	F	89 years	89	2007	2007	146	NA	NA
	Black	2054-5	Female	F	89 years	89	2008	2008	166	NA	NA
	Black	2054-5	Female	F	90 years	90	2004	2004	163	NA	NA
