Race,Hispanic Origin,Five-Year Age Groups,Gender,Deaths,Year
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Female,5,1999
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Female,5,1999
Black or African American,Hispanic or Latino,65-69 years,Female,11,1999
White,Hispanic or Latino,65-69 years,Female,1109,1999
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Female,5,1999
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Female,5,1999
Black or African American,Hispanic or Latino,70-74 years,Female,16,1999
White,Hispanic or Latino,70-74 years,Female,1197,1999
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,1999
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,1999
Black or African American,Hispanic or Latino,75-79 years,Female,13,1999
White,Hispanic or Latino,75-79 years,Female,1130,1999
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Female,5,1999
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Female,5,1999
Black or African American,Hispanic or Latino,80-84 years,Female,12,1999
White,Hispanic or Latino,80-84 years,Female,877,1999
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Female,5,1999
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Female,5,1999
Black or African American,Hispanic or Latino,85-89 years,Female,5,1999
White,Hispanic or Latino,85-89 years,Female,658,1999
Asian or Pacific Islander,Hispanic or Latino,90-94 years,Female,5,1999
Black or African American,Hispanic or Latino,90-94 years,Female,5,1999
White,Hispanic or Latino,90-94 years,Female,312,1999
American Indian or Alaska Native,Hispanic or Latino,95-99 years,Female,5,1999
White,Hispanic or Latino,95-99 years,Female,90,1999
White,Hispanic or Latino,100+ years,Female,18,1999
American Indian or Alaska Native,Not Hispanic or Latino,< 1 year,Female,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,< 1 year,Female,5,1999
Black or African American,Not Hispanic or Latino,< 1 year,Female,5,1999
White,Not Hispanic or Latino,< 1 year,Female,17,1999
American Indian or Alaska Native,Not Hispanic or Latino,1-4 years,Female,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,1-4 years,Female,5,1999
Black or African American,Not Hispanic or Latino,1-4 years,Female,23,1999
White,Not Hispanic or Latino,1-4 years,Female,121,1999
American Indian or Alaska Native,Not Hispanic or Latino,5-9 years,Female,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,5-9 years,Female,12,1999
Black or African American,Not Hispanic or Latino,5-9 years,Female,44,1999
White,Not Hispanic or Latino,5-9 years,Female,131,1999
Asian or Pacific Islander,Not Hispanic or Latino,10-14 years,Female,11,1999
Black or African American,Not Hispanic or Latino,10-14 years,Female,41,1999
White,Not Hispanic or Latino,10-14 years,Female,132,1999
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Female,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Female,5,1999
Black or African American,Not Hispanic or Latino,15-19 years,Female,52,1999
White,Not Hispanic or Latino,15-19 years,Female,193,1999
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Female,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,5,1999
Black or African American,Not Hispanic or Latino,20-24 years,Female,81,1999
White,Not Hispanic or Latino,20-24 years,Female,248,1999
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Female,18,1999
Black or African American,Not Hispanic or Latino,25-29 years,Female,114,1999
White,Not Hispanic or Latino,25-29 years,Female,443,1999
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Female,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Female,56,1999
Black or African American,Not Hispanic or Latino,30-34 years,Female,252,1999
White,Not Hispanic or Latino,30-34 years,Female,898,1999
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,14,1999
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,98,1999
Black or African American,Not Hispanic or Latino,35-39 years,Female,667,1999
White,Not Hispanic or Latino,35-39 years,Female,2236,1999
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,34,1999
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,173,1999
Black or African American,Not Hispanic or Latino,40-44 years,Female,1127,1999
White,Not Hispanic or Latino,40-44 years,Female,4187,1999
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Female,35,1999
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Female,276,1999
Black or African American,Not Hispanic or Latino,45-49 years,Female,1591,1999
White,Not Hispanic or Latino,45-49 years,Female,6782,1999
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Female,68,1999
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Female,327,1999
Black or African American,Not Hispanic or Latino,50-54 years,Female,2060,1999
White,Not Hispanic or Latino,50-54 years,Female,10574,1999
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Female,97,1999
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Female,363,1999
Black or African American,Not Hispanic or Latino,55-59 years,Female,2470,1999
White,Not Hispanic or Latino,55-59 years,Female,14036,1999
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Female,102,1999
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Female,421,1999
Black or African American,Not Hispanic or Latino,60-64 years ,Female,2919,1999
White,Not Hispanic or Latino,60-64 years ,Female,18094,1999
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Female,121,1999
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Female,511,1999
Black or African American,Not Hispanic or Latino,65-69 years,Female,3465,1999
White,Not Hispanic or Latino,65-69 years,Female,24207,1999
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Female,115,1999
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Female,556,1999
Black or African American,Not Hispanic or Latino,70-74 years,Female,3932,1999
White,Not Hispanic or Latino,70-74 years,Female,32394,1999
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,106,1999
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,537,1999
Black or African American,Not Hispanic or Latino,75-79 years,Female,3744,1999
White,Not Hispanic or Latino,75-79 years,Female,36049,1999
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Female,87,1999
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Female,382,1999
Black or African American,Not Hispanic or Latino,80-84 years,Female,2845,1999
White,Not Hispanic or Latino,80-84 years,Female,31711,1999
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Female,46,1999
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Female,207,1999
Black or African American,Not Hispanic or Latino,85-89 years,Female,2018,1999
White,Not Hispanic or Latino,85-89 years,Female,22892,1999
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Female,19,1999
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Female,115,1999
Black or African American,Not Hispanic or Latino,90-94 years,Female,993,1999
White,Not Hispanic or Latino,90-94 years,Female,10944,1999
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Female,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Female,40,1999
Black or African American,Not Hispanic or Latino,95-99 years,Female,333,1999
White,Not Hispanic or Latino,95-99 years,Female,3197,1999
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Female,5,1999
Black or African American,Not Hispanic or Latino,100+ years,Female,88,1999
White,Not Hispanic or Latino,100+ years,Female,442,1999
White,Not Hispanic or Latino,Not Stated,Female,5,1999
White,Not Stated,10-14 years,Female,5,1999
White,Not Stated,15-19 years,Female,5,1999
Black or African American,Not Stated,20-24 years,Female,5,1999
Black or African American,Not Stated,25-29 years,Female,5,1999
White,Not Stated,25-29 years,Female,5,1999
Black or African American,Not Stated,30-34 years,Female,5,1999
White,Not Stated,30-34 years,Female,5,1999
Black or African American,Not Stated,35-39 years,Female,5,1999
White,Not Stated,35-39 years,Female,5,1999
Black or African American,Not Stated,40-44 years,Female,5,1999
White,Not Stated,40-44 years,Female,14,1999
Black or African American,Not Stated,45-49 years,Female,5,1999
White,Not Stated,45-49 years,Female,16,1999
Black or African American,Not Stated,50-54 years,Female,5,1999
White,Not Stated,50-54 years,Female,24,1999
Asian or Pacific Islander,Not Stated,55-59 years,Female,5,1999
Black or African American,Not Stated,55-59 years,Female,5,1999
White,Not Stated,55-59 years,Female,36,1999
Asian or Pacific Islander,Not Stated,60-64 years ,Female,5,1999
Black or African American,Not Stated,60-64 years ,Female,14,1999
White,Not Stated,60-64 years ,Female,45,1999
Black or African American,Not Stated,65-69 years,Female,12,1999
White,Not Stated,65-69 years,Female,54,1999
Asian or Pacific Islander,Not Stated,70-74 years,Female,5,1999
Black or African American,Not Stated,70-74 years,Female,14,1999
White,Not Stated,70-74 years,Female,63,1999
American Indian or Alaska Native,Not Stated,75-79 years,Female,5,1999
Asian or Pacific Islander,Not Stated,75-79 years,Female,5,1999
Black or African American,Not Stated,75-79 years,Female,13,1999
White,Not Stated,75-79 years,Female,89,1999
Asian or Pacific Islander,Not Stated,80-84 years,Female,5,1999
Black or African American,Not Stated,80-84 years,Female,11,1999
White,Not Stated,80-84 years,Female,87,1999
Asian or Pacific Islander,Not Stated,85-89 years,Female,5,1999
Black or African American,Not Stated,85-89 years,Female,5,1999
White,Not Stated,85-89 years,Female,60,1999
Asian or Pacific Islander,Not Stated,90-94 years,Female,5,1999
Black or African American,Not Stated,90-94 years,Female,5,1999
White,Not Stated,90-94 years,Female,21,1999
White,Not Stated,95-99 years,Female,5,1999
White,Not Stated,100+ years,Female,5,1999
White,Hispanic or Latino,< 1 year,Male,11,1999
Asian or Pacific Islander,Hispanic or Latino,1-4 years,Male,5,1999
Black or African American,Hispanic or Latino,1-4 years,Male,5,1999
White,Hispanic or Latino,1-4 years,Male,31,1999
Black or African American,Hispanic or Latino,5-9 years,Male,5,1999
White,Hispanic or Latino,5-9 years,Male,44,1999
American Indian or Alaska Native,Hispanic or Latino,10-14 years,Male,5,1999
Black or African American,Hispanic or Latino,10-14 years,Male,5,1999
White,Hispanic or Latino,10-14 years,Male,45,1999
Black or African American,Hispanic or Latino,15-19 years,Male,5,1999
White,Hispanic or Latino,15-19 years,Male,52,1999
Asian or Pacific Islander,Hispanic or Latino,20-24 years,Male,5,1999
White,Hispanic or Latino,20-24 years,Male,102,1999
American Indian or Alaska Native,Hispanic or Latino,25-29 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,25-29 years,Male,5,1999
Black or African American,Hispanic or Latino,25-29 years,Male,5,1999
White,Hispanic or Latino,25-29 years,Male,94,1999
American Indian or Alaska Native,Hispanic or Latino,30-34 years,Male,5,1999
Black or African American,Hispanic or Latino,30-34 years,Male,5,1999
White,Hispanic or Latino,30-34 years,Male,122,1999
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,1999
Black or African American,Hispanic or Latino,35-39 years,Male,5,1999
White,Hispanic or Latino,35-39 years,Male,193,1999
Black or African American,Hispanic or Latino,40-44 years,Male,5,1999
White,Hispanic or Latino,40-44 years,Male,301,1999
American Indian or Alaska Native,Hispanic or Latino,45-49 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,45-49 years,Male,5,1999
Black or African American,Hispanic or Latino,45-49 years,Male,11,1999
White,Hispanic or Latino,45-49 years,Male,522,1999
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,50-54 years,Male,5,1999
Black or African American,Hispanic or Latino,50-54 years,Male,16,1999
White,Hispanic or Latino,50-54 years,Male,675,1999
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Male,5,1999
Black or African American,Hispanic or Latino,55-59 years,Male,21,1999
White,Hispanic or Latino,55-59 years,Male,876,1999
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Male,5,1999
Black or African American,Hispanic or Latino,60-64 years ,Male,19,1999
White,Hispanic or Latino,60-64 years ,Male,1127,1999
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Male,5,1999
Black or African American,Hispanic or Latino,65-69 years,Male,20,1999
White,Hispanic or Latino,65-69 years,Male,1438,1999
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Male,5,1999
Black or African American,Hispanic or Latino,70-74 years,Male,17,1999
White,Hispanic or Latino,70-74 years,Male,1551,1999
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,1999
Black or African American,Hispanic or Latino,75-79 years,Male,18,1999
White,Hispanic or Latino,75-79 years,Male,1410,1999
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Male,5,1999
Black or African American,Hispanic or Latino,80-84 years,Male,13,1999
White,Hispanic or Latino,80-84 years,Male,951,1999
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Male,5,1999
Black or African American,Hispanic or Latino,85-89 years,Male,13,1999
White,Hispanic or Latino,85-89 years,Male,548,1999
Asian or Pacific Islander,Hispanic or Latino,90-94 years,Male,5,1999
Black or African American,Hispanic or Latino,90-94 years,Male,5,1999
White,Hispanic or Latino,90-94 years,Male,267,1999
Asian or Pacific Islander,Hispanic or Latino,95-99 years,Male,5,1999
White,Hispanic or Latino,95-99 years,Male,58,1999
White,Hispanic or Latino,100+ years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,< 1 year,Male,5,1999
Black or African American,Not Hispanic or Latino,< 1 year,Male,5,1999
White,Not Hispanic or Latino,< 1 year,Male,20,1999
American Indian or Alaska Native,Not Hispanic or Latino,1-4 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,1-4 years,Male,5,1999
Black or African American,Not Hispanic or Latino,1-4 years,Male,24,1999
White,Not Hispanic or Latino,1-4 years,Male,160,1999
American Indian or Alaska Native,Not Hispanic or Latino,5-9 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,5-9 years,Male,13,1999
Black or African American,Not Hispanic or Latino,5-9 years,Male,40,1999
White,Not Hispanic or Latino,5-9 years,Male,180,1999
American Indian or Alaska Native,Not Hispanic or Latino,10-14 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,10-14 years,Male,5,1999
Black or African American,Not Hispanic or Latino,10-14 years,Male,54,1999
White,Not Hispanic or Latino,10-14 years,Male,165,1999
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Male,25,1999
Black or African American,Not Hispanic or Latino,15-19 years,Male,84,1999
White,Not Hispanic or Latino,15-19 years,Male,283,1999
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,22,1999
Black or African American,Not Hispanic or Latino,20-24 years,Male,97,1999
White,Not Hispanic or Latino,20-24 years,Male,346,1999
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Male,26,1999
Black or African American,Not Hispanic or Latino,25-29 years,Male,113,1999
White,Not Hispanic or Latino,25-29 years,Male,510,1999
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,59,1999
Black or African American,Not Hispanic or Latino,30-34 years,Male,181,1999
White,Not Hispanic or Latino,30-34 years,Male,831,1999
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,12,1999
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,83,1999
Black or African American,Not Hispanic or Latino,35-39 years,Male,382,1999
White,Not Hispanic or Latino,35-39 years,Male,1789,1999
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Male,22,1999
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Male,149,1999
Black or African American,Not Hispanic or Latino,40-44 years,Male,873,1999
White,Not Hispanic or Latino,40-44 years,Male,3636,1999
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Male,50,1999
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Male,222,1999
Black or African American,Not Hispanic or Latino,45-49 years,Male,1687,1999
White,Not Hispanic or Latino,45-49 years,Male,6622,1999
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Male,60,1999
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Male,305,1999
Black or African American,Not Hispanic or Latino,50-54 years,Male,2411,1999
White,Not Hispanic or Latino,50-54 years,Male,10966,1999
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Male,89,1999
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Male,359,1999
Black or African American,Not Hispanic or Latino,55-59 years,Male,3117,1999
White,Not Hispanic or Latino,55-59 years,Male,16371,1999
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Male,111,1999
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Male,494,1999
Black or African American,Not Hispanic or Latino,60-64 years ,Male,3816,1999
White,Not Hispanic or Latino,60-64 years ,Male,22287,1999
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Male,142,1999
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Male,561,1999
Black or African American,Not Hispanic or Latino,65-69 years,Male,4423,1999
White,Not Hispanic or Latino,65-69 years,Male,30626,1999
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,140,1999
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,682,1999
Black or African American,Not Hispanic or Latino,70-74 years,Male,4805,1999
White,Not Hispanic or Latino,70-74 years,Male,39892,1999
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Male,118,1999
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Male,656,1999
Black or African American,Not Hispanic or Latino,75-79 years,Male,4603,1999
White,Not Hispanic or Latino,75-79 years,Male,41239,1999
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Male,87,1999
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Male,444,1999
Black or African American,Not Hispanic or Latino,80-84 years,Male,3000,1999
White,Not Hispanic or Latino,80-84 years,Male,32296,1999
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Male,42,1999
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Male,288,1999
Black or African American,Not Hispanic or Latino,85-89 years,Male,1887,1999
White,Not Hispanic or Latino,85-89 years,Male,19315,1999
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Male,17,1999
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Male,124,1999
Black or African American,Not Hispanic or Latino,90-94 years,Male,710,1999
White,Not Hispanic or Latino,90-94 years,Male,7148,1999
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Male,41,1999
Black or African American,Not Hispanic or Latino,95-99 years,Male,198,1999
White,Not Hispanic or Latino,95-99 years,Male,1519,1999
American Indian or Alaska Native,Not Hispanic or Latino,100+ years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Male,5,1999
Black or African American,Not Hispanic or Latino,100+ years,Male,33,1999
White,Not Hispanic or Latino,100+ years,Male,179,1999
Asian or Pacific Islander,Not Hispanic or Latino,Not Stated,Male,5,1999
Black or African American,Not Hispanic or Latino,Not Stated,Male,5,1999
White,Not Hispanic or Latino,Not Stated,Male,5,1999
White,Not Stated,1-4 years,Male,5,1999
White,Not Stated,20-24 years,Male,5,1999
White,Not Stated,25-29 years,Male,5,1999
Black or African American,Not Stated,30-34 years,Male,5,1999
White,Not Stated,30-34 years,Male,5,1999
Asian or Pacific Islander,Not Stated,35-39 years,Male,5,1999
White,Not Stated,35-39 years,Male,5,1999
Asian or Pacific Islander,Not Stated,40-44 years,Male,5,1999
Black or African American,Not Stated,40-44 years,Male,5,1999
White,Not Stated,40-44 years,Male,13,1999
Black or African American,Not Stated,45-49 years,Male,5,1999
White,Not Stated,45-49 years,Male,27,1999
Asian or Pacific Islander,Not Stated,50-54 years,Male,5,1999
Black or African American,Not Stated,50-54 years,Male,15,1999
White,Not Stated,50-54 years,Male,27,1999
Asian or Pacific Islander,Not Stated,55-59 years,Male,5,1999
Black or African American,Not Stated,55-59 years,Male,10,1999
White,Not Stated,55-59 years,Male,42,1999
Black or African American,Not Stated,60-64 years ,Male,10,1999
White,Not Stated,60-64 years ,Male,65,1999
Asian or Pacific Islander,Not Stated,65-69 years,Male,5,1999
Black or African American,Not Stated,65-69 years,Male,24,1999
White,Not Stated,65-69 years,Male,66,1999
American Indian or Alaska Native,Not Stated,70-74 years,Male,5,1999
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,1999
Black or African American,Not Stated,70-74 years,Male,25,1999
White,Not Stated,70-74 years,Male,106,1999
Asian or Pacific Islander,Not Stated,75-79 years,Male,5,1999
Black or African American,Not Stated,75-79 years,Male,23,1999
White,Not Stated,75-79 years,Male,106,1999
Asian or Pacific Islander,Not Stated,80-84 years,Male,5,1999
Black or African American,Not Stated,80-84 years,Male,17,1999
White,Not Stated,80-84 years,Male,64,1999
American Indian or Alaska Native,Not Stated,85-89 years,Male,5,1999
Black or African American,Not Stated,85-89 years,Male,5,1999
White,Not Stated,85-89 years,Male,45,1999
Asian or Pacific Islander,Not Stated,90-94 years,Male,5,1999
Black or African American,Not Stated,90-94 years,Male,5,1999
White,Not Stated,90-94 years,Male,13,1999
White,Not Stated,95-99 years,Male,5,1999
White,Hispanic or Latino,< 1 year,Female,5,2000
Asian or Pacific Islander,Hispanic or Latino,1-4 years,Female,5,2000
Black or African American,Hispanic or Latino,1-4 years,Female,5,2000
White,Hispanic or Latino,1-4 years,Female,30,2000
Asian or Pacific Islander,Hispanic or Latino,5-9 years,Female,5,2000
White,Hispanic or Latino,5-9 years,Female,35,2000
Asian or Pacific Islander,Hispanic or Latino,10-14 years,Female,5,2000
Black or African American,Hispanic or Latino,10-14 years,Female,5,2000
White,Hispanic or Latino,10-14 years,Female,37,2000
American Indian or Alaska Native,Hispanic or Latino,15-19 years,Female,5,2000
Black or African American,Hispanic or Latino,15-19 years,Female,5,2000
White,Hispanic or Latino,15-19 years,Female,48,2000
Asian or Pacific Islander,Hispanic or Latino,20-24 years,Female,5,2000
Black or African American,Hispanic or Latino,20-24 years,Female,5,2000
White,Hispanic or Latino,20-24 years,Female,60,2000
Asian or Pacific Islander,Hispanic or Latino,25-29 years,Female,5,2000
Black or African American,Hispanic or Latino,25-29 years,Female,5,2000
White,Hispanic or Latino,25-29 years,Female,89,2000
Black or African American,Hispanic or Latino,30-34 years,Female,5,2000
White,Hispanic or Latino,30-34 years,Female,140,2000
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Female,5,2000
Black or African American,Hispanic or Latino,35-39 years,Female,5,2000
White,Hispanic or Latino,35-39 years,Female,308,2000
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2000
Black or African American,Hispanic or Latino,40-44 years,Female,5,2000
White,Hispanic or Latino,40-44 years,Female,439,2000
American Indian or Alaska Native,Hispanic or Latino,45-49 years,Female,5,2000
Asian or Pacific Islander,Hispanic or Latino,45-49 years,Female,5,2000
Black or African American,Hispanic or Latino,45-49 years,Female,16,2000
White,Hispanic or Latino,45-49 years,Female,576,2000
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Female,5,2000
Asian or Pacific Islander,Hispanic or Latino,50-54 years,Female,5,2000
Black or African American,Hispanic or Latino,50-54 years,Female,5,2000
White,Hispanic or Latino,50-54 years,Female,730,2000
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Female,5,2000
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Female,5,2000
Black or African American,Hispanic or Latino,55-59 years,Female,12,2000
White,Hispanic or Latino,55-59 years,Female,807,2000
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Female,5,2000
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Female,5,2000
Black or African American,Hispanic or Latino,60-64 years ,Female,5,2000
White,Hispanic or Latino,60-64 years ,Female,906,2000
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Female,5,2000
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Female,5,2000
Black or African American,Hispanic or Latino,65-69 years,Female,14,2000
White,Hispanic or Latino,65-69 years,Female,1111,2000
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Female,5,2000
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Female,10,2000
Black or African American,Hispanic or Latino,70-74 years,Female,20,2000
White,Hispanic or Latino,70-74 years,Female,1306,2000
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2000
Black or African American,Hispanic or Latino,75-79 years,Female,16,2000
White,Hispanic or Latino,75-79 years,Female,1220,2000
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Female,5,2000
Black or African American,Hispanic or Latino,80-84 years,Female,5,2000
White,Hispanic or Latino,80-84 years,Female,920,2000
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Female,5,2000
Black or African American,Hispanic or Latino,85-89 years,Female,5,2000
White,Hispanic or Latino,85-89 years,Female,650,2000
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Female,5,2000
