Race,Hispanic Origin,Five-Year Age Groups,Gender,Deaths,Year
Asian or Pacific Islander,Not Hispanic or Latino,1-4 years,Male,5,2009
Asian or Pacific Islander,Not Hispanic or Latino,1-4 years,Male,5,2017
Black or African American,Not Hispanic or Latino,1-4 years,Male,5,1999
Black or African American,Not Hispanic or Latino,1-4 years,Male,5,2003
Black or African American,Not Hispanic or Latino,1-4 years,Male,5,2008
Black or African American,Not Hispanic or Latino,1-4 years,Male,5,2016
White,Not Hispanic or Latino,1-4 years,Male,5,2002
White,Not Hispanic or Latino,1-4 years,Male,5,2003
White,Not Hispanic or Latino,1-4 years,Male,5,2007
White,Not Hispanic or Latino,1-4 years,Male,5,2008
White,Not Hispanic or Latino,1-4 years,Male,5,2009
White,Not Hispanic or Latino,1-4 years,Male,5,2012
White,Not Hispanic or Latino,1-4 years,Male,5,2015
White,Not Hispanic or Latino,1-4 years,Male,5,2017
White,Hispanic or Latino,5-9 years,Female,5,2005
White,Hispanic or Latino,5-9 years,Female,5,2010
White,Hispanic or Latino,5-9 years,Female,5,2012
Black or African American,Not Hispanic or Latino,5-9 years,Female,5,1999
Black or African American,Not Hispanic or Latino,5-9 years,Female,5,2000
Black or African American,Not Hispanic or Latino,5-9 years,Female,5,2001
Black or African American,Not Hispanic or Latino,5-9 years,Female,5,2008
White,Not Hispanic or Latino,5-9 years,Female,5,2004
White,Not Hispanic or Latino,5-9 years,Female,5,2005
White,Not Hispanic or Latino,5-9 years,Female,5,2008
White,Not Hispanic or Latino,5-9 years,Female,5,2009
Black or African American,Not Stated,5-9 years,Female,5,2006
White,Hispanic or Latino,5-9 years,Male,5,2005
Black or African American,Not Hispanic or Latino,5-9 years,Male,5,2008
Black or African American,Not Hispanic or Latino,5-9 years,Male,5,2010
Black or African American,Not Hispanic or Latino,5-9 years,Male,5,2016
Black or African American,Not Hispanic or Latino,5-9 years,Male,5,2020
White,Not Hispanic or Latino,5-9 years,Male,5,1999
White,Not Hispanic or Latino,5-9 years,Male,5,2000
White,Not Hispanic or Latino,5-9 years,Male,5,2002
White,Not Hispanic or Latino,5-9 years,Male,5,2005
White,Not Hispanic or Latino,5-9 years,Male,5,2006
White,Hispanic or Latino,10-14 years,Female,5,2004
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2000
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2002
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2004
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2005
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2010
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2013
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2016
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2020
White,Not Hispanic or Latino,10-14 years,Female,5,2000
White,Not Hispanic or Latino,10-14 years,Female,5,2001
White,Not Hispanic or Latino,10-14 years,Female,5,2003
White,Not Hispanic or Latino,10-14 years,Female,5,2006
White,Hispanic or Latino,10-14 years,Male,5,2005
White,Hispanic or Latino,10-14 years,Male,5,2006
White,Hispanic or Latino,10-14 years,Male,5,2009
White,Hispanic or Latino,10-14 years,Male,5,2016
Asian or Pacific Islander,Not Hispanic or Latino,10-14 years,Male,5,2003
Black or African American,Not Hispanic or Latino,10-14 years,Male,5,1999
Black or African American,Not Hispanic or Latino,10-14 years,Male,5,2006
Black or African American,Not Hispanic or Latino,10-14 years,Male,5,2009
Black or African American,Not Hispanic or Latino,10-14 years,Male,5,2010
Black or African American,Not Hispanic or Latino,10-14 years,Male,5,2015
Black or African American,Not Hispanic or Latino,10-14 years,Male,5,2017
Black or African American,Not Hispanic or Latino,10-14 years,Male,5,2020
White,Not Hispanic or Latino,10-14 years,Male,5,2000
White,Not Hispanic or Latino,10-14 years,Male,5,2002
White,Not Hispanic or Latino,10-14 years,Male,5,2011
White,Not Hispanic or Latino,10-14 years,Male,5,2016
White,Hispanic or Latino,15-19 years,Female,5,2000
White,Hispanic or Latino,15-19 years,Female,5,2002
White,Hispanic or Latino,15-19 years,Female,5,2003
White,Hispanic or Latino,15-19 years,Female,5,2006
White,Hispanic or Latino,15-19 years,Female,5,2008
White,Hispanic or Latino,15-19 years,Female,5,2009
White,Hispanic or Latino,15-19 years,Female,5,2010
White,Hispanic or Latino,15-19 years,Female,5,2015
White,Hispanic or Latino,15-19 years,Female,5,2020
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Female,5,2004
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Female,5,2009
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Female,5,2016
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Female,5,2005
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Female,5,2006
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,1999
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2000
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2001
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2002
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2003
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2004
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2005
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2006
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2007
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2008
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2009
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2010
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2011
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2012
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2013
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2014
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2015
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2016
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2017
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2018
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2019
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2020
White,Not Hispanic or Latino,15-19 years,Female,5,1999
White,Not Hispanic or Latino,15-19 years,Female,5,2000
White,Not Hispanic or Latino,15-19 years,Female,5,2001
White,Not Hispanic or Latino,15-19 years,Female,5,2002
White,Not Hispanic or Latino,15-19 years,Female,5,2003
White,Not Hispanic or Latino,15-19 years,Female,5,2004
White,Not Hispanic or Latino,15-19 years,Female,5,2005
White,Not Hispanic or Latino,15-19 years,Female,5,2006
White,Not Hispanic or Latino,15-19 years,Female,5,2007
White,Not Hispanic or Latino,15-19 years,Female,5,2008
White,Not Hispanic or Latino,15-19 years,Female,5,2009
White,Not Hispanic or Latino,15-19 years,Female,5,2010
White,Not Hispanic or Latino,15-19 years,Female,5,2011
White,Not Hispanic or Latino,15-19 years,Female,5,2013
White,Not Hispanic or Latino,15-19 years,Female,5,2016
White,Not Hispanic or Latino,15-19 years,Female,5,2017
White,Not Hispanic or Latino,15-19 years,Female,5,2018
White,Not Hispanic or Latino,15-19 years,Female,5,2019
White,Not Hispanic or Latino,15-19 years,Female,5,2020
White,Not Stated,15-19 years,Female,5,2020
Black or African American,Hispanic or Latino,15-19 years,Male,5,2006
Black or African American,Hispanic or Latino,15-19 years,Male,5,2015
White,Hispanic or Latino,15-19 years,Male,5,1999
White,Hispanic or Latino,15-19 years,Male,5,2001
White,Hispanic or Latino,15-19 years,Male,5,2003
White,Hispanic or Latino,15-19 years,Male,5,2004
White,Hispanic or Latino,15-19 years,Male,5,2007
White,Hispanic or Latino,15-19 years,Male,5,2008
White,Hispanic or Latino,15-19 years,Male,5,2009
White,Hispanic or Latino,15-19 years,Male,5,2010
White,Hispanic or Latino,15-19 years,Male,5,2011
White,Hispanic or Latino,15-19 years,Male,5,2012
White,Hispanic or Latino,15-19 years,Male,5,2013
White,Hispanic or Latino,15-19 years,Male,5,2015
White,Hispanic or Latino,15-19 years,Male,5,2016
White,Hispanic or Latino,15-19 years,Male,5,2017
White,Hispanic or Latino,15-19 years,Male,5,2019
White,Hispanic or Latino,15-19 years,Male,5,2020
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Male,5,2010
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Male,5,2015
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Male,5,2017
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,1999
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2000
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2001
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2002
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2003
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2004
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2005
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2006
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2007
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2008
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2010
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2011
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2012
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2013
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2014
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2015
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2016
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2017
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2018
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2019
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2020
White,Not Hispanic or Latino,15-19 years,Male,5,1999
White,Not Hispanic or Latino,15-19 years,Male,5,2000
White,Not Hispanic or Latino,15-19 years,Male,5,2001
White,Not Hispanic or Latino,15-19 years,Male,5,2002
White,Not Hispanic or Latino,15-19 years,Male,5,2003
White,Not Hispanic or Latino,15-19 years,Male,5,2004
White,Not Hispanic or Latino,15-19 years,Male,5,2005
White,Not Hispanic or Latino,15-19 years,Male,5,2006
White,Not Hispanic or Latino,15-19 years,Male,5,2007
White,Not Hispanic or Latino,15-19 years,Male,5,2008
White,Not Hispanic or Latino,15-19 years,Male,5,2009
White,Not Hispanic or Latino,15-19 years,Male,5,2010
White,Not Hispanic or Latino,15-19 years,Male,5,2011
White,Not Hispanic or Latino,15-19 years,Male,5,2012
White,Not Hispanic or Latino,15-19 years,Male,5,2013
White,Not Hispanic or Latino,15-19 years,Male,5,2014
White,Not Hispanic or Latino,15-19 years,Male,5,2015
White,Not Hispanic or Latino,15-19 years,Male,5,2016
White,Not Hispanic or Latino,15-19 years,Male,5,2017
White,Not Hispanic or Latino,15-19 years,Male,5,2018
White,Not Hispanic or Latino,15-19 years,Male,5,2019
White,Not Hispanic or Latino,15-19 years,Male,5,2020
Black or African American,Not Stated,15-19 years,Male,5,2004
American Indian or Alaska Native,Hispanic or Latino,20-24 years,Female,5,2010
Asian or Pacific Islander,Hispanic or Latino,20-24 years,Female,5,2017
White,Hispanic or Latino,20-24 years,Female,5,1999
White,Hispanic or Latino,20-24 years,Female,5,2000
White,Hispanic or Latino,20-24 years,Female,5,2001
White,Hispanic or Latino,20-24 years,Female,5,2002
White,Hispanic or Latino,20-24 years,Female,5,2003
White,Hispanic or Latino,20-24 years,Female,5,2004
White,Hispanic or Latino,20-24 years,Female,5,2005
White,Hispanic or Latino,20-24 years,Female,5,2006
White,Hispanic or Latino,20-24 years,Female,5,2007
White,Hispanic or Latino,20-24 years,Female,5,2009
White,Hispanic or Latino,20-24 years,Female,5,2010
White,Hispanic or Latino,20-24 years,Female,5,2011
White,Hispanic or Latino,20-24 years,Female,5,2012
White,Hispanic or Latino,20-24 years,Female,5,2013
White,Hispanic or Latino,20-24 years,Female,5,2014
White,Hispanic or Latino,20-24 years,Female,5,2015
White,Hispanic or Latino,20-24 years,Female,5,2016
White,Hispanic or Latino,20-24 years,Female,5,2017
White,Hispanic or Latino,20-24 years,Female,5,2018
White,Hispanic or Latino,20-24 years,Female,5,2019
White,Hispanic or Latino,20-24 years,Female,5,2020
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Female,5,2015
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,5,2003
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,5,2015
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,5,2016
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,5,2017
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,5,2020
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,1999
Black or African American,Not Hispanic or Latino,20-24 years,Female,10,2000
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2001
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2002
Black or African American,Not Hispanic or Latino,20-24 years,Female,10,2003
Black or African American,Not Hispanic or Latino,20-24 years,Female,10,2004
Black or African American,Not Hispanic or Latino,20-24 years,Female,13,2005
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2006
Black or African American,Not Hispanic or Latino,20-24 years,Female,11,2007
Black or African American,Not Hispanic or Latino,20-24 years,Female,16,2008
Black or African American,Not Hispanic or Latino,20-24 years,Female,10,2009
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2010
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2011
Black or African American,Not Hispanic or Latino,20-24 years,Female,11,2012
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2013
Black or African American,Not Hispanic or Latino,20-24 years,Female,11,2014
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2015
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2016
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2017
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2018
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2019
Black or African American,Not Hispanic or Latino,20-24 years,Female,5,2020
White,Not Hispanic or Latino,20-24 years,Female,5,1999
White,Not Hispanic or Latino,20-24 years,Female,5,2000
White,Not Hispanic or Latino,20-24 years,Female,5,2001
White,Not Hispanic or Latino,20-24 years,Female,5,2002
White,Not Hispanic or Latino,20-24 years,Female,5,2003
White,Not Hispanic or Latino,20-24 years,Female,5,2004
White,Not Hispanic or Latino,20-24 years,Female,5,2005
White,Not Hispanic or Latino,20-24 years,Female,5,2006
White,Not Hispanic or Latino,20-24 years,Female,5,2007
White,Not Hispanic or Latino,20-24 years,Female,5,2008
White,Not Hispanic or Latino,20-24 years,Female,5,2009
White,Not Hispanic or Latino,20-24 years,Female,5,2010
White,Not Hispanic or Latino,20-24 years,Female,5,2011
White,Not Hispanic or Latino,20-24 years,Female,5,2012
White,Not Hispanic or Latino,20-24 years,Female,5,2013
White,Not Hispanic or Latino,20-24 years,Female,5,2014
White,Not Hispanic or Latino,20-24 years,Female,5,2015
White,Not Hispanic or Latino,20-24 years,Female,5,2016
White,Not Hispanic or Latino,20-24 years,Female,5,2017
White,Not Hispanic or Latino,20-24 years,Female,5,2018
White,Not Hispanic or Latino,20-24 years,Female,5,2019
White,Not Hispanic or Latino,20-24 years,Female,5,2020
Black or African American,Not Stated,20-24 years,Female,5,2011
White,Not Stated,20-24 years,Female,5,2005
American Indian or Alaska Native,Hispanic or Latino,20-24 years,Male,5,2002
Black or African American,Hispanic or Latino,20-24 years,Male,5,1999
Black or African American,Hispanic or Latino,20-24 years,Male,5,2006
Black or African American,Hispanic or Latino,20-24 years,Male,5,2013
White,Hispanic or Latino,20-24 years,Male,5,1999
White,Hispanic or Latino,20-24 years,Male,5,2000
White,Hispanic or Latino,20-24 years,Male,5,2001
White,Hispanic or Latino,20-24 years,Male,5,2002
White,Hispanic or Latino,20-24 years,Male,10,2003
White,Hispanic or Latino,20-24 years,Male,5,2004
White,Hispanic or Latino,20-24 years,Male,5,2005
White,Hispanic or Latino,20-24 years,Male,5,2006
White,Hispanic or Latino,20-24 years,Male,5,2007
White,Hispanic or Latino,20-24 years,Male,5,2008
White,Hispanic or Latino,20-24 years,Male,11,2009
White,Hispanic or Latino,20-24 years,Male,5,2010
White,Hispanic or Latino,20-24 years,Male,5,2011
White,Hispanic or Latino,20-24 years,Male,5,2012
White,Hispanic or Latino,20-24 years,Male,5,2013
White,Hispanic or Latino,20-24 years,Male,5,2014
White,Hispanic or Latino,20-24 years,Male,5,2015
White,Hispanic or Latino,20-24 years,Male,5,2016
White,Hispanic or Latino,20-24 years,Male,15,2017
White,Hispanic or Latino,20-24 years,Male,5,2018
White,Hispanic or Latino,20-24 years,Male,5,2019
White,Hispanic or Latino,20-24 years,Male,10,2020
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2002
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2006
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2010
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2011
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2012
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2013
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2014
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2016
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2002
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2005
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2008
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2009
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2013
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2015
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2016
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2017
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2018
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2020
Black or African American,Not Hispanic or Latino,20-24 years,Male,18,1999
Black or African American,Not Hispanic or Latino,20-24 years,Male,13,2000
Black or African American,Not Hispanic or Latino,20-24 years,Male,16,2001
Black or African American,Not Hispanic or Latino,20-24 years,Male,13,2002
Black or African American,Not Hispanic or Latino,20-24 years,Male,21,2003
Black or African American,Not Hispanic or Latino,20-24 years,Male,11,2004
Black or African American,Not Hispanic or Latino,20-24 years,Male,21,2005
Black or African American,Not Hispanic or Latino,20-24 years,Male,19,2006
Black or African American,Not Hispanic or Latino,20-24 years,Male,23,2007
Black or African American,Not Hispanic or Latino,20-24 years,Male,21,2008
Black or African American,Not Hispanic or Latino,20-24 years,Male,22,2009
Black or African American,Not Hispanic or Latino,20-24 years,Male,15,2010
Black or African American,Not Hispanic or Latino,20-24 years,Male,25,2011
Black or African American,Not Hispanic or Latino,20-24 years,Male,15,2012
Black or African American,Not Hispanic or Latino,20-24 years,Male,15,2013
Black or African American,Not Hispanic or Latino,20-24 years,Male,23,2014
Black or African American,Not Hispanic or Latino,20-24 years,Male,12,2015
Black or African American,Not Hispanic or Latino,20-24 years,Male,19,2016
Black or African American,Not Hispanic or Latino,20-24 years,Male,28,2017
Black or African American,Not Hispanic or Latino,20-24 years,Male,21,2018
Black or African American,Not Hispanic or Latino,20-24 years,Male,18,2019
Black or African American,Not Hispanic or Latino,20-24 years,Male,18,2020
White,Not Hispanic or Latino,20-24 years,Male,5,1999
White,Not Hispanic or Latino,20-24 years,Male,11,2000
White,Not Hispanic or Latino,20-24 years,Male,5,2001
White,Not Hispanic or Latino,20-24 years,Male,15,2002
White,Not Hispanic or Latino,20-24 years,Male,14,2003
White,Not Hispanic or Latino,20-24 years,Male,16,2004
White,Not Hispanic or Latino,20-24 years,Male,5,2005
White,Not Hispanic or Latino,20-24 years,Male,25,2006
White,Not Hispanic or Latino,20-24 years,Male,12,2007
White,Not Hispanic or Latino,20-24 years,Male,15,2008
White,Not Hispanic or Latino,20-24 years,Male,17,2009
White,Not Hispanic or Latino,20-24 years,Male,19,2010
White,Not Hispanic or Latino,20-24 years,Male,16,2011
White,Not Hispanic or Latino,20-24 years,Male,18,2012
White,Not Hispanic or Latino,20-24 years,Male,23,2013
White,Not Hispanic or Latino,20-24 years,Male,20,2014
White,Not Hispanic or Latino,20-24 years,Male,16,2015
White,Not Hispanic or Latino,20-24 years,Male,26,2016
White,Not Hispanic or Latino,20-24 years,Male,19,2017
White,Not Hispanic or Latino,20-24 years,Male,19,2018
White,Not Hispanic or Latino,20-24 years,Male,21,2019
White,Not Hispanic or Latino,20-24 years,Male,17,2020
Black or African American,Not Stated,20-24 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,25-29 years,Female,5,2007
Asian or Pacific Islander,Hispanic or Latino,25-29 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,25-29 years,Female,5,2015
Black or African American,Hispanic or Latino,25-29 years,Female,5,2005
Black or African American,Hispanic or Latino,25-29 years,Female,5,2014
Black or African American,Hispanic or Latino,25-29 years,Female,5,2019
Black or African American,Hispanic or Latino,25-29 years,Female,5,2020
White,Hispanic or Latino,25-29 years,Female,5,1999
White,Hispanic or Latino,25-29 years,Female,5,2000
White,Hispanic or Latino,25-29 years,Female,5,2001
White,Hispanic or Latino,25-29 years,Female,5,2002
White,Hispanic or Latino,25-29 years,Female,5,2003
White,Hispanic or Latino,25-29 years,Female,5,2004
White,Hispanic or Latino,25-29 years,Female,5,2005
White,Hispanic or Latino,25-29 years,Female,5,2006
White,Hispanic or Latino,25-29 years,Female,5,2007
White,Hispanic or Latino,25-29 years,Female,5,2008
White,Hispanic or Latino,25-29 years,Female,5,2009
White,Hispanic or Latino,25-29 years,Female,5,2010
White,Hispanic or Latino,25-29 years,Female,5,2011
White,Hispanic or Latino,25-29 years,Female,5,2012
White,Hispanic or Latino,25-29 years,Female,5,2013
White,Hispanic or Latino,25-29 years,Female,5,2014
White,Hispanic or Latino,25-29 years,Female,5,2015
White,Hispanic or Latino,25-29 years,Female,5,2016
White,Hispanic or Latino,25-29 years,Female,5,2017
White,Hispanic or Latino,25-29 years,Female,5,2018
White,Hispanic or Latino,25-29 years,Female,5,2019
White,Hispanic or Latino,25-29 years,Female,5,2020
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2000
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2001
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2002
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2004
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2005
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2006
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2010
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2012
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2015
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2018
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2019
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2020
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Female,5,2000
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Female,5,2002
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Female,5,2004
