Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
White	F	2009	Not Hispanic or Latino	152.098093225885	149066	75770885	196.73255763081
White	F	2010	Not Hispanic or Latino	148.270342407906	145627	75954890	191.728274506092
White	F	2011	Not Hispanic or Latino	145.437795551535	143667	76307802	188.273015647863
White	F	2012	Not Hispanic or Latino	142.503877655032	141794	76586755	185.1416736484
White	F	2013	Not Hispanic or Latino	140.657178705093	141516	76799351	184.267182153662
White	F	2014	Not Hispanic or Latino	140.148006999827	142299	76988308	184.831961757102
White	F	2015	Not Hispanic or Latino	142.915394156569	146745	77171746	190.153790222655
White	F	2016	Not Hispanic or Latino	140.168730757574	145835	77325280	188.599381728718
White	F	2017	Not Hispanic or Latino	139.797426691143	148645	77419752	191.998806712788
White	F	2018	Not Hispanic or Latino	137.389929757095	149411	77503379	192.779981889564
White	F	2019	Not Hispanic or Latino	135.981462103224	151364	77565673	195.143024157091
White	F	2020	Not Hispanic or Latino	141.028594705278	159444	77676532	205.266630595712
White	F	2021	Not Hispanic or Latino	148.287308511097	165918	77401754	214.359483378116
White	F	2022	Not Hispanic or Latino	146.293068384516	169589	77183527	219.72175487653
White	M	2000	Not Hispanic or Latino	383.656407284861	269615	69673627	386.968515360913
White	M	2001	Not Hispanic or Latino	365.165536940013	261339	70150944	372.538108681759
White	M	2002	Not Hispanic or Latino	355.870675300629	258925	70470196	367.424833045732
White	M	2003	Not Hispanic or Latino	341.945696620964	252395	70718950	356.898681329403
White	M	2004	Not Hispanic or Latino	320.40771465462	239848	71093206	337.371196904526
White	M	2005	Not Hispanic or Latino	308.978315998469	234687	71441758	328.50115474482
White	M	2006	Not Hispanic or Latino	294.199610341587	226271	71804187	315.122292241816
White	M	2007	Not Hispanic or Latino	280.884177767273	219333	72114814	304.144166550856
White	M	2008	Not Hispanic or Latino	274.333545139942	217611	72447003	300.372673801289
White	M	2009	Not Hispanic or Latino	263.742361187802	212121	72776028	291.47097722893
White	M	2010	Not Hispanic or Latino	258.424826833126	210438	73040051	288.113161366768
White	M	2011	Not Hispanic or Latino	253.327160198832	210134	73499678	285.897851144327
White	M	2012	Not Hispanic or Latino	247.632589642223	209539	73891044	283.578345435206
White	M	2013	Not Hispanic or Latino	248.502367887796	214204	74212754	288.635023570207
White	M	2014	Not Hispanic or Latino	246.997031488561	216578	74481340	290.781556830207
White	M	2015	Not Hispanic or Latino	247.64039702392	220821	74744461	295.43460083283
White	M	2016	Not Hispanic or Latino	247.126050687552	224403	74928793	299.488342218458
White	M	2017	Not Hispanic or Latino	245.936750594579	228474	75049754	304.430045167103
White	M	2018	Not Hispanic or Latino	243.769774215222	232328	75120701	309.272939292726
White	M	2019	Not Hispanic or Latino	241.826880315574	234982	75170500	312.598692306157
White	M	2020	Not Hispanic or Latino	253.896785229679	250586	75252983	332.991450983412
White	M	2021	Not Hispanic or Latino	259.069975057913	258301	76019370	339.783136850516
White	M	2022	Not Hispanic or Latino	253.88874046206	259455	76273186	340.165415405618
