Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
Black or African American	M	2023	Not Hispanic or Latino	64.4642717844946	8647	14935699	57.8948464347065
White	F	2000	Not Hispanic or Latino	44.871012382401	42389	73642282	57.5606823264928
White	F	2001	Not Hispanic or Latino	42.6116939124474	40721	73986596	55.0383477569369
White	F	2002	Not Hispanic or Latino	42.0281573598187	40425	74229884	54.459198669905
White	F	2003	Not Hispanic or Latino	39.3138513958752	38005	74444229	51.0516402822843
White	F	2004	Not Hispanic or Latino	37.5337982270905	36345	74660144	48.6805918831338
White	F	2005	Not Hispanic or Latino	35.3063019843162	34238	74885877	45.7202364071933
White	F	2006	Not Hispanic or Latino	33.5277362305758	32405	75109863	43.1434683884326
White	F	2007	Not Hispanic or Latino	32.1843410238002	31136	75315096	41.3409816273752
White	F	2008	Not Hispanic or Latino	31.3187966389467	30349	75540582	40.1757561253632
White	F	2009	Not Hispanic or Latino	29.789328021875	28768	75770885	37.9670898657182
White	F	2010	Not Hispanic or Latino	29.2053459203067	28260	75954890	37.2062944202802
White	F	2011	Not Hispanic or Latino	28.7613056610893	28017	76307802	36.7157738339783
White	F	2012	Not Hispanic or Latino	27.77630215853	27179	76586755	35.4878594869309
White	F	2013	Not Hispanic or Latino	26.9059567303753	26658	76799351	34.7112308279793
White	F	2014	Not Hispanic or Latino	27.2134346812146	27169	76988308	35.2897741303783
White	F	2015	Not Hispanic or Latino	27.6894442409223	27914	77171746	36.1712692103662
White	F	2016	Not Hispanic or Latino	27.1682925637458	27782	77325280	35.9287415448091
White	F	2017	Not Hispanic or Latino	27.0978926742015	28360	77419752	36.6314787471807
White	F	2018	Not Hispanic or Latino	26.687143335244	28625	77503379	36.9338735540808
White	F	2019	Not Hispanic or Latino	26.3655806643494	28919	77565673	37.2832451282928
White	F	2020	Not Hispanic or Latino	27.41949728118	30722	77676532	39.5511993249132
White	F	2021	Not Hispanic or Latino	29.1418367695089	32195	77401754	41.5946646377032
White	F	2022	Not Hispanic or Latino	28.650669486338	32905	77183527	42.6321538791561
White	F	2023	Not Hispanic or Latino	27.6270418788628	32570	77305305	42.1316493091904
White	M	2000	Not Hispanic or Latino	52.679265826574	35907	69673627	51.5359994105087
White	M	2001	Not Hispanic or Latino	49.7185777776377	34540	70150944	49.2366859667633
White	M	2002	Not Hispanic or Latino	47.6447690095405	33655	70470196	47.7577783379515
White	M	2003	Not Hispanic or Latino	45.7432012766367	32725	70718950	46.2747255155796
White	M	2004	Not Hispanic or Latino	42.9749200913942	31178	71093206	43.8551048042481
White	M	2005	Not Hispanic or Latino	40.1705120602729	29567	71441758	41.3861596183005
White	M	2006	Not Hispanic or Latino	37.6666354743587	28055	71804187	39.0715377085183
White	M	2007	Not Hispanic or Latino	36.3587241818046	27443	72114814	38.0545944415803
White	M	2008	Not Hispanic or Latino	35.3080821498926	27031	72447003	37.3114123161175
White	M	2009	Not Hispanic or Latino	34.0044123714141	26344	72776028	36.1987329124365
White	M	2010	Not Hispanic or Latino	33.125733130205	25985	73040051	35.5763716539574
White	M	2011	Not Hispanic or Latino	32.4200377082332	25898	73499678	35.2355285148324
White	M	2012	Not Hispanic or Latino	31.4882041555884	25661	73891044	34.7281600189598
White	M	2013	Not Hispanic or Latino	31.4838012040998	26154	74212754	35.2419208159288
White	M	2014	Not Hispanic or Latino	31.294549565794	26425	74481340	35.4786849968059
White	M	2015	Not Hispanic or Latino	31.6089983050487	27143	74744461	36.3143965945517
White	M	2016	Not Hispanic or Latino	31.8810554905491	27862	74928793	37.1846374196899
White	M	2017	Not Hispanic or Latino	31.5241195144581	28296	75049754	37.7029883402416
White	M	2018	Not Hispanic or Latino	30.9899920944706	28764	75120701	38.2903775085911
White	M	2019	Not Hispanic or Latino	31.2459292103135	29595	75170500	39.3704977351488
White	M	2020	Not Hispanic or Latino	32.9090260284524	31719	75252983	42.1498241471703
White	M	2021	Not Hispanic or Latino	33.7619107143044	32840	76019370	43.1995161233249
White	M	2022	Not Hispanic or Latino	33.2973843781222	33398	76273186	43.7873409404977
White	M	2023	Not Hispanic or Latino	31.7528487655501	32765	75830273	43.2083371241457
