Race	Hispanic Origin	Age_groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	25-29 years	Female	2021	18	1717789	1.04785861360155
Black or African American	Not Hispanic or Latino	25-29 years	Female	2022	28	1673395	1.67324510949298
Black or African American	Not Hispanic or Latino	25-29 years	Female	2023	22	1650922	1.33258869892097
Black or African American	Not Hispanic or Latino	25-29 years	Male	2000	18	1217250	1.47874306839187
Black or African American	Not Hispanic or Latino	25-29 years	Male	2001	33	1176367	2.80524700199853
Black or African American	Not Hispanic or Latino	25-29 years	Male	2002	20	1161423	1.72202548081104
Black or African American	Not Hispanic or Latino	25-29 years	Male	2003	32	1156545	2.76686164394814
Black or African American	Not Hispanic or Latino	25-29 years	Male	2004	23	1184157	1.94231001463488
Black or African American	Not Hispanic or Latino	25-29 years	Male	2005	36	1219297	2.95252100185599
Black or African American	Not Hispanic or Latino	25-29 years	Male	2006	28	1261035	2.22039832359927
Black or African American	Not Hispanic or Latino	25-29 years	Male	2007	19	1295064	1.4671089614104
Black or African American	Not Hispanic or Latino	25-29 years	Male	2008	15	1326472	1.13081919558046
Black or African American	Not Hispanic or Latino	25-29 years	Male	2009	29	1341280	2.16211380174162
Black or African American	Not Hispanic or Latino	25-29 years	Male	2010	25	1342341	1.86241796980052
Black or African American	Not Hispanic or Latino	25-29 years	Male	2011	23	1368360	1.68084422228069
Black or African American	Not Hispanic or Latino	25-29 years	Male	2012	22	1400570	1.57078903589253
Black or African American	Not Hispanic or Latino	25-29 years	Male	2013	25	1442576	1.73301094708355
Black or African American	Not Hispanic or Latino	25-29 years	Male	2014	30	1517010	1.9775743073546
Black or African American	Not Hispanic or Latino	25-29 years	Male	2015	30	1599040	1.87612567540524
Black or African American	Not Hispanic or Latino	25-29 years	Male	2016	29	1683093	1.72301827647076
Black or African American	Not Hispanic or Latino	25-29 years	Male	2017	23	1765639	1.30264453832295
Black or African American	Not Hispanic or Latino	25-29 years	Male	2018	28	1824430	1.53472591439518
Black or African American	Not Hispanic or Latino	25-29 years	Male	2019	36	1845874	1.95029563231293
Black or African American	Not Hispanic or Latino	25-29 years	Male	2020	17	1830579	0.928667924192291
Black or African American	Not Hispanic or Latino	25-29 years	Male	2021	22	1736416	1.26697749847963
Black or African American	Not Hispanic or Latino	25-29 years	Male	2022	28	1704656	1.64256014116631
Black or African American	Not Hispanic or Latino	25-29 years	Male	2023	19	1654189	1.14859910203731
Black or African American	Not Hispanic or Latino	30-34 years	Female	2000	65	1384892	4.69350678608873
Black or African American	Not Hispanic or Latino	30-34 years	Female	2001	54	1388476	3.88915616834573
Black or African American	Not Hispanic or Latino	30-34 years	Female	2002	64	1393457	4.5928937886135
Black or African American	Not Hispanic or Latino	30-34 years	Female	2003	60	1388044	4.32262954200299
Black or African American	Not Hispanic or Latino	30-34 years	Female	2004	59	1376595	4.28593740352101
Black or African American	Not Hispanic or Latino	30-34 years	Female	2005	46	1350939	3.40503901360461
Black or African American	Not Hispanic or Latino	30-34 years	Female	2006	51	1320401	3.86246299419646
Black or African American	Not Hispanic or Latino	30-34 years	Female	2007	53	1313374	4.03540804066473
Black or African American	Not Hispanic or Latino	30-34 years	Female	2008	45	1320241	3.40846860535311
Black or African American	Not Hispanic or Latino	30-34 years	Female	2009	42	1353009	3.10419221158174
Black or African American	Not Hispanic or Latino	30-34 years	Female	2010	40	1384808	2.8884870682434
Black or African American	Not Hispanic or Latino	30-34 years	Female	2011	51	1424682	3.57974621705054
Black or African American	Not Hispanic or Latino	30-34 years	Female	2012	30	1450157	2.06874152246964
Black or African American	Not Hispanic or Latino	30-34 years	Female	2013	53	1470609	3.60394911223854
Black or African American	Not Hispanic or Latino	30-34 years	Female	2014	32	1484560	2.15552082772
Black or African American	Not Hispanic or Latino	30-34 years	Female	2015	51	1487728	3.42804598690083
Black or African American	Not Hispanic or Latino	30-34 years	Female	2016	34	1498513	2.26891591864735
Black or African American	Not Hispanic or Latino	30-34 years	Female	2017	43	1519870	2.82918933856185
Black or African American	Not Hispanic or Latino	30-34 years	Female	2018	44	1549097	2.84036441875493
Black or African American	Not Hispanic or Latino	30-34 years	Female	2019	58	1602877	3.61849349638182
Black or African American	Not Hispanic or Latino	30-34 years	Female	2020	55	1669692	3.29402069363691
Black or African American	Not Hispanic or Latino	30-34 years	Female	2021	52	1727635	3.00989502991083
Black or African American	Not Hispanic or Latino	30-34 years	Female	2022	59	1766776	3.33941597576603
Black or African American	Not Hispanic or Latino	30-34 years	Female	2023	61	1813191	3.36423465591876
Black or African American	Not Hispanic or Latino	30-34 years	Male	2000	52	1243849	4.18057175750433
Black or African American	Not Hispanic or Latino	30-34 years	Male	2001	42	1241242	3.38370760899164
Black or African American	Not Hispanic or Latino	30-34 years	Male	2002	52	1243774	4.18082384741923
Black or African American	Not Hispanic or Latino	30-34 years	Male	2003	54	1233902	4.376360521338
Black or African American	Not Hispanic or Latino	30-34 years	Male	2004	54	1222155	4.41842483154755
Black or African American	Not Hispanic or Latino	30-34 years	Male	2005	53	1196334	4.43020093050937
Black or African American	Not Hispanic or Latino	30-34 years	Male	2006	47	1171760	4.01106028538267
Black or African American	Not Hispanic or Latino	30-34 years	Male	2007	52	1165879	4.4601540983241
Black or African American	Not Hispanic or Latino	30-34 years	Male	2008	51	1175694	4.33786342364595
Black or African American	Not Hispanic or Latino	30-34 years	Male	2009	50	1210245	4.1313948828543
Black or African American	Not Hispanic or Latino	30-34 years	Male	2010	50	1245147	4.01559012710949
Black or African American	Not Hispanic or Latino	30-34 years	Male	2011	44	1286022	3.42140336634988
Black or African American	Not Hispanic or Latino	30-34 years	Male	2012	48	1315999	3.64741918496899
Black or African American	Not Hispanic or Latino	30-34 years	Male	2013	48	1341923	3.5769563529353
Black or African American	Not Hispanic or Latino	30-34 years	Male	2014	59	1362152	4.33138151983039
Black or African American	Not Hispanic or Latino	30-34 years	Male	2015	46	1374657	3.34628929252897
Black or African American	Not Hispanic or Latino	30-34 years	Male	2016	55	1397545	3.935472560812
Black or African American	Not Hispanic or Latino	30-34 years	Male	2017	44	1431359	3.07400170048185
Black or African American	Not Hispanic or Latino	30-34 years	Male	2018	54	1473500	3.66474380726162
Black or African American	Not Hispanic or Latino	30-34 years	Male	2019	55	1538578	3.57472939298495
Black or African American	Not Hispanic or Latino	30-34 years	Male	2020	82	1617245	5.07035112181519
Black or African American	Not Hispanic or Latino	30-34 years	Male	2021	65	1678798	3.87181781250633
Black or African American	Not Hispanic or Latino	30-34 years	Male	2022	56	1739488	3.2193381040858
Black or African American	Not Hispanic or Latino	30-34 years	Male	2023	58	1780286	3.25790350539183
Black or African American	Not Hispanic or Latino	35-39 years	Female	2000	154	1505402	10.2298256545428
Black or African American	Not Hispanic or Latino	35-39 years	Female	2001	115	1491812	7.7087461422753
Black or African American	Not Hispanic or Latino	35-39 years	Female	2002	135	1467701	9.19805873267103
Black or African American	Not Hispanic or Latino	35-39 years	Female	2003	119	1440844	8.25904816898984
Black or African American	Not Hispanic or Latino	35-39 years	Female	2004	83	1408319	5.89355110596392
Black or African American	Not Hispanic or Latino	35-39 years	Female	2005	95	1396992	6.80032527029503
Black or African American	Not Hispanic or Latino	35-39 years	Female	2006	104	1405559	7.39919135376032
Black or African American	Not Hispanic or Latino	35-39 years	Female	2007	90	1413720	6.36618283677107
Black or African American	Not Hispanic or Latino	35-39 years	Female	2008	100	1412276	7.080768914858
Black or African American	Not Hispanic or Latino	35-39 years	Female	2009	73	1403007	5.20311017692713
Black or African American	Not Hispanic or Latino	35-39 years	Female	2010	95	1384151	6.86341302357907
Black or African American	Not Hispanic or Latino	35-39 years	Female	2011	96	1344610	7.13961669182886
Black or African American	Not Hispanic or Latino	35-39 years	Female	2012	68	1338520	5.08023787466754
Black or African American	Not Hispanic or Latino	35-39 years	Female	2013	84	1344139	6.24935367547553
Black or African American	Not Hispanic or Latino	35-39 years	Female	2014	67	1374316	4.87515243946807
Black or African American	Not Hispanic or Latino	35-39 years	Female	2015	88	1413525	6.22557082471127
Black or African American	Not Hispanic or Latino	35-39 years	Female	2016	88	1445255	6.08889088776721
Black or African American	Not Hispanic or Latino	35-39 years	Female	2017	86	1475146	5.82993141017906
Black or African American	Not Hispanic or Latino	35-39 years	Female	2018	71	1494278	4.75145856393523
Black or African American	Not Hispanic or Latino	35-39 years	Female	2019	90	1501244	5.99502812334304
Black or African American	Not Hispanic or Latino	35-39 years	Female	2020	98	1502992	6.52032745350607
Black or African American	Not Hispanic or Latino	35-39 years	Female	2021	101	1528319	6.60856797566477
Black or African American	Not Hispanic or Latino	35-39 years	Female	2022	96	1533513	6.26013604058133
Black or African American	Not Hispanic or Latino	35-39 years	Female	2023	100	1574482	6.35129521963414
Black or African American	Not Hispanic or Latino	35-39 years	Male	2000	127	1333184	9.52606691949498
Black or African American	Not Hispanic or Latino	35-39 years	Male	2001	118	1322748	8.92082240910589
Black or African American	Not Hispanic or Latino	35-39 years	Male	2002	102	1298817	7.85330034947186
Black or African American	Not Hispanic or Latino	35-39 years	Male	2003	129	1273108	10.1326831659215
Black or African American	Not Hispanic or Latino	35-39 years	Male	2004	112	1248378	8.97164160214294
Black or African American	Not Hispanic or Latino	35-39 years	Male	2005	92	1238840	7.42630202447451
Black or African American	Not Hispanic or Latino	35-39 years	Male	2006	129	1244414	10.3663250333089
Black or African American	Not Hispanic or Latino	35-39 years	Male	2007	124	1253650	9.89111793562797
Black or African American	Not Hispanic or Latino	35-39 years	Male	2008	99	1253548	7.89758349899645
Black or African American	Not Hispanic or Latino	35-39 years	Male	2009	109	1244299	8.75995239086425
Black or African American	Not Hispanic or Latino	35-39 years	Male	2010	101	1226242	8.23654710897196
Black or African American	Not Hispanic or Latino	35-39 years	Male	2011	85	1193704	7.12069323718443
Black or African American	Not Hispanic or Latino	35-39 years	Male	2012	93	1189759	7.81670909822914
Black or African American	Not Hispanic or Latino	35-39 years	Male	2013	99	1199943	8.25039189361495
Black or African American	Not Hispanic or Latino	35-39 years	Male	2014	108	1231071	8.77284900708408
Black or African American	Not Hispanic or Latino	35-39 years	Male	2015	107	1271310	8.41651524805122
Black or African American	Not Hispanic or Latino	35-39 years	Male	2016	85	1303281	6.5220010112938
Black or African American	Not Hispanic or Latino	35-39 years	Male	2017	99	1336143	7.40938657015005
Black or African American	Not Hispanic or Latino	35-39 years	Male	2018	90	1361639	6.60968142069961
Black or African American	Not Hispanic or Latino	35-39 years	Male	2019	76	1374076	5.53098955225184
Black or African American	Not Hispanic or Latino	35-39 years	Male	2020	108	1383849	7.80431969094894
Black or African American	Not Hispanic or Latino	35-39 years	Male	2021	123	1434313	8.57553407101518
Black or African American	Not Hispanic or Latino	35-39 years	Male	2022	118	1453787	8.11673236863447
Black or African American	Not Hispanic or Latino	35-39 years	Male	2023	114	1486365	7.66971773420391
Black or African American	Not Hispanic or Latino	40-44 years	Female	2000	281	1442018	19.4865806113377
Black or African American	Not Hispanic or Latino	40-44 years	Female	2001	288	1475496	19.5188600985702
Black or African American	Not Hispanic or Latino	40-44 years	Female	2002	275	1487168	18.4915221414124
Black or African American	Not Hispanic or Latino	40-44 years	Female	2003	282	1498869	18.8141858961657
Black or African American	Not Hispanic or Latino	40-44 years	Female	2004	271	1510161	17.9451065151332
Black or African American	Not Hispanic or Latino	40-44 years	Female	2005	259	1506129	17.1964021674106
Black or African American	Not Hispanic or Latino	40-44 years	Female	2006	248	1494626	16.5927797321872
Black or African American	Not Hispanic or Latino	40-44 years	Female	2007	228	1471651	15.4928036606505
Black or African American	Not Hispanic or Latino	40-44 years	Female	2008	211	1446445	14.5874886359315
Black or African American	Not Hispanic or Latino	40-44 years	Female	2009	182	1414333	12.8682566269754
Black or African American	Not Hispanic or Latino	40-44 years	Female	2010	171	1404513	12.1750386076882
Black or African American	Not Hispanic or Latino	40-44 years	Female	2011	151	1410151	10.7080731070644
Black or African American	Not Hispanic or Latino	40-44 years	Female	2012	141	1415866	9.9585695256472
Black or African American	Not Hispanic or Latino	40-44 years	Female	2013	137	1412452	9.69944465369443
Black or African American	Not Hispanic or Latino	40-44 years	Female	2014	140	1406532	9.95355953508345
Black or African American	Not Hispanic or Latino	40-44 years	Female	2015	137	1386639	9.88000481740381
Black or African American	Not Hispanic or Latino	40-44 years	Female	2016	133	1352538	9.83336512541607
Black or African American	Not Hispanic or Latino	40-44 years	Female	2017	136	1351467	10.0631387965818
Black or African American	Not Hispanic or Latino	40-44 years	Female	2018	133	1354893	9.8162733145717
Black or African American	Not Hispanic or Latino	40-44 years	Female	2019	132	1378109	9.5783424968562
Black or African American	Not Hispanic or Latino	40-44 years	Female	2020	174	1414368	12.302314532003
Black or African American	Not Hispanic or Latino	40-44 years	Female	2021	177	1459174	12.1301503453324
Black or African American	Not Hispanic or Latino	40-44 years	Female	2022	183	1472391	12.4287638269998
Black or African American	Not Hispanic or Latino	40-44 years	Female	2023	163	1504847	10.8316659434481
Black or African American	Not Hispanic or Latino	40-44 years	Male	2000	267	1273647	20.9634223611409
Black or African American	Not Hispanic or Latino	40-44 years	Male	2001	237	1304062	18.1739825253707
Black or African American	Not Hispanic or Latino	40-44 years	Male	2002	229	1314793	17.4171903866236
Black or African American	Not Hispanic or Latino	40-44 years	Male	2003	256	1321512	19.371749934923
Black or African American	Not Hispanic or Latino	40-44 years	Male	2004	232	1331998	17.4174435697351
Black or African American	Not Hispanic or Latino	40-44 years	Male	2005	237	1329094	17.831695877041
Black or African American	Not Hispanic or Latino	40-44 years	Male	2006	210	1324308	15.8573383231091
Black or African American	Not Hispanic or Latino	40-44 years	Male	2007	206	1305269	15.7821874264998
Black or African American	Not Hispanic or Latino	40-44 years	Male	2008	203	1286275	15.7820061806379
Black or African American	Not Hispanic or Latino	40-44 years	Male	2009	179	1262389	14.1794644915315
Black or African American	Not Hispanic or Latino	40-44 years	Male	2010	186	1257524	14.790970192219
Black or African American	Not Hispanic or Latino	40-44 years	Male	2011	177	1256689	14.0846303261984
Black or African American	Not Hispanic or Latino	40-44 years	Male	2012	162	1261822	12.8385778659748
Black or African American	Not Hispanic or Latino	40-44 years	Male	2013	165	1254873	13.1487409482872
Black or African American	Not Hispanic or Latino	40-44 years	Male	2014	192	1246955	15.3975083302926
Black or African American	Not Hispanic or Latino	40-44 years	Male	2015	192	1226949	15.6485721900421
Black or African American	Not Hispanic or Latino	40-44 years	Male	2016	196	1199479	16.3404278024042
Black or African American	Not Hispanic or Latino	40-44 years	Male	2017	154	1197949	12.8553051924581
Black or African American	Not Hispanic or Latino	40-44 years	Male	2018	182	1203743	15.1195064062678
Black or African American	Not Hispanic or Latino	40-44 years	Male	2019	159	1228028	12.9475875142912
Black or African American	Not Hispanic or Latino	40-44 years	Male	2020	205	1265505	16.199066775714
Black or African American	Not Hispanic or Latino	40-44 years	Male	2021	230	1329536	17.2992683161644
Black or African American	Not Hispanic or Latino	40-44 years	Male	2022	204	1354606	15.0597295449747
Black or African American	Not Hispanic or Latino	40-44 years	Male	2023	203	1376345	14.7492089556034
Black or African American	Not Hispanic or Latino	45-49 years	Female	2000	428	1225916	34.9126693835467
Black or African American	Not Hispanic or Latino	45-49 years	Female	2001	378	1272430	29.7069386921088
Black or African American	Not Hispanic or Latino	45-49 years	Female	2002	409	1321076	30.9596117104542
Black or African American	Not Hispanic or Latino	45-49 years	Female	2003	405	1363748	29.6975687590376
Black or African American	Not Hispanic or Latino	45-49 years	Female	2004	403	1398644	28.8136223370636
Black or African American	Not Hispanic or Latino	45-49 years	Female	2005	430	1436071	29.9428092343624
Black or African American	Not Hispanic or Latino	45-49 years	Female	2006	384	1461455	26.275184661861
Black or African American	Not Hispanic or Latino	45-49 years	Female	2007	390	1473530	26.4670553025727
Black or African American	Not Hispanic or Latino	45-49 years	Female	2008	366	1485776	24.6335921430956
Black or African American	Not Hispanic or Latino	45-49 years	Female	2009	372	1496992	24.849832196832
Black or African American	Not Hispanic or Latino	45-49 years	Female	2010	315	1493767	21.0876261157195
Black or African American	Not Hispanic or Latino	45-49 years	Female	2011	301	1475059	20.40596342248
Black or African American	Not Hispanic or Latino	45-49 years	Female	2012	289	1453232	19.8867076970504
Black or African American	Not Hispanic or Latino	45-49 years	Female	2013	228	1428396	15.9619601287038
Black or African American	Not Hispanic or Latino	45-49 years	Female	2014	232	1402364	16.5434937006369
Black or African American	Not Hispanic or Latino	45-49 years	Female	2015	248	1396052	17.7643812694656
Black or African American	Not Hispanic or Latino	45-49 years	Female	2016	249	1403832	17.7371651308704
Black or African American	Not Hispanic or Latino	45-49 years	Female	2017	234	1413393	16.5559048332629
Black or African American	Not Hispanic or Latino	45-49 years	Female	2018	220	1406949	15.6366719760276
Black or African American	Not Hispanic or Latino	45-49 years	Female	2019	243	1397316	17.3904828972115
Black or African American	Not Hispanic or Latino	45-49 years	Female	2020	258	1375619	18.7551931166987
Black or African American	Not Hispanic or Latino	45-49 years	Female	2021	268	1349300	19.8621507448307
Black or African American	Not Hispanic or Latino	45-49 years	Female	2022	275	1334539	20.6063666929179
Black or African American	Not Hispanic or Latino	45-49 years	Female	2023	238	1351608	17.6086557640973
Black or African American	Not Hispanic or Latino	45-49 years	Male	2000	440	1061019	41.4695684054668
Black or African American	Not Hispanic or Latino	45-49 years	Male	2001	412	1105384	37.2721153915743
Black or African American	Not Hispanic or Latino	45-49 years	Male	2002	398	1153639	34.4995271484407
Black or African American	Not Hispanic or Latino	45-49 years	Male	2003	415	1196401	34.6873665267749
Black or African American	Not Hispanic or Latino	45-49 years	Male	2004	442	1231607	35.8880714383728
Black or African American	Not Hispanic or Latino	45-49 years	Male	2005	408	1267913	32.1788640072308
Black or African American	Not Hispanic or Latino	45-49 years	Male	2006	377	1293433	29.147238395804
Black or African American	Not Hispanic or Latino	45-49 years	Male	2007	399	1307530	30.5155522244231
Black or African American	Not Hispanic or Latino	45-49 years	Male	2008	374	1318543	28.364641881228
Black or African American	Not Hispanic or Latino	45-49 years	Male	2009	352	1330207	26.4620468844323
Black or African American	Not Hispanic or Latino	45-49 years	Male	2010	339	1329666	25.4951243394958
Black or African American	Not Hispanic or Latino	45-49 years	Male	2011	350	1313392	26.6485558005531
Black or African American	Not Hispanic or Latino	45-49 years	Male	2012	357	1293068	27.6087568480544
Black or African American	Not Hispanic or Latino	45-49 years	Male	2013	310	1269490	24.4192549764078
Black or African American	Not Hispanic or Latino	45-49 years	Male	2014	281	1247238	22.5297818058783
Black or African American	Not Hispanic or Latino	45-49 years	Male	2015	299	1240517	24.1028538907568
Black or African American	Not Hispanic or Latino	45-49 years	Male	2016	295	1242735	23.7379650528874
Black or African American	Not Hispanic or Latino	45-49 years	Male	2017	293	1249902	23.4418378400867
Black or African American	Not Hispanic or Latino	45-49 years	Male	2018	298	1240961	24.0136474877132
Black or African American	Not Hispanic or Latino	45-49 years	Male	2019	319	1229131	25.953295458336
Black or African American	Not Hispanic or Latino	45-49 years	Male	2020	307	1207681	25.4206201803291
Black or African American	Not Hispanic or Latino	45-49 years	Male	2021	329	1208836	27.2162642409723
Black or African American	Not Hispanic or Latino	45-49 years	Male	2022	308	1200224	25.6618764497294
Black or African American	Not Hispanic or Latino	45-49 years	Male	2023	330	1203359	27.4232377868948
Black or African American	Not Hispanic or Latino	50-54 years	Female	2000	436	980443	44.4696938016794
Black or African American	Not Hispanic or Latino	50-54 years	Female	2001	510	1066260	47.8307354678971
Black or African American	Not Hispanic or Latino	50-54 years	Female	2002	479	1105949	43.311219595117
Black or African American	Not Hispanic or Latino	50-54 years	Female	2003	513	1144404	44.8268268898047
Black or African American	Not Hispanic or Latino	50-54 years	Female	2004	490	1185311	41.3393615683985
Black or African American	Not Hispanic or Latino	50-54 years	Female	2005	517	1223782	42.2460863127583
Black or African American	Not Hispanic or Latino	50-54 years	Female	2006	482	1264163	38.1279945703204
Black or African American	Not Hispanic or Latino	50-54 years	Female	2007	542	1315461	41.2022857386118
Black or African American	Not Hispanic or Latino	50-54 years	Female	2008	517	1361382	37.976115447391
Black or African American	Not Hispanic or Latino	50-54 years	Female	2009	492	1399562	35.1538552775797
Black or African American	Not Hispanic or Latino	50-54 years	Female	2010	491	1431800	34.2924989523676
Black or African American	Not Hispanic or Latino	50-54 years	Female	2011	419	1454259	28.811924148312
Black or African American	Not Hispanic or Latino	50-54 years	Female	2012	468	1460480	32.04425942156
Black or African American	Not Hispanic or Latino	50-54 years	Female	2013	409	1467990	27.8612252127058
Black or African American	Not Hispanic or Latino	50-54 years	Female	2014	440	1473543	29.8600040853915
Black or African American	Not Hispanic or Latino	50-54 years	Female	2015	391	1467603	26.6420823615106
Black or African American	Not Hispanic or Latino	50-54 years	Female	2016	417	1451167	28.7354935717254
Black or African American	Not Hispanic or Latino	50-54 years	Female	2017	367	1432173	25.6253958146118
Black or African American	Not Hispanic or Latino	50-54 years	Female	2018	366	1404709	26.0552185541632
Black or African American	Not Hispanic or Latino	50-54 years	Female	2019	372	1377231	27.010719334665
Black or African American	Not Hispanic or Latino	50-54 years	Female	2020	399	1370203	29.1197727635978
Black or African American	Not Hispanic or Latino	50-54 years	Female	2021	380	1385068	27.4354760921485
Black or African American	Not Hispanic or Latino	50-54 years	Female	2022	379	1380503	27.4537614188452
Black or African American	Not Hispanic or Latino	50-54 years	Female	2023	328	1386233	23.6612459810147
Black or African American	Not Hispanic or Latino	50-54 years	Male	2000	515	834987	61.677606956755
Black or African American	Not Hispanic or Latino	50-54 years	Male	2001	586	912639	64.2093971438871
Black or African American	Not Hispanic or Latino	50-54 years	Male	2002	588	945720	62.1748509072453
Black or African American	Not Hispanic or Latino	50-54 years	Male	2003	616	979716	62.8753638809614
