Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
Black or African American	M	2010	Not Hispanic or Latino	199.274331042772	18647	12219977	152.594395226767
Black or African American	M	2011	Not Hispanic or Latino	191.247022614666	18705	12521774	149.379792352106
Black or African American	M	2012	Not Hispanic or Latino	186.526725264734	18895	12786047	147.778277367509
Black or African American	M	2013	Not Hispanic or Latino	181.808542841763	19072	13032785	146.338637520683
Black or African American	M	2014	Not Hispanic or Latino	176.382432834134	19127	13303517	143.774011037833
Black or African American	M	2015	Not Hispanic or Latino	173.984535409488	19495	13535982	144.023536674325
Black or African American	M	2016	Not Hispanic or Latino	173.729597278443	20185	13719610	147.125173383208
Black or African American	M	2017	Not Hispanic or Latino	172.218232120237	20763	13944456	148.897884578645
Black or African American	M	2018	Not Hispanic or Latino	171.999245833593	21310	14109868	151.029052858609
Black or African American	M	2019	Not Hispanic or Latino	164.59911374559	21041	14278463	147.361799375745
Black or African American	M	2020	Not Hispanic or Latino	185.618934621237	24428	14453199	169.014485997183
Black or African American	M	2021	Not Hispanic or Latino	178.71605531054	24379	14716384	165.658900990896
Black or African American	M	2022	Not Hispanic or Latino	171.532556485029	23608	14883794	158.615471297171
White	F	2000	Not Hispanic or Latino	118.281182064812	112692	73642282	153.026219366749
White	F	2001	Not Hispanic or Latino	113.029937240846	108571	73986596	146.744148088662
White	F	2002	Not Hispanic or Latino	108.005021732161	104467	74229884	140.73442442669
White	F	2003	Not Hispanic or Latino	102.92388258127	99985	74444229	134.308597648315
White	F	2004	Not Hispanic or Latino	95.2978321651246	92933	74660144	124.474713041003
White	F	2005	Not Hispanic or Latino	91.2472925170504	89266	74885877	119.202716955562
White	F	2006	Not Hispanic or Latino	85.2186576939581	83309	75109863	110.916192191697
White	F	2007	Not Hispanic or Latino	79.4369081962773	77797	75315096	103.295360600749
White	F	2008	Not Hispanic or Latino	78.1379274453247	76802	75540582	101.669854754362
White	F	2009	Not Hispanic or Latino	72.6619368305085	71555	75770885	94.4360092930154
White	F	2010	Not Hispanic or Latino	69.2570621446544	68378	75954890	90.0244869026866
White	F	2011	Not Hispanic or Latino	66.746530540462	66312	76307802	86.9006815318832
White	F	2012	Not Hispanic or Latino	64.9784165847183	65082	76586755	84.9781401496904
White	F	2013	Not Hispanic or Latino	62.5193556044691	63405	76799351	82.5592914190121
White	F	2014	Not Hispanic or Latino	61.0724752702781	62593	76988308	81.3019556164294
White	F	2015	Not Hispanic or Latino	60.978179396984	63286	77171746	82.0066971142521
White	F	2016	Not Hispanic or Latino	58.7616393818689	61931	77325280	80.0915302214231
White	F	2017	Not Hispanic or Latino	57.5655545480778	62053	77419752	80.1513804900847
White	F	2018	Not Hispanic or Latino	56.3259362002232	62064	77503379	80.0790891968723
White	F	2019	Not Hispanic or Latino	54.388496179615	61370	77565673	79.1200509534675
White	F	2020	Not Hispanic or Latino	56.1102152449149	64334	77676532	82.8229561021082
White	F	2021	Not Hispanic or Latino	57.705472067239	65522	77401754	84.6518284327252
White	F	2022	Not Hispanic or Latino	55.8488146872603	65571	77183527	84.9546561923764
White	M	2000	Not Hispanic or Latino	246.346172355098	173771	69673627	249.407139375707
White	M	2001	Not Hispanic or Latino	232.883586704898	167306	70150944	238.494295957015
White	M	2002	Not Hispanic or Latino	225.361191828446	164636	70470196	233.625006520487
White	M	2003	Not Hispanic or Latino	214.019276366192	158729	70718950	224.450447864398
White	M	2004	Not Hispanic or Latino	198.676755592528	149538	71093206	210.340774335033
White	M	2005	Not Hispanic or Latino	190.310671728091	145401	71441758	203.523827059239
White	M	2006	Not Hispanic or Latino	180.832572141421	139971	71804187	194.934314902834
White	M	2007	Not Hispanic or Latino	170.013411995723	133817	72114814	185.56104159126
White	M	2008	Not Hispanic or Latino	165.569308255212	132504	72447003	182.897834987046
White	M	2009	Not Hispanic or Latino	156.924350834469	127496	72776028	175.189555549803
White	M	2010	Not Hispanic or Latino	152.364166392945	125392	73040051	171.675674213316
White	M	2011	Not Hispanic or Latino	147.657570675906	123840	73499678	168.490534067374
White	M	2012	Not Hispanic or Latino	142.882523620641	122403	73891044	165.653363890758
White	M	2013	Not Hispanic or Latino	140.848506265824	122942	74212754	165.661551921385
White	M	2014	Not Hispanic or Latino	137.729437890736	122472	74481340	164.43313184215
White	M	2015	Not Hispanic or Latino	135.303969633162	122425	74744461	163.791401211656
White	M	2016	Not Hispanic or Latino	133.868343882373	123414	74928793	164.708378526797
White	M	2017	Not Hispanic or Latino	132.503924907007	125065	75049754	166.642784731846
White	M	2018	Not Hispanic or Latino	130.227438099372	125831	75120701	167.505092903752
White	M	2019	Not Hispanic or Latino	126.476833981108	124540	75170500	165.676694980079
White	M	2020	Not Hispanic or Latino	131.700552177943	131812	75252983	175.158505012353
White	M	2021	Not Hispanic or Latino	132.183249878459	133801	76019370	176.009088210018
White	M	2022	Not Hispanic or Latino	127.484569106303	132037	76273186	173.110639432316
